Symbol	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	B_cells	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
SFRS6	603.5	429.8333333	658.9166667	117	133.0909091	294.75	239.5384615	248.3636364	874.5	148.9090909
SFRS7	2576.625	2194.666667	5186.166667	766.2	2800.227273	3350	4693.884615	2488.363636	1228.625	2118.909091
SFRS8	214.8125	286.8333333	804.0833333	179	486.4090909	90.75	312.8461538	234.5454545	193.625	223.5454545
SFRS9	1373.3125	1871	1394.166667	1023.2	904.1363636	310.25	455.3076923	1969.363636	1671	1203.727273
SFT2D1	1292.5	1424	419.1666667	1312.8	619.1818182	840.25	356.0384615	582.9090909	1158.25	1763.818182
SFT2D2	203.1875	238	140.8333333	104.8	119.3181818	148.5	159.5384615	183.5454545	223	262.7272727
SFT2D3	223.875	213.3333333	189.4166667	130.2	240.8636364	153.5	194.9230769	174.6363636	258.875	201.9090909
SFTA1P	29.375	29.33333333	29.83333333	29.4	25.36363636	37.5	23.96153846	45.72727273	24.25	27.18181818
SFTA2	15.3125	13.66666667	14.66666667	18	14.18181818	18	13.76923077	14.27272727	13.625	15
SFTA3	8.5	8.833333333	8	8.4	8.181818182	9.5	8.5	7.909090909	8.5	8
SFTPA2	49.9375	56.5	39.91666667	46	40.5	64.75	48.42307692	41.81818182	35.375	46.09090909
SFTPB	61.4375	63.5	49	64.4	44.59090909	75.5	54.88461538	57.72727273	44.25	51.09090909
SFTPC	74.3125	81.33333333	52.5	75.6	59.95454545	70.5	63.5	68.81818182	60.5	73.81818182
SFTPD	37	180.5	19.16666667	29	22.27272727	31.5	24.80769231	23.36363636	25.5	26.45454545
SFXN1	57.125	60.5	265.3333333	76.8	170.3636364	78.5	187.2692308	246.2727273	274.5	118
SFXN2	109.5	102.8333333	94.41666667	74.6	164.0454545	158.25	131.1153846	183.2727273	100.25	214.2727273
SFXN3	264	222.6666667	319.9166667	121.8	268.2727273	92.5	174.6538462	441.0909091	338.625	739.5454545
SFXN4	220.375	196.1666667	111.8333333	34.4	125.1818182	106.75	79	251.8181818	195.875	311.9090909
SFXN5	82.875	67.5	84	70.8	60.90909091	94.75	70.5	65.72727273	61.875	76.63636364
SGCA	30.4375	34.33333333	23.41666667	36	26.27272727	39.75	26.46153846	29.27272727	28	32.54545455
SGCB	43.1875	30.83333333	39.58333333	30.8	84.77272727	51	48.46153846	678.3636364	1122.125	64.18181818
SGCD	53	47.16666667	45.5	39.4	42.72727273	49.75	53.38461538	37.18181818	319.125	29.63636364
SGCE	17.125	17.5	21.58333333	18.2	19.22727273	53.25	21.38461538	460.0909091	1127.25	14.27272727
SGCG	19.0625	18.5	15.41666667	16.6	17.59090909	18	19.88461538	23.63636364	236	22.54545455
SGCZ	13.625	14.33333333	13.08333333	13.8	13.95454545	18.75	15.15384615	12.81818182	11.75	11.72727273
SGEF	12	14	9.75	13.4	10.54545455	13.25	11.53846154	30.09090909	32.5	11.54545455
SGIP1	10.3125	9.5	9.5	10.4	9.954545455	11	13.69230769	53.18181818	27.25	9.909090909
SGK1	3180.25	1218.5	273	7335.4	158.2272727	116.25	315.2692308	2349.727273	4080.5	6915.272727
SGK196	67.125	65.5	60.58333333	51.2	56.36363636	65.5	73.80769231	48	41.625	42.90909091
SGK2	125.0625	115	79.75	131.4	100.1818182	144.75	112	83	90.5	91.27272727
SGK269	248.5	174.8333333	590.5833333	160.4	158.8636364	235.25	180.6923077	989.3636364	2238.25	525.9090909
SGK3	970.25	398.6666667	427.9166667	201	358.2272727	111.25	249.6153846	281.5454545	328.875	1757
SGMS1	133.875	92.83333333	123.3333333	134	107.9090909	30	64.61538462	201.4545455	324.625	401.5454545
SGMS2	71.25	28.33333333	12.33333333	25.4	16.31818182	23.25	21	89.09090909	116.75	40.90909091
SGOL1	36	40.16666667	25.75	38.6	36.09090909	37.75	42.88461538	44.09090909	24.625	28.45454545
SGOL2	51.625	54	134.4166667	40.8	57.95454545	72.5	43.03846154	265.9090909	125	148.8181818
SGPL1	221.375	412	363.5833333	249	200.6818182	107.25	209.4230769	138.2727273	318.875	369.4545455
SGPP1	221.8125	1179.666667	590.8333333	179.2	346	415.5	230.0769231	240.5454545	667.375	876.8181818
SGPP2	27.75	27.16666667	18.25	22.8	30.45454545	22.5	26.80769231	17.63636364	21.625	35.18181818
SGSH	604.125	337.1666667	336.9166667	132.2	707.5909091	116	324.5769231	706.8181818	536.625	474.6363636
SGSM1	55.6875	56.5	47.58333333	48.6	50.54545455	64.25	60.23076923	39.27272727	37.75	45.90909091
SGSM2	679.5	690.1666667	853.3333333	587.2	1527.181818	598.5	1005.730769	663.8181818	572.375	670.3636364
SGSM3	94.25	108.8333333	89.58333333	59.8	154.3181818	72.25	74.11538462	166.1818182	126.75	110.4545455
SGTA	150.125	149.8333333	201.3333333	186.6	166.1363636	155.25	116.1923077	273.0909091	220.75	221.8181818
SGTB	23.5625	18.66666667	15.58333333	26.4	22.81818182	14.5	34.69230769	18.45454545	22.125	33.09090909
SH2B1	195.5	220.6666667	215.25	185.4	271.3181818	245	163.5769231	189.7272727	187.625	158.2727273
SH2B2	384.5	758.6666667	196.3333333	767	175.5909091	331.25	249.9230769	87.54545455	83.25	268.0909091
SH2B3	1026.1875	1898.666667	780.9166667	830.4	319.2272727	136.75	256.3076923	900.0909091	239.875	1107.909091
SH2D1A	62.5625	69.5	398.6666667	84.6	405.5	85.25	2064.615385	47.09090909	38.375	59.54545455
SH2D1B	21.125	158.3333333	64.75	13.4	14.45454545	25	49.88461538	12.27272727	12	12
SH2D2A	73.5	102.8333333	463.1666667	106.2	302.5909091	81.25	339.6923077	48.54545455	35.75	71.45454545
SH2D3A	14.5	14.16666667	47	16.6	138.5454545	18	24.26923077	13.54545455	11.875	15.27272727
SH2D3C	338.5625	1045.333333	130	799.6	418.0909091	217	136.3846154	401.3636364	39.125	145.3636364
SH2D4A	70.625	68.16666667	45.58333333	74.6	57.22727273	86	69.46153846	47.18181818	418.25	56
SH2D4B	21.9375	18.5	15.83333333	24.6	19.63636364	22.75	19.07692308	16	16.625	15.45454545
SH2D5	42.1875	38.33333333	44.16666667	49	34.13636364	48	41.84615385	46.27272727	49.875	31.90909091
SH2D6	83.5625	92	81	92.4	71.54545455	93.5	74.34615385	75.27272727	65.625	68
SH3BGR	34.1875	40.66666667	40.75	38.2	39.63636364	31.5	39.42307692	53.63636364	161.875	86.90909091
SH3BGRL	5758	5491.333333	2444	1918.2	3001.045455	4794.25	1745.653846	2136.272727	2692.375	6374.363636
SH3BGRL2	48.6875	36	32.83333333	70.6	53.72727273	66	83.30769231	206.2727273	64.75	34.45454545
SH3BGRL3	9439.8125	6927.666667	1877.666667	4042	3943.409091	6738.75	5678.961538	3444.727273	3624.75	6369.727273
SH3BP1	238.625	356.1666667	122.5833333	191.8	221.7727273	176.75	132.5384615	110.8181818	99.875	180.2727273
SH3BP2	204.625	569.1666667	167.75	485.4	88	94.25	82.26923077	68.36363636	67.25	124.3636364
SH3BP4	16.4375	14.83333333	18.91666667	21.2	16.54545455	17.75	18	30.27272727	23.75	17.90909091
SH3BP5	342.75	213.1666667	906.1666667	895.4	1299.909091	761	397.6923077	792.8181818	547.125	1125
SH3BP5L	145.375	111.8333333	107.5833333	330.8	125	110.5	81.92307692	188.7272727	239.25	148.6363636
SH3D19	47.3125	47.5	22.33333333	38.2	41.5	48.75	43.5	116.4545455	56.875	43.27272727
SH3D20	37.375	77.83333333	18.16666667	90.4	14.86363636	11.5	12.23076923	22.81818182	10.625	17.81818182
SH3GL1	232.25	214.8333333	203.0833333	318.6	239.7272727	121.75	172.4615385	795.7272727	504	306.7272727
SH3GL1P1	10.3125	11	10	10.4	10.90909091	10.5	9.576923077	10.45454545	10.5	10
SH3GL1P2	52.4375	37.33333333	31.5	36.2	47.72727273	95.5	73.61538462	23.63636364	21.75	21
SH3GL2	9.5625	9.166666667	8.5	8.4	8.045454545	10.5	9.653846154	9.454545455	11.375	8.090909091
SH3GL3	56.125	45.5	34.75	46.2	47.22727273	73.5	76.38461538	30	38.125	28.81818182
SH3GLB1	834.375	988.3333333	1042.166667	1582	673.5	377.75	605.9230769	1278.545455	1025.75	828.3636364
SH3GLB2	201.4375	194.5	219.75	183.2	185.8636364	196.25	154.6538462	166	122	151.9090909
SH3KBP1	1937.375	1961.666667	2492.166667	2240	1780.863636	350	885.1923077	526.9090909	1150.875	583.8181818
SH3PXD2A	43.3125	37.33333333	34.16666667	38.2	49.95454545	50	42.96153846	46.36363636	104.625	60.90909091
SH3PXD2B	54.875	46.33333333	37.66666667	51.8	37.68181818	55.25	45.23076923	39.09090909	39.625	37.90909091
SH3RF1	41.9375	147.3333333	13.5	14.2	14.77272727	19.25	14.88461538	281.7272727	509.5	72.45454545
SH3RF2	26.4375	26	17.41666667	23.2	24.54545455	32	26.69230769	26.27272727	19	31.18181818
SH3RF3	41.125	42.33333333	26.5	88.4	63.04545455	31	43.5	184.6363636	193.875	278
SH3TC1	465	981.6666667	155.5833333	38	88.95454545	28.5	50.80769231	400.1818182	26.625	265.8181818
SH3TC2	17.9375	17.83333333	12.66666667	19	18.22727273	18.5	20.46153846	18.54545455	16.125	15.36363636
SH3YL1	101.25	130.8333333	793.0833333	58.8	1828.636364	298.75	602.6923077	319.8181818	519.25	264.7272727
SHANK1	35.9375	34.66666667	59.16666667	37.8	28.04545455	36	32.19230769	34.54545455	32.75	34.45454545
SHANK2	23.3125	16.83333333	10.58333333	15.4	15.5	35.75	26.30769231	11.54545455	15.875	11.81818182
SHANK3	24.25	22.33333333	13.5	20	20.22727273	22.75	25.34615385	583.1818182	24.25	33.72727273
SHARPIN	244.8125	245.5	195.3333333	224.6	185.5454545	239.5	148.0769231	269	263.75	213
SHB	56.25	64.16666667	49	60.6	42	64.25	48.03846154	139.7272727	103.75	164.9090909
SHBG	109.6875	105.5	95.83333333	104.2	89.95454545	117.5	104.8076923	87.09090909	79	110.0909091
SHC1	1010.75	1417.666667	1506.666667	700.2	1340.181818	227.5	655.5	4555.181818	3806.125	1116.090909
SHC3	54.375	52	47.75	64.8	46.86363636	71	55.73076923	66.90909091	50.125	54.45454545
SHC4	11.0625	10.66666667	10.5	12.6	10.22727273	11	11.30769231	10.81818182	13.875	12.45454545
SHCBP1	22	30.83333333	19.5	15.6	14.59090909	17	14.80769231	391.2727273	212.25	209.6363636
SHD	46.5	47.16666667	57.25	57.2	43.86363636	53.75	49.80769231	43.63636364	37	48.18181818
SHE	34.1875	39	22.08333333	26.4	27.63636364	39.75	35.30769231	955.6363636	95.75	25.18181818
SHF	56.9375	57.83333333	76.25	47.6	47.86363636	73.5	50.84615385	68.09090909	57.625	49.72727273
SHFM1	1113	663.5	809.6666667	160.6	851.0909091	1927	2363.538462	1684.272727	1575.625	1129.272727
SHH	68.5625	66	49.33333333	68.6	57.54545455	81.5	58.57692308	51.54545455	44.625	54.36363636
SHISA2	11.4375	10.5	10.16666667	11.8	16.54545455	13	21.80769231	117.8181818	11.875	23.18181818
SHISA3	8.1875	7.666666667	8.25	7.8	7.272727273	8.75	7.807692308	50	9.625	7.181818182
SHISA4	56.5625	67.16666667	39.66666667	76.6	33.18181818	64	52.65384615	86.81818182	112.625	49
SHISA5	1169.75	1402.333333	776.75	2852.8	1797.863636	751.25	824.6538462	1309.545455	974.25	819.7272727
SHISA7	75.6875	81	56	89.8	55.90909091	92.25	64.88461538	51.54545455	39.125	63.18181818
SHISA8	39.375	36.33333333	30.58333333	47.2	31.04545455	64.75	36.42307692	29.27272727	31.25	31.45454545
SHISA9	26.375	22.33333333	22.33333333	26.6	20.86363636	34.75	27.11538462	19.63636364	22.875	20.27272727
SHKBP1	713.3125	649.6666667	142.6666667	1676.4	363.2727273	213.25	115.5384615	256.3636364	145.75	281
SHMT1	429.6875	382.8333333	254.5	288	519.0454545	607	522.8846154	431.6363636	226	458.6363636
SHMT2	217.5625	297.8333333	158.5	36.8	253	474.5	82.57692308	562.5454545	1062.125	395.1818182
SHOC2	807.6875	1009.5	937.6666667	2224.2	671.0454545	848.25	469.8846154	635	1021	652.2727273
SHOX	28.8125	27.33333333	29.25	23.2	21.95454545	30.25	28	23.36363636	67.875	22.09090909
SHOX2	35.75	32.5	38.25	38	29	28.75	31.80769231	37.09090909	57	39.27272727
SHPK	90.125	84	77.33333333	119	68.40909091	91	79.96153846	92.54545455	69.25	121.0909091
SHPRH	78.8125	97.16666667	183.3333333	18.4	196.6818182	52	133.6153846	101.3636364	156.75	103.2727273
SHQ1	214.125	228.8333333	176.25	35	377.9545455	107.25	153.3846154	487.6363636	522.75	306.4545455
SHROOM1	246.4375	159.1666667	77.75	111.6	82	147	129.7692308	203.2727273	162.375	116.2727273
SHROOM2	28.6875	30.16666667	15.16666667	26	26.68181818	30.5	30.42307692	205.4545455	27.5	18.45454545
SHROOM3	21.5	20.33333333	18.08333333	19.2	18.95454545	25.75	20.23076923	49.36363636	312	16.72727273
SHROOM4	25.5	24.16666667	26.91666667	19.6	21.95454545	24	24.76923077	43	19.375	20.63636364
SI	7.375	7.333333333	6.583333333	8.6	7.227272727	8.5	7.384615385	6.818181818	7.25	6.818181818
SIAE	87.25	74	54.33333333	28.6	70.77272727	27.5	30.30769231	346.0909091	344.5	220.2727273
SIAH1	299.125	263.5	689.75	799.8	394.3636364	289.5	324.9230769	527.9090909	959.5	577.0909091
SIAH2	379.8125	366	317.25	533	292.5	238.5	291.7692308	249.2727273	414.875	207.3636364
SIAH3	8.9375	9.833333333	8.833333333	9.6	13.31818182	9.75	9.461538462	8.363636364	7.875	8.090909091
SIDT1	35.9375	24.33333333	261.75	23.4	295.3181818	213.75	220.7692308	11.27272727	13.25	29.36363636
SIDT2	383.8125	849	130.6666667	125	160.5	380.5	122.8846154	202.5454545	254.375	526.4545455
SIGIRR	235.125	337.1666667	784.8333333	128.6	1133	94.75	193.6153846	273.2727273	158.75	134.9090909
SIGLEC1	130.0625	63.66666667	32.25	35.8	30.59090909	32.25	33.11538462	30.09090909	26	380.6363636
SIGLEC11	28.0625	25.5	18.08333333	17.6	17.5	20	18.19230769	17.18181818	16.375	57.72727273
SIGLEC15	229.4375	87.16666667	86.58333333	102	93.86363636	180.75	164.7692308	65.36363636	57.5	1056.181818
SIGLEC16	98.75	110.6666667	33.25	40.2	37.40909091	44.75	38.61538462	32.81818182	28.125	118.0909091
SIGLEC5	333.8125	440.8333333	34.25	1418.6	68.31818182	87.25	56.42307692	42	22.25	107.0909091
SIGLEC6	99.125	79.33333333	58.08333333	89.6	97.59090909	171.5	106.5	47.72727273	45.625	56.90909091
SIGLEC7	359.1875	183.3333333	105.5833333	222.2	74	113	94.15384615	56.54545455	40.5	263.9090909
SIGLEC8	13.5625	14	10.66666667	16.8	13.45454545	15	14.30769231	13.27272727	10	14.72727273
SIGLEC9	172.5625	124.6666667	40.75	139.4	27.5	34.25	34.84615385	28.72727273	26	197
SIGLECP3	84.1875	77.66666667	609.75	85	57.22727273	55.75	158.0769231	28.18181818	31.25	140.0909091
SIGMAR1	194.4375	216.6666667	116.5833333	133.8	259.1818182	166.25	176	372.0909091	394.75	260.9090909
SIK1	135.9375	159.8333333	89.33333333	190.6	84.31818182	152.75	111.3846154	110.9090909	107.75	99.27272727
SIK2	71.75	69.66666667	55.5	44.6	55.45454545	54.25	61.57692308	58.36363636	70.5	64.54545455
SIK3	264.9375	243.6666667	257.3333333	427.8	148.7272727	91.75	254.9230769	76.27272727	96.5	167.7272727
SIKE1	101.75	106	359.9166667	49.8	278.9545455	65.25	111.6923077	152.3636364	288.125	87.09090909
SIL1	238.625	196.5	241.8333333	114.6	107.9090909	132.25	91.96153846	334.2727273	521.875	528.8181818
SILV	66.75	61	42.58333333	68.2	43.36363636	70.75	63.65384615	44.63636364	43.25	45.81818182
SIM1	12.5	12	11.08333333	13.2	11.54545455	12.25	12.88461538	14.36363636	123.125	12.63636364
SIM2	46.4375	48.16666667	42.75	53.2	42.5	68.25	51.23076923	42	36.25	37.45454545
SIN3A	116.5	146.3333333	651	169	272.9545455	92	295.0769231	143.3636364	203	90
SIN3B	31.9375	34	32	31.4	28.22727273	26	32.15384615	23.18181818	21.625	21.72727273
SIP1	126.3125	99.5	72.75	50.2	104.2272727	158.75	234.6153846	173.6363636	129.875	77.27272727
SIPA1	303	414.1666667	541.5833333	546.8	370.8181818	85	157.8461538	201.3636364	71.5	166.0909091
SIPA1L1	84.5625	122.6666667	38	226.6	69.86363636	125.75	68.26923077	33.36363636	149.75	45.54545455
SIPA1L2	71.6875	105.1666667	46.5	620.6	23.86363636	30	52	110.5454545	56.75	172.1818182
SIPA1L3	125.5625	193.3333333	106.75	65.4	100.7727273	142.75	72.53846154	150.6363636	115	96.54545455
SIRPA	1048.5	296.6666667	57	2552.2	30.72727273	27.25	28.07692308	322.2727273	581.125	1944.636364
SIRPB1	390.125	284.5	30.66666667	1375.2	37.40909091	50.75	46.07692308	25.18181818	28.25	86.63636364
SIRPB2	436.1875	215.1666667	17.66666667	522.4	19.59090909	26.5	19.23076923	35.81818182	14.875	99.72727273
SIRPD	274.0625	138.5	45	307.8	60.72727273	114.5	78.42307692	53.27272727	46.625	110.9090909
SIRPG	33.75	24.83333333	21	41.2	585.9545455	49.5	255.9615385	25	18.125	33.81818182
SIRT1	278.5	345.3333333	684.4166667	295	479.8181818	174.75	320.4230769	161.8181818	291.25	300.9090909
SIRT2	58.8125	74.66666667	1066.5	147.2	70.27272727	38.5	69.07692308	40.27272727	36.625	43.54545455
SIRT3	81.3125	102	82.41666667	67	107.8636364	65	80.26923077	107.7272727	117.25	69.81818182
SIRT4	12.875	10	13.33333333	11.2	20.86363636	16.5	15.92307692	16.36363636	17.375	14.36363636
SIRT5	68.625	79.5	71	48.4	101.2272727	81.25	73.65384615	70.81818182	67.125	63.45454545
SIRT6	178.75	174.1666667	163.5833333	194.2	152.4090909	152.75	138.6923077	171.5454545	166.25	179.0909091
SIRT7	387.3125	551	751.25	524.4	523.1818182	125.5	284.7307692	233.9090909	201.75	385.5454545
SIT1	55.75	51.33333333	38.75	76.8	301.0454545	112.25	98.07692308	36.72727273	28.5	72.18181818
SIVA1	494.375	401	684.5833333	266.2	422.0909091	493.75	433.0384615	595.4545455	401.75	316.1818182
SIX1	50.125	50.66666667	42.83333333	63	36.54545455	59.25	46.73076923	53.63636364	99.875	47.27272727
SIX2	53.5	49.66666667	57.25	53.4	44.5	48.75	49.88461538	54.90909091	86.125	50.72727273
SIX3	27.5625	26.66666667	17.41666667	25.6	22.54545455	32.25	25.96153846	19.72727273	13.375	24.18181818
SIX4	19.0625	17.33333333	12.33333333	25.8	15.36363636	22.75	19.38461538	68.63636364	122.625	18.90909091
SIX5	61.9375	53	54.91666667	79.4	48.22727273	72	60.46153846	61.90909091	50.5	65.63636364
SIX6	21.375	21.83333333	15.5	21.6	17.31818182	26.75	19.88461538	19.09090909	18.75	19.18181818
SKA1	9.6875	9.666666667	12.41666667	10.8	9.636363636	9.75	9.807692308	68.45454545	23.125	16.72727273
SKA2	305	360.3333333	107.9166667	63.8	434.1363636	226	281.8846154	681.8181818	898.25	223.3636364
SKA3	57.625	55	49.08333333	48.8	43.09090909	42.5	53.07692308	188.4545455	96.75	83.54545455
SKAP1	49	54.33333333	672.6666667	61.6	1015.454545	233.5	477.9615385	32.36363636	25.25	47.36363636
SKAP2	1161.3125	1331	327.3333333	2684	97.63636364	512.75	83.73076923	443.3636364	315.75	1065.727273
SKI	61.125	33.16666667	287.3333333	323	99.18181818	80	1174	117.9090909	93.75	68.27272727
SKIL	484.875	1389.166667	448.6666667	851.2	256.5454545	39	474.5384615	360.1818182	287.25	138.0909091
SKIV2L	229.8125	265.3333333	315.75	488.4	304.5454545	186.5	237.1153846	270	228.625	248.9090909
SKIV2L2	305.0625	366.8333333	780.5833333	127.4	649.6818182	389.5	601.7307692	412	375.5	383.5454545
SKP1	5153.8125	4620.666667	5700.916667	4178.6	5400.409091	6820.75	6919.346154	7032.909091	6762.625	5290
SKP2	128.0625	128.5	255.25	94.6	211.2272727	118	162.6153846	536.4545455	858.5	130.8181818
SLA	1827.625	1657.5	556.1666667	4887	1422.045455	924.5	1334.923077	47.18181818	50.375	1433.181818
SLA2	75.3125	70.16666667	788.5833333	100	361.5	100	768.3076923	44.90909091	37.375	79.72727273
SLAIN1	11.5	12.5	81.83333333	10.6	167.5909091	16.25	62.34615385	29.54545455	9.125	10.63636364
SLAIN2	246.8125	412.1666667	475	302.4	417.3181818	91	205.0769231	275	371.375	347.0909091
SLAMF1	30.6875	29.5	21.83333333	27.2	120.3636364	194.25	213.3076923	25	21.625	33.90909091
SLAMF6	127.375	104.6666667	75.33333333	163.8	663.7727273	1278	606.0384615	50.36363636	30.625	151
SLAMF7	67.875	129	113.25	52.4	40.59090909	66.5	155.1923077	31.36363636	26.25	770.2727273
SLAMF8	75.0625	37.66666667	24	19.6	16.18181818	22.75	27.53846154	14.18181818	14	1332.090909
SLAMF9	74.3125	71.33333333	55.41666667	74	67.95454545	83.25	66.42307692	60.27272727	53.5	387.9090909
SLBP	582.5625	679.6666667	1541.916667	987.8	667.1818182	166	845.7307692	1153.909091	987.625	891.1818182
SLC10A1	35.6875	30.83333333	17.83333333	26.4	34.90909091	54	48.92307692	21.63636364	17.125	23.63636364
SLC10A2	17.625	15.16666667	15.91666667	15.4	14	21.75	19.42307692	13.45454545	12.875	14
SLC10A3	175.875	231.6666667	453.9166667	232	287.0454545	107.5	163.2692308	281.9090909	429.875	196.5454545
SLC10A4	7.0625	6.833333333	7.25	7.6	7.272727273	7.5	7.115384615	7.454545455	7.125	7.181818182
SLC10A7	58.75	69.33333333	152.8333333	31.2	79	35.5	44.03846154	77.72727273	64.375	75.09090909
SLC11A1	386	462.6666667	79.58333333	1053.6	83.36363636	91.75	91.80769231	79.09090909	71.125	262.4545455
SLC11A2	104.6875	94.66666667	154.75	33.4	152.9545455	38.5	156.4615385	294.0909091	194.375	873.4545455
SLC12A1	39.3125	30.66666667	26.91666667	54.4	33.04545455	75.5	38.03846154	21.72727273	14.875	26.54545455
SLC12A2	26.375	33.83333333	138.5	10.8	86.22727273	30	44.42307692	329.6363636	289.5	63.18181818
SLC12A3	57.9375	56.66666667	37.58333333	77.8	51.86363636	59	51.76923077	38.54545455	40.25	42.09090909
SLC12A4	134.1875	120.1666667	146.3333333	155.8	123.7727273	159.5	140.0769231	103.0909091	94	109.4545455
SLC12A5	15.375	15	9.75	13.4	14.68181818	18	21	13.90909091	11.75	13
SLC12A6	994.125	670.8333333	497.0833333	2570	925.6818182	701.5	415.1923077	409.4545455	415.125	1102
SLC12A7	713.5625	896.5	386.75	196	729.7272727	354.5	498.8846154	529.9090909	280	784
SLC12A8	29.0625	27.83333333	29.08333333	36.2	23.59090909	30	23.30769231	29.18181818	115.25	153.1818182
SLC12A9	105.8125	137.8333333	51.5	157	67.18181818	49	42.11538462	71.54545455	70.125	71.81818182
SLC13A1	8.1875	8	9	8.6	8	10	8.192307692	8.090909091	8.125	7.818181818
SLC13A2	59.5	62.33333333	68.25	71	45.09090909	55.5	54.65384615	67.63636364	60.625	61.45454545
SLC13A3	56.875	49.5	39.16666667	48.4	53.22727273	71	63.65384615	44.27272727	51.125	43.72727273
SLC13A4	65.8125	74.33333333	53.91666667	79.6	60.36363636	83.25	66.30769231	57.27272727	53.75	54.54545455
SLC13A5	54.25	54.66666667	27.25	50.2	40.59090909	49.75	53.73076923	32.81818182	32.625	32
SLC14A1	10.6875	10.66666667	103.5833333	12	32.59090909	16.25	25.34615385	10.09090909	15.75	10.36363636
SLC14A2	41.625	35.83333333	23.16666667	39.8	35.45454545	63.25	52.23076923	29.81818182	24.5	35
SLC15A1	23.8125	21	23.33333333	23.8	20.09090909	34.75	22.42307692	19.72727273	19	22.27272727
SLC15A2	37.75	47.33333333	24.66666667	26.6	24.31818182	56	28.07692308	18.54545455	17.125	28.54545455
SLC15A3	918.4375	1053.166667	86.16666667	1041.2	72.18181818	180.75	71.19230769	70.81818182	118.875	3202.363636
SLC15A4	469.25	484.3333333	2043.166667	2319.8	177.5	266.25	403.9230769	318.3636364	477.875	611.5454545
SLC16A1	134.5	57	128.5833333	54	114.6363636	63	173.1153846	1236.909091	915.125	603.8181818
SLC16A10	31.125	29.66666667	18.5	23	81.86363636	29	49.19230769	19.18181818	20	600.3636364
SLC16A11	126.3125	126.6666667	131	126.6	142.4090909	166	183.6923077	93.54545455	74.125	97.54545455
SLC16A14	14.9375	12.66666667	12	47.8	14.13636364	25.25	16.57692308	16.27272727	30.125	16.63636364
SLC16A2	43.3125	45.66666667	25.83333333	30	35.22727273	30.5	41.15384615	70.63636364	438.5	31.72727273
SLC16A3	275.875	442.8333333	45.25	536.6	44.81818182	23.5	24.65384615	402.2727273	472.125	501.9090909
SLC16A4	9.375	9	8.5	9.6	10	9.75	9.307692308	59.18181818	189.875	9.818181818
SLC16A5	242.625	113.8333333	83.91666667	359.4	91.18181818	29.75	34.23076923	89.54545455	239.875	173.7272727
SLC16A6	703.4375	488.3333333	686.1666667	640.6	138.6818182	25	155.6923077	34.63636364	20.25	527.4545455
SLC16A7	95.125	91	154.5	38.2	298.1818182	105.75	167.6153846	73.81818182	205.875	77.63636364
SLC16A8	76.125	72.83333333	62.25	70.6	59.31818182	89	65.23076923	62	60	81.27272727
SLC16A9	28.75	23.83333333	17.41666667	20	23.22727273	33	28.73076923	26.36363636	29.625	16.72727273
SLC17A1	54.9375	43.16666667	27.25	48	44.31818182	73	70.07692308	37.90909091	33.25	40
SLC17A2	22.875	21.66666667	16	26	20.22727273	27.25	21.73076923	19.18181818	19.5	19.63636364
SLC17A3	27.875	29.66666667	23.75	23.2	23.36363636	28.25	29.38461538	19.09090909	18.5	18.45454545
SLC17A4	10.9375	11	11.66666667	11	10.45454545	9.75	11.15384615	9.181818182	9.375	9.454545455
SLC17A5	152.875	99.16666667	122.6666667	123.2	183.8636364	56.75	101.5	524.5454545	755.25	1503.181818
SLC17A6	11.625	10.83333333	9.083333333	11	9.863636364	12.75	11.53846154	9.818181818	10.375	9.363636364
SLC17A7	77.875	73.66666667	66	74.8	62.40909091	77.25	81.61538462	51.72727273	52.875	58.18181818
SLC17A8	7.25	7	7.583333333	7.6	6.727272727	7.75	7.269230769	7	7.875	6.727272727
SLC17A9	71.4375	81.83333333	44.83333333	78	48.81818182	79.5	62.19230769	82.54545455	74.25	107.5454545
SLC18A1	22.9375	60.16666667	12	17	18.04545455	19.75	20.61538462	14.45454545	13.875	15
SLC18A2	17.5625	16.16666667	20.16666667	33	24.54545455	16	17.88461538	17.09090909	20.25	17
SLC18A3	37.3125	38.33333333	29.66666667	42	30.22727273	42.5	34.46153846	36.54545455	32.375	38.63636364
SLC19A1	54.625	51.83333333	32.08333333	146	38.22727273	34.75	28.73076923	46.81818182	26.375	31.81818182
SLC19A2	41.375	41.83333333	198.6666667	92.8	47.63636364	12	29.5	119.9090909	227.75	138.3636364
SLC19A3	12.8125	13.66666667	10.08333333	11.8	11.40909091	13	12.42307692	10.63636364	10.75	9.909090909
SLC1A1	11.8125	12.16666667	10.75	11.2	11.59090909	13	15.61538462	378.0909091	685.25	10.72727273
SLC1A2	42.4375	39.66666667	34.25	44	34.31818182	70.5	43.57692308	32.27272727	28.375	64.90909091
SLC1A3	10.9375	10	8.333333333	10.8	10.54545455	10	11.96153846	9.545454545	9.375	37.72727273
SLC1A4	193.625	396.1666667	188.1666667	118.6	113.5	162.75	203.4230769	216.9090909	672.125	1479.454545
SLC1A5	319.875	491.1666667	104.9166667	116.4	136.4545455	259.5	194.0384615	341.5454545	880.375	591.6363636
