Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0204625186476463	0.0348845814596091	0.0967812588199296	0.00572172622852455	0.484088916267992	0.39858552984293	0	9999	0.541509360043982	0.917409134917465	1.04052453126663
S10006	0.0748647163402165	0.124885026509267	0	0.0689054568739035	0.476995928413474	0.290020402811013	0	9999	0.50786212456314	0.947612375603639	1.03567153094787
S1001	0.0416097249034185	0.266965949412762	0	0.0843683481343321	0.372538920243151	0.205624135930647	0.0623281698897456	9999	0.544359143074748	0.912230571470515	1.03343524851406
S10010	0.00114884764644659	0.18174999808993	0.000833987688664897	0.0549968149054636	0.537364658224074	0.259431167564266	0	9999	0.598165098215585	0.870656668966862	1.03552547411885
S10011	0.0293213108843659	0.207256922283533	0	0	0.407359647890835	0.39173364988914	0	9999	0.569436166136243	0.886198402978455	1.03567153094787
S10014	0.0390732729482717	0.205026137533838	0	0.0585470309646572	0.443422304108244	0.285316123459285	0	9999	0.563549906388686	0.896037465550751	1.0313848690143
S10026	0.0552767870350512	0.212338697642727	0	0.0701532219550079	0.404414284992855	0.225396614097847	0.0667089465038698	9999	0.550859119489148	0.904047824721713	1.03428855222736
S10032	0.0469361532154478	0.271296723784728	0	0.0743513041310347	0.37833320258412	0.267079538042464	0	9999	0.560887393932026	0.896735119844117	1.03799692175779
S10036	0.0556777547131628	0.228473572213967	0	0.023363739815928	0.44129742176217	0.150064819595046	0.13015524120868	9999	0.569380467162992	0.889082749737019	1.02903254930895
S10042	0.0751168880540079	0.217534785570803	0	0.0725652868044193	0.420001848406883	0.248683694624717	0	9999	0.576093174480384	0.880641801681184	1.03390250346083
S10044	0.0666648517867918	0.173782874720716	0	0.0652481241697529	0.427783597052833	0.273151306586016	0.0280861878132907	9999	0.561068041625825	0.893510363996499	1.0347169421294
S10049	0.0683016894911407	0.15105232880347	0	0.0631242386285499	0.421518845980286	0.33318676100445	0	9999	0.544900350974219	0.907825735099914	1.0371838639079
S10057	0.0520627603453349	0.203956491109743	0	0	0.38897989462087	0.314002126966641	0.0730307337312845	9999	0.543402302077218	0.908653920206264	1.03203200677387
S10062	0.0494990026544454	0.232024453481278	0	0.0440570422445333	0.407138265643321	0.304493822064681	0	9999	0.575291744791227	0.881464160919185	1.03721258608826
S10066	0	0.148785742313475	0	0.00893334385285718	0.57394890443708	0.301513657625888	0	9999	0.605452702228445	0.864905446814619	1.0331816482293
S10067	0.0605982818322339	0.143538954866938	0	0.0692558635721197	0.367130379051813	0.370727707811819	0.0245199968568789	9999	0.555860420917715	0.892628229043935	1.0357711839918
S1007	0.0593112281101034	0.193535251767486	0	0.0436572296988984	0.439278526154005	0.297432162940359	0	9999	0.54234867874518	0.915003099975041	1.03321439867085
S10073	0.0482874649884373	0.172764202777174	0	0.0185450664581164	0.389200930416184	0.371209887188637	0.0342537774905369	9999	0.574741802246606	0.876434649288733	1.03426132931908
S10077	0.0192772456627527	0.146914404311879	0.0910501452032781	0.0199159200613074	0.417482170186096	0.340457459860609	0	9999	0.568737791826634	0.890390799343134	1.03509734528592
S10080	0.0475198480068875	0.267812039379178	0	0.0403759625922902	0.413553865991534	0.264441083536328	0	9999	0.582680543471989	0.87713152536215	1.03370279950622
S10082	0.0726052786898381	0.185116947991265	0	0.0344590148652491	0.384375756489644	0.358704998076286	0	9999	0.577340460277377	0.873928698839551	1.03526199611228
S10087	0.0754632833224289	0.160449261734996	0	0.0631509788041303	0.372833538055889	0.363628412201402	0	9999	0.553752297882698	0.895666397326499	1.03552547411885
S10089	0.0229041374682181	0.0818906447802796	0.000870838114734169	0.0131539736644821	0.55361257191695	0.363375296930167	0	9999	0.59283035282349	0.870129918877077	1.03580746287483
S1009	0.113174409899582	0.194710375465067	0	0	0.312225402201943	0.416636948589875	0	9999	0.576249736601346	0.869847417513673	1.03674713615647
S10090	0.0301262735567272	0.029017688345316	0.000698238501709454	0.042270343214933	0.533687871867085	0.397949676220761	0	9999	0.545305175162002	0.913555796790128	1.03375009170653
S10093	0.0293516762549564	0.349037133277022	0	0.00430444536727482	0.399673567039382	0.0795935520795777	0.170969786666099	9999	0.542013613213639	0.921988849199242	1.03293016068431
S10094	0.0384397726578413	0.188040097271815	0	0.0609841842063237	0.460603902635123	0.288128535940643	0	9999	0.566317721924792	0.893664750084522	1.03619649271175
S1010	0.0356261946523023	0.180249124759116	0.0466793163847991	0.0247995753184165	0.395339879414404	0.353631706374031	0	9999	0.574748042172725	0.880928785734727	1.03632579690307
S10111	0.0553439861913029	0.141192446545594	0	0.0692781627232933	0.373680492037188	0.396830709405691	0	9999	0.550789223390843	0.898480038219566	1.03632579690307
S10116	0.0174128416317004	0.208455597918911	0.0409396273025586	0	0.248455423005299	0.519833855427453	0	9999	0.53552512689653	0.913784026446352	1.03509734528592
S10119	0.0858867386904905	0.184922961275188	0	0	0.370055211854708	0.295838305136546	0.0979405099398014	9999	0.566924144062485	0.881404044827871	1.03464372689673
S10121	0.0522520206024293	0.103882411832193	0.0140205518959168	0.0695305813731436	0.446135009618289	0.347548451062151	0	9999	0.577493812607416	0.876340739852589	1.03336902638412
S10130	0.0011773478946902	0.170865677974592	0.0143977394837422	0.0350185939807571	0.508262468301229	0.30692742076366	0	9999	0.593415630315864	0.871699045401626	1.03664924839867
S10140	0.0720512733527476	0.125659326795318	0.00372402300666156	0.0659231823095683	0.539101394093724	0.229010621835911	0	9999	0.582395049064512	0.881463299730035	1.03546982139393
S10142	0.0783952298479606	0.168849016143783	0	0.12119877637558	0.342139903037403	0.325088605543148	0	9999	0.539758355569466	0.908628851966626	1.03567153094787
S10150	0.0162351197786414	0.195217980115429	0.00765658140301361	0.0184103663226629	0.591064947136131	0.201600571712565	0	9999	0.602183291740532	0.87559977392703	1.03018556646844
S10155	0.0812497282179644	0.188926078712866	0	0.0413612611311814	0.365426161137984	0.358255778245987	0	9999	0.588415289712147	0.861325206403532	1.03521900744598
S1016	0.0254534160694438	0.150462468123016	0	0.0742395678297821	0.507970507101009	0.271045871904188	0.00532861895425898	9999	0.576226445465578	0.887119492730327	1.0345004499817
S10163	0.0308690142969559	0.120082087258085	0.0942191653509715	0	0.408550585065537	0.380056990838163	0	9999	0.543711805381346	0.912607000158976	1.03377784280971
S10167	0.0531446529300752	0.258456760752181	0	0.0655521452995523	0.37741462081023	0.196587415160181	0.0831329572751379	9999	0.542232721258268	0.913161240484341	1.03428855222736
S10168	0.0622679594255806	0.116980493347446	0	0.0932714618579366	0.372300559439837	0.391220697301388	0	9999	0.551846598109744	0.89631922542789	1.03604117137219
S10173	0.0912134693729439	0.166077883439494	0	0	0.312385249211401	0.332003059304331	0.134023556700153	9999	0.584947428325563	0.858853919519913	1.03570321802832
S10175	0.0567906966020279	0.144200365579676	0	0.0659379611171885	0.469756204840901	0.297576101179291	0	9999	0.546765376664005	0.910941953764171	1.03426132931908
S10179	0.0557429785961595	0.207041611135009	0	0.0821850117776901	0.298755459348649	0.265996691175513	0.128489019183925	9999	0.518430689447406	0.927249971270147	1.03821077121695
S10186	0.091239872514784	0.215127664206272	0	0.0505928070288918	0.228099850175076	0.449079627907072	0.00121716375198216	9999	0.529948822131889	0.914655119486679	1.03535698558408
S1019	0.0418853618958379	0.150486205816859	0.0105688342143895	0.0561628939342096	0.396255416890513	0.380837779959938	0	9999	0.558010204426227	0.894262523852604	1.03619649271175
S10190	0.114251447719984	0.219984197686206	0	0.0350475040825848	0.297697580851241	0.241325195695318	0.125444165671198	9999	0.579763149710344	0.865754634852535	1.03375009170653
S10195	0.0246420966248073	0.170816309165869	0	0.0488403894315173	0.517504022820106	0.27452297886077	0	9999	0.523714407632352	0.942424926397556	1.03632579690307
S10196	0.0263099999756967	0.181039718739061	0	0.0519597062060304	0.433295161448525	0.326008286177064	0.0172406220978348	9999	0.56362537621948	0.893203200669319	1.03585349464421
