Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0199448323710063	0.039189920679543	0.0822530811947865	0	0.494598926186375	0.404004724785534	0	9999	0.54235587669925	0.917047403747714	1.03999148521724
S10006	0.0734556797826567	0.127231518421476	0	0.0677107477570282	0.476831876348009	0.289857672838945	0	9999	0.507578429338591	0.948090528624492	1.03508749514811
S1001	0.0457214153141376	0.264996761577439	0	0.0831623718595981	0.37288553410981	0.202800533852304	0.0632849129713048	9999	0.544177122516199	0.912163218621825	1.03285152968459
S10010	0.00123595755880241	0.181213855557875	0	0.0519317811617977	0.540334782754885	0.260229478466392	0	9999	0.598146500387067	0.870976322370332	1.03494585549975
S10011	0.0295522948897104	0.203992745025693	0	0	0.408558753183107	0.392983702049603	0	9999	0.569302754970225	0.886255790354139	1.03508749514811
S10014	0.0302197471498752	0.205665160657118	0	0.0740101195483788	0.434475782772263	0.286437215068632	0	9999	0.562623036008984	0.896691012955691	1.03080802519627
S10026	0.0554609484468909	0.213438705632663	0	0.0698063008311589	0.404847344137009	0.2230027006598	0.0671700505617192	9999	0.550787527448288	0.904243142466215	1.03372605026924
S10032	0.0493885492506131	0.268379080443143	0	0.074107099572615	0.37744591664876	0.268111290024608	0	9999	0.560827994238284	0.896457541355272	1.03743193593974
S10036	0.0554971113260328	0.22851017505943	0	0.0233657711463386	0.443258675159203	0.148232436588192	0.129569748222392	9999	0.569248571492468	0.889483078402337	1.02843391750159
S10042	0.0735127302070356	0.221155863280534	0	0.071846292658426	0.419298759800427	0.247497616236097	0	9999	0.576005511234111	0.880979251834821	1.03331126218252
S10044	0.0664433981326976	0.172067599045612	0	0.0617071867366433	0.428391981600563	0.275469595457506	0.0301012951482868	9999	0.56087443457514	0.893603797083712	1.03418105612131
S10049	0.0680297829353314	0.152620355547171	0	0.0632775143934763	0.421716208171434	0.330960487825773	0	9999	0.544559973506388	0.908306592675557	1.03660434887319
S10057	0.0510562994859834	0.200735193721106	0	0	0.38818292428015	0.313548943849722	0.077949228217353	9999	0.542949517231822	0.90882114783908	1.03147258955432
S10062	0.0461575495336255	0.231364071197155	0	0.0427170693093621	0.412004617137203	0.304396072486528	0	9999	0.575364648353412	0.881908585117037	1.03663937966387
S10066	0	0.147478613594778	0	0.00883992314430775	0.575971753412233	0.300288008133903	0	9999	0.605814103700731	0.86476473285379	1.03257829828522
S10067	0.0625797140171494	0.139903946315332	0	0.0672944139321947	0.369009501561535	0.370084977194719	0.0263168393038827	9999	0.555760758519562	0.892563461695396	1.03518939232481
S1007	0.0586397506633106	0.195463781951736	0	0.0432676102155032	0.438509538934776	0.296731451912468	0	9999	0.541998411482688	0.915454932683456	1.03261213367779
S10073	0.0468958085686013	0.17114797854884	0	0.0167874172936379	0.391343321461016	0.371703842459527	0.0358126569246172	9999	0.574476016060832	0.876800510662215	1.03369102525624
S10077	0.0182586176123008	0.14653040889694	0.0949214832885839	0.018558490965746	0.419296508887552	0.336964697750878	0	9999	0.568876625349332	0.890715167134651	1.034530207402
S10080	0.0434765412859805	0.271244156216263	0	0.0384467375103751	0.414784873380889	0.265148028882982	0	9999	0.582251831966229	0.878087563512885	1.03310033727649
S10082	0.0720930222147948	0.187952402838869	0	0.0341509435166185	0.383839885415688	0.356632411544084	0	9999	0.577093589964882	0.874330170420417	1.03466866553005
S10087	0.0775816230569574	0.161778093429502	0	0.0601744088520602	0.373044668161186	0.362367062000046	0	9999	0.553589421021575	0.895815915016495	1.03494585549975
S10089	0.0251783704809519	0.0744165636023755	0.00621473672793699	0.0110046084628103	0.556562804697305	0.361847985488889	0	9999	0.592916196862965	0.870217123035557	1.03522506946027
S1009	0.114108711118345	0.195945778040758	0	0	0.312328568527698	0.413799308796711	0	9999	0.576177005207786	0.869962072334453	1.03618236648351
S10090	0.0314278281332326	0.0294539998919265	0.00073961470770085	0.0402628337030391	0.536104407578138	0.3951473783962	0	9999	0.545413347876616	0.913719403775298	1.03313606241024
S10093	0.0408892401093406	0.345416505569629	0	0.0027235453306759	0.40034641051333	0.0787104295395366	0.164251723933196	9999	0.542002000369264	0.921519060486057	1.03233785499571
S10094	0.0364892446156428	0.189874435570242	0	0.0594652933936037	0.463413276898571	0.286393368776029	0	9999	0.566264226970081	0.894233667492772	1.03563561925409
S1010	0.0377852453367872	0.179256224718681	0.0455636139895057	0.0234846842321827	0.397511765882669	0.352167753205741	0	9999	0.574775037362315	0.880885994062479	1.03576928736557
S10111	0.0553243612598945	0.13757125156791	0	0.0687064143419014	0.376330788155094	0.397836472040766	0	9999	0.550927710692284	0.898351912719535	1.03576928736557
S10116	0.0203002157223384	0.207133173188302	0.0399893312414372	0	0.25050073175415	0.516606755495773	0	9999	0.535572358787048	0.913574980080881	1.034530207402
S10119	0.0854349743614061	0.18030710141982	0	0	0.371950623738063	0.296302406930762	0.100114863172072	9999	0.567042005599675	0.881168262285478	1.03410996962212
S10121	0.0520026036008459	0.103938073304683	0.0134258923264007	0.0661703214305242	0.447204662457796	0.350040173607815	0	9999	0.577323587508241	0.876566902651451	1.03278172672806
S10130	0.00136657196147034	0.171004808857584	0.0128054504461322	0.0346713546615086	0.509007006318098	0.30722148022166	0	9999	0.593763467471184	0.871348686261695	1.03607667246645
S10140	0.0714353760217386	0.123821938919853	0.00462393747374393	0.064381698145516	0.54222428137899	0.228389577251851	0	9999	0.582415934894891	0.881830795276966	1.03487680919169
S10142	0.0802454795150797	0.166662310585609	0	0.120590590218907	0.343327214402968	0.32426190042555	0	9999	0.539750116804222	0.908535073242198	1.03508749514811
S10150	0.016066020395742	0.193369193312554	0.00949260914018511	0.0174733152287826	0.596843366001967	0.196359722727804	0	9999	0.60267037405001	0.87610573423176	1.02960422680704
S10155	0.0808203005883056	0.188967312558714	0	0.0394009653884488	0.366603806946266	0.358841456972357	0	9999	0.588517892519879	0.861307931493472	1.03463384245409
S1016	0.0290533117253653	0.145958491372158	0	0.0740350817363884	0.51084760526881	0.272415445562339	0.00165932269834227	9999	0.57609320491349	0.887260497154123	1.0339692583634
S10163	0.0323719353222443	0.120591618862549	0.091938404494826	0.00115916376234847	0.409497073702583	0.377611888998886	0	9999	0.543830659740607	0.912438197270075	1.03317008514344
S10167	0.0558081471675467	0.252779575470289	0	0.0652455564370139	0.379490576220006	0.193160809567645	0.0872413854067408	9999	0.542076480412821	0.912990344534268	1.03372605026924
S10168	0.0643618466288107	0.116935767021117	0	0.0903926703065153	0.376167912563356	0.387639644298993	0	9999	0.551801487008639	0.896491004662005	1.03549784081879
S10173	0.0904197225655487	0.164673508544288	0	0	0.310960290659707	0.330186055148143	0.13888102825105	9999	0.584886363060013	0.858787768146282	1.03512060516874
S10175	0.0532578459924549	0.143741237057652	0	0.0639259103813756	0.474364605804142	0.298401426020616	0	9999	0.546699456661279	0.911618790688572	1.03369102525624
