Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE	Absolute score (sig.score)
S25781	0.143706827952692	0.468812131133494	0.20994823707432	0	0	0.213352564080238	9999	0.437948913555418	1.0002454749718	1.03581976024074
S25783	0.187294271725606	0.278186105478935	0.342673848356236	0	0	0.225220152338026	9999	0.499554396061514	0.943095846573338	1.0333743778988
S25785	0.172408007868174	0.595585561600745	0	0	0	0.267206201909284	9999	0.465324186308123	0.978463348832382	1.0351997713782
S25792	0.148250786349732	0.613572712969662	0	0	0	0.27200330941353	9999	0.455440288423011	0.988370140475685	1.03382680873292
S25803	0.13518550822325	0.339233189105738	0.367077262451339	0	0	0.190121817139481	9999	0.495890192665937	0.947583901911887	1.03161777691981
S25808	0.0550449230322311	0.601375737114503	0	0	0	0.375028378577488	9999	0.410805278390638	1.03546394851616	1.03144903872422
S25823	0.210142571314392	0.549356392118851	0.0546681194022608	0	0	0.221618099106334	9999	0.498445954837671	0.945500042292993	1.03578518194184
S25824	0.0955129724810712	0.698589230655788	0.00731386390628168	0	0	0.234334536599793	9999	0.459169671283499	0.986831772640938	1.03575060364293
S25833	0.101040787108896	0.642398722276418	0.0558411933682129	0	0	0.235067300572213	9999	0.459843907509475	0.984922042369148	1.03434800332574
S25835	0.111581113936369	0.584617239966826	0.0660921671648705	0	0	0.270186852261776	9999	0.462774644683974	0.981993556621609	1.03247737332984
S25845	0.150546874881254	0.653053324318355	0.046904297225411	0	0	0.18318522004518	9999	0.497909754395517	0.9483680771743	1.0336897164702
S25847	0.0658525356466731	0.690126252409311	0.0440902133214761	0	0	0.235272273100388	9999	0.452753536224887	0.993215780646415	1.03534127447785
S25848	0.111886866391515	0.531608764238012	0.128223188915206	0	0	0.265400172397326	9999	0.494319461534337	0.952105745710217	1.03711899194206
S25849	0.128493924528803	0.664848471379004	0.0328998457819687	0	0	0.208416597574016	9999	0.503524854717866	0.944121730047163	1.03465883926379
S25858	0.122673023192831	0.608252104551302	0.0724264964907939	0	0	0.232913952321195	9999	0.435221080582582	1.00551529462029	1.03626557655612
S2586	0.191185819053318	0.382348444468694	0.223463475755726	0	0	0.23675899627142	9999	0.481565137792787	0.95994771920613	1.03375673554916
S25861	0.0993684589459255	0.589451914428896	0.10684817866629	0	0	0.238714911446081	9999	0.484965068094647	0.961253917273619	1.03438346348719
S25867	0.139330259798216	0.546527092416085	0.0800442602078476	0	0	0.269987351021131	9999	0.483237703429953	0.962087383974185	1.03588896344328
S25874	0.149581453377682	0.571005470116598	0.10261298663163	0	0	0.212688354179327	9999	0.522568986355098	0.924201938719516	1.03588826430524
S25883	0.160304387203174	0.593339624590217	0.0611450448722855	0	0	0.217897409776496	9999	0.483659470480124	0.960709727536765	1.03268646644217
S25886	0.117708074113788	0.411080819061963	0.306931566755722	0	0	0.196862884757561	9999	0.465582536776111	0.975883797350996	1.03258334468903
S2589	0.148369502234341	0.568426955820181	0.128130402192672	0	0	0.186422174081744	9999	0.497072339791783	0.947880678922181	1.03134903432894
S25892	0.0650502510799201	0.573684500278992	0.10358633402888	0	0	0.292740872453972	9999	0.438584898212059	1.00537466598846	1.03506195784176
S25895	0.134440281872245	0.550801557754682	0.143928615534888	0	0	0.204656353571109	9999	0.47834836043655	0.965301014511391	1.03382680873292
S2590	0.166259759272482	0.621630355855281	0.0169886688650019	0	0	0.229190179498924	9999	0.475523898064908	0.968725953406693	1.03406896349169
S25907	0.148768331131891	0.454001852114018	0.151165882913008	0	0	0.281543361975047	9999	0.50500850829799	0.940949761201179	1.03547942813396
S25923	0.113694800190091	0.598677071968927	0.0997607404354948	0	0	0.222763130605229	9999	0.472548640134135	0.972063339360663	1.03489574319974
S25926	0.122685372331756	0.686214283318408	0.0877350500614742	0	0	0.13615703993469	9999	0.495631052387631	0.951783469257983	1.03279174564633
S2593	0.117626073015717	0.562940128843575	0.132893300557575	0	0	0.219262406115385	9999	0.457420663003638	0.984981151359513	1.03272190853225
S25930	0.0666601627857005	0.430246131451275	0.345381747357515	0	0	0.186496032254246	9999	0.456299985021294	0.98584501825349	1.02878407384874
S25931	0.0561868434172389	0.599530469155363	0.13815082068132	0	0	0.239958675479003	9999	0.45881216752872	0.986392089609268	1.03382680873292
S25932	0.182608748418847	0.497490427068532	0.106057979981505	0	0	0.251805513743101	9999	0.508908887115605	0.936236923180636	1.03796266921198
S25935	0.0632877543355311	0.673367689718886	0.082640976228998	0	0	0.215429510552165	9999	0.430161255857415	1.01255701440619	1.03472593083558
S25953	0.169838451742664	0.685490033688256	0	0	0	0.179906003979381	9999	0.498441987661802	0.948035949373414	1.0352344894103
S25956	0.188275987159106	0.584143939363198	0.0592701763014644	0	0	0.203410460875874	9999	0.48814956092968	0.955620534970403	1.03510056369964
S25963	0.153135530198284	0.401907891520307	0.250064260064355	0	0	0.230507440869215	9999	0.491062569845047	0.952110229562595	1.03561512265216
S25968	0.0615331079572213	0.569125689686726	0.145960304278317	0	0	0.257172520524671	9999	0.443681432904315	0.999669828306407	1.03379162244694
S25977	0.120055546448182	0.487197314765912	0.181533441599329	0	0	0.243241394252438	9999	0.439000141977804	1.00069815820905	1.03202769706586
S2598	0.180657243204377	0.490788084936868	0.15292316174867	0	0	0.210426785168795	9999	0.493336397003887	0.949879813769475	1.03479527505871
S25980	0.125595525717534	0.496121475963778	0.174146845853466	0	0	0.238794991729014	9999	0.460080340501625	0.98185314780723	1.03465883926379
S25982	0.136016488152154	0.603457674571522	0	0	0	0.29421353324586	9999	0.454218827606136	0.990441369721357	1.03368769596954
S25993	0.118754704919926	0.591652281729063	0.0188375634668853	0	0	0.308439603087676	9999	0.459679824388693	0.986237869397716	1.03768415320355
S26	0.120611000388608	0.681501154243855	0	0	0	0.23539569862398	9999	0.438618863279613	1.0041398118275	1.03750785325644
S26000	0.138749269482507	0.59740185786094	0	0	0	0.298232336143745	9999	0.458984449291426	0.98615651215858	1.03438346348719
S26002	0.121962952475508	0.587979862358519	0.0696222424820836	0	0	0.25273422273887	9999	0.46802146968256	0.976520582298218	1.03229928005498
S26005	0.135636351986009	0.675647867875183	0	0	0	0.225015216412639	9999	0.448115442646031	0.995004278340049	1.03629943627383
S2601	0.0894965255770914	0.56552826994646	0.201917522891981	0	0	0.180318308491174	9999	0.487865373100789	0.957803528178755	1.03726062690671
S26014	0.103507136467875	0.423287036618071	0.314028311534388	0	0	0.192900741389344	9999	0.467483177594227	0.974642636336423	1.03372322600968
S26019	0.145988662115442	0.598038247527714	0.0576842013198569	0	0	0.235267776753399	9999	0.463076917894082	0.980085297277678	1.03697888771641
S2602	0.171969284604173	0.460279996250161	0.158285295685986	0	0	0.244665194837883	9999	0.472838341334384	0.969045655620991	1.0351997713782
S26020	0.0750006510476142	0.702481063486363	0.010816957308365	0	0	0.248856766745434	9999	0.444750207648396	1.00073312359652	1.03715543858778
S26021	0.118464017388187	0.486382782323796	0.163782627308211	0	0	0.265060289450006	9999	0.461784243419599	0.981063210580068	1.0336897164702
S26026	0.101949687755995	0.619105582656116	0.0332812468777791	0	0	0.281551747015347	9999	0.441257715230834	1.00247187560734	1.03588826430524
S26031	0.160306962060162	0.50488577724531	0.158918760749169	0	0	0.210408627942008	9999	0.477514267259738	0.964938301099472	1.03452012799665
S26042	0.12265166485117	0.526982246217438	0.152850081266683	0	0	0.23210550270537	9999	0.470840688265555	0.972496343156415	1.03458949504066
S26047	0.0941956588260608	0.589880277774599	0	0	0	0.347951760465201	9999	0.439493759208732	1.00715796730576	1.03202769706586
S26057	0.124670509325821	0.458230629614929	0.150436397251028	0	0	0.296629871084425	9999	0.434725436453511	1.00576329590994	1.0299674072762
S26071	0.109108166933032	0.545589844592926	0.0851338239043981	0	0	0.295886369585204	9999	0.47597685583524	0.970333341773343	1.03571820501556
S26073	0.077048711949936	0.604381731135943	0.141532392849922	0	0	0.208114469436622	9999	0.462149536896456	0.982354929074769	1.03107730537242
S26078	0.131475089612546	0.582869959502076	0.094256521023241	0	0	0.22247573523456	9999	0.43427886876004	1.00550100790657	1.03107730537242
S26084	0.136895229845769	0.649516079062447	0	0	0	0.249068119225748	9999	0.454843850188469	0.989069535624548	1.03547942813396
S26085	0.160068483223826	0.359375724928591	0.31183370357999	0	0	0.203517363326304	9999	0.462280119232675	0.97750965446925	1.03479527505871
S26088	0.128131796261965	0.460425069281463	0.213126655133386	0	0	0.231451420981829	9999	0.466706924323411	0.975329729895197	1.03313494165864
S26091	0.0943497483101832	0.398394504766511	0.349570829423934	0	0	0.192067604347118	9999	0.467937195420837	0.9743794258661	1.03438268684775
S26098	0.139698351433049	0.605055681948634	0.0440101921430642	0	0	0.245755902471902	9999	0.458140735486831	0.985087531328861	1.03452012799665
S26110	0.126696823910331	0.513707906093383	0.015853673429965	0	0	0.379221024700285	9999	0.430657498539904	1.01484255578594	1.03547942813396
S26116	0.122511714189528	0.606008099251568	0.116867367925274	0	0	0.189406882758343	9999	0.495731123770255	0.950289927964468	1.03479406412471
S26120	0.105025845364201	0.690191634126573	0	0	0	0.237782155326625	9999	0.464302903054508	0.981914135864803	1.0329996348174
S26129	0.112448054132406	0.485395994408434	0.196184551159723	0	0	0.242674816643265	9999	0.486520619850341	0.958164226192251	1.03670341634383
S26132	0.136731311258242	0.665923025757082	0.0456408980681047	0	0	0.188374516578028	9999	0.508512267089647	0.939018350831621	1.03666975166146
S26133	0.101923473501421	0.584911031939283	0.200747317362103	0	0	0.146697071628759	9999	0.495652029409671	0.950652764872263	1.03427889443157
S26138	0.0680345452264456	0.666252656964962	0.0731579269737654	0	0	0.225275732300994	9999	0.458305865295587	0.987479647156166	1.03272086146617
S26142	0.118297448388422	0.524451000590003	0.0926924084084788	0	0	0.299900417090945	9999	0.435732907398976	1.00602000022985	1.03534127447785
S26147	0.0764945430559631	0.472236351812921	0.248899651099206	0	0	0.23668562005366	9999	0.436051142887662	1.00419021043017	1.03431616602175
S26148	0.174412024934766	0.544208944616363	0.114118758029948	0	0	0.202875395071083	9999	0.492247949681207	0.951552197381695	1.03561512265216
S26149	0.136182236994136	0.496989139912298	0.244671638205873	0	0	0.154740329576728	9999	0.509571183121752	0.935767810841144	1.03258334468903
S26151	0.0824821766494304	0.605712605211222	0.136333382342775	0	0	0.207261019748881	9999	0.457429649675557	0.986443528185025	1.03178918395231
S26154	0.106560542213546	0.439146720062714	0.268782185125862	0	0	0.217503048224618	9999	0.447761056614893	0.992419464987025	1.03199249562674
S26170	0.142039523698698	0.595896757235248	0.119756119118203	0	0	0.174994066390024	9999	0.489307786698938	0.95553347994039	1.03268646644217
S26175	0.108207579830749	0.719770567770998	0.0398172697391784	0	0	0.167955186302007	9999	0.462341312694085	0.983190378088307	1.03575060364293
S26176	0.135891218709909	0.675711661912222	0.0452799881119198	0	0	0.176252072924592	9999	0.487031771473937	0.959151147349066	1.03313494165864
S26180	0.153672142852664	0.429524975923057	0.188814350076094	0	0	0.263188302526387	9999	0.486831466223755	0.9568823622764	1.0351997713782
S2619	0.0566737339105616	0.726316182135174	0.074301727861413	0	0	0.176535164825775	9999	0.461808247781731	0.98534310169088	1.03382680873292
S26190	0.0684215537750865	0.628895215832222	0.0629503937382089	0	0	0.274116300141676	9999	0.447724060896614	0.997519307223932	1.03438346348719
S26194	0.0956499893300731	0.644812703218278	0.123735873309414	0	0	0.171280862276199	9999	0.484587915094638	0.96182792174691	1.03547942813396
S26197	0.197324375239873	0.449372273915061	0.0981509572412834	0	0	0.290214351445546	9999	0.452999678267257	0.987672769722302	1.03506195784176
S26198	0.147717209917148	0.390458723439655	0.289880263245952	0	0	0.205044605925006	9999	0.482520830680127	0.959711074633947	1.03310080252776
S26202	0.122019336543791	0.465172075372394	0.310227944325525	0	0	0.137239483022082	9999	0.44568237160991	0.994148955752143	1.03465883926379
S26203	0.126265175997171	0.449605922897573	0.291137903587356	0	0	0.165885384790566	9999	0.498893411051309	0.945548479658856	1.03289438727267
S26216	0.145809405238146	0.429776038869179	0.227575710901252	0	0	0.23094269538089	9999	0.453834104696009	0.986105850552666	1.03410385038947
S26225	0.155478469299208	0.447940495758596	0.0374611761323699	0	0	0.393778698073617	9999	0.421220477625083	1.02263471777518	1.03465883926379
S26238	0.0966723160029647	0.637561624740693	0.0403320874094671	0	0	0.258398164574194	9999	0.447959215105587	0.996247361599655	1.03296419272732
S26239	0.0866485560678183	0.467450578623181	0.272334687167492	0	0	0.207845072573075	9999	0.488336913043973	0.956543316049487	1.03427889443157
S26246	0.191504323891707	0.573073932828643	0.066590042631321	0	0	0.205401449038117	9999	0.508549347264635	0.936510275857371	1.03656974838979
S26247	0.131916328657313	0.517713793828328	0.0667940743161975	0	0	0.319395563438904	9999	0.460880887942116	0.984154674562526	1.03581976024074
S26251	0.130537035491989	0.619660927901798	0.0756544344096488	0	0	0.209245593556052	9999	0.496514906733497	0.949799387681369	1.03509799135949
S26252	0.13631282740139	0.481469204843021	0.167266459079074	0	0	0.251654925020344	9999	0.493587581119127	0.951251651415708	1.03670341634383
S26253	0.158208215749371	0.406063118871841	0.260041988227365	0	0	0.206337357478759	9999	0.464240095112408	0.976042065613219	1.03065068032734
S26271	0.175464983200549	0.428137152741131	0.149500474052239	0	0	0.280551576436138	9999	0.509989711629045	0.935505236882131	1.03365418643006
S26274	0.0480654714503176	0.677087414627106	0.053773417084998	0	0	0.256688819489739	9999	0.434084056198663	1.01061312789272	1.03561512265216
S26290	0.0880935600118219	0.579277257722709	0.144583434048658	0	0	0.221112411613689	9999	0.438448399926926	1.00289567290237	1.03306666339688
