Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE	Absolute score (sig.score)
S17973	0.0743143655563322	0.669629543792848	0.0274494663295467	0	0	0.265962907873383	9999	0.449817361607822	0.996016442852867	1.03735628355211
S17985	0.13932278035784	0.686712784214277	0	0	0	0.208950798993269	9999	0.480511187460174	0.965630787511619	1.03498636356539
S17988	0.0851955448860695	0.689276319588963	0	0	0	0.258017482357792	9999	0.419434726116258	1.0228321719197	1.03248934683282
S17993	0.126893812082294	0.604169077685682	0.00793057235596343	0	0	0.296132504856515	9999	0.44459129075381	0.999288153318644	1.03512596698045
S18000	0.114026664324574	0.505140138050049	0.143171171900645	0	0	0.2741894583659	9999	0.434018678588525	1.00630212594314	1.03652743264117
S18003	0.0932618954527212	0.743833001908785	0	0	0	0.198136365204905	9999	0.44189326201125	1.00271430521217	1.03523126256641
S18005	0.11084458977755	0.650843820995926	0	0	0	0.274729069532071	9999	0.447457156994315	0.997152760857791	1.03641748030555
S18007	0.0894171204029009	0.567126483422913	0.150082612423028	0	0	0.22794828689764	9999	0.471464476595523	0.973272214033444	1.03457450314648
S18013	0.0896116957105494	0.566529749407368	0.180722527575545	0	0	0.20007577327953	9999	0.457353000626836	0.985585371712239	1.03693974597299
S18015	0.0576282327164505	0.602975274166666	0.106265049195103	0	0	0.267287227886519	9999	0.419664118712321	1.02178281362641	1.03415578396474
S18016	0.109919449664695	0.554637303299429	0.145028571629513	0	0	0.224850628344099	9999	0.47390247274177	0.970288616432358	1.03443595293774
S18028	0.0274584881385966	0.564724195400605	0.173568125452801	0	0.000148332108573662	0.268398751811495	9999	0.445883100645844	0.998974046816491	1.03429789291207
S1803	0.0451246876268931	0.668457516623563	0	0	0	0.320992298896025	9999	0.419494012703625	1.02611826799723	1.03457450314648
S18037	0.260274110978231	0.535857828581048	0.0404167622922498	0	0	0.197397475522262	9999	0.50492178877653	0.938122946790427	1.03394617737379
S18038	0.110289712504674	0.63283163817098	0.047828870706618	0	0	0.246574301371568	9999	0.449892311798676	0.993655884276389	1.03752452275384
S18040	0.163461344891038	0.364046325807605	0.31959234662393	0	0	0.186084950956244	9999	0.476669570183163	0.964456488460365	1.03318496827882
S18046	0.171971142418328	0.615880248436447	0.0450411968342395	0	0	0.203211501946105	9999	0.445872691288153	0.994545225105478	1.03610408963512
S18055	0.149635022318684	0.634910583121792	0	0	0	0.249610178524263	9999	0.476607080189684	0.968880066395607	1.03415578396474
S18060	0.186568757679447	0.641564266014118	0.0177794452852936	0	0	0.193585970571969	9999	0.474738931991919	0.968705657238126	1.03949843955083
S18063	0.14200641212623	0.651120709503296	0.0926531121044438	0	0	0.149139152733348	9999	0.463790563072034	0.97964787421349	1.03491938646732
