Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0377781651177461	0	0	0	0	0	0	0	0.156323765309122	0	0.24714942425934	0	0.00566347613871055	0	0	0.161403146747621	0	0.331159370217262	0.0574876947016865	0	0.0416533526392064	9999	0.419479609856594	1.04196631479385	1.0386183951307
S10006	0.0659254495434824	0	0.015872279318494	0	0	0	0	0	0.134476604156402	0	0.282611640968011	0	0.0691510405738094	0	0.00939684689642782	0.0431868336775819	0	0.340217847344003	0.0371274678219702	0	0.0363270988363904	9999	0.41493376333976	1.03909213726522	1.03429310913657
S1001	0.0488160524220838	0	0.0262951619865775	0	0	0	0	0	0.179311147107113	0	0.255704195770868	0	0.0490185363129399	0	0.0215816152507742	0.0155421429414512	0	0.359476423575796	0.0256007126335778	0	0.0511360482492942	9999	0.437572581842207	1.02113630445875	1.03248203625048
S10010	0.0231607997081981	0	0.0119141925245552	0	0	0	0	0	0.14275367306853	0	0.326626307167063	0	0.0149645505494509	0	0.0121557837915852	0.114866789700473	0	0.305471903056753	0.0379760643556128	0	0.0451323481787764	9999	0.4526442554997	1.00932495617037	1.035022412101
S10011	0.0238588565129597	0	0	0	0	0	0	0	0.156532272083622	0	0.242278862749876	0	0.000842233546873729	0	0.00150345923775039	0.182914867828662	0	0.357816104803418	0.0514605234621413	0	0.016805250196688	9999	0.452985531819851	1.01237586256386	1.03401243042199
S10014	0.0305655970902797	0	0.015723609016067	0.0112324896041653	0	0	0	0	0.146534495286736	0	0.239241085112411	0	0.0355180566990707	0	0.0210735202881971	0.0806019025225965	0	0.366584943382098	0.0414539035350599	0	0.0423877168396631	9999	0.44137540783475	1.01796636038463	1.03091731937634
S10026	0.0665062821029432	0.0122944038283542	0.0311368178470326	0	0	0	0	0	0.140445513357695	0	0.286088814606798	0	0.0379476879885171	0	0.0247371556976751	0.0581388746772465	0.0453157867582263	0.26811664155756	0.0088922477380705	0	0.0543922042618728	9999	0.436068608293508	1.02112436282401	1.03401243042199
S10032	0.0760529330377506	0	0	0	0	0	0	0	0.216221372161004	0	0.253438891845531	0	0.0289492835329103	0	0.0189848511310103	0.0764363005135637	0	0.291314994058013	0.0249684983462952	0	0.0503985843427835	9999	0.444857762526039	1.0162954288332	1.03676570896886
S10036	0.0294501545039688	0.00600029879964231	0.03394752989152	0	0	0	0	0	0.121197353883187	0	0.349789552488607	0	0.0569454037441655	0	0.0189724976415206	0.0846918103996012	0.00637247564713941	0.269066709418733	0.00955168593666716	0	0.0415256406644834	9999	0.442194808780404	1.01394176078124	1.02751111301924
S10042	0.0449273323928391	0	0.00948516322510084	0	0	0	0	0	0.149928796916667	0	0.275586042352035	0	0.0390211321583775	0	0.0161668926458693	0.104625146370689	0	0.32271847019556	0.031166555175926	0	0.0389903654559294	9999	0.452464862111779	1.00721967327745	1.03261589688899
