Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S25781	0.0547959030772147	0	0.0123684796158054	0	0	0	0	0	0.157156193957361	0	0.256875229370474	0	0.0728836362611127	0	0.0157134835411959	0.0753377875141315	0	0.319812087302768	0.0326418632127465	0	0.0368224347936857	9999	0.417025841109092	1.0367236954667	1.0344070986465
S25783	0.0469426989522282	0.0171090181493276	0.027849510165487	0	0	0	0	0	0.189863701042338	0	0.252436148288999	0	0.0397078893140587	0	0.0266702955777708	0.0105755602868495	0.0743470348830191	0.282350105623813	0.0126193457905957	0	0.0526780407024534	9999	0.445683566218112	1.01444287726965	1.03314934877694
S25785	0.0528894470187782	0	0.000388732318970674	0	0	0	0	0	0.182940209137068	0	0.225707712310346	0	0.0291820480806148	0	0.00368927187939514	0.0749680519028534	0	0.36759147042024	0.0550618208189344	0	0.0423280297084632	9999	0.436627974417174	1.02557532370271	1.03474679359566
S25792	0.0423719368617188	0	0	0	0	0	0	0	0.162578783684487	0	0.291587601815814	0	0.00578360658291668	0	0.00942733086857118	0.151770374010417	0	0.290419983905831	0.0476151326444335	0	0.0310462733466046	9999	0.444891952637902	1.01799725616217	1.03260102372079
S25803	0.0318344725993998	0.0138803473889305	0.0255486955443066	0	0	0	0	0	0.156476871841771	0	0.280275820948484	0	0.0665261821797893	0	0.0202111277988029	0.0922396541607072	0.0244161678242608	0.26445478225403	0.0121256430368433	0	0.0428102138458819	9999	0.437882761376916	1.01749829595407	1.03079997942321
S25808	0.00342051884920205	0	0	0	0	0	0	0	0.174277758760492	0	0.35743541544934	0	0	0	0	0.156904332184996	0	0.253818895531706	0.0575872708031434	0	0.0279924217485299	9999	0.434073885139314	1.02998373652108	1.03143661332741
S25823	0.0753682503104669	0	0.000800320646341436	0	0	0	0	0	0.148924737658669	0	0.225830781766193	0	0.0117776620046767	0	0.0119607274986525	0.129191158247602	0	0.352814112498277	0.0423135877442482	0	0.0358329002546697	9999	0.451606045840243	1.01153400603329	1.0348142386298
S25824	0.0646117777871559	0	0.0196081205068859	0	0	0	0	0	0.154352717934126	0	0.283249618409818	0	0.0217716007451229	0	0.0238599001581479	0.0810638838663508	0	0.306196094237681	0.0171730644000186	0	0.0633252788458464	9999	0.449570353993823	1.01050068850357	1.03521205689115
S25833	0.0587989279342613	0	0.00533210400474653	0	0	0	0	0	0.166920074382826	0	0.228985689127523	0	0.0568177900880258	0	0.0132571938193324	0.0631147006428381	0	0.351927697494727	0.0281047433914494	0	0.0600246631284624	9999	0.430986839531803	1.02596062690415	1.03328358401419
S25835	0.0070015718057888	0	0.00593778109909746	0	0	0	0	0	0.140279678468276	0	0.236851151810485	0	0.0294125119869775	0	0.00217016041252052	0.184241624820019	0	0.343293782966537	0.0508779874877903	0	0.0317803301435996	9999	0.422454936998006	1.03662734853972	1.03184658100109
S25845	0.0369348193980386	0	0.00218992200403582	0	0	0	0	0	0.116759261945103	0	0.215640339725704	0	0.00444222110529952	0	0	0.190685180137689	0	0.380387791383737	0.0526255232050196	0	0.0332061477799492	9999	0.439274943104534	1.02421159813269	1.03287120668458
S25847	0.029184317706628	0	0.022229818982982	0	0	0	0	0	0.126154289332177	0	0.245550705414087	0	0.0325216916085714	0	0.0132760522789287	0.164948709190724	0	0.320409146765667	0.0281847279151251	0	0.05131195093197	9999	0.420923294989852	1.03543078010292	1.03377141012686
S25848	0.0210625992752654	0	0.000128262989533528	0	0	0	0	0	0.182730827404219	0	0.240481409906537	0	0.0285470426529211	0	0.00592663521729984	0.0943923502965294	0	0.379521949466053	0.0432474729972885	0	0.0399398555015606	9999	0.456355823928919	1.00686648385596	1.03597840570721
S25849	0.0477200523213527	0	0.0152762295144898	0	0	0	0	0	0.140194791114648	0	0.235723468244744	0	0.0121384389602201	0	0.0126245349495678	0.10375520823784	0	0.386565941500212	0.0364159545757262	0	0.0439924792276947	9999	0.452373337830177	1.01053719797835	1.0344070986465
S25858	0.0422372968313613	0	0.0193482303809047	0	0	0	0	0	0.121864111039356	0	0.248263317049465	0	0.0409004978114286	0	0.00808226510047739	0.100817748983072	0	0.367987147444137	0.0422417172453584	0	0.0438862536327378	9999	0.421457624936703	1.03568338739951	1.0356285855183
S2586	0	0	0.0119108293408576	0	0	0	0	0	0.222654090451221	0	0.167299847294664	0	0.0372981870021328	0	0.00200565411937307	0.198971062924834	0	0.325489306586235	0.0468072614240967	0	0.0200941011909203	9999	0.41672101181447	1.04371139684047	1.03253034033433
S25861	0.0430695532732493	0	0.018441061379607	0	0	0	0	0	0.147030403107847	0	0.268041234797959	0	0.0314379330793524	0	0.0151765234475288	0.115053078638621	0	0.313478923740276	0.0290961122999391	0	0.0523245250125607	9999	0.445228745153525	1.01419117975489	1.03314934877694
S25867	0.051565116787332	0	0.0134525498079089	0	0	0	0	0	0.175996250756128	0	0.226623712586244	0	0.0408595886705088	0	0.0181014759094985	0.0893599100316661	0	0.329498667623687	0.0366811760650143	0	0.0532094779136509	9999	0.449462128373106	1.01086878369014	1.03534792615164
S25874	0.0348044047159927	0	0	0	0	0	0	0	0.200036541482248	0	0.207164877957329	0	0.00987833853322507	0	0.0154601325495999	0.088141810964673	0	0.3906627738183	0.040546975589554	0	0.0492825500962856	9999	0.461692245244459	1.00377662006473	1.03597840570721
S25883	0.0289296707072337	0	0.00820809114589691	0	0	0	0	0	0.157196378014427	0	0.210500782885615	0	0.0224041322699736	0	0.00831311320914264	0.213753280748546	0	0.308789139579301	0.0394827499667991	0	0.0346049413190757	9999	0.432573887735497	1.02762647873225	1.03218227984601
S25886	0.0915702320050738	0	0.0412592478604269	0.00498117326829898	0	0	0	0	0.130977601987804	0	0.218184590787286	0	0.0385329893237846	0	0.034339448299875	0.0446406649004462	0.0259918829440965	0.328030257946506	0.00730106654352679	0	0.0656274574602853	9999	0.421092668836552	1.03433039378861	1.03143661332741
S2589	0.0236357216001176	0	0	0	0	0	0	0	0.146472316394561	0	0.235398282195562	0	0.00548620925399969	0	0.00468997871673594	0.272049443483775	0	0.283171560584761	0.0413733853064253	0	0.0183810602172137	9999	0.449145961923155	1.01377426046993	1.03065795775315
S25892	0.0416801292739617	0.000464736746049345	0.0161662421490951	0	0	0	0	0	0.135323908714206	0	0.380580658537797	0	0.0318165331356157	0	0.0178215752076828	0.0770197051897831	0	0.245283662690149	0.0285094156315847	0	0.0593807341338919	9999	0.445231252903464	1.01433488784104	1.03404730140982
S25895	0.0562037656715604	0	0.0162508775569614	0	0	0	0	0	0.119308694105252	0	0.332533296673775	0	0.0330096696956451	0	0.0193483312713138	0.109363637618541	0.00267597641185623	0.27207527006556	0.0184952571247202	0	0.0537452662248204	9999	0.452832147200207	1.0057215606262	1.03301004242001
S2590	0.0555091530856387	0	0.00521879578979274	0	0	0	0	0	0.164654937354219	0	0.212624274947218	0	0.0112572200188782	0	0.00942693142318407	0.0990908242079742	0	0.38801897788846	0.0401376553307041	0	0.0481085313637476	9999	0.439986860249837	1.02298636630611	1.03404730140982
S25907	0.019847514286587	0	0	0	0	0	0	0	0.180963753623964	0	0.284646500827095	0	0.0144681887534096	0	0.00785307770592689	0.123670521345456	0	0.327184735378536	0.0490310230492971	0	0.025898542302602	9999	0.469257721895422	0.995848098386624	1.03356385727287
