Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE	Absolute score (sig.score)
S25781	0	0.210232941147945	0	0.113192231691861	0.0680894638748118	0.00808390631609575	0	0	0.0152432264785493	0	0	0	0.00323000328249046	0	0	0.00119147001269242	0.000636137251972719	0.0456534602511764	0.304821836981527	0	0	0	0.0279734656448554	0.0117559272795766	0.0184158288982429	0.00297111693190481	0.0495661310696641	0.0128538780522048	0	0	0.0141016249440977	0.0997143033882365	0.0755097393816622	0.234918999928217	9999	0.277423481845586	0.966395075101939	1.31815569280778
S25783	0	0.177476778802784	0	0.169578024770614	0.0573587521137386	0.021332364119514	0	0	0.0236850413353406	0	0	0.00106813392466084	0.00252759316018871	0	0	0	0	0.0721265748721561	0.294474134738353	0	0	0	0.049804426689232	0.0116141487927914	0.0236842753220123	0	0.0922497569123025	0.0372476794018111	0	0	0.00942852876998454	0.173274434642548	0.00328983642380901	0.142017727757703	9999	0.255801496089588	0.966943463254943	1.36223821254954
S25785	0	0.150700219585697	0.0486533132266266	0.133521622108148	0.126365084395051	0.0225444480112451	0	0	0.00803265386946472	0.00684762198932055	0	0	0.00432084408042111	0	0	0.000430333642788416	0	0.0573490192160078	0.310287306250083	0	0	0	0.0479098119010719	0	0.0300249679145177	0.0137406915811504	0.031966022920143	0.0145538490234463	0	0	0.0107480454698892	0	0.1076181923317	0.198148828257439	9999	0.26856623840378	0.967507313133626	1.32376287577421
S25792	0	0.17448141546819	0	0.216809897160181	0.115896605916228	0.0122847707447789	0	0	0.00658901978074557	0.0092160472725029	0.00227310603067254	0	0.00189048301169152	0	0	0.00280146026296129	0	0.0353851341528945	0.400536989366952	0	0	0	0.0430967385634543	0	0.0241563853279434	0.00877086509709188	0.0400960374002066	0.00405638093722779	0	0	0.0143633639604237	0	0.0821515995346981	0.113029084344699	9999	0.321538234488641	0.95747386970242	1.30788538433354
S25803	0	0.207791635265286	0	0.12590028626386	0.0454534036406188	0.00801244626441692	0	0	0.0162754465408645	0	0	0	0.00270341817145856	0	0	0	0	0.0502380056282279	0.29628368522484	0	0	0	0.0394624046636074	0.0167308642717476	0.0228921649697111	0.00610233429257761	0.0463115677549595	0.0245721145840032	0	0	0	0.18570509625294	0.0646159671396841	0.147624119011273	9999	0.283583690095213	0.963906481927064	1.30667495994008
S25808	0	0.0631186802508757	0.0363678281314669	0.234597968270337	0.125075320239327	0.0110778870024346	0.00338782334244457	0	0.00114607911732641	0.0104777516324361	0.00618747770446823	0	0.00244577018146107	0	0	0.00874742862797948	0	0.0327005177668157	0.504946550428367	0	0	0	0.0487052480580135	0	0.0120344143659674	0.0360667248324115	0.0075142302286291	0.0122165226303861	0	0	0.0158638759245217	0	0.0810718930019248	0.0144249627624736	9999	0.334566571430447	0.953981599477482	1.26817495450007
S25823	0	0.195980323998979	0	0.230014701554505	0.132918785303454	0.0115203730355222	0	0	0.00813537896791036	0.00251411010460678	0.00259269493588918	0	0.00209970536677288	0	0	0	0	0.031790493178306	0.295298666503916	0	0	0	0.0442140309394437	0	0.0290240781005575	0	0.0430012588943236	0.0278860156499482	0	0	0.0147611073576092	0.00446073613424557	0	0.262326240084519	9999	0.302430782232304	0.961143321182608	1.33853870011051
S25824	0	0.239544435050155	0	0.15545640898487	0.0694170427839217	0.0158851820290908	0	0	0.0139002542605349	0.00361407004703135	0	0	0.00227370409832986	0	0	0	0.00761508550384656	0.0451661172514902	0.27528832789645	0	0	0	0.0550906144983335	0	0.0196442830093248	0	0.0643470963251817	0.0210663183638789	0	0	0.0182906203239839	0.0962133296438406	0.0223678324573567	0.217892357438095	9999	0.250997786631787	0.969147311086049	1.34307307996572
S25833	0	0.244541047495793	0	0.163249935414169	0.110534648317145	0.0262844153199258	0	0	0.00848688857213909	0.00372394490601459	0	0	0.00380755162009459	0	0	0	0.00300035155413714	0.0382111817574226	0.320457223269916	0	0	0	0.0265387506280164	0	0.031950527725007	0.00918823639318069	0.0404450375451099	0.0121378856760206	0.00183293730196513	0	0.0164652636756672	0.0515850627950767	0.0325363470155851	0.173736440737307	9999	0.28549421826123	0.963978192586808	1.31871367771969
S25835	0	0.0676818783143793	0.0310465157813416	0.193157748022378	0.149589282647479	0.0101416989227346	0	0	0.00403991278229095	0.00802829236958637	0	0	0.00241568413610767	0	0	0.00034249060302704	0.00146992776582225	0.0501639227619933	0.338689563693487	0	0	0	0.0452408534634704	0	0.0191490820994176	0.0218034614097866	0.0275333899142114	0.0227831649725611	0	0	0.0214115344649036	0	0.0328268138517123	0.205650835522764	9999	0.280674240100396	0.964479730535397	1.25316605349945
S25845	0	0.146264068204304	0.0350276577178787	0.120328194077087	0.115105903817494	0.0050617319334978	0.00401193909910182	0	0.000797438110115398	0.00810204032380754	0.0308282713855764	0	0.00153866953393614	0	0	0.00927961019870807	0	0.0295271225048235	0.309330058719494	0	0	0	0.0393025633774842	0	0.0319724915122142	0.00896606700091489	0.0107195110033283	0.0274903524256516	0	0	0	0	0.0957776224050438	0.245757568025556	9999	0.293770063020924	0.964085235172148	1.27518888137602
S25847	0	0.174594287467672	0	0.134420317876447	0.100448429565971	0.0205407523599495	0	0	0.0104365151661605	0.00332679099479868	0	0	0.00280164788121426	0	0	0.000453455880826453	0.00233422728466031	0.0347144544342326	0.329421497369049	0	0	0	0.0358651831504381	0	0.036086045255197	0.00125929132738433	0.0442614131171144	0.0230374283410921	0	0	0.0166740465146415	0.0840416883603652	0.00842590091160826	0.218310612991553	9999	0.271099982989191	0.965488084719985	1.28145398625038
