Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S581	0.050226107092969	0.00184415304253892	0.0167148755704581	0	0	0	0	0	0.147255838320994	0	0.287446320945772	0	0.0495676059464303	0	0.0101233429261767	0.0837724420417585	0	0.315903691433209	0.0374771513584315	0	0.0324488953856879	9999	0.430188925418022	1.02719619720758	1.03278042406443
S5815	0.030104607159761	0	0.0207818394041019	0	0	0	0	0	0.193519820583892	0	0.243775454462832	0	0.0275010509380677	0	0.0150965787965801	0.0696449958342399	0	0.352979759334639	0.0248485059414075	0	0.054667065328141	9999	0.434469536220662	1.02600351593262	1.03291967778366
S582	0.0239691069393741	0	0	0	0	0	0	0	0.195512197490312	0	0.259775191216795	0	0.0153017570815947	0	0.00533889686282219	0.130789440123541	0	0.319678453532587	0.0571560780352225	0	0.0249070763306243	9999	0.45859140869195	1.00649049344409	1.03242819761287
S5821	0.0786637160524921	0	0.0348666322964533	0	0	0	0	0	0.140827557148979	0	0.238316037091512	0	0.0393951941221781	0	0.0233215537514193	0.061577271355817	0	0.328349177301197	0.0125080101813283	0	0.0746736113000669	9999	0.426803169596001	1.02954014557455	1.03249876060144
S5822	0.0189334975227324	0	0.00670313430448463	0	0	0	0	0	0.137737585359454	0	0.233753938038286	0	0.0324221430263126	0	0.00619193361027587	0.186144792084553	0	0.331150623894828	0.0473418922979189	0	0.0310774764634678	9999	0.410719367885876	1.04625571071847	1.03145701660231
S5823	0.0164930355633334	0	0	0	0	0	0	0	0.136562021938233	0	0.225461802440201	0	0.0102851532231629	0	0	0.173879765867201	0	0.37622340147818	0.066177105996304	0	0.0302474314393544	9999	0.445861060283352	1.01851365265896	1.03532971794597
S5827	0.0571785674325263	0	0.00269504171671594	0	0	0	0	0	0.18528268247499	0	0.239877719525173	0	0.0228797283401269	0	0.00817547800058024	0.0400402859913002	0	0.390459676169319	0.0482496348646256	0	0.041696293953968	9999	0.455737763899981	1.00849027915653	1.03653510846933
S5833	0.0723614054359988	0	0.0316725914955749	0	0	0	0	0	0.141598346296952	0	0.249414897421146	0	0.0314032828974471	0	0.0255344597086874	0.135035942934273	0	0.276024700815574	0.00300516875932044	0	0.0670696664568711	9999	0.427271556515071	1.02851145055967	1.03312046222185
S5844	0.0479112651134026	0	0.0362840428823615	0	0	0	0	0	0.152074243338631	0	0.2045749303013	0	0.044647900929921	0	0.0213201423126928	0.137245639303159	0	0.33192198504761	0.0168431456237108	0	0.0385048836362195	9999	0.431933694948792	1.02523287301073	1.03132817848901
S5846	0.098584635341527	0	0.0310552461518497	0	0	0	0	0	0.139049258617132	0	0.259733853690842	0	0.0456650532060438	0	0.0262794860726759	0.0522787064913889	0.0250151568168488	0.287986102630507	0.00277649058091359	0	0.0641453339902819	9999	0.435618667726226	1.02057082872217	1.03256932359001
