Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0376504589292932	0	0	0	0	0	0	0	0.157201963815627	0	0.247664315039086	0	0.00515093221085617	0	0	0.158411997751695	0	0.332851507182094	0.0576800084401381	0	0.0418679107305588	9999	0.419452373759396	1.04209642310312	1.03847909409935
S10006	0.0657124163587002	0	0.0150994779222451	0	0	0	0	0	0.136402920456496	0	0.283619494854492	0	0.0682681131000837	0	0.00900039952020627	0.0429235592077765	0	0.339499982343026	0.0370943742736712	0	0.0359714729340372	9999	0.414814908278197	1.03934943786113	1.03359221097073
S1001	0.0478115352919172	0	0.0268016082787002	0	0	0	0	0	0.179596763061639	0	0.255223715348844	0	0.0491549483741619	0	0.0210142243491287	0.0150274789934705	0	0.361118729654039	0.0257124917868463	0	0.0506734862566591	9999	0.437232286706617	1.02151121799159	1.03213498139541
S10010	0.0215150364371201	0	0.011818049544817	0	0	0	0	0	0.145092728391193	0	0.328289732650683	0	0.0142188007352941	0	0.011423188309321	0.114217303079501	0	0.306488626362549	0.0380225673037078	0	0.0436911571466294	9999	0.452803768474453	1.00941101699775	1.03477718996082
S10011	0.0231936914220705	0	0	0	0	0	0	0	0.156584091419269	0	0.243297933328816	0	0.000733834911090649	0	0.00152803071216386	0.181317125673778	0	0.358001004521468	0.0520079820205653	0	0.0167920126438137	9999	0.452828908442557	1.01255991569125	1.03345570665304
S10014	0.0311628482703464	0	0.0152448969692991	0.0109939621475974	0	0	0	0	0.14680901144226	0	0.239519881023065	0	0.0354974967944035	0	0.0213783036967682	0.0793276346262678	0	0.366742889202214	0.0416515541952383	0	0.0422784437266897	9999	0.441099972379004	1.01824056073407	1.03060692209415
S10026	0.065549170405534	0.011496365356287	0.0307776761494175	0	0	0	0	0	0.14107322569236	0	0.285109759034381	0	0.0376281970674548	0	0.0244536534852674	0.0561603078092131	0.0501677959131121	0.269378907611696	0.00934911458894197	0	0.0525881862357404	9999	0.435773633640952	1.02155398918251	1.0337323593494
S10032	0.0745662553459882	0	0	0	0	0	0	0	0.217835964788296	0	0.253380067992187	0	0.0280683141403036	0	0.0183400315100038	0.0781919072969556	0	0.290576821543897	0.0247289836684811	0	0.050728289676253	9999	0.444793778832744	1.01649333491376	1.03641663596236
S10036	0.0291438761248831	0.00582898950804641	0.034162512478382	0	0	0	0	0	0.122487748876737	0	0.349734015938443	0	0.0567547109504319	0	0.0191645096716605	0.0855701857079135	0.00687494604609689	0.266578911317062	0.00999857486837389	0	0.0408079629750029	9999	0.441965562399212	1.01423224123538	1.02710694446303
S10042	0.0446270780665798	0	0.00819313469594174	0	0	0	0	0	0.151676784551576	0	0.276070395187701	0	0.0380536646503465	0	0.0159547591213093	0.10575200598962	0	0.321743026818844	0.0312372930731503	0	0.0388978776151926	9999	0.452323276395811	1.0074774282955	1.03220601977026
S10044	0.0692354664754916	0.00999335208273979	0.0188749166566534	0	0	0	0	0	0.123490898102043	0	0.291926607943598	0	0.0438353714612931	0	0.0243014424778062	0.0226356959804167	0.0548775247953984	0.297863316009761	0.0177068829354693	0	0.0585042833905015	9999	0.442421014916825	1.01508943336045	1.03324575831117
S10049	0.0825092792415565	0	0.024146830984659	0	0	0	0	0	0.136897671252465	0	0.252001383529856	0	0.0532712941245815	0	0.0219219066536046	0	0.0466156439824668	0.331819775407384	0.0156868813678441	0	0.0705862582275752	9999	0.429740057892437	1.02648989958912	1.03545692477199
S10057	0.0086369128629942	0	0.0121125714974226	0	0	0	0	0	0.150496684137653	0	0.169355684395464	0	0.0223615171797312	0	0.00263800682241912	0.210314695831373	0	0.381582860868431	0.0516776996293697	0	0.0212255420513167	9999	0.42028355833236	1.0411520536134	1.03040217527617
S10062	0.053569089750333	0	0.00457980664382264	0	0	0	0	0	0.187472412766126	0	0.239330437820093	0	0.0258426865925011	0	0.0156725124527015	0.079061111817734	0	0.350089143436288	0.0317496832980168	0	0.0482252391388968	9999	0.447403672721898	1.01431464825551	1.03559212371651
S10066	0.00613004443562162	0	0	0	0	0	0	0	0.143288367825437	0	0.35439159482337	0	0.0112984698202536	0	0.00657880315385644	0.14048464938577	0	0.288968155446871	0.0461161175765529	0	0.0350208556773818	9999	0.452694185878308	1.01031209030937	1.03227705814511
S10067	0.0653735587362185	0	0.03086228600971	0	0	0	0	0	0.126899813337339	0	0.223019107106745	0	0.040480076997541	0	0.02081944252971	0.0753320874510124	0	0.375234296256736	0.00953380376929833	0	0.0665284272231994	9999	0.437854448330254	1.01951840925438	1.03408289941751
S1007	0.0518720581844428	0	0.00600113385196278	0	0	0	0	0	0.164848090519307	0	0.253093499838096	0	0.03805402235641	0	0.00483676553498661	0.0526615575297701	0	0.380013609391771	0.0430658536621205	0	0.0374140833950012	9999	0.431592905811226	1.02841350361626	1.03186067426387
S10073	0.0411122955599798	0	0.00380097125532772	0	0	0	0	0	0.128958669201239	0	0.229256659409164	0	0.0235400542549925	0	0.0135936586841181	0.0477177234859717	0	0.460152117908112	0.0373563148559882	0	0.0481719487328474	9999	0.452111852195152	1.01029890962564	1.03366041334774
S10077	0.0400162793029585	0	0	0	0	0	0	0	0.179623003665765	0	0.210823454422327	0	0.00012117652710135	0	0.0018236315420966	0.180933918197386	0	0.327777141523661	0.0519074506112808	0	0.0404979528011512	9999	0.440383361980594	1.02419529107255	1.03352400859373
S10080	0.0272417774503422	0	0	0	0	0	0	0	0.148965290544123	0	0.246991917864892	0	0.0146400032990042	0	0.000688717802163467	0.142687138909413	0	0.372706445916491	0.0610388524881291	0	0.0173169138705555	9999	0.459090870376012	1.00597793787493	1.03227705814511
S10082	0.064036089032399	0	0.0122502031856625	0	0	0	0	0	0.176855334762169	0	0.263296164972671	0	0.00878233004887683	0	0.0184793771687597	0.0740888543918476	0	0.337516758544856	0.0238202262916447	0	0.0548870920231049	9999	0.454362313341345	1.00861560075166	1.03401243042199
S10087	0.104801083231864	0	0.018140795902773	0	0	0	0	0	0.167271759257735	0	0.221660425349355	0	0.0340385541499411	0	0.0214441357607265	0.0396709942179717	0	0.336670037133684	0.0211975612089647	0	0.0693302719834814	9999	0.434676379640303	1.02430729528416	1.0342256181965
S10089	0.0326451446086305	0	0.00852317218297201	0	0	0	0	0	0.118550797479558	0	0.282151111982621	0	0.013651505520313	0	0.008327395838829	0.203786369727567	0	0.287065114271147	0.0365048824284547	0	0.0425268653093129	9999	0.435895182883131	1.02353062676381	1.0337323593494
