Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0611830448744694	0	0.153586644329251	0.0558746897747198	0	0	0.395108400535226	0.392951018670832	0.0203173037835542	0.00844927127144007	0	0.0154341912238152	0	0	0	0.0293670543973763	0	0	0	0.0585347679759589	9999	0.615032522785696	0.799078611979279	1.19080638683664
S10006	0.0670998663995388	0.0283285629712499	0.0111847175571564	0.031532804933133	0.122993278473627	0	0.363105529700936	0.352100134709206	0.0258886154753516	0.00585144604093155	0	0.0124771579072592	0.00289551337864153	0	0.0113070886229264	0.0274515656900256	0	0	0	0.05143034781391	9999	0.549432617695348	0.842786785798522	1.11364662967389
S1001	0.00768077688821262	0.0512182139964115	0.204609606201882	0	0.142632480408578	0	0.257822956006345	0.348317852250794	0.0476519215818331	0.0199341676117433	0	0	0.0108011506514591	0	0.0159617928913892	0.0202273226301683	0.00593329400335231	0	0	0.0644807473058352	9999	0.54912220381813	0.840274071074281	1.197272282428
S10010	0	0.060548927002506	0.129952607716676	0.0255083806638672	0.00675082780983926	0	0.555885367607314	0.202229953342165	0.0175617891689872	0.0083392315129098	0	0.020800023658365	0	0	0	0.0602864331120893	0	0	0.00349412948068077	0.019436246666991	9999	0.609235678534878	0.798202617679932	1.11079391774239
S10011	0.0269154506526531	0.0323817649538391	0.131143707592693	0.0376763219781799	0	0	0.334717485231924	0.437553072715408	0.0210218115790642	0.00499051599941347	0	0.0173795579119182	0	0	0	0	0	0	0.00182774962386642	0.0496658926129612	9999	0.642697157961191	0.786510698521774	1.09527333085192
S10014	0.00112824129813524	0.0485747727292694	0.134589920834126	0.00437737090528256	0.134415300252744	0	0.345799119053789	0.286943784593498	0.0273237265623372	0.00594757370561821	0	0	0	0	0.0293263045136199	0.0406589850433654	0	0	0	0.0256564321524081	9999	0.582379742357957	0.820540218077639	1.08474153164419
S10026	0	0.100433501598986	0.114360047504592	0	0.151464036854209	0	0.363691321685715	0.30371894400798	0.0343037685577055	0.0243320928491292	0	0.00167342303258717	0	0	0	0.019179214576402	0.00744640569530642	0	0	0.0233427293573287	9999	0.535567265519137	0.847725764933461	1.14394548571994
S10032	0.0333837782154456	0.0227952078295717	0.231875699109355	0.0151210146507173	0.129291218444928	0	0.35450993990952	0.303858928641727	0.0323455346464796	0.00273401028822078	0	0.000486832912106076	0	0	0	0.0673366087618886	0	0	0	0.0453293407284623	9999	0.64518942268092	0.779003998193749	1.23906811413842
S10036	0	0.0793251751970913	0.0561740896148889	0	0.161284212606285	0	0.319878508658886	0.41094988816199	0.027882885244125	0.0150179445179246	0	0	0.0115312497936607	0	0	0	0	0	0	0.0492543458093272	9999	0.489675431588417	0.873446712205239	1.13129829960418
S10042	0.0305003090093705	0.0329702755032072	0.122051074290572	0	0.132915875351608	0	0.404780640468936	0.361590856817681	0.0225744493988685	0.0237490239645625	0	0	0.0028210791638213	0	0	0.0647900275621655	0.0039946834125694	0	0	0.0285227946175752	9999	0.604210262638962	0.810797088523526	1.23126108956094
S10044	9.61733366619762e-06	0.0602648220885312	0.188437380201266	0	0.158895288701756	0	0.39504961798056	0.323991770818515	0.021232075775351	0.0153982851697038	0	0	0.00296008163540023	0	0	0.0121862520280381	0.00677693606386777	0	0	0.02650194901316	9999	0.606240226579263	0.805070523644025	1.21170407680982
S10049	0.0260692403995071	0.0546511840033379	0.12683245726485	0	0.163375997802371	0	0.307902751333602	0.318933659585857	0.0367620094476652	0.0138805639957918	0	0.00132539175978721	0	0	0	0.106141224681922	0.00393682272089781	0	0	0.015015723067491	9999	0.594026936334206	0.814570419010578	1.17482702606308
S10057	0	0.111523899272919	0.056755329090924	0.0473874442814046	0.0548211386367132	0	0.243037361125016	0.463737019149912	0.0455871730301001	0.00454490012460247	0	0.0291152374471839	0	0	0	0.0157181427279804	0.00424679810789003	0	0	0.0659525234145703	9999	0.58784247963137	0.823109070970876	1.14242696640922
S10062	0	0.0613526226979272	0.179616119371694	0.0162194206253289	0.106846353946835	0	0.308071330573176	0.293090611174458	0.0414955133469557	0.0232575969296423	0	0.00760392524109495	0	0	0	0.102226096737331	0	0	0	0.0152746079397482	9999	0.654490695127331	0.77495814992398	1.15505419858419
S10066	0	0.0760980124407333	0.176973335872146	0	0	0	0.511537684860185	0.37221265505954	0.00986928240114366	0.00737362934297288	0	0.0155438008980586	0	0	0	0	0	0	0.00516532364492726	0.0214338901967833	9999	0.65152902994253	0.7763061777539	1.19620761471649
S10067	0.0170881437151334	0.0669080449261336	0.13806087553652	0	0.212190553916103	0	0.213834172663118	0.334934097882553	0.0365359661067919	0.00280536550300093	0	0.0103631470458655	0	0	0	0.0393877695364951	0.003427443891947	0	0	0.0124898362011971	9999	0.599328248890686	0.809581593225081	1.08802541692486
S1007	0.0529550726526204	0	0.0173489287744227	0.064107396829337	0.15044430751458	0	0.311084433817004	0.433669865872766	0.0287356347660959	0.0160928517548149	0	0.00185739065594717	0.00161860789202412	0	0	0	0	0	0	0.05979328401188	9999	0.663350553601791	0.778109399333952	1.13770777454149
S10073	0.0247120415285685	0.0425826985344372	0.152617790897205	0.00474438796219542	0.0411167642434331	0	0.355904229168513	0.411865939251889	0.035268658408992	0.0140351462797393	0	0	0	0	0	0.0631355995283341	0	0	0	0.0277311285039207	9999	0.661622963614137	0.777635400623542	1.17371438430723
S10077	0.0443128128801567	0.0508133417174553	0.189927654261279	0.0726881377697993	0.000312022078319307	0	0.29430538760916	0.371150793846453	0.0192446066771439	0.000452321377681033	0	0.0239092988418717	0	0	0	0.0344704566529358	0	0	0.00064109629225441	0.0483777261462544	9999	0.662999298681194	0.764673035435027	1.15060565615076
S10080	0.0800488803800488	0	0.125085247333518	0.0655965331254627	0.0498090794884751	0	0.374735434482052	0.31815200009875	0.0308617596600932	0.00243709333231945	0	0.0227316957765068	0	0.000726428027112848	0	0.0765979967599795	0	0	0	0.0625848972953969	9999	0.614725891324366	0.800168850421254	1.20936704575972
S10082	0.00339838682960869	0.0925982245147137	0.0933421869277379	0.0228441372987046	0.0943190284125154	0	0.32127570883525	0.322522451810085	0.0310158210896517	0	0	0.0203832090509612	0	0	0	0.120413986182824	0	0	0	0.0171110038106005	9999	0.629954348954583	0.794385281332041	1.13922414476265
S10087	0.054050089427419	0.0317934971181573	0.210242265392306	0	0.14213569281771	0	0.2713754242996	0.271052929851255	0.0400305779494544	0.0203199213644946	0	0.000781188474863039	0	0	0	0.0906336719966147	0	0	0	0.0371712442126622	9999	0.61533490757972	0.800155579404925	1.16958650290454
S10089	0.0195897825039907	0.0621870728369878	0.110907779510645	0.0298424340988908	0	0	0.387683585568971	0.357513142502228	0.0261665214956887	0.00767821181530329	0	0.0172453611126666	0.0111683856197656	0	0	0.025183640046049	0	0	0.00131373762484803	0.0451191508452539	9999	0.584307141779542	0.821273111638706	1.10159880558129
S1009	0.0954272579249385	0.027485776395155	0.118602204274622	0.0225556442481681	0	0	0.270297048345027	0.400420643684979	0.036767397126892	0.00611201080028101	0	0.016750620928117	0.00203797888138009	0	0	0.116749168537149	0	0	0	0.0196949826222579	9999	0.654566818409857	0.781306435730843	1.13290073376897
S10090	0.0249508783522448	0.0024370339565425	0.143941800636389	0.0140034834733888	0.116968908632624	0	0.36975851121127	0.387958104491506	0.0492721345034098	0.0193285651363506	0	0.0057995725615583	0.00281093797149047	0	0	0.000642781293416234	0	0	0.00319563741528335	0.0491788317164888	9999	0.617459445339461	0.801491874001297	1.19024718135196
S10093	0	0.0591035275369382	0.0250355926125522	0.0468739911102096	0.144341183656893	0	0.329259350101412	0.368508345425897	0.0314038489121734	0	0	0.0171090443247403	0.00620690278907649	0	0	0	0	0	0.0019627670686169	0.0821155101009919	9999	0.555001306176702	0.839612571622775	1.1119200636395
S10094	0.0126680212085138	0.0495601002254916	0.204131213606071	0	0.132420324477699	0	0.370466162612163	0.317617898812484	0.0223002912731651	0.0105907670852258	0	0	0	0	0	0.0528340781203308	0	0	0	0.0176583239308195	9999	0.644811449226761	0.78078371614927	1.19024718135196
S1010	0.0276270784117152	0.049259731559138	0.1943350886921	0	0.0351875587269005	0	0.323764365428506	0.484056280623162	0.0329041394265974	0.0144692592790425	0	0	0	0	0	0.0169957143274563	0	0	0	0.0377468459035868	9999	0.670699502000051	0.772690773640156	1.2163460623782
S10111	0.0093559313933394	0.039957417418669	0.143997131944657	0	0.0937937741215399	0	0.343126319142762	0.422744804067789	0.02440892017992	0.00858576641298854	0	0.00205991257415798	0.0088372185573163	0	0	0.079167120811083	0	0	0	0.00569191411479184	9999	0.618306886987801	0.8011088405753	1.18172623073901
S10116	0.0429350792104835	0	0.100504188545612	0.0545944863639046	0.0139886135313754	0	0.125149951993777	0.509783023022549	0.0700095924846987	0.0135820781586212	0	0.0369440959628857	0	0	0	0.0468862272979043	0	0	0	0.0396180214335311	9999	0.700973278317607	0.746751433324349	1.05399535800534
S10119	0.0201542054097836	0.054275011992846	0.0853130821774405	0.00133786401878708	0.154305339271133	0	0.285589000299437	0.396461440258273	0.0419634193581714	0.0163528290415875	0	0	0	0	0	0	0.0061626929156675	0	0	0.0390963930310458	9999	0.559777870190286	0.836893536294936	1.10101127777417
S10121	0.015323314468545	0.0533825480262492	0.16175029376968	0	0.0952101133828927	0	0.300165523871575	0.30770948464501	0.0458442169274324	0	0	0.00576872536749524	0	0	0	0.0493777693543862	0	0	0	0.0323725172201803	9999	0.566742254387651	0.829447132820317	1.06690450703345
S10130	0.000714602076694353	0.0742396127043143	0.0730554119667518	0.0510262744539718	0.0929150151705215	0	0.420689555490487	0.292622152866657	0.0276325950777607	0.0083990232424644	0	0.0177709193007086	0	0	0	0.004321953285789	0	0	0	0.062203514723272	9999	0.693115043954364	0.756546156369823	1.12559063035939
S10140	0.0359735729510805	0.0481616872149379	0.172791991593892	0	0.0385230846648111	0	0.59528420745809	0.207172269428973	0.0211382396247474	0.0301809223556805	0	0	0	0	0	0.0490860217574315	0	0	0.00481189954730003	0.0188101766310537	9999	0.626039103928258	0.789112008765196	1.221934073228
S10142	0.045906623710531	0.0330144478198192	0.125772540736632	0	0.230798588710271	0	0.236357455284923	0.265767342407777	0.0242343635775524	0.0131729102064774	0	0	0	0	0	0.0891354453941956	0	0	0	0.0365563935776343	9999	0.571465420999329	0.826432476752288	1.10071611142581
S10150	0.0675212210319042	0	0.0512264180376709	0.042923976168058	0.0228542987057259	0	0.622396851905706	0.200307452822988	0.0426577160418027	0	0	0.0332095277153086	0.00532734798488567	0	0	0.033415376584891	0	0	0	0.0552237145962664	9999	0.634466781933666	0.785529290469303	1.17706390159521
S10155	0.0571474980930825	0	0.17070274769665	0	0.0907331699218034	0	0.320337108949567	0.422446781687312	0.0322153369928756	0.00526552784212958	0	0.0172753789858087	0	0	0	0.0569780480269389	0	0	9.47301045400062e-05	0.0452248086267099	9999	0.620084732127304	0.801203906003231	1.21842113692742
S1016	0.00315635055355794	0.0622734987200865	0.144454124152933	0.0310781843587534	0.0749259464484244	0	0.371935669375689	0.368685000613779	0.0291653867684032	0.00284607775603633	0	0.0128052645858509	0	0	0	0.0126405506998535	0	0	0	0.0215498098603953	9999	0.503909556114192	0.862774440922685	1.13551586389376
S10163	0.0079684969516304	0	0.0962254485874233	0.0843679378955219	0	0	0.32892427878736	0.391348191946638	0.0447902894534251	0.0320906416384005	0	0.00319801060033351	0	0.00568846966468752	0	0.0182321145085702	0	0	0	0.132277514716638	9999	0.644639758070115	0.787433979862739	1.14511139475063
S10167	0.037882721769106	0	0.0859170376649264	0	0.155911076156787	0	0.320748100453227	0.411406072736224	0.052819196522397	0.0207522738874252	0	0.0059128013405334	0	0	0	0.00644921426308651	0	0	0	0.0581087053070628	9999	0.621054729605955	0.804697650702055	1.15590720010078
S10168	0.050975106411358	0.0290926612608027	0.118625642853902	0.000283247264184692	0.199940848015895	0	0.283958242927191	0.28880720738448	0.0321390471257039	0.00145067416366793	0	0.0185048685835067	0	0	0	0.0971941211937225	0	0	0	0.00461896317497849	9999	0.529778552901242	0.848780271945745	1.12559063035939
S10173	0.0368442704864735	0.0741283051236735	0.127802049894928	0.0038131181192568	0.0518985823090099	0	0.258103647085876	0.406839560044343	0.0243714549723209	0.00519516328262683	0	0.0148988518313535	0	0	0	0.0314894675682052	0	0	0	0.0314476841460323	9999	0.637725839257573	0.794684343737644	1.0668321548641
S10175	0.0356726064453371	0.0268461733368045	0.130096054158179	0	0.201041359969077	0	0.300017010428334	0.34002080635134	0.0325106992999538	0.0270054449537448	0	0	0.00160591336638356	0	0	0.0287670495637622	0	0	0	0.035930584821827	9999	0.601608278484281	0.811246164422937	1.15951370269474
S10179	0.00852192564783543	0.0235156738828477	0.147265894331531	0	0.20529869795316	0	0.223517738218169	0.361821527834872	0.0336281624793247	0.0073652581081118	0	0	0.012504125984433	0	0	0.101407654260802	0.00272791141916589	0	0.00107492680247388	0.0188550852259783	9999	0.635299261411704	0.788390078918784	1.1475045821487
S10186	0.0748196338259555	0	0.228080488843155	0	0.120631932086616	0	0.112667541535137	0.439523182044222	0.0337604230264512	0.00921103283042208	0	0.0169241471633738	0	0	0	0.066678688205268	0.00312559043878686	0	0	0.0602171251130952	9999	0.566949320771762	0.828437573561142	1.16563978511248
S1019	0.00601717747932673	0.0951004260922962	0.212742085648414	0.000417817879723815	0.0345359385238359	0	0.244552493187148	0.381475938458102	0.0269620830640726	0.00967148649401518	0	0.0331854215162322	0	0	0	0.0642406253465519	0	0	0	0.0243762162490776	9999	0.628491180112632	0.793135990527778	1.1332777099388
S10190	0.0395359725694059	0.0278681033499266	0.140828309406634	0	0.0966803137688356	0	0.30991101927819	0.3263071893112	0.0351775472835975	0.0357748490688228	0	0	0.0135274511564081	0	0	0.0533112294326537	0.00358331069209158	0	0	0.0535422662813242	9999	0.586004121041933	0.823282351937312	1.13604756159909
S10195	0.0303753698170744	0.0270961073098115	0.114267070320127	0	0.0888303014780613	0	0.430025035026099	0.380487274358349	0.0265575169278412	0.0126469164497227	0	0.0201611429818016	0.00510702333480196	0	0	0	0	0	0.00426142731843864	0.0545078380684736	9999	0.617738320073923	0.804793188421758	1.1943230233906
S10196	0	0.0593539448448941	0.165062104031745	0	0.116621216714195	0	0.429113607088841	0.316581467098786	0.0273884599855247	0.0299390393274859	0	0.00117074245868298	0	0	0	0.0467437273886832	0	0	0	0.000961851625258233	9999	0.653100607599656	0.776717243299101	1.1929361605641
S10200	0	0.0961028192927429	0.16134361001596	0	0.0899206413954894	0	0.369371285627589	0.292457635182047	0.0152994500266837	0.00265063590944487	0	0	0.0109707113770615	0	0	0.00315567054483643	0	0	0	0.0545909995290065	9999	0.580303480620197	0.823479203746592	1.09586345890086
S10201	0.0144899477215144	0.0761441950817447	0.142375748101965	0.0276519653646232	0.0312280542023012	0	0.58919883987182	0.220796933216525	0.0215626910584817	0.00925595184116413	0	0.010682201891484	0	0	0	0	0	0	0.000767154452505547	0.0324290403698473	9999	0.602836448013329	0.802360472233591	1.17658272317398
S10202	0.0366478372953385	0.0038077392496474	0.168417615504326	0.034921001494704	0	0.0137372621583019	0.378601532706209	0.350547913552196	0.0194571968126553	0.00133649952330078	0	0.0109556451361087	0	0	0	0.0695390063980397	0	0	0	0.0508094469819019	9999	0.6369531112259	0.786191450622559	1.13877869681273
S10205	0.0826166891736434	0	0.149279182419947	0	0.203047912030243	0	0.291874957932259	0.445281949070713	0.017777515692623	0.00285379923796197	0	0.0207715136194827	0	0	0	0.0321383291208893	0.000971160588251775	0	0.0036637670638596	0.0190529064916155	9999	0.654412862705912	0.779304085571799	1.26932968244149
S10211	0	0.0815319573637096	0.048560870848136	0.000373624029688223	0.175302650738805	0	0.212108414990407	0.431722601404068	0.0387844873604862	0.0179315307360269	0	0.0120323703375943	0	0	0	0	0.0168059894675882	0	0	0.0780380237604059	9999	0.558887337980797	0.840488753722926	1.11319252103691
S10221	0.0257906744007079	0.00916021714403658	0.113380597065708	0	0.266360640398884	0	0.31473850631728	0.343834909714537	0.0460542952452867	0.0143817378545678	0	0	0	0	0	0	0.00768840891850084	0	0	0.0289926213179372	9999	0.575158715524708	0.823773434489017	1.17038260837745
S10222	0.012913053351037	0.0440868636647025	0.0851433804158282	0	0.271102184445972	0	0.277152089916103	0.346828606433064	0.0436055459271852	0.00506551130908223	0	0.00237587530195522	0	0.00143366770382337	0	0	0.000720235345129168	0	0	0.0477400664292072	9999	0.639422048704532	0.789150391177289	1.13816708024309
S10226	0.016438317805227	0.0707826305473593	0.166179800946454	0	0.0928196021376434	0	0.367701749127716	0.280848839744009	0.033751196905246	0.0180080550532697	0	0	0.00328152847539361	0	0	0.0400767964945326	0	0	0	0.0285466911230675	9999	0.614789176096676	0.802336745218394	1.11843520835992
S10227	0	0.07439487490819	0.137455816501205	0.010867437013991	0.0976472750296396	0	0.359383030628958	0.360581809945981	0.0273869154524141	0.00586120531929208	0	0.0070479181112949	0	0	0.0111620412824429	0.0562275300406108	0	0	0	0.0402883014387702	9999	0.571339454435431	0.82842539793036	1.18830415567279
S10228	0	0.0709089047838721	0.127184731310738	0	0.190050292487128	0	0.320762219112999	0.416127545016063	0.0366342160889655	0.0100751782625434	0	0	0.00558415864963948	0	0	0.00770368475445684	0	0	0	0.0147979673250682	9999	0.62407802377742	0.798292802727222	1.19982889779147
S10232	0.0343508123767527	0.0644817572018393	0.0709382189837549	0.017816688258116	0.0279402956429889	0	0.180337810554165	0.606413809610902	0.0400124762423226	0	0	0.00942770990309742	0	0	0	0	0	0	0	0.065440435427224	9999	0.618382024930586	0.809637150278852	1.11716001420116
S10248	0.00780003448158106	0.0479824763972808	0.123982060994308	0	0.123428772291046	0	0.341263719308253	0.264123627272318	0.0367701910862867	0.018543083798861	0	0	0.00295509119046583	0	0.0321426857636413	0.0630292283294248	0.0034466442655736	0	0	0.0391741656503414	9999	0.51124332941692	0.860559774279783	1.10464178082938
S10249	0	0.0418253211716217	0.395484856847124	0	0	0.0281943894401915	0.450665251349306	0.261263789691228	0.00156629993317532	0	0.0274107271115019	0	0.00444262903052685	0	0	0.0348321604663389	0	0	0.00795762546798006	0.0163928333049006	9999	0.64982587763989	0.762955250492512	1.27003588381389
S1025	0.0140475895643438	0.0599403481056672	0.190088180184259	0	0.141767920875689	0	0.293571044321984	0.322263931800603	0.0205816231110262	0.0140901925680289	0	0	0.000153346729105245	0	0	0.0669023584940761	0	0	0	0.0441331343233534	9999	0.638447657404027	0.788782682713152	1.16753967007814
S10266	0.0150794801009083	0.0383034540704645	0.141270756788288	0.0163498410418836	0.0133792625591337	0	0.451256861808391	0.392732543315766	0.0302265440841937	0.00515973152697762	0	0.0225701803438414	0	0	0	0.0345102190901098	0	0	0.00428589725651827	0.0342936362220328	9999	0.640303549748552	0.786675813810251	1.19941840820851
S10269	0.00466447043046146	0.0996884790572025	0.159250073736019	0.00629591420182515	0	0	0.392473714541932	0.375282118201211	0.0424568294902562	0.0330349943154278	0	0.0405276294566145	0.0401189290133666	0.0013417767973444	0	0	0	0	0	0	9999	0.502155423229833	0.86459865531981	1.19513492924166
S10272	0	0.0586054539141456	0.0656702580947628	0.00787551868502614	0.188896188690518	0	0.39542881339655	0.241126444256241	0.0392140883942116	0.024602213134161	0	0	0	0	0	0.0534649644388214	0	0	0.00164511666920318	0.0332090479872168	9999	0.499245038777635	0.866231571806816	1.10973810766086
S10273	0.0179040799897553	0.0761218297032851	0.169317338012774	0	0.0393030992439227	0	0.444894116200806	0.27001454618542	0.0089152738318207	0.0178954728512636	0	0	0	0	0	0.0518794224639457	0	0	0	0.03192397602407	9999	0.58694391303941	0.816858473345846	1.12816915450706
