Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S17973	0.0534732987740699	0	0.00537287340947656	0	0	0	0	0	0.152534088835042	0	0.290463323149795	0	0.0278902770218119	0	0.0215305540080237	0.119623595039873	0	0.283133124828598	0.0237458387891706	0	0.05879435538346	9999	0.438011411342884	1.02021820436933	1.03656132923932
S17985	0.0353378311583823	0	0.00589319653126879	0	0	0	0	0	0.151653892861475	0	0.210236743050756	0	0.0081046932202341	0	0.00700703372211904	0.154672088551826	0	0.37477479630149	0.049603083177581	0	0.0371877542870037	9999	0.43757832707518	1.02559639375137	1.03447111286214
S17988	0.0330912616073262	0	0.00914189580612528	0	0	0	0	0	0.152442714641578	0	0.279202954792307	0	0.00994774255788149	0	0.0062025897437231	0.16344580526368	0	0.295804343461274	0.0394655707993922	0	0.0434745795205601	9999	0.420781504881238	1.03876560103314	1.03221945819385
S17993	0.0408717171730174	0	0.00479265117069577	0	0	0	0	0	0.167322461537548	0	0.26261171519907	0	0.0336205435722633	0	0.0113621467200304	0.103958764847626	0	0.315735329634655	0.0443910741194721	0	0.0489350868326135	9999	0.427735189931179	1.03110221026328	1.03360149080699
S18000	0.0531611325726687	0.000575551858059236	0.0259379056584375	0	0	0	0	0	0.12817542718357	0	0.320015472546686	0	0.0332674507361859	0	0.0125307813243508	0.0765679945068618	0	0.307876687164963	0.0335351642979393	0	0.0441136805924014	9999	0.435038525433757	1.02348264575503	1.03575724844212
S18003	0.0364860501674506	0	0.00497348826275588	0	0	0	0	0	0.107339298119439	0	0.244511800802732	0	0.0143565951013032	0	0	0.18734146609405	0	0.347543637262972	0.0500236091721993	0	0.041544873804076	9999	0.421471665336478	1.03808200166023	1.03412081878698
S18005	0.0598598294652221	0	0	0	0	0	0	0	0.146277814883835	0	0.28610277280083	0	0.00903922966232262	0	0.0149593985079734	0.133330913354697	0	0.297748595856875	0.0351026747451485	0	0.0538192681174131	9999	0.440413455606632	1.02032701628185	1.03624049739432
S18007	0.0268946789721755	0	0.0148268415907699	0	0	0	0	0	0.131101424173827	0	0.218647075250433	0	0.0199206732003982	0	0.0079272850233398	0.197712479405553	0	0.34632122385353	0.0342060228148559	0	0.0368437591425797	9999	0.427482481078986	1.03193940292064	1.03440146342746
S18013	0.0611205028447458	0.000391245606693733	0.0447642252498474	0	0	0	0	0	0.107854668032054	0	0.262812854444252	0	0.0534363246628905	0	0.0246538612435433	0.0866059428308703	0	0.316822143734741	0.0131126165325324	0	0.0637964811945643	9999	0.425900914871206	1.02800753985141	1.03537086637673
S18015	0.0416621026689398	0	0.0319190774474915	0	0	0	0	0	0.116788487140433	0	0.323354742782986	0	0.0698251086699293	0	0.0192928779006881	0.143995438328578	0	0.20753179190222	0.020427733298028	0	0.0577271928837862	9999	0.42233957679641	1.02962356241591	1.03252455302308
S18016	0.051267803752459	0	0.0201472400700305	0	0	0	0	0	0.144800823341396	0	0.267941753401024	0	0.0479079063531978	0	0.0178400405850393	0.0755522762948206	0	0.328671660557158	0.0321910146950624	0	0.0476227644598047	9999	0.443577751684915	1.01460594663931	1.03394328350999
S18028	0.0303996025599748	0	0.0227000365675277	0	0	0	0	0	0.191310489947516	0	0.293600722879415	0	0.0309366858511959	0	0.0282275295321724	0.0861883754239176	0	0.274233600841246	0.0167027374999401	0	0.059821037684073	9999	0.435764964090562	1.02307844853717	1.03412081878698
S1803	0.0324617598221138	0	0.0246568229886347	0	0	0	0	0	0.179025211669218	0	0.309374071119623	0	0.0399079420394334	0	0.0167070733721766	0.0803015298821025	0	0.259814940822947	0.0249710319759212	0	0.0658248901757947	9999	0.426735835997756	1.03089387094916	1.03304527386796
S18037	0.0301868693722616	0	0.0116587646341006	0	0	0	0	0	0.144592282319175	0	0.181078562697472	0	0.00888471131801906	0	0	0.213085571568057	0	0.366299310408523	0.0616513252307658	0	0.015433381424088	9999	0.438788519881797	1.02601111891068	1.03287077897246
S18038	0.0573313035811056	0	0.00919655081730169	0	0	0	0	0	0.127868968239973	0	0.284679205963117	0	0.0304731722697291	0	0.0113078670207875	0.0786496667144759	0	0.349746571411909	0.027004026919648	0	0.0606807606208565	9999	0.434156602904666	1.02408049162606	1.0369380935589
S18040	0.0907233762335604	0.0118302140723979	0.0312104608890447	0	0	0	0	0	0.129853712321439	0	0.257801513034976	0	0.0704768995890533	0	0.0273923264306367	0.0218499805348171	0.106129512708235	0.222112439886933	0.00337889151399912	0	0.0602859466528731	9999	0.429155299923804	1.02464891646722	1.03304527386796
S18046	0.0671390350196338	0	0.0151163910899389	0	0	0	0	0	0.141304581516924	0	0.18737936715022	0	0.0279213505489258	0	0.0131358965298996	0.157343283092555	0	0.340457803440771	0.0396718897298342	0	0.0450363142057417	9999	0.412030581335978	1.0456954915722	1.03450591232444
S18055	0.0507644986830457	0	0	0	0	0	0	0	0.193158519754364	0	0.23034919706491	0	0.00339391176542108	0	0.0123111674948288	0.143019162939058	0	0.317556758952033	0.0410720936156476	0	0.0417676504602855	9999	0.443825926141946	1.01986849210863	1.03339296072959
S18060	0.0942935213539755	0	0.0222379360765332	0	0	0	0	0	0.123401461044897	0	0.212374593767743	0	0.0444347620584263	0	0.02040937728274	0.0299749837044055	0.0349111946441572	0.369481814446322	0.030745646547478	0	0.056282669492041	9999	0.445407880844073	1.01396544807323	1.03854796041872
S18063	0.0705979002023831	0	0.0177462878396292	0	0	0	0	0	0.136518448551405	0	0.139670290664824	0	0.0447285006597537	0	0.0243914932827253	0.0766679511014851	0	0.429310964862497	0.0357922544013545	0	0.0590118613716798	9999	0.418357359374984	1.03987814785678	1.03443595293774
S18064	0.0289114371176714	0.0217350159275581	0.0297718638997219	0	0	0	0	0	0.144100856007723	0	0.296962426655306	0	0.0547395852827217	0	0.0312951709623395	0.0882165265366183	0	0.270958531468073	0.0141362275625085	0	0.051973943556575	9999	0.428737816006563	1.02572455801319	1.03280158497682
S18067	0.0462680622967064	0	0.0107722618342933	0	0	0	0	0	0.163828599524851	0	0.319706118421676	0	0.0271474719225744	0	0.0262862287039227	0.0821168385646533	0	0.284578134333226	0.0206592254773705	0	0.0522385497277193	9999	0.451083529613585	1.00898623400489	1.03360149080699
S18071	0.0207051954455487	0	0.00716610991110741	0	0	0	0	0	0.13760259024352	0	0.231275783269175	0	0.00853165247121269	0	0.00582630992820429	0.177643390506509	0	0.358609939985999	0.0503857987415884	0	0.0345734772691292	9999	0.432307031925426	1.02966289842026	1.03232024777199
S18079	0.0792933015507835	0	0.0263170151916905	0	0	0	0	0	0.107873891046446	0	0.235954648148908	0	0.0103382948824634	0	0.0178991287733024	0.109754698598687	0	0.369815543572544	0.0185996779672463	0	0.0566783532910098	9999	0.420685688395769	1.03742140585039	1.03252455302308
S1808	0.0157504608107538	0	0.0104040653601102	0	0	0	0	0	0.112371089800287	0	0.355547646325959	0	0.0214105789564157	0	0.0115282439655164	0.157365600544715	0	0.280326770067373	0.0320901225781874	0	0.0353880062257585	9999	0.459290597674113	1.00162678369552	1.03218258463508
S18080	0.0714422630502981	0	0.0213833002513479	0	0	0	0	0	0.143090630797873	0	0.303703788893194	0	0.0358798396350442	0	0.0220553624149731	0.0576859266339421	0	0.292047900889478	0.0226438330060108	0	0.0670052479867425	9999	0.446814258675951	1.01188592816277	1.0369380935589
S18085	0.0339441675269858	0.00190865651499755	0	0	0	0	0	0	0.140446526200651	0	0.344618964848571	0	0.0265373676085955	0	0.0042718638124758	0.089383665940651	0	0.30706526818281	0.0491226728691958	0	0.0381062040855305	9999	0.422574872059943	1.0365307679714	1.03540535759046
S18089	0.0604654447132743	0	0.00709535521047491	0	0	0	0	0	0.145771508120541	0	0.291670515411252	0	0.0535547631950131	0	0.0239578312429253	0.0386975567901794	0	0.339989474241144	0.0357192025108276	0	0.0406367758081943	9999	0.444803952104039	1.01314238187381	1.03755842724383
S18103	0.046291774473094	0	0.0310294475686845	0	0	0	0	0	0.138059621802508	0	0.251324984105868	0	0.0489494555194776	0	0.0210716811306865	0.0849657567938393	0	0.33056861444608	0.0154844447556123	0	0.0666901723418867	9999	0.422889597775657	1.03205441512859	1.03443595293774
S18107	0.0600139133071002	0	0.0234124470113841	0	0	0	0	0	0.160647789056704	0	0.287615856669077	0	0.0392696431121069	0	0.0200596923465435	0.0351382373974516	0	0.333257780694014	0.0255822078374523	0	0.0472218907620134	9999	0.457633656454702	1.00295754891502	1.03221945819385
S18117	0.0647637437304524	0	0.0299377763174363	0	0	0	0	0	0.160040064122963	0	0.19284095599906	0	0.0294448618270941	0	0.0240142473879212	0.0825208179455465	0.0581929233644308	0.334110347504185	0.0128535913188188	0	0.0447429972233858	9999	0.451274706398863	1.00996045705939	1.03346232674129
S18127	0.0430124493160626	0	0.0136094241297017	0	0	0	0	0	0.179874169279363	0	0.296826031059346	0	0.0652718226444549	0	0.0204639588252329	0.0358868153535327	0	0.282855806802896	0.0322434427627074	0	0.0657848650790078	9999	0.435006972825977	1.02169381597671	1.03582878525231
S18135	0.038237288863728	0	0.0082610938486228	0	0	0	0	0	0.190769813044456	0	0.315937667251507	0	0.0193403911216792	0	0.0233898722455379	0.0926370227474247	0	0.268085512620466	0.022465133852422	0	0.0569802940392762	9999	0.453224065880984	1.00846338404512	1.03610408963512
S18139	0.0426805491844184	0.00645209256041281	0.0121075787430338	0	0	0	0	0	0.192452203420864	0	0.216078547934717	0	0.0444404533040799	0	0.022266848855387	0.0347585102030401	0	0.3913363283544	0.0361821211078165	0	0.033872835027849	9999	0.432627456257216	1.02700007177728	1.03262806869602
S18142	0.0320642581362549	0	0.00977889616634661	0	0	0	0	0	0.13739897785246	0	0.243529911423377	0	0.0149348950744321	0	0.0102668357979655	0.149889609358757	0	0.349573221015434	0.0374640092682978	0	0.0478305585029776	9999	0.429785102316543	1.03019558062365	1.0327311725963
S1815	0.0895394503881395	0	0.0168601404764435	0	0	0	0	0	0.15585406345426	0	0.206003724755002	0	0.0256363226760029	0	0.0226612262999764	0.0499220286999954	0.00784407990462666	0.378301148230675	0.0145445408727981	0	0.068238631832544	9999	0.431232741093599	1.02796131983281	1.03540535759046
