Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S13904	0.0830248597309624	0	0.0253721934274871	0	0	0	0	0	0.152809176769919	0	0.271689983710471	0	0.0409032299765912	0	0.0209302246225784	0.0720609990133645	0	0.30438517852789	0.0219309606591486	0	0.0405343498893815	9999	0.438845148254612	1.01923072565133	1.03364115632779
S13920	0.00744675404755067	0	0.00660594068570261	0	0	0	0.0131831825983696	0	0.118473765884177	0	0.243023624974674	0	0.00834687283416601	0	0	0.221885462989043	0	0.34297591191274	0.0685047245400456	0	0.00340931490442238	9999	0.421538948578553	1.04003999682643	1.03385555537089
S13925	0.0400792161321592	0	0.00782279643975109	0	0	0	0	0	0.13210308972414	0	0.288815207778169	0	0.0189386680498944	0	0.00525908563486113	0.160917120920617	0	0.292499739889262	0.0452213037762469	0	0.0410748505565789	9999	0.421312485595116	1.03721925076199	1.03273107890168
S13926	0.0681855397038952	0	0.0159848558734129	0	0	0	0	0	0.147319197607314	0	0.231531085334896	0	0.0351032206649711	0	0.0262597624979726	0.0722174151528809	0	0.356984170036112	0.015983163701761	0	0.0656023561646142	9999	0.443302632792181	1.01523605296934	1.03517076673783
S1393	0.0472205254686633	0	0.0106896774598144	0	0	0	0	0	0.0943848197899122	0	0.218339469752146	0	0.0289530419880484	0	0.00997420024232481	0.167088246817551	0	0.380077084137524	0.0312485464251803	0	0.0440077164796771	9999	0.42918477549612	1.02893407568554	1.03198332856084
S13936	0.058579585169131	0	0.00307747253420691	0	0	0	0	0	0.116335489373236	0	0.217152076746816	0	0.00963918192361836	0	0.00351956304639633	0.133187614254418	0	0.408495343057163	0.0469170889461244	0	0.0366010834649668	9999	0.44757447598738	1.01603822020561	1.03350449851608
S13938	0.0439551167199056	0	0.00261101877116209	0	0	0	0	0	0.110943372305655	0	0.25902191888676	0	0.0140751442482304	0	0.00304569447119773	0.196127160848825	0	0.314935935477474	0.0454158307568155	0	0.0423975092056536	9999	0.424566540393436	1.03453511013485	1.03252870169168
S13948	0.0766735997618795	0	0.00956933739920613	0	0	0	0	0	0.151955388847005	0	0.203774293248849	0	0.0339450530838789	0	0.0205349827670238	0.0565854871220167	0	0.404168156755641	0.0257426868627632	0	0.0538775367706269	9999	0.444421156141464	1.01590109073168	1.03682652261889
S13952	0.0931556695828677	0	0.0135452111725359	0	0	0	0	0	0.207797894559508	0	0.15868900256193	0	0.0179132929507378	0	0.0251960025179457	0.0854667031412102	0	0.359875748950582	0.0157439132060386	0	0.0584653691566326	9999	0.446305004184046	1.01660114167154	1.03584880779999
S13955	0.0548842675640495	0	0.00152990521339643	0	0	0	0	0	0.162965753592733	0	0.227842075945634	0	0.0112298931994443	0	0.0148705695745372	0.103586634832298	0	0.372782856991263	0.0326279846484917	0	0.0513212147659466	9999	0.443251599801075	1.01897447199818	1.03364115632779
