Sample	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	Other
mix_32	0.151077718135638	0	0.0323978034525974	0.0923334167976276	0	0.0259745352191386	0.0565161648096606	0.2637724750657	0	0	0.377927886519638
mix_33	0.179876375118238	0	0.048991585048729	0.150409681141629	0	0.0330561954478654	0.0959202265398793	0.0881810741269598	0.0018290105175224	0	0.401735852059177
mix_34	0.0333020310303504	0	0.071017974843663	0.218590597908793	0	0.0388587629842938	0.0543377552623971	0.178812828274217	0	0.00190258171689898	0.403177467979387
mix_35	0.10063304868766	0	0.0506543400651628	0.145656025499778	0	0.0164713081109045	0	0.34974692089817	0	0	0.336838356738324
mix_36	0.268749582793734	0	0.0226540947834833	0.0689498982501102	0	0.0241454861200759	0.182613830216293	0.0458387699545522	0.0101919446962786	0	0.376856393185473
mix_37	0.249537363006639	0	0.0247114587473172	0.0807709829015147	0	0.00730514433397137	0.157590936072017	0.101933695370008	0.00661197145749275	0.000628583103517106	0.370909865007523
mix_38	0.0916455408756476	0	0.0145007556695221	0.0267412692470728	0	0.0730251504674524	0.254919753215256	0.165115496211806	0.00904113594225292	0	0.36501089837099
mix_39	0.287041659768447	0	0.0139892464185481	0.0392275183788173	0	0.0620963650742285	0	0.31572391074261	0	0	0.28192129961735
mix_40	0.178289551995151	0	0.0468064088629641	0.144138947263228	0	0.0191953425487949	0.168825428892266	0.0382796851792534	0.0122993499754543	0	0.392165285282888
mix_41	0.0640541437182307	0	0.0598943549018096	0.185012774316309	0	0.0406108848397196	0	0.279315700990636	0	0	0.371112141233296
mix_42	0.300789753644218	0	0.00802789493793632	0.0242988215915272	0	0.0185339269009104	0	0.317848508299612	0	0.000951409513026142	0.32954968511277
mix_43	0.0293574560952557	0	0.0337856066837024	0.070305991397943	0	0.0698423435278393	0.0240147436126164	0.390162141542903	0	0.00283879238479649	0.379692924754944
mix_44	0.0607792184471598	0	0.0272801204786849	0.0692658816118798	0	0.0660831503682344	0.250443343522711	0.125118361292997	0.0125008514167401	0.00116925805437974	0.387359814807213
mix_45	0.0151831373280699	0	0.0416828128793371	0.114857328205073	0	0	0.208946455681673	0.242034270723278	0.0107552844565693	0	0.366540710725999
mix_46	0.134168768980269	0	0.0181061732806624	0.0412167505782338	0	0.0179599227730389	0	0.543936857606087	0	0.00115701250034819	0.243454514281361
mix_47	0.187879128982793	0	0.045293618126405	0.142057238420527	0	0.0022710661452991	0.0558906473976968	0.185491024883716	0	0	0.381117276043564
mix_48	0.275490660964171	0	0.065755002260371	0.218780015481762	0	0.070006093745961	0	0.00470817676032435	0	0	0.365260050787411
mix_49	0.218741284601765	0	0.0496388551835461	0.154074642175938	0	0.0469279528474358	0	0.189979921122725	0	0	0.34063734406859
mix_50	0.222467626175596	0	0.0166150898898771	0.0439299905062908	0	0	0.1278901228896	0.25091354404158	0	0.000601111908519846	0.337582514588536
mix_51	0.260397926879005	0	0.0608189069544174	0.189857704592569	0	0.0699673842986615	0	0.0183801121902816	0	0	0.400577965085066
mix_52	0.351371012948467	0	0.0109710834575939	0.0311934664339647	0	0.0616482830615444	0	0.164588413760092	0	0	0.380227740338338
mix_53	0.243260020936487	0	0.0564194647995881	0.172271022711329	0	0.0453042346356428	0	0.104943877371013	0	0	0.37780137954594
mix_54	0.282963658234937	0	0.00979504691042833	0.0257197497354083	0	0	0	0.550972802281914	0	0	0.130548742837313
mix_55	0.22351224849591	0	0.0534609489083097	0.163832604519964	0	0.0379340123729669	0	0.13603976462076	0	0	0.38522042108209
mix_56	0.114807889717321	0	0.0316575496273803	0.0847349263824049	0	0	0.163360979603339	0.252145915694837	0.00322728359833759	0	0.35006545537638
mix_57	0.021371428783865	0	0.0518949661677774	0.151702613907841	0	0.0482628782394429	0.185725128937599	0.133209914339945	0.00819830505621781	0	0.399634764567312
mix_58	0.165255796954925	0	0.0272540859416045	0.0816466191521411	0	0.0557010155818115	0.0252499786973546	0.261708091415198	0	0	0.383184412256965
mix_59	0.0270550110320331	0	0.0562085963802585	0.16791154583329	0	0.0273312976241356	0	0.368612368337364	0	0.00186578012448354	0.351015400668436
mix_60	0.268603943803607	0	0.0329762864052777	0.102080153404963	0	0	0	0.29836563170937	0	0	0.297973984676783
mix_61	0.205774337891741	0	0.00904805720931664	0.0173435389960763	0	0.000886790746723832	0.263336438682955	0.168802078872249	0.0149882922030451	0.000354091487567682	0.319466373910326
mix_62	0.188149088486728	0	0.0131445239507051	0.0338069518142845	0	0.0574348990021427	0.230512427360838	0.103731944166603	0.00983316480685582	0	0.363387000411843
mix_63	0.0460208001927553	0	0.0549711249349509	0.166101840298901	0	0.022531034885533	0.103600213301025	0.219775337344172	0	0.000215917362675455	0.386783731679987
mix_64	0.203315125808749	0	0.0490725150493298	0.156440100466066	0	0	0.0992225779505975	0.099057332664966	0.00437448533085988	0	0.388517862729432
mix_65	0.150950042990818	0	0.0338889567027274	0.0954594524488765	0	0.113215820694496	0	0.183359913966652	0	0	0.423125813196431
mix_66	0.242262139870829	0	0.0598769770854386	0.183376538025879	0	0.0596756366203274	0	0.0937463115980268	0	0	0.361062396799499
mix_67	0.296179517132632	0	0.010789799660334	0.0247668477733357	0	0.0643163834650495	0	0.246922689083017	0	0	0.357024762885632
mix_68	0.0735480984135879	0	0.0179802104766723	0.0375386590526629	0	0.0653993886051226	0	0.499880193466092	0	0	0.305653449985863
mix_69	0.196248092095956	0	0.0516460202396021	0.163417461424744	0	0	0.0663880799414637	0.136189873206682	0	0	0.386110473091553
mix_70	0.379052928033462	0	0.0404852127217438	0.117173899108638	0	0.137187104812609	0	0.00524627176224798	0	0	0.320854583561299
mix_71	0.292368902604299	0	0.0613966489542878	0.213619162074105	0	0	0	0.089447044856482	0	0	0.343168241510826
mix_72	0.4287783694381	0	0.0148394970996018	0.054516289256588	0	0.009666739582408	0.0551047882038106	0.0744092703900057	0	0	0.362685046029485
mix_73	0.319165807298058	0	0.0295596316714623	0.0826911715011104	0	0.0801392450954048	0	0.182973856445594	0	0	0.30547028798837
mix_74	0.240973040919302	0	0.0382102944642171	0.110417299972719	0	0.0354023810400713	0.114387461270476	0.0590291014699023	0.00241139092320142	0	0.399169029940111
mix_75	0.244757476610444	0	0.0656818651740452	0.210194343116688	0	0.0487384527992644	0	0.0171690881916325	0	0	0.413458774107926
mix_76	0.075808581711419	0	0.0248239940182698	0.0721790881669612	0	0.0572219446102743	0.0243038357093182	0.377392941463317	0	0.000649661186222111	0.367619953134218
mix_77	0.0839148883804843	0	0.0103963602953699	0.0128721504870656	0	0.0270808774762849	0.148960223186741	0.396535979912054	0	0.00284910899093069	0.317390411271069
mix_78	0.176238830122973	0	0.0521005874660146	0.159759073496813	0	0.030332885556005	0	0.2303947324225	0	0	0.351173890935695
mix_79	0.0582884218772448	0	0.061042261265926	0.188061897341348	0	0.00848294698756125	0.0872583341078256	0.21824149294079	0	0.000225687980877833	0.378398957498427
mix_80	0.245715306700775	0	0.0282651649351745	0.0812858597491955	0	0	0	0.328621184610727	0	0	0.316112484004128
mix_81	0.121285777606487	0	0.0268100278940616	0.0739546836690812	0	0	0.172379079099579	0.255300241897708	0.00417019219723077	0.000281074337803994	0.345818923298048
mix_82	0.201337553516965	0	0.045830165373288	0.134397743284676	0	0.00168450848332461	0	0.286018388895578	0	0.00322996945726876	0.3275016709889
mix_83	0.201017962637798	0	0.0637696033501394	0.198325588468312	0	0.0424979487071235	0	0.0793770285819451	0	0.00179403110970448	0.413217837144977
mix_84	0.173377154490773	0	0.0324881311490508	0.0931515390424631	0	0	0.0685128702579489	0.276384365751788	0	0	0.356085939307976
mix_85	0.122472322992052	0	0.0313458424024887	0.0854943357231706	0	0	0.0925515680382605	0.317009332833251	0	0.000534357461811347	0.350592240548966
mix_86	0.0631650937631322	0	0.0176859168459206	0.0433877196267311	0	0.0412132793813719	0.219068090730933	0.262245472072093	0.00309441368578767	0	0.35014001389403
mix_87	0.0959941964202418	0	0.0433725491331504	0.119095774456356	0	0	0.138771867255181	0.237326565081744	0.00225053670336442	0	0.363188510949961
mix_88	0.171580444683414	0	0.0256865156116551	0.0699895019047397	0	0.0361171408259192	0.0484040234912544	0.277469448225443	0	0	0.370752925257574
mix_89	0.134796608802888	0	0.0153703706819487	0.0311793163395103	0	0.0185921297327849	0.0758449605855867	0.409351476649735	0	0.00147015335384803	0.313394983853698
mix_90	0.0810320372658434	0	0.0458961511998883	0.132452553908967	0	0	0.0547268012870763	0.314507647449011	0	0.00157749731359175	0.369807311575622
mix_91	0.18455192148813	0	0.0593288921330075	0.190784062349	0	0.0664186795215088	0	0.0999998663711242	0	0.000119850685239369	0.398796727451991
mix_92	0.146688158143044	0	0.0433476745119284	0.132537068406173	0	0.000767785349989519	0.131364789544573	0.165281078777404	0.00350342712753267	0.00132623228321759	0.375183785856138
mix_93	0.0373759521356467	0	0.0929149228797756	0.311800405187869	0	0.0152828552936672	0.0370504314427832	0.0849518597499869	0	0.00277078903921783	0.417852784271053
mix_94	0.0218384342944031	0	0.0711265362735432	0.217886669421565	0	0.0618353298579767	0	0.253270585055392	0	0	0.37404244509712
mix_95	0.258263781166517	0	0.0566040128193324	0.182034845663398	0	0.0784490690747069	0	0.0543010651798311	0	0	0.370347226096215
mix_96	0.220862216228042	0	0.0520347434027076	0.163935582456652	0	0.109304999242432	0	0.0992416602584246	0	0	0.354620798411742
mix_97	0.134141261962483	0	0.0504601044913345	0.156487174803843	0	0.00874633917504378	0.012639320058075	0.254788159253098	0	0.000600742664025309	0.382136897592098
mix_98	0.185965659991429	0	0.046844568334517	0.149386767327175	0	0.00829325592362681	0.0958536644529187	0.127188012365911	0.00139331668272832	0.000816945009498629	0.384257809912196
mix_99	0.086520906965375	0	0.00656493008739707	0.00656771759361342	0	0	0.294780194184564	0.306145256681776	0.0119727319847993	0.00103100508158561	0.28641725742089
mix_100	0.154262663435715	0	0.0402786130313026	0.120294030846879	0	0.00562190421656006	0.115075905150948	0.188460662770565	0.000155972640437268	0	0.375850247907593
