Sample	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	Other
Mix_64	0.174722708679423	0.0065504455525399	0.0223405490086467	0.0470863662389278	0.00500742924923899	0.0877390250895724	0	0.260645442546153	0	0	0.395908033635498
Mix_65	0.168805136239217	0.00676481214022581	0.0203409651787991	0.0322452390013487	0.00976891118838279	0.0762020549816055	0	0.271853960673561	0	0	0.41401892059686
Mix_66	0.204682082237854	0.00515503844819917	0.0103622064761266	0	0.00352373095197626	0.135621697733597	0	0.208045512034659	0	0	0.432609732117588
Mix_67	0.330164223576789	0.00643074971236903	0.0215571377681003	0.0335954524000605	0.0142114230961378	0.112013908505162	0	0.0224531436717071	0	0	0.459573961269674
Mix_68	0.106586434831717	0.00618338929402231	0.0195593094943531	0.0151422090506369	0.0178857874374784	0.0313677630583691	0	0.377468541757949	0	0	0.425806565075475
Mix_69	0.262976478641979	0.00543456847940025	0.0163821863576981	0	0.00694373960236714	0.107909980192015	0	0.219807508917975	0	0	0.380545537808565
Mix_70	0.102936145013306	0.0076929580410482	0.0167082993208847	0.00577175503939008	0.0251564278240861	0.0483227488490565	0	0.338145297450255	0	0	0.455266368461974
Mix_71	0.128930112685074	0.00492399990508239	0.0132876503842586	0	0.00763421260484072	0.171132263403985	0	0.350691675236801	0	0	0.323400085779958
Mix_72	0.0982027838127127	0.00860971265693282	0.0250075838089707	0.0329219045221626	0.0252245286284393	0.0242899384358073	0.108990049611142	0.187011900784529	0.00518672370752089	0	0.484554874031782
Mix_73	0.0392205198348799	0.00640959383954359	0.0164150045764676	0	0	0.275250462218454	0	0.291143384555173	0	0	0.371561034975482
Mix_74	0.247211617573306	0.00657667324759674	0.0173508895558152	0.0172387702672238	0.014476015234395	0.164478256148241	0	0.158515784615202	0	0	0.37415199335822
Mix_75	0.158169579648055	0.00601211722505223	0.0152180183253171	0	0	0.290429616485132	0	0.110782371330743	0	0	0.4193882969857
Mix_76	0.140159759392136	0.00365149583565675	0.0123306915471625	0	0	0.253684742138043	0	0.225600567771031	0	0	0.364572743315971
Mix_77	0.150471690398528	0.0103980501613752	0.0287107494982912	0.0317534773782924	0.0219823501123331	0.180423670195147	0	0.102797169807975	0	0	0.473462842448057
Mix_78	0.0614169412610489	0.00465066639622653	0.00834577139794443	0	0	0.18247498339126	0	0.339619005305051	0	0	0.40349263224847
Mix_79	0.0724450732184154	0.0105822086095158	0.023267184338667	0.00583081959377267	0.0238951683566889	0.41120127955818	0	0.0836152983751852	0	0	0.369162967949575
Mix_80	0.158323832785574	0.00871303629033011	0.0251354660937524	9.3466663490996e-05	0.025342055050247	0.119558398997823	0.0965096500287009	0.0829286143563692	0	0	0.483395479733713
Mix_81	0.146775327640299	0.00663651966480581	0.0194651794826949	0.0139476193335802	0.00936380097691282	0.171847309981193	0	0.267450501980848	0	0	0.364513740939666
Mix_82	0.179110415809629	0.00067127314557055	0.00625966051314147	0	0	0.156218997084983	0	0.306656600909328	0	0	0.351083052537348
Mix_83	0.220848171291928	0.00502593643058883	0.0177178265063344	0.013536019169051	0.0161347350018655	0.130595143251953	0	0.190843468119207	0	0	0.405298700229072
Mix_84	0.13693980043499	0.00670447783481793	0.0201481677914367	0.018750418531742	0.0198557682836453	0.0685962119676371	0	0.294535662344496	0	0	0.434469492811234
Mix_85	0.16987048645313	0.00632532207878707	0.009976699465659	0	0	0.218253557993983	0	0.174418853428365	0	0	0.421155080580076
Mix_86	0.104581979405371	0.006464960063298	0.0204513671106414	0.0198524393673244	0.00260194101845937	0.198432566665219	0	0.303479061467385	0	0	0.344135684902302
Mix_87	0.370077559663637	0.00483892189533737	0.0198086249152886	0.0187758592003248	0.0150665703173097	0.119020700906598	0	0.0326967062664412	0	0	0.419715056835063
Mix_88	0.191744291296898	0.00603539521997328	0.0165108634958495	0.00538432382127271	0.0239248027633923	0.00818983976520174	0	0.272828952832797	0	0	0.475381530804615
Mix_89	0.0307454544543912	0.0120499380772645	0.026437667329545	0.0305724625515884	0.0238144300857339	0.240063657866683	0	0.19960561281857	0	0	0.436710776816224
Mix_90	0.191403294545056	0.00417423470938317	0.0104249091294137	0	0	0.375774997267593	0	0.0267521887771299	0	0	0.391470375571424
Mix_91	0.358595517911519	0.00380195056503633	0.0145775921743868	0	0.0125924157267158	0.117648042142582	0	0.0151951806302013	0	0	0.477589300849558
Mix_92	0.208246574378724	0.00992489024368258	0.0224889475497369	0	0.0323775771177214	0.257720387894981	0	0.015733644302538	0	0	0.453507978512616
Mix_93	0.0945701918191656	0.0104313152372151	0.0220133680044978	0.0248179598767937	0.0358634483609228	0.00265065232751805	0.142164783109442	0.194495603458082	0.00792757748402859	0	0.465065100322335
Mix_94	0.22513432186189	0.0056366771082286	0.0184056427910213	0.00358758571603377	0.0244177558112548	0.0303950376087789	0	0.213003346781449	0	0	0.479419632321344
Mix_95	0.149641451284243	0.00851696226545219	0.0204887263563691	0	0.0274047383224235	0.189036335516562	0.0740362369451262	0.0505220294662956	0	0	0.480353519843528
Mix_96	0.0734561657666717	0.00731489675044029	0.0187428379531091	0	0.0319153937376552	0.103108454323867	0.0493066706090868	0.247324180507604	0	0	0.468831400351565
Mix_97	0.19772669064036	0.00680863967936436	0.0193686935824307	0.0230081422295358	0.00852459975265965	0.175711378136566	0	0.182432850555991	0	0	0.386419005423093
Mix_98	0.282819081015976	0.00827459336089191	0.0277279169217828	0.0765243046781186	0.0110952650648407	0.00238651955814117	0	0.0844405068988777	0	0	0.506731812501371
Mix_99	0.0112629459724259	0.0075663220832638	0.0147234420634251	0	0.0208901958636601	0.0983923265584195	0.192726748761159	0.211669475302134	0.00695462603857618	0	0.435813917356937
Mix_100	0.201267914089653	0.0103683638923634	0.031048526758872	0.0372010403681294	0.0222770054315103	0.184616711257511	0	0.0233285746855536	0	0	0.489891863516407
