RefMat	AbsCibersort_corr	Cibersort_corr	CIBERSORTx_corr	DCQ_corr	Decon_corr	dtangle_corr	EPIC_corr	GEDIT_corr	MCP_corr	Savant_corr	xCell_corr
10XImmune.tsv	0.552161946888648	0.553347582676727	NA	0.535243082290365	0.135167893696441	0.450920705095265	0.0938867449432027	0.906889458589316	NA	0.359813665555378	NA
BlueCodeV1.tsv	0.605413312382858	0.607624712140238	NA	0.179322563019502	0.25084048333087	0.414230668764742	0.10575030319026	0.829809207987335	NA	0.198305890144124	NA
BluePrint-Blood.tsv	0.495582986601389	0.498281671706776	NA	0.117125240091831	0.201678350279868	0.290922092796523	0.193838248385345	0.838616073672947	NA	0.24636795144434	NA
EPIC-BCIC.tsv	0.516371469497072	0.517510237226959	NA	0.446730330762399	-0.186829416233102	0.0682180059883205	-0.0531872018627756	0.955345709438159	NA	0.384233837534559	NA
EPIC-TIC.tsv	0.45715781178054	0.462125516598617	NA	0.269805675922651	-0.00810325639507832	0.290922092799101	0.0470952989756116	0.439207840929861	NA	0.14601571183487	NA
HPCA-Blood.tsv	0.712509335896305	0.71559108250321	NA	0.42397885350798	0.228541897681728	-0.156563786576365	-0.174012568792116	0.844197443885054	NA	0.151346306923384	NA
HPCA-Stromal.tsv	0.436404279323355	0.441411102998632	NA	0.302095539877431	0.341350628032947	-0.156563786586077	0.41408142667311	0.464505786457267	NA	0.218644830409137	NA
ImmunoStates-Blood.tsv	0.865836888226419	0.921040308145774	NA	0.504484704854791	0.708556711523749	-0.062937170499352	NA	0.84873692169524	NA	0.13530204283834	NA
ImmunoStates-Full.tsv	0.864360543648988	0.916502048563988	NA	0.504484704854791	0.711662227166628	-0.013958305699734	0.0832881566130125	0.919012513450001	NA	0.13530204283834	NA
ImmunoStates-Stromal.tsv	0.571493628666422	0.659208727650286	NA	0.309913039426923	0.518297461127261	0.49830057867944	NA	0.632545405710787	NA	0.110869158258895	NA
LM22-Blood.tsv	0.85908990866329	0.927651578993663	NA	0.638899169865461	0.855085671007882	0.290922092796523	NA	0.909868717071752	NA	0.310129780364147	NA
LM22-Full.tsv	0.849930824869729	0.919017495384642	0.919401167797683	0.638899169865461	0.82683143594047	0.357930024797571	-0.0687654128164095	0.915565612896771	NA	0.310129780364147	NA
LM22-Stromal.tsv	0.461951001764061	0.560784426035063	NA	0.54209595281384	0.459993478387012	0.290922092796523	NA	0.656673832930987	NA	0.257978450689878	NA
SkinSignaturesV1.tsv	0.369365512670634	0.370398925109658	NA	0.511195072983255	0.531301636964234	0.209822972436274	-0.0100092567435365	0.806211009093916	NA	0.555012824380285	NA
default.tsv	NA	NA	NA	NA	NA	NA	NA	NA	-0.0435047715495839	0.585143346061001	0.767799719557917
