RefMat	AbsCibersort_corr	Cibersort_corr	CIBERSORTx_corr	DCQ_corr	Decon_corr	dtangle_corr	EPIC_corr	GEDIT_corr	MCP_corr	Savant_corr	xCell_corr
10XImmune.tsv	0.374061780304979	0.374267549976525	NA	0.284717343016615	-0.185516863773269	NA	-0.224231096427142	0.887319612688283	NA	0.0497998917280759	NA
BlueCodeV1.tsv	0.618460636915786	0.617910925590798	NA	0.393417113406952	-0.0154470149870284	NA	-0.0300480088586876	0.864931814504434	NA	0.580843020912359	NA
BluePrint-Blood.tsv	0.421207145677554	0.421469650689859	NA	0.426797189536245	-0.124135953885481	NA	-0.0901493174735077	0.840242919069464	NA	0.154085719485806	NA
EPIC-BCIC.tsv	0.454378413486757	0.454012530553575	NA	0.55896082330602	0.40164352447308	NA	0.261363856481858	0.94049833777167	NA	0.180712481400563	NA
EPIC-TIC.tsv	0.0731546100244613	0.0743311279766766	NA	0.17964273828603	0.0800563246412139	NA	0.0675575048253826	0.244051123120245	NA	-0.0464435033210097	NA
HPCA-Blood.tsv	0.872477978103297	0.872104171979427	NA	0.705585865346987	-0.0133641214498536	0.587722594195676	0.0397499930144616	0.932011727765145	NA	0.594369527246329	NA
HPCA-Stromal.tsv	0.0374140443807385	0.0401297149279883	NA	0.220092642394315	-0.0569144059984646	0.0325818893001909	-0.0989159325688174	0.175947933430924	NA	0.0116131464324302	NA
ImmunoStates-Blood.tsv	0.564557469206931	0.571464904427126	NA	0.545424943429353	-0.0134859202837089	NA	NA	0.911048303613029	NA	0.184991416848335	NA
ImmunoStates-Full.tsv	0.538354936878515	0.547386155634345	NA	0.545424943429353	-0.00642705701654617	NA	-0.00574297384119632	0.811680598592063	NA	0.184991416848335	NA
ImmunoStates-Stromal.tsv	0.0860374780272916	0.128691513916539	NA	0.282366087579983	0.0120170885277313	NA	NA	0.197176515887008	NA	-0.021850294439995	NA
LM22-Blood.tsv	0.88891075755539	0.914959888548998	NA	0.378476752505171	0.80603416021066	0.174308892804547	NA	0.939634268106804	NA	0.702306169571535	NA
LM22-Full.tsv	0.907855545425066	0.9342684912128	0.934328377502161	0.378476752505171	0.768793310964589	0.168076269299545	0.478561091367792	0.967813551792894	NA	0.702306169571535	NA
LM22-Stromal.tsv	0.163085132489446	0.20430762067786	NA	0.314231848485902	0.164471367865741	0.100583931477658	NA	0.268241138593908	NA	0.203911093229181	NA
SkinSignaturesV1.tsv	NA	0.371994085841135	NA	0.462728503945529	0.0275299930210136	0.0798069287158487	-0.46647875415018	0.702263787806874	NA	0.746721692913237	NA
default.tsv	NA	NA	NA	NA	NA	NA	NA	NA	0.234671629021663	0.8497342518511	0.372384566887437
