RefMat	AbsCibersort_corr	Cibersort_corr	CIBERSORTx_corr	DCQ_corr	Decon_corr	dtangle_corr	EPIC_corr	GEDIT_corr	MCP_corr	Savant_corr	xCell_corr
10XImmune.tsv	0.37426754997661	0.374267549976537	NA	0.541131176388938	-0.185516863773269	NA	-0.224200734974865	0.887320547519768	NA	0.00801141908658269	NA
BlueCodeV1.tsv	0.623719796489527	0.623719796489363	NA	0.657326760340492	-0.0361691281085883	NA	-0.0300479760746111	0.871561799347032	NA	0.590901105899556	NA
BluePrint-Blood.tsv	0.421469650689818	0.421469650689857	NA	0.414364201627693	-0.124135953885465	NA	-0.0952705970088104	0.841218683704616	NA	0.150762071567878	NA
EPIC-BCIC.tsv	0.453959686043215	0.453959686043226	NA	0.564839338795538	0.401520657545059	NA	0.256156122163855	0.940515737412171	NA	0.177688576163378	NA
EPIC-TIC.tsv	0.0580395362318835	0.0580395362319152	NA	0.126052903611796	0.0509055450345923	NA	0.0579467846859309	0.13171611477244	NA	-0.0643045975246096	NA
HPCA-Blood.tsv	0.87210417197967	0.872104171979434	NA	0.73731438739852	-0.0153274145347831	0.587722594195676	0.0381716837757419	0.932852756910906	NA	0.557199388636647	NA
HPCA-Stromal.tsv	0.0216511132484418	0.0216511132484576	NA	0.0764432984352535	-0.0720831063422919	0.0325818893001909	-0.0993030073934123	0.126128460584149	NA	-0.0157968947908374	NA
ImmunoStates-Blood.tsv	0.571387010251013	0.57138701025088	NA	0.306046664626515	-0.0135315765155504	NA	NA	0.911049867876241	NA	0.189817282257216	NA
ImmunoStates-Full.tsv	0.549086714615131	0.549086714615196	NA	0.306046664626515	-0.00478668049666931	NA	-0.00971271163243469	0.81409035684373	NA	0.189817282257216	NA
ImmunoStates-Stromal.tsv	0.1213372931827	0.121337293182717	NA	0.293614820395083	-0.00312890563527204	NA	NA	0.149785182413542	NA	-0.0536683884780413	NA
LM22-Blood.tsv	0.914959888549007	0.914959888549004	NA	0.563643132733973	0.806034160210657	0.174308892804547	NA	0.940377579973314	NA	0.756767997428497	NA
LM22-Full.tsv	0.934767188671526	0.934767188671622	0.934908047709351	0.534629019877135	0.762058544369869	0.0970915844248539	0.472669847941024	0.97011565875801	NA	0.756767997428497	NA
LM22-Stromal.tsv	0.141482929980965	0.141482929980827	NA	0.313296395675599	0.104085049045624	0.15639645008721	NA	0.182567345406743	NA	0.101699512396537	NA
SkinSignaturesV1.tsv	NA	0.370263376990867	NA	0.739135034745802	-0.0482906587741342	0.0798069287158487	-0.466413784306175	0.660575175365896	NA	0.753359450832019	NA
default.tsv	NA	NA	NA	NA	NA	NA	NA	NA	0.173065146867472	0.856601429193908	0.471529444860734
