RefMat	AbsCibersort_corr	Cibersort_corr	CIBERSORTx_corr	DCQ_corr	Decon_corr	dtangle_corr	EPIC_corr	GEDIT_corr	MCP_corr	Savant_corr	xCell_corr
10XImmune.tsv	0.553347582676765	0.553347582676677	NA	0.520035361066026	0.135167893696483	0.450920705095262	0.0913319361470095	0.906887440170099	NA	0.35718525336639	NA
BlueCodeV1.tsv	0.602762836939215	0.602762836938848	NA	0.428181255446847	0.210889392860683	0.298168450299294	0.105748368281429	0.832206731195161	NA	0.198991652455503	NA
BluePrint-Blood.tsv	0.498281671706819	0.498281671706776	NA	0.502427016950261	0.201678350279858	0.290922092796523	0.194185139282496	0.83861460547409	NA	0.249457018979754	NA
EPIC-BCIC.tsv	0.517510237226944	0.517510237226959	NA	0.52842550352127	-0.186829416233094	0.0682180059883205	-0.0536982381652153	0.95535020136857	NA	0.391528328673619	NA
EPIC-TIC.tsv	0.411636469604803	0.411636469605043	NA	0.23028150448374	-0.0255062175595616	0.290922092799101	0.0196003415979539	0.367728283021557	NA	0.142838213240051	NA
HPCA-Blood.tsv	0.715591082503759	0.71559108250316	NA	0.443441233232112	0.228541897681728	-0.156563786576365	-0.176282544134613	0.84419555217696	NA	0.151008393236228	NA
HPCA-Stromal.tsv	0.385670546353651	0.385670546353501	NA	0.230126995961277	0.290922092796523	-0.156563786586077	0.290928407047443	0.40336507646395	NA	0.211226645185299	NA
ImmunoStates-Blood.tsv	0.921040308145921	0.921040308145752	NA	0.524913634981544	0.708556711523748	-0.062937170499352	NA	0.848737047472066	NA	0.134720540955132	NA
ImmunoStates-Full.tsv	0.910592484181106	0.910592484181039	NA	0.524913634981544	0.724423048936974	-0.062937170499352	0.0825212338489888	0.914494502791573	NA	0.134720540955132	NA
ImmunoStates-Stromal.tsv	0.560551977594834	0.560551977594752	NA	0.199169907442721	0.474081773420072	0.290922230961363	NA	0.54304646253142	NA	0.0971822194586227	NA
LM22-Blood.tsv	0.927651578993523	0.927651578993665	NA	0.661279067874736	0.855085671007882	0.290922092796523	NA	0.909870311402914	NA	0.317805994380449	NA
LM22-Full.tsv	0.922808546387434	0.922808546387538	0.92357953372085	0.661279067874736	0.835749889663783	0.290922092796523	-0.0730817357098956	0.91681850503382	NA	0.317805994380449	NA
LM22-Stromal.tsv	0.501010094278663	0.501010094278233	NA	0.320518393524556	0.391166122826567	0.290922092796523	NA	0.546536198732201	NA	0.247792347202777	NA
SkinSignaturesV1.tsv	0.370611333150299	0.370611333150356	NA	0.514476719573022	0.518137235422047	0.0702967160373085	-0.0334495223833192	0.825488985058957	NA	0.574665292234787	NA
default.tsv	NA	NA	NA	NA	NA	NA	NA	NA	-0.0984541545360668	0.623294390111281	0.823794615190024
