Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
mix_1	0.0416614207037263	0	0.00641812759841903	0.225117009445506	0.0104686358863793	0.0783431705868998	0.00827177241808135	0.000168079360054729	0	0	0.0137331543602964	0.0168415613542683	0.583621183706251	0	0	0	0	0.0100432877232722	0	0.00531259685684497	0	0	0	0.727921074794308	0.699647481194114
mix_2	0.018066609340254	0	0.00627773180403901	0.165442261466987	0.0359342535000145	0.0168060362893961	0	0.0019183609037712	0.00584238117996595	0.00142959056103094	0	0.0248476130080411	0.697808361573553	0	0	0	0	0.0129342687157194	0	0.0126925316572277	0	0	0	0.758085478734165	0.661493950908597
mix_3	0.165648084619017	0	0.0244027268325389	0.196553983081848	0.156461685103419	0.187885290915275	0.0180577835864696	0.00522423149900187	0.0247772596194907	0.00089245580166427	0	0.0176208773148518	0.184261853897144	0.00170360703887767	0	0	0	0.0165101606904029	0	0	0	0	0	0.76024462194222	0.680122311272036
mix_4	0.209980291352031	0	0.0330993267333971	0.237707359403313	0.0698554266922011	0.0689041533927129	0	0.00857928079514499	0	0.0300040747597046	0	0.0271822165514194	0.290022875913388	0	0	0.00850534682732875	0	0.0148249280420887	0	0.00133471953727056	0	0	0	0.742257034032477	0.702574343786871
mix_5	0.163053893526052	0	0.0216730990245808	0.353474431711741	0.0427689525183075	0.0669709854454825	0	0.0106489119890672	0	0	0	0.0497888695348355	0.275962555473801	0	0	0.00614265674005801	0	0.0095156440360748	0	0	0	0	0	0.722174723518244	0.712688416203828
mix_6	0.133062671677705	0	0.0229263127346516	0.23718984229805	0.0572352081482761	0.0764050189630276	0	0.00243060743696445	0	0.0147347319724971	0	0.0271525989552596	0.408718776675382	0	0	0.00334463702418164	0	0.0133107979589272	0	0.00348879615507673	0	0	0	0.73635707927611	0.707093875872179
mix_7	0.255862485275448	0	0.0407849992485085	0.284142115950404	0.0232613440264227	0.1038941288452	0	0.0108447613979759	0	0.00146193256150017	0	0.0364266888649665	0.219301352096768	0	0	0.0112552726759992	0	0.0127649190568075	0	0	0	0	0	0.750818017349474	0.689400363878698
mix_8	0.232774600065178	0	0.0285525450258393	0.109426440875481	0.0430959326186539	0.0733776552053314	0	0.0070684923113663	0.0142038269901229	0	0	0	0.463994435948378	0	0	0.00829407602136248	0	0.0164395446122846	0	0.00277245032600242	0	0	0	0.766673520599785	0.677115825577015
mix_9	0.0579272463846036	0	0.00895222839859117	0.27151474013447	0.0449568757321726	0.0922773891789408	0.0120202277395778	0	0	0	0.00732660939609552	0.0239977435088792	0.461709167438697	0	0	0.00300621205617059	0	0.0154108874278812	0	0.00090067260391974	0	0	0	0.70538585592127	0.725349251732071
mix_10	0.263777350002537	0	0.0673227063520681	0.189286827248023	0.0644049049987214	0.095761006879951	0.00350911583914429	0.00128726574252403	0.00812923756787128	0	0	0	0.288099812071041	0	0	0.00198982411452899	0	0.0115156201140234	0	0.00491632906956695	0	0	0	0.76993230602777	0.677005153557535
mix_11	0.0354815801897905	0.00316729782613398	0.0116706684086604	0.142517720567893	0.0579605992202078	0.0422707042094591	0	0	0.00275898122717785	0.00535583725712078	0	0.0205933943592333	0.653657895028542	0	0	0	0	0.0142069653495934	0	0.0103583563561883	0	0	0	0.746595344324096	0.67762489090951
mix_12	0.00877853861608469	0.00315730986831796	0.00521542058762275	0.226438926485091	0.0914144892685943	0.0377877567614811	0	0.00621966192663944	0.00897397296125561	0	0	0.0316595028525954	0.559995939970528	0	0	0	0	0.0135960148921866	0	0.00676246580960302	0	0	0	0.741869985494429	0.688468995081977
mix_13	0.327007140815278	0	0.0512456879826667	0.205981520252693	0	0.116496985226875	0	0.0179572650096303	0	0	0	0.0453336439445132	0.217634954040849	0	0	0.00557323787743914	0	0.0127695648500557	0	0	0	0	0	0.765434663071711	0.672209153454172
mix_14	0.307537033359588	0	0.0618870687869505	0.199960836955609	0.0320757572907432	0.0504848118099994	0.0185807122657913	0.0180901163871232	0.0160669293250462	0	0	0.0198800756866033	0.233415086920344	0	0	0.0113081736342517	0	0.0229156822235351	0.00779771535441576	0	0	0	0	0.781541000450663	0.665915418206441
mix_15	0.266114064941127	0	0.0447797472525151	0.296573812844891	0	0.0884227822494001	0.0140079005948201	0.00966899913361073	0	0.00844393131679154	0.0826583350652666	0.0394918518752419	0.129635433195687	0.00195931283777305	0	0	0	0.0142194127615729	0.00402441593130292	0	0	0	0	0.712678241466946	0.713153381328189
mix_16	0.194455521419475	0	0.0207819634898138	0.232938568119129	0.125073761595588	0.0970882988516416	0.00601446679524264	0.0051285648434856	0.000828348684470051	0.0123471111852989	0	0.00726267718405741	0.280214593565038	0	0	0.00559649524293405	0	0.0122696290238263	0	0	0	0	0	0.75064593045806	0.694395066875691
mix_17	0.41661591595877	0	0.079329924477814	0.236928823328457	0.0722460469418347	0.0586227616172424	0.016630591713943	0.00950078670670501	0.0217190245170269	0	0	0.0174711832159285	0.047067243703923	0.0113496468750597	0	0	0	0.00665979119251507	0.00585825975078051	0	0	0	0	0.810684303098082	0.604060170474274
