naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
mix_81	0.00280771983360354	0.00212653354642777	0	0	0.00249911073658613	0.0109095460148414	0.0077653702928908	0.000559753909675794
mix_82	0	0	0	0	0.00446297352013174	0.00118177097675261	0.000337072269266547	0.00160992349419654
mix_83	0	0	0	0	0	0	0	0
mix_84	0	0	0	0	0	0	0	0
mix_85	0	0	0	0	0.00150556209004712	0.000785615742436407	0.000995112373786762	0.000996610211642964
mix_86	0	0	0.000235456625613442	0	0	0	0	0
mix_87	9.11575204742863e-05	0	0.00202884605846077	0.00461173111936047	0	0	0	0
mix_88	0	0	0.00114167698325623	0.00157586111696316	0	0	0	0
mix_89	0.00443185488216293	0.00354414747234434	0	0	0.00253816601753784	0.00881253681580711	0.00512930669032063	0
mix_90	0	0	0.00153482693190406	0.00374166177247796	0	0	0	0
mix_91	0	0	0.000458820177631807	0.00104472104630914	0	0	0	0
mix_92	0.000112648695823779	0	0.000809525577369266	0.000245553824679486	0	0	0	0
mix_93	0	0	0	0	0.000956482750489624	0	0	0
mix_94	0	0	0.00128878130570745	0.00225980584787515	0	0	0	0
mix_95	0	0	0.000911529599871806	0.000399653868115766	0	0	0	0
mix_96	0.00112252981858852	0.000595787856063865	0.000554116410885958	0	0	0	0	0
mix_97	0.000182741016270141	0	0.0013119823044523	0.0017564515383026	0	0	0	0.000510640563659022
mix_98	0	0	0.000886130207524261	0	0	0	0	0
mix_99	0.00203758297796491	0.0018978247721606	0	0	0.00331156064363439	0.00129285909356591	0.00185480618203482	0.00267042728874725
mix_100	0	0	5.30071970372796e-05	0	0	0	0	0
