Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	otherCells
S10001	0.00260922694732018	0.00294965625595864	0.0363949579721935	3.73109595712479e-08	3.0126757878146e-08	3.18074635976393e-07	0.958045773312174
S10006	0.00337167711333557	0.00289911902410095	0.0355142103686853	1.54712308821393e-07	9.55251136467526e-11	8.28749007012888e-09	0.958214830398554
S1001	0.00314388948584644	0.00293394993092987	0.0359237173987124	0.000107955905524219	2.01365835144872e-07	4.65489425186334e-09	0.957890281258258
S10010	0.00231648208380249	0.00312121244563512	0.0366692202089172	5.08743895998498e-07	5.63769904818485e-09	1.6288902266939e-08	0.957892554591148
S10011	0.00303142260321592	0.0029750794437568	0.0362903395896338	1.53074392759272e-08	3.70124898181404e-08	2.06370154323901e-08	0.957703085406449
S10014	0.00213141851759071	0.00292510539504598	0.0367364975658244	2.65888022898941e-07	7.54276782721659e-08	4.9410145471342e-09	0.958206632264823
S10026	0.00300660678853159	0.00299099940873934	0.0360368545864228	3.02218463041559e-07	9.1635094209791e-10	2.01540943482354e-07	0.957965034540549
S10032	0.00331819261208119	0.00307972392476843	0.0358975343387254	3.09621448262823e-08	2.17752238814295e-08	9.23453065325989e-08	0.95770440404175
S10036	0.00266160362075905	0.0030027947345467	0.0354824363233524	1.31000019772989e-07	6.94945380274853e-07	1.16783297106571e-07	0.958852222592645
S10042	0.00281271572984685	0.00300373480592145	0.0364744108318076	9.34914047144771e-06	2.35274416399454e-09	2.61896548060987e-08	0.957699760949554
S10044	0.00305681764930283	0.00298827082602799	0.0362294962955009	2.37590822154984e-06	5.6896225677533e-08	8.87800091803177e-09	0.95772297354672
S10049	0.0033175595731678	0.00299317914482858	0.0357285704588373	0.000109908521747538	1.12237328184291e-09	1.2416615340374e-07	0.957850657012892
S10057	0.00299960100577874	0.00282154932785147	0.0356593737261112	2.66481452789111e-05	3.57306427462665e-09	6.5298506007362e-08	0.958492758923409
S10062	0.0025767770192032	0.00290340538245749	0.0366441859376296	7.68066855464769e-05	1.05399028499902e-08	2.47770508567678e-08	0.95779878965821
S10066	0.00235228168294069	0.00314447074008285	0.0364132602310168	2.88802986064153e-06	4.31067269144337e-09	3.07500725617131e-08	0.958087064255354
S10067	0.0030993706564152	0.00288055989651489	0.0361301703195535	0.000184606534157382	1.55291817444339e-07	7.18376043387206e-09	0.957705130117781
S1007	0.00317696066828834	0.00286226845313208	0.0359911900862845	8.51959135194529e-08	5.57122647796794e-07	6.76434785738457e-10	0.957968937797299
S10073	0.00298160723924779	0.00294497418072016	0.0369146069088032	7.02657206906332e-06	2.39614122051991e-08	6.38668481372918e-09	0.957151754751063
S10077	0.00259822425381028	0.00296190218208855	0.0364354069720527	4.11595071623168e-07	3.90184708224497e-10	4.14067897526207e-08	0.958004013200002
S10080	0.00257187638824907	0.00300846286796358	0.0371033632334324	7.3442846870981e-09	1.10396008829776e-09	3.08067052912992e-08	0.957316258255405
S10082	0.00292210757029197	0.00290404409173131	0.0364132277982788	1.06566309916087e-06	3.621621852355e-10	1.59616665792848e-07	0.957759394897771
S10087	0.00301950915186986	0.00294135496904284	0.0362255158141662	5.39863215040514e-06	3.60838905508466e-08	7.39593273042966e-09	0.957808177952947
S10089	0.00286192565898432	0.00288683541259432	0.0358924205657466	0.000587546803427158	1.75023070474691e-09	4.19227618848848e-08	0.957771227886255
S1009	0.00334268753004632	0.00286940178052617	0.0363419088568965	4.69661184247405e-09	2.3727636805288e-08	1.84999011446993e-06	0.957444123418168
S10090	0.00264916843698004	0.0029293409447734	0.0357067096217815	3.26903597285983e-05	9.45568522235521e-10	3.63749730422991e-09	0.958682086053671
S10093	0.003049922094998	0.00295998164134184	0.0352948634963057	0.000161358723192028	7.70848869977101e-09	1.02179020209133e-09	0.958533865313883
S10094	0.00267368136665853	0.00299930588446806	0.0366685749994055	1.48645885484802e-07	6.4651536952825e-09	1.20728745868445e-08	0.957658270565554
S1010	0.00352104444297099	0.00292332733056489	0.0360395031063816	7.42614037194971e-05	1.95659989441152e-09	2.22469580831181e-08	0.957441839512805
S10111	0.00307950081894008	0.00290625822189651	0.0366704259699807	3.3253622294708e-07	1.27036746053212e-08	1.80140088471808e-07	0.957343289609197
S10116	0.0030219396062865	0.00284135559008725	0.0370253771658583	2.14744211422898e-05	2.21144712920282e-10	3.19515692069993e-06	0.95708665783856
S10119	0.00319541845411022	0.00295077509223436	0.0358778744191615	8.47759977940828e-06	1.65704924239884e-09	3.87782273227709e-09	0.957967448899843
S10121	0.00293928240272759	0.00287054590299943	0.036278325859037	7.5392552664492e-05	4.46686011496786e-09	2.95657723571397e-08	0.957836419249939
S10130	0.002615550456802	0.00298226730803373	0.036198076304995	1.01892175298846e-06	2.10815262711188e-08	1.40807282201983e-09	0.958203064518817
S10140	0.00165930652357582	0.00319699629101485	0.0369824211201225	5.31283710248997e-08	2.53491646796162e-08	4.80957990968197e-08	0.958161149491952
S10142	0.00294653379577704	0.00279897382090856	0.0367437420081317	2.66573526660493e-07	2.80468649671558e-06	4.81178766465991e-10	0.957507678633981
S10150	0.00205952863214296	0.00310016144330892	0.0367648875211894	0.000927230591189314	1.04119602184407e-07	7.0913266733651e-07	0.9571473785599
S10155	0.00312276574312348	0.00298859906639466	0.036264970940152	6.26196968303121e-06	2.57533648038325e-06	6.2578574075777e-09	0.957614820686309
S1016	0.00253658918509882	0.0029827896886702	0.0360021372954377	8.13569155314998e-07	1.14514338888824e-07	8.47860460698881e-09	0.958477547268694
S10163	0.00259065046844458	0.00302661121161271	0.0369615221779548	4.5439948470145e-07	8.88066798727784e-08	3.30106474297174e-09	0.957420669634758
S10167	0.00260312474609011	0.002888035384865	0.0365429757905218	1.82152614021574e-07	3.90090245565542e-09	9.7119904747048e-08	0.957965580905102
S10168	0.00344776836475287	0.00288157412488541	0.0358281788662513	2.17820460282879e-07	3.12825392300694e-05	2.90873057694321e-10	0.957810977993547
S10173	0.00375637318939266	0.0028356076703739	0.0362604523184375	0.00011116440339705	1.50943630677258e-09	1.07373325168363e-08	0.95703639017163
S10175	0.00298333365030774	0.00286359220413053	0.0364019140017851	1.83254392522482e-05	3.30856587475772e-06	5.27077949916798e-09	0.95772952086787
S10179	0.00297481165739336	0.00289540885389064	0.0368565238680305	2.70296719369974e-08	1.0207100789389e-09	8.4875233375104e-08	0.95727314269507
S10186	0.00349261684996571	0.00284845725244986	0.0357890472205509	4.66214278945464e-07	1.43006831861494e-08	3.62033662700684e-09	0.957869394541735
S1019	0.00313842475267668	0.00285686689929207	0.0359995146553539	7.70698059037027e-05	4.46118963606849e-07	1.41019590004675e-07	0.95792753674822
S10190	0.00307816534223248	0.00295476297894121	0.0360930284621788	5.68733641823631e-07	9.52911662883601e-10	1.83923253464186e-07	0.957873289606841
S10195	0.00261625906275759	0.0029099569040108	0.0362294964255917	3.8559482812053e-07	5.6488596298391e-08	7.74935411661905e-09	0.958243837774861
S10196	0.00303594747967966	0.00296485921969043	0.0365684019058761	4.76951303561263e-06	5.3913922847342e-09	1.16751339786329e-08	0.957426004815192
S10200	0.00249191667507124	0.00296017278826378	0.0368235038373034	8.44697854635026e-05	1.21489954588682e-08	2.9049344280646e-08	0.957639895715558
S10201	0.00233383677814534	0.00298779972704172	0.0357845085677287	0.000725379344076606	7.68197894322857e-09	1.43981606491319e-08	0.958168453502868
S10202	0.00254577372637765	0.00286796466178442	0.0370207832447327	0.00033444029832468	3.63698503390257e-09	9.440394423839e-07	0.957230090392353
S10205	0.00285835447749989	0.00294028204378317	0.0368047943546432	2.7638099787089e-05	3.82371837107285e-09	1.61728330518397e-08	0.957368911027735
S10211	0.00303427697555423	0.0028705410748413	0.0351583844035392	0.000117268144431577	6.9736211197783e-09	1.40881258067582e-08	0.958819508339887
S10221	0.0028156022638388	0.00303685029630976	0.0363626354056191	7.72926781018987e-07	4.39817433123769e-07	2.36165519760289e-08	0.957783675673466
S10222	0.00260565186920371	0.00293261890578963	0.0356986283336	0.000549615401356749	8.33405600981625e-09	8.33150673100103e-09	0.958213468824487
S10226	0.00284656400088141	0.00300306922785114	0.0364627290359599	2.46120480703512e-05	8.10070668677605e-10	4.88544159051118e-08	0.957662976022751
S10227	0.00263144245662698	0.00303035100010705	0.0362885185834782	1.48646940648504e-06	5.97318645795751e-09	9.11652983616165e-11	0.958048195426029
S10228	0.00268813644898767	0.00298524592353045	0.0364804415690676	1.66419653491884e-05	1.46533102381816e-08	8.84316007580415e-09	0.957829510596595
S10232	0.00340838036453378	0.00276842697951721	0.0359732654336485	2.91937651776281e-08	8.44889401694523e-07	1.16433500501027e-07	0.957848936705633
S10248	0.00303355565308311	0.00289479223712271	0.0358882281780407	5.75831399419715e-05	9.04353210373984e-09	4.29421106387346e-09	0.958125827454068
S10249	0.00241969559771205	0.00317064667414887	0.0363955531743978	2.78063938679647e-07	2.31731727689949e-09	5.04461803358435e-09	0.958013819127867
S1025	0.00295550235084336	0.00287823620302426	0.0366543108332829	4.13964046634766e-07	2.3225005631662e-09	4.39819905674772e-07	0.957511094506397
S10266	0.00286103244712323	0.00305913303701579	0.0360743723325457	1.16304674179644e-05	2.07419344792623e-09	7.38204786430793e-08	0.957993755821225
S10269	0.00263252984694916	0.00299010092313851	0.0359939635514519	6.56922722025511e-05	5.33298166642732e-06	1.19390684682052e-09	0.958312379230685
S10272	0.00262399262175022	0.00300907043152282	0.0354718115055316	3.59598785259021e-07	8.2509580304283e-10	4.94575276625879e-08	0.958894715559787
S10273	0.00289521174279532	0.00298617197307282	0.0362676025741173	1.46416603069516e-05	3.50489439498865e-09	3.81533578011122e-06	0.957832553209033
S10274	0.00288486786206094	0.00294522172562642	0.0361150349359362	0.000186561696882062	1.73556406817903e-09	4.32943108300935e-08	0.95786826874962
S1028	0.00332732358432582	0.00299150308273788	0.0357225000452419	6.57897827468606e-07	1.47961824363805e-08	1.88560284428903e-08	0.957957981737656
S10280	0.00267418670528115	0.00300467166571818	0.036449791901203	1.65674302886924e-07	3.02699615966997e-10	1.09130924829495e-07	0.95787107461987
S10283	0.00320328922182833	0.00286151710462956	0.0367252941871013	6.01527853565506e-07	2.35798148211677e-09	3.12586237469688e-09	0.957209292474743
S1029	0.00260471574018743	0.00287492602213298	0.0367818382364706	1.37419120557977e-08	2.42495231948717e-08	2.76684427153652e-06	0.957735715165502
S10292	0.0032945976367659	0.00275570574415369	0.0359951019375058	1.43627102420037e-07	1.46775374713149e-08	8.82539275872359e-10	0.957954435494396
S10294	0.00281000068226979	0.00283447120536402	0.0365969479510515	2.46393053007685e-08	2.76942754477429e-07	9.88801956308007e-09	0.957758268691235
S10302	0.0035437129087416	0.002742694862725	0.0360697735567938	0.000434763867395225	6.09091743374674e-09	4.03924806099031e-08	0.957209008320946
S10303	0.00288746582065568	0.00302358498917568	0.0362338810952516	4.94161346593145e-05	7.14342652307147e-07	2.14592141275937e-09	0.957804935471684
S10323	0.0027546975047645	0.00297654664537906	0.0360886494183858	0.000346627180268054	1.08348808738486e-08	3.25602708917045e-09	0.957833465160295
S10326	0.00225707877620603	0.00292270628835469	0.0369878458300837	1.85013558475645e-07	9.6429128673602e-07	1.05086761364581e-09	0.957831218749643
S10328	0.00252525486573038	0.00286068791220304	0.0374480562720883	3.38336557227422e-07	5.03918930344496e-09	3.36479975389111e-09	0.957165654209432
S10329	0.0031257557692622	0.00287369675830385	0.0363361580543454	8.40622464010128e-08	2.55978160112076e-08	1.40937502404813e-09	0.957664278348651
S10336	0.00251297718681527	0.0027846724010869	0.0374277791533225	3.33738174551825e-09	1.67450786558355e-08	1.15959351736998e-07	0.957274435216963
S10340	0.00308952036680989	0.00295455292507844	0.0358623326380482	0.000259259723788002	4.03663402916071e-09	1.48330483505207e-08	0.957834315476593
S10347	0.00264495782138152	0.00275793172729142	0.036133072848762	5.88765166848381e-05	4.64831992914969e-10	1.35698392452631e-08	0.958405147051209
S10353	0.00328860325476931	0.00295083802465548	0.0358082467852419	8.94957016011656e-05	4.68866984117583e-09	2.46806456749423e-08	0.957862786864417
S10356	0.00298096200621412	0.00291153256893934	0.0361125660888482	2.02241416135157e-07	1.76315714498293e-06	2.22967697896715e-09	0.95799297170776
S10358	0.00227134811377006	0.00295369319041365	0.0368219613405874	4.26385148866227e-07	1.96086991721279e-07	4.56694357703588e-10	0.957952374426394
S10365	0.00243367717710454	0.00306132365770364	0.0361696179965801	9.42459149905327e-09	6.76075025254956e-08	2.03528385845377e-08	0.958335283783679
S1037	0.00323083653263145	0.00266768497031523	0.0368606831664743	2.80835030599368e-07	2.92036177536784e-09	7.4863913824605e-06	0.957233025183804
S10373	0.00317885190053645	0.00285052715269377	0.0359785277154745	5.37890359611892e-05	5.40827923359025e-09	6.85311800230863e-08	0.957938230255875
S10374	0.00324641031330716	0.0028557890208152	0.0348345625423224	2.57518754050656e-07	3.16600094146718e-08	1.14512800329631e-08	0.959062937493512
S10375	0.00267775627611522	0.00302211420494959	0.0368620674378696	4.10974731137661e-07	9.60839844858443e-10	2.08572974850615e-06	0.957435564415746
S10377	0.00346042679112832	0.00288715980486784	0.035092680084298	3.15488927476785e-07	7.37931312719338e-09	8.87608275101543e-08	0.958559321690638
S10378	0.00316045423942618	0.00292668047383248	0.0366288164561885	0.000294003072983228	5.98053989141775e-09	3.45570375553749e-08	0.956990005219992
S10390	0.00281812866118852	0.00294470167698527	0.0350459514537724	4.16580765848111e-07	8.20216097582091e-09	2.40013801350621e-08	0.959190769423747
S10391	0.00294647403227538	0.00297401608260537	0.035355407991437	7.35941127023067e-08	3.18180199060874e-08	1.64552084005886e-09	0.958723994836029
S10393	0.00328705998622664	0.00291644598084439	0.0355917340316538	0.00047138419272157	1.98734183447963e-10	3.85316880197049e-08	0.957733337078131
S10400	0.003123748221161	0.00311008906607522	0.035597539380341	1.51375313732554e-06	9.07215857065764e-07	7.88043162225283e-10	0.958166201575385
S10401	0.00270284933701524	0.00305699326351722	0.0361369085976178	6.92512954530028e-09	1.76222994737904e-05	1.45682462703734e-09	0.958085618120422
S10406	0.00258848685614094	0.00303755190231377	0.0357881199645898	8.28636897470763e-07	2.83324610418936e-07	3.22104290409574e-09	0.958584726094405
S10408	0.00297214584619422	0.00301923900985527	0.0364788115652179	1.3417482593928e-08	6.18576834040805e-09	1.25046637520063e-06	0.957528533509106
S10409	0.0041957716090692	0.00289909941342379	0.0351949186907162	1.44774513158393e-06	3.59481358571861e-06	2.48625983495687e-09	0.957705165241814
S10418	0.00243575557564835	0.00279295446541041	0.0351612943040602	0.00070099919385335	4.10509065280572e-09	1.06349665080522e-07	0.958908886006272
S10431	0.00323347797038232	0.00288322494307562	0.0357802768608447	0.000123084632380426	6.37531232646746e-09	6.37778911467647e-10	0.957979928580226
S10438	0.0031941604004397	0.00293357355028516	0.0356824039363243	1.4407863090035e-05	1.84963730851281e-09	9.78119045765892e-08	0.958175354588319
S10439	0.00276287640151042	0.00306049499647045	0.0368245574046566	8.30851960605016e-07	1.91464090552678e-08	2.36382137763516e-08	0.957351197560779
S10441	0.00233220005912863	0.003038557580608	0.0361966748193275	0.00048888272603779	2.16577026685413e-08	1.39844381444651e-08	0.957943649172757
