naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
A	2.09996454643844	0.891362698226411	0.800412654355191	0.981248475941014	0	1.90949923777186	1.89059936092357	0
B	3.05335128136801	1.7918871503394	0.920668949467797	1.1565424742244	0	2.16686939703556	1.72693542429199	0
C	1.10802048870207	0.915022532375359	2.4855679108932	3.19587209531899	0	0	0	0.729553075345944
D	1.7156788108912	1.33523867354866	2.45888380257457	3.23012201788822	0	0	0	0.467088305838474
E	0.146005429081003	0.29145609125718	1.84790818991141	3.87352488450087	0	0	0	0
F	1.08635678782503	1.21938109835603	0.375052606352897	0.998359258014504	0.150538373444707	0.847299535391492	1.66310781944376	0
G	1.09275619342461	0.150816429877213	0	0	1.87459486949708	7.75429636582736	4.74910703593009	0
H	0.307522552529026	0.409887166208784	0.0371737170323929	0	4.1761620687957	8.92768018280788	6.20448079959605	0
I	0.506707932072006	0.349068263786756	0.152379585881092	0	2.8208576747675	8.55426078324498	5.8106747944253	0
J	3.70337520286077	3.23834640847327	3.17285238236301	2.42056955008329	0	0	0	1.96981630774428
K	3.00450629528149	2.71650159010568	2.42462319730735	5.36657012829683	0	0	0	1.43192312911984
L	0	0.618622373556824	3.11291855488351	2.44414778545309	0	0	0	1.92628611388389
