Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
A,0,0,0,0,0,0,0,0,0,0,0,0,0.192343120904269,0,0.162949153686102,0,0.189033919364154,0.155104625035737,0,0,0,0,0,0.0354747203303241,0,0,0,0,0,0.0616338146264955,0,0,0.203460646052934,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0.196949063781589,0,0.163793584516599,0,0.185767168769279,0.154720801744322,0,0,0,0,0,0.0332853320528759,0,0,0,0,0,0.0633029844227786,0,0,0.202181064712557,0
C,0,0,0.0640814244443213,0,0,0,0,0,0,0,0,0,0.195675094250365,0,0.157728271605824,0,0.18802580671719,0.0987677806015465,0,0,0,0,0,0.0396948459082767,0,0,0,0,0,0.0676034738106942,0,0,0.188423302661771,0
D,0,0,0.0603248145335794,0,0,0,0,0,0,0,0,0,0.193519629676823,0,0.160974172880639,0,0.190682150886175,0.100407065889589,0,0,0,0,0,0.0381742604365051,0,0,0,0,0,0.0634235771399347,0,0,0.19249432855677,0
E,0,0,0.0441528810788465,0,0,0,0,0,0,0,0,0,0.199146190960475,0,0.162555728340827,0,0.185223629513249,0.11461085832931,0,0,0,0,0,0.0345086930601362,0,0,0,0,0,0.0652698388168438,0,0,0.19453217990031,0
F,0,0,0.00436655007812729,0,0,0,0,0,0,0,0,0,0.193283747252967,0,0.161607664610823,0,0.187966403292989,0.147107846902594,0,0,0,0,0,0.0363463147553074,0,0,0,0,0,0.0639917650839563,0,0,0.205329708023245,0
G,0,0,0,0,0,0,0,0,0,0,0,0,0.193898156952904,0,0.164521261785093,0,0.186334724956045,0.162375189770283,0.0675126827321878,0,0,0,0,0.0314888916314067,0,0,0,0,0,0.0585138685014509,0,0,0.135355223670626,0
H,0,0,0,0,0,0,0,0,0,0,0,0,0.201678641660986,0,0.164468167391625,0,0.182167435267949,0.163382481496826,0,0,0,0,0,0.0323658740322514,0,0,0,0,0,0.0605467177131247,0,0,0.195390682437244,0
I,0,0,0,0,0,0,0,0,0,0,0,0,0.198720813842795,0,0.162461796751211,0,0.178691088771566,0.16353783018176,0.0184058180042095,0,0,0,0,0.0343185538875591,0,0,0,0,0,0.0663540520189372,0,0,0.177510046541946,0
J,0,0,0.10018380858222,0,0,0,0,0,0,0,0,0,0.198573483572507,0,0.160251870034768,0,0.187260540517771,0.0688035516232352,0,0,0,0,0,0.0373560028635558,0,0,0,0,0,0.0684238435372699,0,0,0.179146899268678,0
K,0,0,0.101174789895197,0,0,0,0,0,0,0,0,0,0.195056678938084,0,0.160345559220823,0,0.189542255543475,0.0681018310581999,0,0,0,0,0,0.0361234888240348,0,0,0,0,0,0.069057506409909,0,0,0.180597890110277,0
L,0,0,0.0519679827936224,0,0,0,0,0,0,0,0,0,0.201379363843471,0,0.158723028303102,0,0.185304388994254,0.111819711897561,0,0,0,0,0,0.0388395792950026,0,0,0,0,0,0.0621805695170125,0,0,0.189785375355978,0
