Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0	0	0.125718691290293	0.0166795205153126	0.0978347187340754	0	0.000512359152897143	0.00623145827596186	0.0631316697095875	0	0	0.00843918568847965	0.0384389432994646	0.042811577593229	0.00241517715085466	0.0261960150698754	0.14020221689598	0	0	0.0313091615143878	0	0	0	0	0	0.0465249827824151	0	0.0734112247381423	0	0.0170211948216271	0.0513919581939532	0.56318940042035	0.229226067714429	9999	0.168885402423422	1.00537923049819	1.58068552356132
mix_2	0	0	0	0.0925316457652656	0	0.10131921178793	0	0.00448457328927182	0.00501267106705625	0.0646717203052698	0	0	0.00954335558914759	0.0346219574294674	0.0535655765724248	0.00507028523284269	0.0248434239750707	0.116409412039942	0	0	0.0376824893116422	0	0	0	0	0	0.0442169124927419	0	0.0802025698273846	0	0.0129259808067286	0.067394533486907	0.61465831662526	0.213775641403318	9999	0.167156442935724	1.00919618209968	1.58293027700767
mix_3	0	0	0	0.206169097621747	0	0.0616541776218394	0	0.011145591710892	0	0.0673799354051813	0	0	0.00911210738137246	0.0298970407214613	0.0700203531121148	0.0202576240926102	0.0383494884080599	0.159323341019457	0	0	0.0328542897924069	0	0	0	0	0	0.0544701524933685	0	0.0768697872829386	0	0.0105548729928498	0.0464814004138056	0.601545687454634	0.0854213576748262	9999	0.182128953078878	1.00103626235599	1.58150630519956
mix_4	0	0	0	0.0489985625794081	0.000499489281379471	0.0926955356793027	0	0	0.00211015706179826	0.0695715628110473	0	0	0.00887287979848065	0.0464467380895276	0.0463037347762168	0.011003297615637	0.0255674834269138	0.105540675894994	0	0.0027679040552945	0.0352202804703165	0	0	0	0	0	0.0463753493461532	0	0.0747403031137926	0	0.00070668345789178	0.0621433829757298	0.6550821319048	0.228206486384387	9999	0.166754762930648	1.0078246409175	1.56285263872307
mix_5	0	0	0	0.0942950086441733	0	0.087824356649507	0	0.00201145235481701	0	0.0717129211233031	0	0	0.00849242294877511	0.0431676404273523	0.0530602622311434	0.0124007811085545	0.0252851178849832	0.135270598229986	0	0	0.0374216363000473	0	0	0	0	0	0.0489240711577277	0	0.0767480552274846	0	0.00558966242836589	0.0561355984882079	0.607374643387005	0.203403930441337	9999	0.172056177633835	1.00624500731246	1.56911815903277
mix_6	0	0	0	0.0372852934709358	0	0.0973577669682144	0	0	0.00545803726875394	0.0679935703475972	0	0	0.00850992662646373	0.0379662792173802	0.0516822984527756	0.00795463115312663	0.0269237656298201	0.110861982652742	0	0	0.0341146530734968	0	0	0	0	0	0.0478896363895734	0	0.0786951178748829	0	0.00703391581895907	0.0676280051126933	0.634375731338296	0.244708272756799	9999	0.165941475313802	1.00936488520671	1.56643888415251
mix_7	0	0	0	0.120017607694679	0	0.0842157047941507	0	0.00592230300794882	0	0.0654006110111075	0	0	0.00914569337500342	0.0329492569258552	0.0571355327278651	0.0140199189752514	0.0269570422972478	0.134274890304026	0	0	0.0345280114839995	0	0	0	0	0	0.0521697373948574	0	0.07808881062842	0	0.0129413705878512	0.0579176570113585	0.617848573955486	0.167511203176151	9999	0.17486462045623	1.00505506320553	1.57104392535126
mix_8	0	0	0	0.0804996080427736	0	0.094533538656482	0	0.00446128379953543	0.00337600862199417	0.0740121817032239	0	0	0.0106836853175881	0.0412084633363147	0.0559639950836977	0.0104430238527322	0.0268298754500643	0.124716054530001	0	0	0.0408326611366545	0	0	0	0	0	0.0449697287809286	0	0.076945008499247	0	0.00187626287571927	0.0629245404960438	0.595876911875726	0.218943343182924	9999	0.170505653675496	1.00861838688584	1.56909617524165
mix_9	0	0	0	0.0504100205802428	0.0206675763507256	0.104644940818246	0	0	0.0158208678874127	0.055252064011972	0	0	0.00759932384542465	0.0293501291171856	0.0420088947121897	0	0.0205247044125558	0.0916610119763512	0	0.00319936058527401	0.0363851776169088	0	0	0	0	0	0.0347894449578087	0	0.0759758653694382	0	0.00534000469972955	0.0665524148701454	0.661139560226217	0.246463578078673	9999	0.162664675510718	1.00663743471479	1.5677849401165
mix_10	0	0	0	0.152873450504208	0	0.0799284123647406	0	0.0049140291349268	0.00241449681202213	0.0657486763544166	0	0	0.00681924657172874	0.0450698954538242	0.0436918966143109	0.00475997996079922	0.0260124568816614	0.140149455010613	0	0	0.0327813813925374	0	0	0	0	0	0.0511573292058793	0	0.0691415235033004	0	0.00759961540881935	0.049167279884041	0.665831210855621	0.135934905017613	9999	0.174235217666077	1.00144956188829	1.58399524093106
mix_11	0	0	0	0.139862521141375	0.0213334192921051	0.113119036831882	0	0.00552287263514877	0.0233257199122712	0.034959412880437	0	0	0.00791992093204357	0.0343874348935267	0.0284225265217899	0	0.0226593788680839	0.119541914235858	0	0	0.0288804290297077	0	0.013985987025442	0	0	0	0.0468446425018196	0	0.0712360399236839	0	0.0237995038946714	0.055809148408312	0.584225785599409	0.225457357512277	9999	0.16054137681772	1.00884988974557	1.60129305203984
mix_12	0	0	0	0.0853266337358716	0	0.0875831833609	0	0.00188080381249793	0	0.0733938309067981	0	0	0.00852152228232217	0.0486355102560529	0.0478742518392142	0.0119047486570953	0.0238428442130881	0.12413782368927	0	0	0.0416787657369647	0	0	0	0	0	0.0423271893766664	0	0.0763586588476382	0	0.000784472013713245	0.0560627826897584	0.636157909708781	0.201955440303929	9999	0.1718449896221	1.00565046045596	1.56842637143056
mix_13	0	0	0	0.0551382271364311	0	0.107266813766465	0	0.00577196843053171	0	0.0657484853030631	0	0	0.00554180988461961	0.0422580005740686	0.0105605025276446	0.0041039694797457	0.0116663307437879	0.133855913862814	0.00938685394648813	0.0203398749053827	0.0610841111959523	0	0	0	0	0	0.0138920831074219	0	0.0772140723155403	0	0	0.0476663912958362	0.703692823589952	0.202888610732233	9999	0.165151609290491	1.00521338749766	1.57807684279798
mix_14	0	0	0	0.103064147245258	0.00351457963034301	0.101739111229383	0	0.00120313751101149	0.0081073782047703	0.0560277317073279	0	0	0.00656108062667107	0.0416968250339931	0.0346714947299065	0	0.0160845504123452	0.12751783100742	0.00975071985780243	0.000172047923648785	0.0410250532695839	0	0	0	0	0	0.0351743381587514	0	0.077096663970433	0	0.00650021185095877	0.0532460731028313	0.675274978957655	0.186788791477069	9999	0.166634884888357	1.00379722961143	1.58521674590716
mix_15	0	0	0	0.0733418007060483	0	0.0952102856476489	0	0.00241393926151238	0.00413722579904184	0.0687488617348838	0	0	0.00985695799882661	0.0453866100302281	0.0465215912067629	0.00837571178058583	0.0239120110378304	0.12380228669561	0	0	0.0439142113110395	0	0	0	0	0	0.0394821327482056	0	0.0763417476118277	0	0.00448325377851217	0.0608362844354828	0.620370275459121	0.224414982878967	9999	0.17005804886805	1.00710089096369	1.57155017012213
mix_16	0	0	0	0.130585008309367	0	0.0611370516597993	0	0.00458858088656386	0.00988397818617285	0.0645016296709512	0	0	0.0106600332312429	0.0212273688637015	0.0848339880454138	0.020570294780073	0.053581417853921	0.147877854761599	0	0.0103729206283836	0.0329001944625718	0	0	0	0	0	0.0535864304631907	0	0.0725533700293375	0	0	0.0521190385113954	0.620626925691857	0.115494314133475	9999	0.181016725806055	1.00256771181965	1.56710040016902
mix_17	0	0	0	0.103192894531982	0	0.0663835189193555	0	0.00836219561752656	0.000942400595991622	0.0632482144478017	0	0	0.0104913407822195	0.0169391639439243	0.0766641153265501	0.0213754967161789	0.0441885690605253	0.145158984697909	0	0.00653423164734643	0.0323230688908081	0	0	0	0	0	0.0553577408106706	0	0.0731418733310688	0	0.00754811783475253	0.058075853228976	0.649774569271335	0.123842867638928	9999	0.179908155760474	1.00253763567321	1.56354521729385
mix_18	0	0	0	0.162430319333739	0	0.0833203582848043	0	0.0080909980790933	0.0109656565438699	0.0506204873618748	0	0	0.00775447405012818	0.0336246666649719	0.039581694194127	0	0.020698778496527	0.116087772627392	0.00136127144045434	0	0.0349907121373552	0	0	0	0	0	0.0394319165226734	0	0.0659214099814417	0	0.00954959801892264	0.0554892575631064	0.721982216824791	0.131677175220317	9999	0.173154637111832	0.998926646902123	1.59357876334559
mix_19	0	0	0	0.185685662785788	0	0.0725228779765066	0	0.00903613546125533	0	0.0745927583889658	0	0	0.0103626366255425	0.0409770967205935	0.0610014568159004	0.0188664111089528	0.0353007844000011	0.1504859422194	0	0	0.0385067981116272	0	0	0	0	0	0.0496655256272726	0	0.0749796760988165	0	0.00656274913332079	0.048465231444486	0.593212405506793	0.109651458153702	9999	0.178575695534341	1.00410943519894	1.57987560657892
mix_20	0	0	0	0.0454161899202815	0	0.106630323203291	0	0.00335946224684781	0.0158254544609153	0.0586521901551374	0	0	0.00924086069525177	0.0379918241331485	0.0415084171019496	0	0.0216575448305512	0.106572892639354	0	0	0.0442943611210412	0	0	0	0	0	0.0298599826187083	0	0.0761034728468079	0	0.00689666256149041	0.0668660254894812	0.657482728297038	0.251175819031673	9999	0.164527674016445	1.00779944149098	1.57953421135297
mix_21	0	0	0	0.073467533211753	0	0.0694992137646188	0	0.00856042559196674	0	0.0781410469075563	0	0	0.00938166827219574	0.0330138351224851	0.0714256577316063	0.0181571497899754	0.0332873399820218	0.122202056255842	0	0	0.0321993091395972	0	0	0	0	0	0.0553347368960587	0	0.0731975479976227	0	0.00289111227880817	0.0648138809728876	0.675688236969546	0.146674384930572	9999	0.175975729950326	1.00536829818721	1.56793513581511
