Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
A	2.04618040403938e-14	0.999999999986732	1.32480017540028e-11	3.21657534295409e-67	1.25593111219498e-151	5.12187195095735e-211
B	2.04590547850947e-14	0.999999999986622	1.33574831158494e-11	3.15381133039519e-67	1.31856490437387e-151	5.16011909677203e-211
C	1.30447574427599e-14	0.999999999988737	1.12496453400672e-11	2.42395489618669e-67	9.42222829133016e-152	1.765439344508e-211
D	1.29197467459596e-14	0.99999999998875	1.12370668690288e-11	2.44616219626194e-67	9.36458444798591e-152	1.8000022257094e-211
E	1.47740735705796e-14	0.999999999986529	1.34566667779188e-11	2.69111640250483e-67	1.17879595734462e-151	2.64014242344321e-211
F	1.76321968836618e-14	0.99999999998345	1.65318736570975e-11	3.38853502369309e-67	1.36992423993992e-151	3.92035405894904e-211
G	2.30548023361308e-14	0.999999999986865	1.31120422205498e-11	3.63715009570709e-67	1.49697335339069e-151	7.66323439933864e-211
H	2.1514069510464e-14	0.999999999986754	1.32239875016401e-11	4.00629858392088e-67	1.67998247408919e-151	9.51316107278154e-211
I	2.18644751561232e-14	0.999999999986629	1.33488991300321e-11	3.95919492907856e-67	1.62245516462114e-151	9.66950753981118e-211
J	1.19850127798524e-14	0.999999999989641	1.03466341103661e-11	2.26505356036265e-67	8.98757787129106e-152	1.16253956799814e-211
K	1.33398285725515e-14	0.999999999986871	1.31159106379655e-11	2.50397544357143e-67	1.03812084811597e-151	1.27016484921137e-211
L	1.08712827773767e-14	0.999999999989349	1.06403157183927e-11	2.38459915670203e-67	9.63987482261765e-152	1.51311443038306e-211
