B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8
mix_1	0	1	0	0	0	0	0	2.71702236795983e-21	0	0
mix_2	0	1	0	0	0	0	0	7.97909696766487e-53	0	0
mix_3	0	1.19056735622657e-60	0	0	0	0	0	1	0	0
mix_4	0	1	0	0	0	0	0	5.50135642737147e-73	0	0
mix_5	0	0.999999999404824	0	0	0	0	0	5.95176431492435e-10	0	0
mix_6	0	1	0	0	0	0	0	3.1962330950587e-44	0	0
mix_7	0	1	0	0	0	0	0	4.46312738014086e-111	0	0
mix_8	0	1	0	0	0	0	0	5.08393781435289e-189	0	0
mix_9	0	2.91592485811594e-21	0	0	0	0	0	1	0	0
mix_10	0	1	0	0	0	0	0	1.38575169341449e-172	0	0
mix_11	0	1	0	0	0	0	0	1.01522351021727e-52	0	0
mix_12	0	1.97317937425499e-27	0	0	0	0	0	1	0	0
mix_13	0	1	0	0	0	0	0	2.80933239698558e-199	0	0
mix_14	0	1	0	0	0	0	0	1.06174430940797e-210	0	0
mix_15	0	1	0	0	0	0	0	4.72862645899036e-92	0	0
mix_16	0	0.380773121796189	0	0	0	0	0	0.619226878203811	0	0
mix_17	0	1	0	0	0	0	0	0	0	0
mix_18	0	1	0	0	0	0	0	1.54663584991239e-96	0	0
mix_19	0	1	0	0	0	0	0	1.24800485951971e-117	0	0
mix_20	0	0	0	0	0	0	0	0	0	1
mix_21	0	1	0	0	0	0	0	1.36740239619963e-57	0	0
mix_22	0	1	0	0	0	0	0	2.39124290910786e-129	0	0
mix_23	0	1	0	0	0	0	0	4.66199153116235e-189	0	0
mix_24	0	1	0	0	0	0	0	2.88586355896206e-70	0	0
mix_25	0	6.18387906119799e-48	0	0	0	0	0	1	0	0
mix_26	0	0	0	0	0	0	0	1	0	0
mix_27	0	1	0	0	0	0	0	2.91051116394539e-254	0	0
mix_28	0	2.4905863282078e-104	0	0	0	0	0	1	0	4.51910940470814e-52
mix_29	0	1	0	0	0	0	0	4.77366837944931e-20	0	0
mix_30	0	1	0	0	0	0	0	2.10767668150456e-54	0	0
mix_31	0	1	0	0	0	0	0	4.39874410691925e-34	0	0
mix_32	0	1	0	0	0	0	0	2.11993461871554e-35	0	0
mix_33	0	1	0	0	0	0	0	1.58657366562601e-106	0	0
mix_34	0	1	0	0	0	0	0	1.6339712875625e-23	0	0
mix_35	0	1	0	0	0	0	0	1.30562340259512e-25	0	0
mix_36	0	1	0	0	0	0	0	5.15169902792385e-125	0	0
mix_37	0	1	0	0	0	0	0	4.03156300089693e-114	0	0
mix_38	0	0	0	0	0	0	0	1	0	0
mix_39	0	1	0	0	0	0	0	5.74511563626053e-121	0	0
mix_40	0	1	0	0	0	0	0	3.84767358236562e-105	0	0
mix_41	0	1	0	0	0	0	0	1.99509097985539e-22	0	0
mix_42	0	1	0	0	0	0	0	7.23822971832036e-89	0	0
mix_43	0	0	0	0	0	0	0	1	0	0
mix_44	0	6.09528830760931e-115	0	0	0	0	0	1	0	0
mix_45	0	5.35855845839845e-99	0	0	0	0	0	1	0	0
mix_46	0	3.09678584757309e-270	0	0	0	0	0	6.42056809357047e-195	0	1
mix_47	0	1	0	0	0	0	0	1.15633411751617e-104	0	0
