Mixture	naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0.0156258537603033	0.652093057697928	0.319793608351434	0.154673019030367	0.0024281239051383	0	0.0718314155938215	9999	0.750846549749869	0.709554238809295	1.21644507833899
mix_2	0	0.0585340813142527	0.606099279374943	0.195570834924101	0.0995736525031248	0.0144664923278933	0	0.18488116127319	9999	0.711150803937022	0.755216185885002	1.15912550171751
mix_3	0	0.110884144476874	0.583881481383587	0.0694466343125431	0.211921197023124	0	0	0.295823896829846	9999	0.641061630279201	0.810023616426864	1.27195735402597
mix_4	0.000229114522384643	0.00889891094430119	0.688068034364687	0.149466252604615	0.0948903870713584	0.0011937920075166	0	0.0599739436030534	9999	0.7558620715937	0.713476141427764	1.00272043511792
mix_5	0	0.0206296799162036	0.629050330594387	0.148190471419724	0.10745169288065	0.00688157596603309	0	0.176287484016716	9999	0.718919820287878	0.752266324872503	1.08849123479371
mix_6	0	0.0131495449430253	0.675997901958618	0.182752057719831	0.103942074038675	0.00241191049229933	0	0.030943001393192	9999	0.750852748440991	0.711091078467971	1.00919649054564
mix_7	0	0.0748746349364574	0.539564730100974	0.113556209246115	0.12210686927102	0	0	0.26424800600117	9999	0.684302255891368	0.785531953672605	1.11435044955574
mix_8	0.000873069351016839	0.0132940640758434	0.555155307830146	0.210009968326486	0.125618510687289	0.0290032288682141	0	0.1373809281921	9999	0.678047682651221	0.76732581357022	1.0713350773311
mix_9	0	0.00871900811199513	0.715108155228327	0.188444332249997	0.0668099795925082	0.0047885318631496	0	0.0176012276464474	9999	0.780613464037265	0.684056248190646	1.00147123469242
mix_10	0	0.0420573519899368	0.881365278917671	0.0695389243133723	0.125414191379417	0.0106881479509322	0	0.0778325362718715	9999	0.739576938627621	0.732662986095028	1.2068964308232
mix_11	0	0.0480109319965322	0.72804972566793	0.283854486522345	0.0363784517754412	0	0.0219994706642101	0.0785308087104217	9999	0.772355274284032	0.692706358060309	1.19682387533688
mix_12	0	0.0466029858265978	0.643813238200287	0.127166904811763	0.120879205463015	0	0	0.0947489465171605	9999	0.725407391246358	0.743322020481688	1.03321128081882
mix_13	0	0.0205833821731499	0.823868828807887	0.0867829480493867	0.0592138794611086	0.000886870014382209	0	0.074079653169475	9999	0.7611249579414	0.713691616969538	1.06541556167539
mix_14	0	0.0318250143126892	0.897908607803922	0.150319959496996	0.0653704723851945	0.00149529654161484	0	0.0721896105311697	9999	0.785104992956265	0.693339839141452	1.21910896107159
mix_15	0	0.0122704475969054	0.638710917076213	0.180594046179555	0.12614447553157	0.0219544319635884	0	0.0628064928059148	9999	0.704721456384775	0.745627552558412	1.04248081115375
mix_16	0	0.197246081256247	0.344221947480113	0.0590536346392571	0.200569317022071	0.0130031661727283	0	0.283557321568347	9999	0.58695101549034	0.835793674621482	1.09765146813876
mix_17	0	0.0899783132358209	0.490654728472987	0.0348639017264019	0.205889332068436	0	0	0.287718597429488	9999	0.601985403108684	0.830468961185092	1.10910487293313
mix_18	6.33907404364368e-05	0.00608515357028313	1.03207841168903	0.0138932738738208	0.0933367400627608	0	0	0.0743312777158317	9999	0.736279572070762	0.732485221049704	1.21978824765216
mix_19	0	0.0612280267900776	0.536506926530248	0.0949878146065855	0.188916860649358	0	0	0.292226295717642	9999	0.64468371528704	0.807355268844657	1.17386592429391
mix_20	0	0.019458440711476	0.843822004039441	0.176460615298262	0.0492826952826554	0	0	0.029595073426794	9999	0.760175503577756	0.701285935438146	1.11861882875863
mix_21	0.00743884296883023	0.0023841308237382	0.679332460819812	0.0505307345744746	0.165348406235008	0.0354472906928566	0	0.123404652752383	9999	0.648316190705213	0.789311673904928	1.0638865188671
mix_22	0.000371617486540386	0.0121112699414615	0.804234853279285	0.225436372577786	0.0839056192160857	0.0111657056906822	0	0.0787109548842765	9999	0.770051211109632	0.699527793817779	1.21593639307612
mix_23	0	0.0139838464521669	0.876406124830276	0.193067860457868	0.0657198805895417	0	0	0.0523496308360802	9999	0.777921649895809	0.691590209171883	1.20152734316593
mix_24	0	0.00989696523296217	0.658145779064553	0.130413231226275	0.161779886667686	0.0215745508003172	0	0.0317690650752345	9999	0.687084867705806	0.756610113599645	1.01357947806703
mix_25	0	0.010005777709943	0.796565923076725	0.159893786817531	0.0510238422891111	0.0129536063536357	0	0.0182184642951491	9999	0.778933031534886	0.686352009273053	1.04866140054209
mix_26	0	0.0283224632401169	0.767000670833492	0.0304564992415825	0.177656617885108	0.0438885788865673	0	0.117267114073197	9999	0.651076776521085	0.787342418461731	1.16459194416006
mix_27	0	0.0161973780725359	0.738056025187075	0.235521809241682	0.0845981470315731	0	0	0.046858992020427	9999	0.774158867282852	0.692061028863559	1.12123235155329
mix_28	0	0.030037329150523	0.712718846552202	0.155866599607043	0.100001505727763	0.0109553437218379	0	0.0410438919597584	9999	0.742673777878267	0.720538111662729	1.05062351671913
mix_29	0	0.013725486933813	0.667364133556083	0.254432775380221	0.131145960894957	0.0187566849155272	0	0.120659573833614	9999	0.748815318598113	0.719163648680454	1.20608461551422
mix_30	0	0.0120830506999844	0.74580904728076	0.150891540123928	0.0780312471385345	0.00219391648929775	0	0.0391742963506114	9999	0.767681386141266	0.701005292705858	1.02818309808312
mix_31	0	0.00898189255677944	0.753018441709862	0.131899449980317	0.113393275875722	0.00955114879261687	0	0.0717892515374522	9999	0.743099693568059	0.724862582819064	1.08863346045275
mix_32	0.00467574914434663	0.00611532695106127	0.976036586624679	0.148592106265364	0.0186488398282422	0.025261882527808	0	0.0532707365875526	9999	0.784393115666951	0.68511285758877	1.23260122792905
mix_33	0	0.0103679694778181	0.912016620656543	0.0984437841855689	0.103451613633924	0.0299047009099955	0	0.0269518262068475	9999	0.732893176414331	0.725708595098517	1.1811365150707
mix_34	0.000238790233572451	0.0109592584134717	0.773086591934031	0.0183845727465609	0.205843302870947	0.0321241085173372	0	0.230920399943274	9999	0.652463722412168	0.794829973481737	1.27155702465919
mix_35	0	0.00670473767026384	0.672257687865112	0.177719798432992	0.114954570375167	0.0216261134889115	0	0.0781662478412516	9999	0.736951651171269	0.725974096728201	1.0714291556737
mix_36	0	0.00932364717163667	0.765970145167556	0.16438980255153	0.143033475042986	0.0338973584527776	0	0.087945080251936	9999	0.720641373984513	0.738148181364721	1.20455950863842
mix_37	0	0.0332923992795477	0.562328442107232	0.0876307791435664	0.188681490741781	0.00731643028691133	0	0.232305088083949	9999	0.644894151191383	0.802303373868626	1.11155462964299
mix_38	0	0.0259567106345366	0.613111152572492	0.174270468359182	0.188815324176342	0.0444362139773262	0	0.116581781459232	9999	0.662436505996163	0.775977457269024	1.16317165117911
mix_39	0	0.0115676696642315	0.699839340205499	0.17739044496622	0.0729411921430332	0.00723754410392002	0	0.100752028780677	9999	0.752155104770496	0.717702774600456	1.06972821986358
mix_40	0.00451181234388519	0.00460172063774277	0.792597330870305	0.129321192764243	0.135042871829959	0.0333758858378037	0	0.0817186505604472	9999	0.725098368554937	0.736153527311458	1.18116946484439
mix_41	0.00647110059523849	0.00201085256718263	0.791260859284844	0.060205949749151	0.16142582377592	0.0291146847771126	0	0.17419821398206	9999	0.678008420158866	0.776241230628467	1.22468748473151
mix_42	0.000727246527835995	0.00644419972002962	0.872516942079869	0.0646259028455812	0.0303125930343824	7.13944085382214e-06	0	0.0834072101882409	9999	0.777634561013951	0.701251563301138	1.05804123383679
mix_43	0	0.0306914618291168	0.835845074503346	0.027440204874577	0.150946467961582	0.0304284049131614	0	0.148352500405895	9999	0.696667007083545	0.765459067599499	1.22370411448768
mix_44	0	0.0552477805773438	0.851161255064895	0.20447009067359	0.0654369950032154	0	0	0.0783576744719555	9999	0.771739500698101	0.70129717895304	1.254673795791
mix_45	0	0.0122162994560072	0.65023383147814	0.181975140059361	0.110246850167145	0.0245500005740021	0	0.122996100582952	9999	0.72023180308427	0.741536729153518	1.10221822231761
mix_46	0.00281202739509698	0.00352629685545341	0.789702698921062	0.10693900362582	0.161181946866212	0.0252283629598817	0	0.108146045977375	9999	0.708894839900635	0.751000292852118	1.1975363826009
mix_47	0	0.165931295900982	0.353414551151392	0.00622374914419634	0.211710106787923	0	0	0.316997270339383	9999	0.52626079113481	0.866333385218266	1.05427697332388
mix_48	0.00356792833897578	0.0172682087810525	0.957414767276906	0.061089981117372	0.0913585073838656	0.0202230413244418	0	0.0778928978805295	9999	0.757225184352928	0.717821454113827	1.22881533210314
mix_49	0.0174374048244097	0	0.780586209588054	0.231049291648402	0.0761505502204755	0.00723542019967621	0	0.154722510273889	9999	0.757838813366786	0.715849367315221	1.26718138675491
mix_50	0.00309461968789315	0.0069900568850524	0.688113943133123	0.177903333375092	0.0909178053419594	0.0107370643901559	0	0.0772168553800764	9999	0.749150944097338	0.717470021147814	1.05497367819335
mix_51	0	0.0927345126819797	0.628429122764132	0.0046745012718529	0.187487223698329	0	0	0.30577467119012	9999	0.649131520717485	0.809117108099624	1.21910003160641
mix_52	0	0.0147899740495303	0.739352142239267	0.0591683923702292	0.162600105969134	0.00663693644635016	0	0.275595496361373	9999	0.689166851846015	0.780917788631143	1.25814304743588
mix_53	0	0.0892206929269512	0.75668050074203	0.0840875892555735	0.128679819582949	0.0132869197863412	0	0.204414203040018	9999	0.714274015930057	0.762088415111351	1.27636972533386
mix_54	0	0.00853342034679496	0.793199147983518	0.123275958106899	0.110058511040875	0.0277775719017543	0	0.0245702594527199	9999	0.730377457128077	0.726328740378856	1.08741486883256
mix_55	0	0.0154960323872954	0.799279295373416	0.0395042157002631	0.0993979513869884	0.0257129265871175	0	0.101237729457557	9999	0.704430114378426	0.755650992683135	1.08062815089264
mix_56	0	0.00710498953624303	0.843730048014382	0.14271603412394	0.0854970381082103	0	0	0.0227470651244023	9999	0.766515088066661	0.700014828614162	1.10179517490718
mix_57	0	0.011232838832674	0.772522457760102	0.200952566504302	0.086532041130842	0	0	0.0566896283021426	9999	0.771556870805451	0.697677812918544	1.12792953253006
mix_58	0	0.0104559355398012	0.67114536312317	0.162755311008158	0.137435378228149	0.0247994374464888	0	0.0499943532682614	9999	0.707157283487692	0.743603364793178	1.05658577861403
mix_59	0	0.0536875546673663	0.699248996477349	0.0649341176537904	0.200444248670835	0.0408712085080385	0	0.194387502078053	9999	0.660936055214406	0.787491103128064	1.25357362805543
mix_60	0	0.0117419651164435	0.851832187506853	0.089199541787348	0.124175657581728	0.0328126068667588	0	0.0304636392077746	9999	0.721841938359015	0.734428031218528	1.14022559806691
mix_61	0	0.0246353406438752	0.716940408439228	0.136363121714567	0.147189511146999	0.000947385161871324	0	0.152079029390288	9999	0.722498159551442	0.749041446657032	1.17815479649683
mix_62	6.96112781738667e-05	0.0137843159282947	0.645742636190221	0.128702341232511	0.211643207749185	0.046751066349496	0	0.110901842920405	9999	0.647305270680241	0.78503990886671	1.15759502164829
mix_63	0	0.0147819844576967	0.657566444977947	0.124416013763503	0.11904574338655	0	0	0.095968083226216	9999	0.731210993227106	0.738017045341023	1.01177826981191
mix_64	0	0.170664524418417	0.348769324998085	0.0100099236887034	0.183468107242235	0	0	0.377507887988184	9999	0.558192219547208	0.855070948603192	1.09041976833562
mix_65	0.00314456054111082	0.00849798657385383	0.733250863773191	0.0915602253585254	0.176919583297147	0.0561695796963459	0	0.194570637315726	9999	0.652223221802637	0.788275428396105	1.2641134365559
mix_66	0	0.0613816176684267	0.681608821540972	0.124669920179824	0.122914276066966	0.0114778903688124	0	0.297747149590752	9999	0.717505195932241	0.765480523392314	1.29979967541575
mix_67	0	0.0304372751451927	0.683170491995355	0.280591746355528	0.167898450337977	0.019249007885095	0	0.029881705327555	9999	0.733287563939843	0.720280562995819	1.2112286770467
mix_68	0	0.0129201005972932	0.63859353054942	0.10947931324702	0.140232326344937	0.0336143331486986	0	0.154097765940199	9999	0.675051162592299	0.775205390303803	1.08893736982757
mix_69	0.0034214275056749	0.00576523881446497	0.790171067749603	0.119373921766088	0.0819656380389711	0.00359898550492708	0	0.0720585898184055	9999	0.745090387531921	0.722702160258102	1.07635486919813
mix_70	0	0.0435790669348207	0.627974673949155	0.0249487658891222	0.154737882343857	0	0	0.268300325652473	9999	0.652531036509906	0.804470508259861	1.11954071476943
mix_71	0.000341853627013029	0.0160277065776527	0.659130457434387	0.144883799604095	0.142151703155442	0.0368808216105618	0	0.138370249695603	9999	0.675673184615924	0.771526043414761	1.13778659170475
mix_72	0	0.0372696021901587	0.579503792471643	0.114811495899198	0.20417577329665	0	0	0.251152822649727	9999	0.662342579954386	0.793596744258093	1.18691348650738
mix_73	0	0.110778667593814	0.593037819701396	0.0431210487603922	0.158459871211839	0.00799172151304691	0	0.197782732864757	9999	0.64193376120223	0.805330431002111	1.11117186164525
mix_74	0.000249430167909089	0.00792347007573207	0.830418234971638	0.158013351028819	0	0.00183961088231864	0	0.0299357415615842	9999	0.792270035769864	0.672284356967626	1.028379838688
mix_75	0	0.011514593247774	0.880604784483201	0.0773858027209891	0.0868809562145114	0.0170035216513298	0	0.0844619208472154	9999	0.737578195862981	0.730594063141461	1.15785157916502
mix_76	0	0.0126240164067735	0.561996721254298	0.238535618903789	0.213531156970191	0.0328995158291442	0	0.143855417707132	9999	0.6795478158087	0.765514644688681	1.20344244707133
mix_77	0	0.0119863814337764	0.782926363022011	0.151389983535254	0.085876189408557	0.0204634146622846	0	0.0727554129204933	9999	0.7538353573583	0.714664158251102	1.12539774498238
mix_78	0.000598069849126086	0.00796769658847745	0.754733899859123	0.106698442895849	0.133498839157469	0.0328138304786716	0	0.0933627551659852	9999	0.687731973497509	0.761728998018268	1.1296735339947
mix_79	0	0.153246295376667	0.601181955614699	0.0519424049485619	0.227998865636629	0.0572513682177791	0	0.16139405727071	9999	0.626012419022141	0.804130428734127	1.25301494706505
mix_80	0.00530118400186575	0.0578084992941064	0.881251648331851	0.0673982756595277	0.115776041853426	0	0	0.120731599923216	9999	0.742601099882273	0.736618943254058	1.24826724906399
mix_81	0.0015408245345579	0.0421832367690897	0.828434136052209	0.0778892268656781	0.178498571335374	0.0169553067059476	0	0.231438982620861	9999	0.670734281507059	0.785404390142905	1.37694028488372
mix_82	0	0.185194696028161	0.229110971520674	0.0201193723333949	0.277584047157096	0	0	0.375022327706223	9999	0.510073047588709	0.871711468859616	1.08703141474555
