Mixture	naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_83	0	0.0278764565442684	0.67299872161515	0.0271681755357999	0.116221974894526	0.00570577343969612	0	0.171679332682968	9999	0.66940874630218	0.787255511161999	1.02165043471241
mix_84	0.000688715753601618	0.00810484403048522	0.596954181635469	0.158745185318863	0.160871889836713	0.0307210784958214	0	0.126795882384445	9999	0.677934990333346	0.769005362664678	1.0828817774554
mix_85	0	0.082525555808607	0.577350468000822	0.0774581430070946	0.18282337073965	0.00119082810238873	0	0.312980182022495	9999	0.663317888464967	0.800041422442843	1.23432854768106
mix_86	0.000396702059204781	0.00815013484559329	0.71358702526706	0.148797393713728	0.15303807068954	0.0165273469563811	0	0.0326393168199739	9999	0.710325773632193	0.741308734821824	1.07313599035148
mix_87	0	0.0201687922348214	0.775683511263286	0.212331301770631	0.0301358205129631	0	0	0.00738833198676012	9999	0.801765075095531	0.661715440066285	1.04570775776846
mix_88	0	0.0112073977047059	0.841579211462917	0.1736442503563	0.0952876507484604	0.0189995541465132	0	0.0496181478487473	9999	0.76393052380123	0.703824865510735	1.19033621226764
mix_89	0	0.242328710236835	0.585400134718114	0.0252145216066425	0.213175453244151	0.0312219642502736	0	0.207986807318158	9999	0.630581821344631	0.80873140060971	1.30532759137417
mix_90	0.00540275069781684	0	0.711394650563338	0.201625605027637	0.0447653678023642	0.00881255540927583	0	0.0537388307646802	9999	0.788583071136466	0.680288609606112	1.02573976026511
mix_91	0.00130574322960311	0	0.692757858473107	0.185416275160312	0.118304362986106	0.0254280904502245	0	0.0842618164036987	9999	0.73214902618843	0.728735378713266	1.10747414670305
mix_92	0	0.0123184650415753	0.825026881825905	0.134698899771894	0.081252729159221	0.00553701126169433	0	0.0774144474451814	9999	0.751571107112426	0.718007150536663	1.13624843450547
mix_93	0	0.174034720287559	0.47224176527345	0.0235020543698668	0.109468982469297	0.0113295111038474	0	0.338932549963038	9999	0.579305539187529	0.843710804726716	1.12950958346706
mix_94	0.000806868584863423	0.00835596879860683	0.80212366038929	0.169658581403963	0.0819521052020205	0.00429146608423361	0	0.0385934683504863	9999	0.772360205184189	0.696187775442803	1.10578211881346
mix_95	0.000333761742259137	0	0.748523272656762	0.116703041165947	0.0700695405794076	0	0	0.0662465129394281	9999	0.754711679290158	0.714788662107205	1.0018761290838
mix_96	0.00194706901743028	0.0169171392749102	0.830272137372884	0.150948033199751	0.149825142726128	0.0182414364712186	0	0.0876081323395815	9999	0.73078860048198	0.734104343257373	1.2557590904019
mix_97	0	0.0152607298699836	0.857268603241672	0.157833198122536	0.0597724143215093	0.0210487573722975	0	0.111578742298948	9999	0.767679298026901	0.707925085127468	1.22276244522695
mix_98	0.00374147848027508	0.00876476883046622	0.860486757710146	0.0934146155302606	0.100980058466989	0.0269613511897183	0	0.0795197400125003	9999	0.743185144317912	0.725646517405974	1.17386877022036
mix_99	0	0.228590752324542	0.336785153578518	0.0150910355369491	0.190642093239965	0.0240756688065714	0	0.392829472346632	9999	0.577195221067834	0.843413872305284	1.18801417583318
mix_100	0	0.0496336608747265	0.644176946523698	0.107251394675283	0.0962263029360642	0	0	0.129522460402564	9999	0.72069193819879	0.750822837329022	1.02681076541234
