Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
Mix_16	0	0.213946629509649	0.011437961752907	0.400835428167245	0	0.0334201768258304	0	0.000730863097575851	0.0354971000247426	0	0	0.136990511450761	0.0992717217743075	0	0	0.0173757965332157	0.00874571653916061	0.000689118565515371	0.0410589757590904	0	0	0	0	0.632255296829051	0.775312255710997
Mix_17	0	0.153577070953151	0.0143699950598544	0.473520748517204	0	0.0541226978772455	0	0.00744961505127163	0.0517040092753697	0	0.00467560977135453	0.119955315751226	0.0801338871373195	0	0	0.00387397332680809	0.0081082161411169	0.0117410159314925	0.0167678452065863	0	0	0	0	0.633698560608653	0.776393082628009
Mix_18	0	0.14450696179825	0.00877526184621783	0.370364575688742	0	0.16938049063335	0	0	0.0749903193695113	0	0.0263552021215923	0.0865153798784767	0.0916879394714154	0	0	0.0106788867089691	0.00830779735241648	0.00843718513105871	0	0	0	0	0	0.626271452861027	0.781079895323392
Mix_19	0.00996795946860718	0.0655614827257779	0.0278669360520461	0.412330202161191	0	0	0	0.0275091796393638	0	0	0.0535749303407959	0.152833997233453	0.154577221036301	0	0	0.0240713820669687	0.00685725096358787	0.02274546540424	0.042103992907668	0	0	0	0	0.570329209024416	0.827491933475279
Mix_20	0	0.216357093657694	0.0133914843892586	0.394753148447978	0	0.0294983984489578	0	0.00330702040428364	0.0343614871503395	0	0	0.123887372049974	0.113594228856543	0	0	0.0311851893952138	0.00994369797746387	0.00343731436691122	0.0262835648553822	0	0	0	0	0.612330832288311	0.791014966510799
Mix_21	0	0.23217182737204	0.00428065651658105	0.359912556067714	0	0.0449116133525904	0	0	0.0298738721972848	0	0.0182759711542091	0.0952173629627678	0.153614991562061	0	0	0.0503220401121738	0.00912722806845474	0	0.00229188063412315	0	0	0	0	0.613101100613794	0.790669692602348
Mix_22	0.0108032810806562	0.0678361788694154	0.0365003502068771	0.36606879326315	0	0.0121119398773515	0	0.0306403016862449	0	0	0.0246430029126372	0.15276346728523	0.184379232270988	0	0	0.0265583486842591	0.00155286326438334	0.040074497054558	0.0460677435442494	0	0	0	0	0.571784829776689	0.821682732852633
Mix_23	0	0.320655694179943	0.00460420160595957	0.225770254577898	0	0.116414162629715	0	0	0.0436411947703658	0	0.0758962761586174	0.0880303572891639	0.0863671325777942	0	0	0.0140271051648659	0.00807348661047512	0.0165201344352028	0	0	0	0	0	0.625565991196639	0.7807909868367
Mix_24	0	0.0601936423298573	0.0109046188519634	0.465334910384597	0	0	0	0.0307165232066897	0.0925408739816611	0	0	0.110478481160113	0.12261990180597	0	0	0.0225253540207778	0.0116547333134915	0	0.0727478222340686	0	0.00028313871081099	0	0	0.652175214873638	0.758445109089836
Mix_25	0	0.273893229264769	0	0.376790477939012	0	0.0854561620748171	0	0	0.0265123616445438	0	0.052265337327777	0.110689374036143	0.0353776228134594	0.00183195817361473	0	0	0.0104532303938217	0	0.0267302463320426	0	0	0	0	0.631569808920708	0.777633389385371
Mix_26	0	0.224115400670377	0.00737364518479966	0.452030374042726	0	0.0484319269458074	0	0.0118504814387156	0.0352870161886447	0	0	0.110706895574432	0.0743861716475776	0	0	0.00319836530416812	0.00872942356838185	0.00165045757768533	0.0222398418566836	0	0	0	0	0.646095044231499	0.764427165311576
Mix_27	0	0.26556973529198	0.0155667945583727	0.36944595392635	0	0	0	0.0166170004650123	0.030161315165582	0	0	0.0963814949657062	0.129117863628057	0	0	0.0296498735523551	0.011636583443722	0.0128383647751806	0.0230150202276818	0	0	0	0	0.611111348656362	0.79232153256487
Mix_28	0.0243508783099587	0.0938535039796431	0.0295563473404701	0.317025807508045	0	0.0213040634974813	0	0.0325036221132576	0.0303221625051169	0	0.0204915319597588	0.152431505350808	0.151402136881638	0	0	0.0250415647668901	0.00502511921683057	0.0337966966621473	0.0628950599079546	0	0	0	0	0.593234669954728	0.805001174926789
Mix_29	0	0.257490715461629	0.0136249791450728	0.393412281874442	0	0.0640483294077022	0	0.00697249271592461	0.049878310523832	0	0	0.110949626898131	0.0796943261664692	0	0	0.002753013720116	0.0060886960317222	0.00366616152089461	0.0114210665340638	0	0	0	0	0.645981426708197	0.764129886875249
Mix_30	0.0434638827780094	0.0536781163030325	0	0.501999966408414	0	0.00122621428139877	0	0.0250599243168392	0.0355823639767069	0	0.0560651706371578	0.160826772203379	0.0424644891476249	0	0	0.00775110654700783	0.00659756992956324	0.0119673608381242	0.0533170626327417	0	0	0	0	0.585494745471947	0.831537979823245
Mix_31	0	0.216188204664872	0.0152819487724956	0.406424880831563	0	0.0663539326149145	0	0	0.0344969048840251	0	0.00514154494590441	0.126543760948701	0.0956860572951875	0	0	0.0206442526876513	0.00851157655440018	0.00472693580028644	0	0	0	0	0	0.628517323342618	0.779139921379569
Mix_32	0	0.117693347127299	0.0309191532808374	0.378608237522643	0	0	0.00083012783771155	0.0373000762344438	0.11148791773006	0	0	0.0922667006877595	0.127617943703808	0	0	0.0211061104465875	0.00980142988783053	0	0.07236895554102	0	0	0	0	0.628705203268615	0.77901398411124
Mix_33	0	0.075971946734983	0.0150954362389901	0.422179201474768	0	0	0	0.0460551758936483	0.0756027318366675	0	0	0.154648511062951	0.118796226288767	0	0.00931299210756938	0.0182524889862114	0.0086373640280638	0	0.0554479253473801	0	0	0	0	0.636154401911814	0.772643557925272
Mix_34	0.00886564812607374	0.17501542091157	0.0164766634554099	0.322427255203346	0	0.0762805179354784	0	0	0	0	0.0809659323768623	0.106365207980504	0.142499304610912	0	0	0.0370627730647053	0.0116385460116548	0.0131895329441455	0.00921319737933857	0	0	0	0	0.578334551552542	0.817261583569925
Mix_35	0.0363658844397438	0.0822720349995013	0.0120198516802936	0.333082520895749	0	0.103307049355084	0	0.00257326586382018	0.0628760502479878	0	0.106594142128224	0.130307774899172	0.0566690893736795	0	0	0.019867936434595	0.00433065478937853	0.0187904992049273	0.030943245687844	0	0	0	0	0.597723576280778	0.80961162307537
Mix_36	0.0503641656422754	0.0816444058606326	0.0128674131189637	0.40838522642093	0	0	0	0.0225606002151354	0.0506035999502754	0	0.0253652659645864	0.158530600255707	0.0768471283352596	0	0	0.0191021931025775	0.00415478195448691	0.0254992301621764	0.0640753890169929	0	0	0	0	0.608198061848988	0.796521074425523
Mix_37	0	0.0701642237546681	0.00891493458423879	0.456009172670045	0	0.0268516534919584	0	0.0189437180116737	0.00887089592901637	0	0.078749715015519	0.15173111355295	0.0786389762904221	0	0	0.0219874750512153	0.00611747876351246	0.0272962606006651	0.0457243822841161	0	0	0	0	0.573595628230013	0.835443452505248
Mix_38	0	0.062671506686703	0.0181738226038981	0.340142134652396	0	0.0701029823650561	0	0.0285733402617987	0.0261795002464264	0	0.0643488127751684	0.154126548166745	0.140494921875276	0	0.004692746414321	0.0235514213097899	0.00998015640729377	0.00618679205804769	0.0507753141770803	0	0	0	0	0.596062279946053	0.806462600797805
Mix_39	0	0.311510067447413	0.0149878207520052	0.263094146216997	0	0.0341050173502191	0	0	0.0368995851885769	0	0	0.0909557177441534	0.183411313004625	0	0	0.0334028885881242	0.0109699168657064	0.0158231302002321	0.00484039664194687	0	0	0	0	0.605022478570551	0.798116278634992
Mix_40	0.0615995725295468	0.0610622176590423	0.0102223881240918	0.448278109615193	0	0.0197716515703174	0	0.0147399178368611	0	0	0.0945817972696519	0.143110254659711	0.0565698270392245	0	0	0.0169641884790273	0.00781167856957161	0.0189792747983285	0.046309121849432	0	0	0	0	0.580363356187577	0.829720893352458
Mix_41	0.0357529981484049	0.0686955090098214	0.0195368868658508	0.343462933968791	0	0.0831885104543175	0	0.00403717895825265	0.00612575515564353	0	0.123693166032851	0.141496076823152	0.0747836271238494	0.000266565266596158	0	0.0186290570206533	0.00865312200462531	0.00917402476151412	0.0625045884056759	0	0	0	0	0.574489949817926	0.829452639404835
Mix_42	0	0.214170063193911	0.0128400596651394	0.399056745338423	0	0.0840838242975514	0	0.0069939190139233	0.0451539365572794	0	0	0.118416330557471	0.0796869045491976	0	0	0.00347129127755176	0.00767521881883579	0.00294488724603064	0.0255068194846857	0	0	0	0	0.636106195991635	0.772360108027354
Mix_43	0.0107490758619156	0.198753524338019	0.0176711054840115	0.352634573902433	0	0.0604047891503411	0	0	0.00873967815053095	0	0.0819263931338422	0.111798598600129	0.0986357510649657	0	0	0.0282856873155171	0.00637368894478332	0.0183217991897615	0.00570533486374927	0	0	0	0	0.58821452627301	0.811629112154167
Mix_44	0.00446118786449239	0.0658171636987258	0.0203200643232757	0.325677910577244	0	0.0989248701943479	0	0.00499814403877686	0.0236538587143002	0	0.108342005033955	0.134555653064018	0.12772797217459	0	0	0.0219666479694201	0.00877640826041455	0.0154431274539328	0.0393349866325066	0	0	0	0	0.569958172852298	0.829490898339496
Mix_45	0.0150582832056455	0.0636414489750262	0.0227652535600408	0.486555616110373	0	0	0	0.0350819406488481	0.0048823467520202	0	0	0.16568070831362	0.108305841513191	0	0.000290567015498983	0.019048989163717	0.00789336868217187	0	0.0707956360598472	0	0	0	0	0.623968542226852	0.784609727048436
Mix_46	0	0.260428580065182	0.0111486746655471	0.354800915876975	0	0.0724050594706618	0	0	0.0506013399460742	0	0	0.0915697133248673	0.0975463351874755	0	0	0.0294058504446994	0.0110273383021069	0.00547726642544804	0.0155889262909634	0	0	0	0	0.639128612046889	0.770364015461123
Mix_47	0.0317032567836088	0.0785710414324522	0.0250512875735402	0.34499051489146	0	0.0411571894518685	0	0.011689505400642	0.0113522083888512	0	0.034153382853087	0.154741312105616	0.149969009337847	0	0	0.0195949597125732	0.00776008527771639	0.0182177144673875	0.07104853232335	0	0	0	0	0.578844100490057	0.816594578825248
Mix_48	0.0402867636469431	0.108053669270117	0.0204914396119738	0.345066271747747	0	0.0234208517005344	0	0.0292989497255998	0.0838619248426978	0	0.0556761662444651	0.128277380299728	0.0706749917423602	0	0	0.0175035753366147	0.00690752871881952	0.0114329228378058	0.0590475642745937	0	0	0	0	0.60994877264082	0.793454636273954
Mix_49	0.0237661729590528	0.063315291207661	0	0.344147365297364	0	0.135682758722189	0	0.0222216336874631	0.0367301678228148	0	0.152920829537875	0.129097529824546	0.032027008035223	0	0	0.0142064752388972	0.00889055533604994	0.00904405457729961	0.0279501577535648	0	0	0	0	0.578071074974286	0.83950993262071
Mix_50	0.00240712929344625	0.0821688261372314	0.0162592439146113	0.445976368396647	0	0	0	0.0495138588344247	0.0813922918968213	0	0	0.109708540499935	0.10666949140917	0	0	0.0163136959834907	0.0113030889382218	0	0.0734044653145886	0	0.00488299938141188	0	0	0.65347958944615	0.757484851976794
Mix_51	0.0378442925899157	0.114871813941737	0.0162858789260869	0.35748844776433	0	0	0	0.0326674605581955	0.0992882113863004	0	0.0102602721108459	0.140845883063151	0.0952193535110577	0	0	0.0192847965041388	0.00597933177369497	0.00218701337157749	0.0677772444989686	0	0	0	0	0.621853237724508	0.783406989901831
Mix_52	0	0.0510354185301002	0.00780300158030522	0.537046770931326	0	0	0	0.0193637733769812	0.0451523354604449	0	0.0286590796814829	0.144326850298609	0.0825432510417833	0	0	0.0198914019964208	0.00826749665545385	0	0.0559106204470922	0	0	0	0	0.603255144722005	0.809673511644647
Mix_53	0	0.192442892276074	0.0153885583132431	0.428168161118117	0	0.0224845915605543	0	0	0.0381959073097622	0	0	0.114469089818861	0.12787354022312	0	0	0.0365711559082864	0.0122449782386746	0.00838815335055497	0.00377297188275179	0	0	0	0	0.621520060973632	0.784139030980373
Mix_54	0.0255199766972299	0.0610811660881946	0.00560066796591693	0.277690897498506	0	0.0472959031236078	0	0	0	0	0.354033850817049	0.0516786915533073	0.118547828621558	0	0	0.0554062639469413	0.001889091801353	0.00125566188633563	0	0	0	0	0	0.580797098201741	0.841282074381276
Mix_55	0	0.0557190619057234	0.00119106359635277	0.451612785271612	0	0.0371679910802788	0	0.041379982479819	0	0	0.114119674124482	0.144839714081303	0.0586622292423263	0.000186217068203514	0	0.0180885273137711	0.00855125594560704	0.0158820777132697	0.0525994201772523	0	0	0	0	0.564722629681128	0.850756683913076
Mix_56	0.0136462094537771	0.0659097697160315	0.011779843855401	0.442726990546899	0	0	0	0.0499175793155251	0.0637503781511021	0	0	0.12909652416685	0.12614463180714	0	0.00196494903460355	0.0238032829958223	0.00758255056979496	0	0.0636772903870539	0	0	0	0	0.63933132198468	0.769448556955476
Mix_57	0	0.044383973283715	0.00515019234367548	0.246947610831957	0	0.176337132860109	0	0	0.0236614949496313	0	0.208060145051648	0.127579153358187	0.0801629478275362	0	0	0.0201517641381491	0.0135659499573837	0.0198268484973702	0.0341727869006395	0	0	0	0	0.562537883458198	0.849460304403872
Mix_58	0.0161727906576662	0.0777175249436317	0.0259598359683317	0.430854119339778	0	0.0189663609989652	0	0.029125721145676	0.0788976573401901	0	0	0.156344545749671	0.0796142846632358	0	0	0.0149616483978609	0.00530955825524854	0.00380088774239136	0.0622750647973538	0	0	0	0	0.633282549868865	0.775526712324282
Mix_59	0.0083512305111279	0.0629536754380143	0.00770893800776818	0.387565438429229	0	0.0574049793183705	0	0.00896030764211626	0	0	0.172020286749561	0.142885703786852	0.0580704700955757	0	0	0.0194724486735473	0.00796897520867224	0.0141720086414021	0.0524655374977632	0	0	0	0	0.567400501581415	0.850959650088333
Mix_60	0	0.312978039432117	0.00209349713915939	0.4292917484526	0	0.0172338219832097	0	0.00366376300399242	0.0510614833876343	0	0	0.109145568053496	0.0308049804045986	0.00128660983613467	0	0	0.0125593418407782	0.00212346041262193	0.0277576860536578	0	0	0	0	0.654280285879713	0.757096713979904
Mix_61	0.0640009900234499	0.124974999228473	0.0195781185891876	0.289569686114691	0	0.0583401455867635	0	0.00929591948307327	0.0354620679872559	0	0.0596074764081711	0.154712014382711	0.0975480323833174	0	0	0.0196382977010244	0.00370017155684479	0.0202495203969436	0.0433225601580941	0	0	0	0	0.585078409690192	0.813252468742249
Mix_62	0.0169991760607546	0.28631902391668	0	0.309013125366268	0	0.0896419383454131	0	0.000915253704478658	0	0	0.203501935308894	0.0668209495295182	0.0136928666473777	0.00649653943157605	0	0.00659919168903932	0	0	0	0	0	0	0	0.596111038547757	0.814772634773358
Mix_63	0.00455749103061392	0.0506099283063723	0.0222884579888766	0.325136645268187	0	0.0393149068786711	0	0.0170180624586388	0	0	0.125174177363365	0.175506508660041	0.142377747943674	0	0	0.0278021614585907	0.00129383297735872	0.0190527347392459	0.0498673449263648	0	0	0	0	0.558500119780364	0.845651255682815
Mix_64	0.0102636977248715	0.200059325000648	0.00674349388669613	0.360611618685905	0	0.0484480930663227	0	0	0	0	0.0695901544195984	0.081344053304392	0.156883030801761	0	0	0.0567778297989027	0.00479689592458103	0.00448180738632095	0	0	0	0	0	0.592081365446519	0.806573259441645
Mix_65	0	0.2012307648915	0.00547153769743394	0.380017282868761	0	0.0592237990628738	0	0	0.0196751239828247	0	0.0427944451145759	0.0897977694902528	0.149234975094559	0	0	0.0333418302083802	0.0070777573613958	0.00121043425197645	0.0109242799754656	0	0	0	0	0.610674152769794	0.792478999548159
Mix_66	0.0474094968290868	0.108056943854091	0.0161543836726506	0.379578316702195	0	0.0149532465029484	0	0.0271125592588512	0.0664340946405415	0	0.0396503879238959	0.149099638760862	0.05922265665569	0	0	0.00837183615401489	0.0049380817357444	0.018376382954197	0.0606419743552317	0	0	0	0	0.613267395718698	0.792410815519841
Mix_67	0.00253197445243976	0.318421027205692	0.0155259398350368	0.144150990871263	0	0.123460514866385	0	0	0.0194715701728324	0	0.0717051989751313	0.105306137749522	0.137306941976197	0	0	0.0200118906715841	0.0202013066725619	0.0219065065513549	0	0	0	0	0	0.602946302963484	0.798527757248861
Mix_68	0.0262408314460578	0.0732345158782138	0.0245285067660845	0.435391974378291	0	0	0.00219860813502014	0.0476749182105674	0.0761276565710808	0	0	0.0976741474593608	0.116523177992654	0	0	0.0242531468764522	0.00757644887756152	0	0.0685760674086555	0	0	0	0	0.632252656755499	0.775063232670529
Mix_69	0.00619131055966218	0.296335665258408	0	0.336959119018894	0	0.102973594840147	0	0	0	0	0.106516419478238	0.0714761965803094	0.0551472985848258	0	0	0.0069968404071378	0.00933770840311257	0	0.00806584686926545	0	0	0	0	0.603543321876559	0.800360224596289
Mix_70	0.0248848902433274	0.0733354518941773	0.0227053766458698	0.447429106644791	0	0	0.00184081069625579	0.0372554782428169	0.0738109942186767	0	0	0.12028719130029	0.0973101216463161	0	0	0.0244397882277041	0.00700525903731577	0	0.0696955312024584	0	0	0	0	0.641271058814569	0.767616902445384
Mix_71	0.0356077417925184	0.0582630671335746	0.0129117959327491	0.493782536406676	0	0.000957148344553305	0	0.0172457104876836	0.00551638129653468	0	0.0696778850391498	0.150581107811016	0.0697033820021262	0	0	0.0181115019921591	0.00501245308666533	0.021155239625827	0.0414740490487673	0	0	0	0	0.581994814423722	0.829819377904389
Mix_72	0.00472357002506383	0.124241764118287	0.00649854331383991	0.34450793747271	0	0.170156098861311	0	0	0.0526833930817279	0	0	0.0656953335766273	0.18493292859849	0	0	0.0378869056258831	0.00867352532606023	0	0	0	0	0	0	0.608119559652883	0.793912425356174
Mix_73	0	0.0561489655372711	0	0.442878065750531	0	0.053422430606711	0	0.0270186511856551	0.0151926929062944	0	0.142193994645901	0.127733656720845	0.0488834472786116	0	0	0.0195731412930128	0.00825433888034892	0.0124199886489582	0.04628062654586	0	0	0	0	0.573175757614396	0.845777625281633
Mix_74	0.0179652868844542	0.247068001707701	0	0.310908421205847	0	0.0642619841000187	0	0	0	0	0.170806427033845	0.0633895089698531	0.0880668252318946	0	0	0.0343004922490281	0.00138617053340032	0	0.00184688208395849	0	0	0	0	0.583889357995903	0.816637869748375
Mix_75	0.0440238414434038	0.0727068889101308	0.00567801431692443	0.331030229818983	0	0.096013818675154	0.00769848903688097	0.0083402991511655	0.0343193705452632	0	0.162874647668755	0.126962072801228	0.0403217340259454	0	0	0.016412385162493	0.00790037999257001	0.0162715496427244	0.029446278808378	0	0	0	0	0.578688727431382	0.833859784490266
Mix_76	0.0369586634899786	0.0583382504118393	0.00767988981550083	0.392663997944842	0	0.0973386072347362	0	0.0156389549899486	0.00888582340404564	0	0.131268845196202	0.137477340945585	0.0397473193920762	0	0	0.0123772568690161	0.00663727039651974	0.0170612069941643	0.0379265729155459	0	0	0	0	0.573957709377054	0.841254135929599
Mix_77	0.0290092731705554	0.0814110536079992	0.0325343781231821	0.286351597600668	0	0.0629369471791692	0	0.0156480636638028	0.0312077245493634	0	0.083781474540494	0.121294072880482	0.157843290358796	0	0	0.0251336079405396	0.00586213220345021	0.034824799139775	0.0321615850417235	0	0	0	0	0.575044214776353	0.819017365437264
Mix_78	0.00203499389004147	0.0554240103845012	0	0.52825678361967	0	0.0138286914912122	0	0.0150881563689488	0.0614720061558753	0	0.0815604691551484	0.127489460668887	0.0507234324427529	0	0	0.00315047008484583	0.00556490001268102	0.0117576793510399	0.0436489463743962	0	0	0	0	0.608322947639595	0.813398004840144
Mix_79	0.00418460709955599	0.0618590363913873	0.0206198175185641	0.270745845282736	0	0.0671816139927518	0	0.016873252090929	0	0	0.211797262501712	0.151833473779193	0.113692494273213	0	0	0.0245818430021838	0.00886719843382513	0.0276728629785329	0.0200906926554164	0	0	0	0	0.563263784688194	0.850354451591699
Mix_80	0.0249381279817861	0.100285558669599	0.0160782175621491	0.336277701225666	0	0.0368164751809752	0	0.0208641259245275	0.0880378050962968	0	0.0373349603263403	0.130358683615868	0.100327941589963	0	0	0.0228061595607129	0.00376006899651753	0.029353047365128	0.0527611269044701	0	0	0	0	0.614126171321465	0.78956277979099
Mix_81	0.03774193207631	0.06109202555805	0.0244058298075772	0.411873268187207	0	0.0269586006319043	0	0.0107642048736527	0	0	0.0751664320777861	0.143590153701546	0.109160870499846	0	0	0.0227850166641154	0.00529188460545004	0.0301116352435641	0.0410581460729909	0	0	0	0	0.577329592835979	0.824089777978594
Mix_82	0.0536432154702661	0.0760875952439389	0.00348518116667317	0.476079283584155	0	0.00475553344632718	0	0.0201200654132547	0.0289307836393679	0	0.0367323890986738	0.17269465230689	0.0339433149705166	0	0	0.00618239585553028	0.00844926188277355	0.00531987187609985	0.0715766104454863	0	0.00199984560004629	0	0	0.606053586985662	0.807923747443092
Mix_83	0.0468807007968483	0.120777902281977	0.0208689649058666	0.348047653263329	0	0.0389064763671303	0	0.00955503311059753	0.0213845633484385	0	0.0574058488862303	0.134636328488127	0.100946238039165	0	0	0.0199442890406465	0.0038259115020786	0.0226656101867924	0.0541544797827726	0	0	0	0	0.59192769357836	0.807397496280719
Mix_84	0	0.150706780608704	0.0201948550282878	0.426788151897728	0	0.0237701933208186	0	0.0116433686341357	0.0327347700551277	0	0	0.145298124352176	0.111576570492675	0	0	0.0254972478935357	0.00953123396831195	0.00977827993149088	0.0324804238170094	0	0	0	0	0.627434446538474	0.779586422940957
Mix_85	0.0504031261923751	0.0694906891632815	0.00413072705471594	0.372882459313282	0	0.069458502948436	0.00542630761695461	0.0245796007280016	0.0517085931127293	0	0.11330215731678	0.117447369347078	0.0464018060242794	0	0	0.00911117995465998	0.00704236042740922	0.024587275796322	0.0340278450036955	0	0	0	0	0.587570911591305	0.820227154156875
Mix_86	0.0165954438910742	0.0619447728265306	0.0198536416251349	0.415666059793256	0	0.0195645332046085	0	0.020728122328068	0	0	0.0778355489777381	0.149595040749222	0.110822220901086	0	0	0.0187651677531837	0.0049966912693256	0.0207638474623004	0.0628689092184711	0	0	0	0	0.566703442781429	0.833930662066137
Mix_87	0.00724545081424822	0.415188632685798	0	0.161067270295402	0	0.0848707184881929	0	0	0	0	0.124649588035036	0.0723575623602695	0.0999778597506781	0	0	0.0183177551539619	0.00107412904279108	0	0.0152510333736232	0	0	0	0	0.606406635643686	0.795238458488998
Mix_88	0	0.297536195820862	0.00444500801887914	0.349076177481661	0	0.0905525498601747	0	0.00580753687686318	0.0607142321387693	0	0	0.072332586933869	0.0900769290291876	0	0	0.0181216067606394	0.00816649841741059	0.000798858132874474	0.00237182052880957	0	0	0	0	0.637312403917995	0.771280205238286
Mix_89	0	0.046916808593415	0.0151512955654964	0.31590090883319	0	0.108300452992169	0	0.00876986678768411	0.0117399946313729	0	0.0754158110907546	0.16013306440193	0.153944491524706	0	0	0.0333255564119734	0	0.0236053564787989	0.0467963926885089	0	0	0	0	0.559489648065649	0.83698245618983
