CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
A	0.180732482858843	0.117421538897718	0.194273295564236	0.0672131443958334	0.132560772103124	0.137263170074184	0.140059697961634	0.0209643557280987	0.0095115424163294
B	0.177491713937883	0.119509768493038	0.19646880815554	0.0671887656313241	0.131971928286031	0.13758420631964	0.13932491407573	0.0212587395799992	0.00920115552081475
C	0.0865557209479784	0.0707378484595617	0.244900535995379	0.0808186492657724	0.187394791498396	0.160524169235994	0.133142071142421	0.024472551089322	0.0114536623651761
D	0.0869060770122801	0.0716177871282437	0.242958998855894	0.0814528527393956	0.187702839476294	0.159784581211316	0.133196586954428	0.0247875237178386	0.0115927529043108
E	0.112329599527045	0.0795847194030612	0.226745153218619	0.0754930113867321	0.16958361040672	0.146723017112601	0.151378935049247	0.0257863216111393	0.0123756322848366
F	0.152221229866252	0.0914382218741349	0.19912634716145	0.0700876147860771	0.11408981666305	0.136181540412622	0.20510873346143	0.0229394300568683	0.00880706571811644
G	0.240859366725333	0.122822812185826	0.170286384006533	0.0626283672156279	0.108768541426361	0.134106663039166	0.133334630468217	0.0190808030363814	0.00811243189655346
H	0.273468761120906	0.113537355362082	0.170008854326784	0.0608500067335178	0.0965134596739111	0.129822326187185	0.129043512918881	0.0184892123758396	0.0082665113008938
I	0.278312666236673	0.112542556813416	0.171706897800719	0.0612067533128683	0.0943421306774336	0.127011304091197	0.128486732505061	0.0182274685179116	0.00816349004472167
J	0.0649858531637225	0.0661362826264497	0.251740432933722	0.0845435581633369	0.197170064372093	0.171278163600806	0.128001844689799	0.0248084312551493	0.0113353691949208
K	0.0653779956400083	0.0697797975349577	0.245878407931652	0.0805644645387011	0.188372924410583	0.154359541391903	0.153642596750925	0.0283338136527368	0.0136904581485332
L	0.087092855733835	0.0616254527503372	0.249900418744642	0.0879497738680713	0.165228566019873	0.177984734503202	0.134068777182649	0.0254087113192309	0.0107407098781595
