B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
mix_1	0	0	0	1	0	9.01146076213785e-35	0	0	0	0	0
mix_2	0	0	0	1	0	1.41402914959196e-49	0	0	0	0	0
mix_3	0	0	0	1	0	6.46895606175155e-51	0	0	0	0	0
mix_4	0	0	0	1.1466560114158e-88	1	8.93119798622261e-109	0	0	0	0	0
mix_5	0	0	0	1	3.83263275436747e-56	4.73738903601225e-32	0	0	0	0	0
mix_6	0	0	0	5.93872076282082e-35	1	1.97070995648071e-69	0	0	0	0	0
mix_7	0	0	0	1	0	1.26838443947038e-56	0	0	0	0	0
mix_8	0	0	0	1	0	1.30152102151325e-39	0	0	0	0	0
mix_9	0	0	0	2.09067301266038e-121	1	2.90448698524309e-144	0	0	0	0	0
mix_10	0	0	0	1.22250218652167e-53	1	1.42595888805761e-54	0	0	0	0	0
mix_11	0	0	0	1	1.28133042703747e-48	9.5581291238184e-44	0	0	0	0	0
mix_12	0	0	0	3.36245581996026e-23	1	1.08207804206391e-44	0	0	0	0	0
mix_13	0	0	0	8.10387740642976e-186	1	2.40474191656371e-170	0	0	0	0	0
mix_14	0	0	0	9.83842029250541e-150	1	9.67359972332747e-157	0	0	0	0	0
mix_15	0	0	0	1	2.78696757830642e-74	8.73334343662073e-45	0	0	0	0	0
mix_16	0	0	0	1	0	4.24442264611738e-50	0	0	0	0	0
mix_17	0	0	0	1	0	4.59371744464409e-48	0	0	0	0	0
mix_18	0	0	0	9.72141730074434e-107	1	3.18660223230166e-94	0	0	0	0	0
mix_19	0	0	0	1	0	5.62678577504425e-69	0	0	0	0	0
mix_20	0	0	0	7.71294003214776e-53	1	1.48124694669753e-65	0	0	0	0	0
mix_21	0	0	0	1	2.74471749262695e-21	6.23781242723542e-30	0	0	0	0	0
mix_22	0	0	0	1.6124007744113e-47	1	2.19217054133693e-66	0	0	0	0	0
mix_23	0	0	0	1.30268601490869e-49	1	2.36662021730898e-57	0	0	0	0	0
mix_24	0	0	0	1	1.08859458292766e-44	4.58264022004804e-43	0	0	0	0	0
mix_25	0	0	0	5.18702249674152e-130	1	7.98861165116647e-133	0	0	0	0	0
mix_26	0	0	0	1	1.17957725791278e-46	1.99301344494263e-25	0	0	0	0	0
mix_27	0	0	0	0.999985008667527	1.49913324725819e-05	9.09423867885585e-33	0	0	0	0	0
mix_28	0	0	0	1.43249352539519e-33	1	9.79052564492076e-58	0	0	0	0	0
mix_29	0	0	0	1	1.45696606838905e-44	7.23353161989979e-29	0	0	0	0	0
mix_30	0	0	0	4.2208492095378e-109	1	4.37126219240523e-125	0	0	0	0	0
