B.cells.naive,B.cells.memory,Monocytes,NK.cells.resting,NK.cells.activated,Neutrophils,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.CD8
mix_1,0,0,0.0634360477539444,0.0089057759140499,0.181241511861132,0,0,0,0.255704286921812,0.490712377549062
mix_2,0.0538258153558265,0.0034916108250949,0.0622140605715572,0.0390861446554122,0.121392732523593,0,0,0,0.263261417524078,0.456728218544439
mix_3,0.0417054029975845,0.0402690035660486,0.161250719945964,0.0814566828069054,0.0225020799892267,0.00927695575058791,0,0.213830541679636,0.217541485635254,0.212167127628793
mix_4,0,0.034408091117149,0.0289559846446314,0.0475586608907012,0.00124280088501109,0,0,0.21566609103482,0.300872003274585,0.371296368153103
mix_5,0,0.0289822517227206,0.0592301726882086,0.0383706917333607,0.0675119589512122,0,0,0.0991607752320697,0.281031648955434,0.425712500716994
mix_6,0,0.022424779425079,0.0269938114463934,0.0501429432463763,0.0312149135557606,0,0,0.132127166483221,0.303335719890408,0.433760665952762
mix_7,0.0262403220333653,0.0299706917606661,0.0813330390886938,0.0402228996712803,0.073950927526254,0,0,0.10045454789188,0.256692221066254,0.391135350961607
mix_8,0.0296259367846186,0,0.0667428064154759,0.0130548297346871,0.145498281229732,0,0,0,0.262135386311305,0.482942759524182
mix_9,0,0.0161904296764334,0.0237492327389624,0.044203759529087,0.0253370213925655,0,0,0.126661195345274,0.309961301053765,0.453897060263913
mix_10,0,0.0814278115644994,0.103041827771464,0.0193411659270926,0,0,0,0.437289324465397,0.233497201306688,0.12540266896486
mix_11,0,0.0162283166638945,0.0701272665598478,0.0139715721576641,0.138706985407026,0,0,0,0.273339024384327,0.48762683482724
mix_12,0.010589054737163,0.00200236351716497,0.0504788302399898,0.0405839499060274,0.0220317905790787,0,0,0.203031509964255,0.291567658879869,0.379714842176453
mix_13,0,0.0328369329800999,0.0494368749887322,0.0283104378719968,0,0,0,0.421478503238088,0.259485367071793,0.20845188384929
mix_14,0,0.0348622968363651,0.0600155589946252,0.0369989499761629,0,0,0,0.250540658221421,0.292070109067092,0.325512426904335
mix_15,0.00418525267060332,0.0179199518458771,0.0490660678677613,0.0328036923822213,0.0792545887606064,0,0,0.0751267821441004,0.285974562619659,0.455669101709171
mix_16,0.0420437640015784,0.0971972580015303,0.13282213249326,0.105815504570514,0.00801543593594105,0.00580845614918851,0,0.149918251395505,0.216209761036805,0.242169436415677
mix_17,0.0606032563442172,0.0687833470482168,0.112338811061524,0.0772203934271372,0,0.0046864693323745,0,0.333918542560114,0.217380045172497,0.125069135053918
mix_18,0.0241877417518803,0.0708336450461224,0.102311891030977,0,0,0.00651641317292674,0,0.5902785094885,0.205871799509594,0
mix_19,0.0512277254294208,0,0.144353437472822,0.0687246425898548,0.0505374549150868,0.00292443948388556,0,0.150498731112086,0.234478442525455,0.29725512647139
mix_20,0,0.0396247585448738,0.0278943050968846,0.0626778418157206,0,0,0,0.187630071870471,0.302620710682576,0.379552311989475
mix_21,0.0283048883823321,0.0425451987892274,0.0794939811028012,0.0148525492766728,0,0,0,0.482810345529392,0.235302812669937,0.116690224249638
mix_22,0.00116521141998821,0.011970226051746,0.0782031456535787,0.0224816907429526,0.061755291359114,0,0,0.109200422538153,0.291177945567389,0.424046066667078
mix_23,0,0.0267745608132076,0.048540738286942,0.0441817731824741,0.025726867978341,0,0,0.152975208602876,0.29437916725961,0.40742168387655
mix_24,0.00462825771278608,0.0268166614665433,0.0448323903841648,0.0626151232485172,0.00113152696516877,0,0,0.193143948318225,0.294870715093928,0.371961376810666
mix_25,0,0.0279809537452374,0.0247271300090915,0.0487678564607011,0,0,0,0.199651399732582,0.302877843522597,0.395994816529791
mix_26,0.0353171289638533,0.0425847828764544,0.124749776516658,0.0081310675928252,0,0.0128521725573244,0,0.523967391918694,0.211485223309028,0.0409124562651621
mix_27,0,0.0091712274748882,0.0520055039704585,0.0138321931212288,0.0937671447195941,0,0,0.0338420216397748,0.28972348118359,0.507658427890466
mix_28,0,0.0286145217196594,0.0356713429038349,0.0534237129947163,0.0119990395563747,0,0,0.167094544217748,0.300851889377953,0.402344949229714
mix_29,0.0130705667871212,0,0.0666050628346097,0.0121481398709854,0.126803172231304,0,0,0,0.279433242375813,0.501939815900167
mix_30,0,0.0245839247534042,0.034640843480032,0.0480842354678621,0,0,0,0.214882432008905,0.301934740270223,0.375873824019574
mix_31,0.0116866835919268,0.0150922517263283,0.0668124009498507,0.0506862310948965,0,0,0,0.264253078135104,0.28735016970921,0.304119184792683
mix_32,0,0.0411625748920556,0.0742251770152432,0.0186020891406374,0,0,0,0.309207793665247,0.27301480499437,0.283787560292448
mix_33,0,0.0357022660975871,0.094984565400196,0.0022936863037534,0,0,0,0.422295841571718,0.251916927970143,0.192806712656602
