B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
Mix_1	4.91170737240101e-62	8.4635377553713e-85	1	1.8468908509498e-109	0	0
Mix_2	0.999999999999286	1.11038955711435e-42	7.13583341222327e-13	9.30152704762575e-78	0	0
Mix_3	8.64184376865483e-130	1.12781673148146e-138	1	2.97881410944257e-179	0	0
Mix_4	3.33840731971051e-97	1.67227775950428e-104	1	4.32712830340986e-151	0	0
Mix_5	3.05491168919977e-25	1.00895502342056e-107	1	2.2398996001436e-135	0	0
Mix_6	2.5556240359244e-13	5.14531967287226e-73	0.999999999999745	1.84440545438885e-85	0	0
Mix_7	1.7864564996414e-23	2.93320794381162e-38	1	5.04834993001704e-91	0	0
Mix_8	1	8.91074703615794e-42	0	1.22137864085744e-81	0	0
Mix_9	2.04016072890128e-27	3.33853346045224e-66	1	3.966263346185e-103	0	0
Mix_10	1	3.16876040315258e-75	8.47033625760809e-22	1.99918612184146e-97	0	0
Mix_11	3.33665452594289e-06	6.43643186354047e-21	0.999996663345474	8.55208247193069e-71	0	0
Mix_12	1.72776163294612e-96	1.96357512486814e-98	1	5.36306329755081e-133	0	0
Mix_13	1	1.13261984164428e-68	4.91826831316855e-34	1.27616195320614e-104	0	0
Mix_14	5.35608110530752e-127	6.14865210317519e-121	1	2.07400658618664e-175	0	0
Mix_15	0.232503999364374	0.767496000128984	5.06641531441842e-10	1.28237224533751e-56	0	0
Mix_16	1	3.64572310182615e-37	1.59297933243082e-63	1.9819698669275e-80	0	0
Mix_17	0.999999741573694	3.64566939801582e-11	2.5838984932383e-07	9.90519607771593e-65	0	0
Mix_18	6.40065991218862e-09	0.99999999359934	0	3.44838502795514e-61	0	0
Mix_19	6.47706942793881e-87	8.77602679508536e-112	1	2.13710558167011e-139	0	0
Mix_20	1	7.35851180737139e-56	2.56506443193454e-53	2.78448253545159e-87	0	0
Mix_21	1	3.16589324621536e-56	4.41019493933224e-75	4.44447197357769e-84	0	0
Mix_22	1.14456302666578e-47	2.8144753353975e-74	1	1.11261580595417e-99	0	0
Mix_23	1	1.81403720028422e-65	2.37287836113652e-82	3.10100355077035e-102	0	0
Mix_24	8.51111627317412e-34	1	0	3.39772607187402e-64	0	0
Mix_25	1	4.09646842218273e-58	5.00067627650379e-37	3.75962256859967e-101	0	0
Mix_26	1	1.77957815372251e-27	3.65167449680117e-53	4.84358687338389e-80	0	0
Mix_27	1	2.70706546004156e-70	0	8.41626528535338e-104	0	0
Mix_28	0.99999999999982	2.62640562668609e-37	1.80275800009474e-13	2.22255256784993e-68	0	0
Mix_29	1	6.43368591548349e-41	1.97133152960179e-77	1.05505324490659e-91	0	0
Mix_30	7.54992603069181e-119	1.21060544945821e-143	1	2.76788052529786e-188	0	0
Mix_31	1	1.71274515347562e-40	7.56761125418628e-47	7.46528384542801e-83	0	0
Mix_32	0.256448146151758	0.743551853848242	0	5.27113253057381e-57	0	0
Mix_33	0.00169694260523258	0.995814199072018	0.00248885832274914	1.34322513683981e-50	0	0
Mix_34	0.999999999955134	9.30257696792606e-65	4.48655758097122e-11	8.35146646179869e-82	0	0
Mix_35	2.25809495935468e-62	4.73356430610997e-81	1	1.59478800422356e-123	0	0
Mix_36	2.1782465463328e-06	2.46199274982379e-44	0.999997821753454	1.52927852456829e-84	0	0
Mix_37	7.24051464291513e-134	1.73459587985418e-146	1	1.59518819569878e-184	0	0
Mix_38	6.42530418376137e-68	3.0477952777545e-64	1	9.58127472906617e-104	0	0
Mix_39	1	6.5017978657219e-76	0	3.30528088950017e-99	0	0
Mix_40	2.45653235943892e-103	2.44038777914963e-143	1	3.13420948062917e-178	0	0
Mix_41	1.10592879216129e-123	5.73836304928911e-149	1	5.35238472122574e-181	0	0
Mix_42	1	1.09871626730978e-31	0	4.42060051189774e-87	0	0
Mix_43	4.08745764621407e-10	2.88787992615703e-75	0.999999999591254	2.98475953471703e-98	0	0
Mix_44	1.61642267802783e-103	6.97892766609361e-112	1	5.42090325255632e-144	0	0
Mix_45	2.31342176332463e-14	9.05097529718032e-36	0.999999999999977	4.59179604123185e-78	0	0
Mix_46	1	1.13659858412755e-51	0	4.03636720998939e-96	0	0
Mix_47	1.21524434201001e-18	8.26223823863842e-64	1	1.75956242420226e-88	0	0
Mix_48	0.993039780758885	1.53811760605091e-35	0.00696021924111501	3.6784607424296e-77	0	0
Mix_49	1.4678501607197e-155	2.36062121047469e-153	1	9.4297410238295e-201	0	0
Mix_50	0.999906868078137	9.31319218633732e-05	3.6192095793657e-50	2.51022512079221e-60	0	0
Mix_51	1	1.38429576643441e-31	4.03624094077979e-39	1.46538552275121e-75	0	0
Mix_52	3.74359329260808e-93	1.73875799603035e-88	1	4.16364879126069e-138	0	0
Mix_53	1	5.78078285809479e-44	4.1821423682489e-51	7.40321939582467e-78	0	0
Mix_54	9.16575981270303e-191	7.21760621770963e-212	1	1.00638393479355e-229	0	0
Mix_55	4.84671384113353e-180	8.2648358743156e-179	1	4.18407466728442e-220	0	0
Mix_56	0.999999999999985	1.48842263240209e-14	1.04412745130538e-24	5.46556341503489e-62	0	0
Mix_57	3.31067712686641e-223	2.33505341070403e-200	1	3.90278704283598e-239	0	0
Mix_58	0.9718996752401	0.0225630642849273	0.00553726047497267	9.32528445392034e-58	0	0
Mix_59	7.42450839343834e-217	1.65208323141445e-226	1	1.1759816874155e-261	0	0
Mix_60	1	1.82664153897003e-74	2.8472515332105e-107	3.90596388933425e-124	0	0
Mix_61	4.0001223977088e-12	1.20958289348247e-85	0.999999999996	3.61284150143686e-109	0	0
Mix_62	2.56078461073779e-58	8.68236151323161e-133	1	2.49349304650246e-163	0	0
Mix_63	8.27900026581146e-178	2.50822113156624e-188	1	1.15291458743891e-212	0	0
Mix_64	1	2.63053574240437e-59	5.34466924250507e-31	2.17178100525747e-80	0	0
Mix_65	1	1.16931375110634e-49	1.20669765525299e-43	3.80224510942793e-80	0	0
Mix_66	3.51997326764564e-13	8.67194097533496e-49	0.999999999999648	5.91646051655113e-93	0	0
Mix_67	1	4.43705032700523e-94	4.37313756988162e-74	9.70752629008245e-110	0	0
Mix_68	1	1.65925998698081e-21	2.87222524954933e-65	2.34315620071385e-70	0	0
Mix_69	1	2.31164609279756e-77	5.06452730305972e-22	3.30800300642883e-108	0	0
Mix_70	0.999999999534445	4.65554711906717e-10	1.21622367192978e-45	7.04778438078509e-64	0	0
Mix_71	2.52363493986295e-95	1.40026315446314e-128	1	6.57841246431277e-165	0	0
Mix_72	0.999999988868061	1.11319394267904e-08	0	1.19820644674352e-54	0	0
Mix_73	2.08117746870484e-182	1.55015288358305e-172	1	3.31476732663019e-218	0	0
Mix_74	3.20098020214715e-28	4.86607500119888e-100	1	3.35278315050695e-119	0	0
Mix_75	5.17783716781126e-141	2.72091487490936e-155	1	9.95006205686244e-196	0	0
Mix_76	4.38088936296179e-144	6.08737399146321e-163	1	3.32371199137531e-203	0	0
Mix_77	4.15485474943442e-38	1.77296640703476e-64	1	1.63797154866497e-92	0	0
Mix_78	1.54966874701752e-107	2.92233591134995e-91	1	3.00411582532729e-149	0	0
Mix_79	1.17855144331766e-235	7.21022750489035e-246	1	1.23391323912873e-269	0	0
Mix_80	0.999999999999944	2.37579695775697e-16	5.5374763901159e-14	1.22952451700757e-62	0	0
Mix_81	2.33039127578914e-70	2.09335560381813e-108	1	5.19433373763379e-138	0	0
Mix_82	3.90776618373069e-64	5.10042531563569e-98	1	3.82600962641101e-144	0	0
Mix_83	0.000916354094088283	2.18488047786023e-61	0.999083645905912	2.55093892162704e-90	0	0
Mix_84	1	8.0102201011623e-29	1.69810520261438e-41	7.01853094147811e-70	0	0
Mix_85	2.00561483515594e-92	9.68811236849237e-109	1	2.71908212961666e-154	0	0
Mix_86	4.48443604188076e-110	4.12674653839369e-138	1	1.838770991437e-166	0	0
Mix_87	1	3.37777252672493e-116	2.02745428940677e-68	2.66105810409014e-127	0	0
Mix_88	1	1.56379928279632e-44	0	9.28485511611851e-94	0	0
Mix_89	1.10358313235633e-123	1.45741033035578e-118	1	8.52284546445284e-152	0	0
Mix_90	1.60147515482112e-194	1.55703064480593e-216	1	3.50275548841653e-252	0	0
Mix_91	1	3.93393606100983e-91	1.04149367767834e-74	9.06055275234564e-123	0	0
Mix_92	1.40437129420692e-94	3.56248019687732e-129	1	1.59186975972087e-157	0	0
Mix_93	0.999999376804608	6.23195392496092e-07	0	2.83041841375572e-56	0	0
Mix_94	1	9.67477603325197e-57	0	2.55077284828502e-100	0	0
Mix_95	1.72800660369468e-56	1.26525418774961e-63	1	1.75550885751754e-109	0	0
Mix_96	2.06705218977012e-16	2.05194934927701e-07	0.999999794805065	3.53461743158855e-62	0	0
Mix_97	5.08643831441549e-49	1.21895712326944e-102	1	1.22289628671081e-124	0	0
Mix_98	1	1.11600100419611e-97	0	5.92190168097198e-107	0	0
Mix_99	1.02756572548591e-48	1	4.38300997978834e-19	3.42905964120716e-74	0	0
Mix_100	9.34362135285106e-17	1.87012283880385e-58	1	1.68180106070028e-80	0	0
