Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	otherCells
mix_31	0.0139082792415964	0.115404583716433	8.58852964177244e-07	0.0754902478930168	0.787024468887874	0.00817152289737147	3.85107437464275e-08
mix_32	0.0752523837334314	0.0814411289942806	3.90329824414579e-07	0.0671349753094009	0.770919522258134	0.0052515345045364	6.48703919094503e-08
mix_33	0.028825283233206	0.141657746946958	0.00950941988902533	0.00574023972288288	0.616085448261171	0.198181800628973	6.13177843927115e-08
mix_34	0.000290857422198904	0.186416942279174	0.000178076950418755	0.111878819990454	0.698551672905979	0.00268361054776715	1.9904007628337e-08
mix_35	0.00631365952064432	0.131693411828343	0.00321817798351867	0.0675544519125325	0.623733939787751	0.167486339443054	1.95241562868148e-08
mix_36	0.153728205077242	0.0396203008544588	1.20234867773708e-05	0.12041281967374	0.686222789466995	3.85342783392603e-06	8.01295183657661e-09
mix_37	0.141472368661108	0.0576500404128979	1.3848709476335e-07	0.0666085898702479	0.734249263994194	1.62399663278722e-06	1.7974577824832e-05
mix_38	0.0686034362443998	0.0257552730313614	0.0760208476762699	0.0611450871852128	0.766566490502077	0.00190883947979499	2.58808842119482e-08
mix_39	0.197435294692264	0.0317152891180289	8.23595946469668e-07	0.0391201943717699	0.342920409308524	0.388807986104943	2.80852342046635e-09
mix_40	0.0307793284450048	0.126262256901907	7.67650407332426e-07	0.0512455663649726	0.791710577923271	1.44093909529253e-06	6.17753426662605e-08
mix_41	4.45199293705273e-07	0.160698523319726	3.92765274748487e-07	0.103689330111756	0.65141719340829	0.0841941050412288	1.01544305032557e-08
mix_42	0.161297840105715	0.02648404856592	1.4001152747697e-07	0.0106996826179766	0.489468875395667	0.312049384698449	2.86047445219883e-08
mix_43	3.21781581449846e-07	0.0735669328850043	0.0497299377178614	0.0558994749313871	0.820802141054645	1.15356915212683e-06	3.80603690483432e-08
mix_44	0.0271157736743486	0.058250717572965	0.0246004376832566	0.0617371273582156	0.827562162374224	0.000733744037648442	3.72993422359442e-08
mix_45	3.46331757139509e-05	0.094915699423985	1.20297798246017e-07	0.0765885378665976	0.828460089132332	9.177714644373e-07	2.33210893298368e-09
mix_46	0.0947444114289598	0.0372211680220242	4.41235791693446e-07	0.044583852205455	0.393377406690971	0.430072716124104	4.29269428466548e-09
mix_47	0.0348821466590556	0.121253970463642	5.87945341607203e-06	0.0592124487470816	0.78463816147373	6.422196261405e-06	9.71006813281575e-07
mix_48	0.124780792131141	0.208910439532491	0.000736511440200636	0.119819796368507	0.545752088964731	3.20582055921088e-07	5.09808738436293e-08
mix_49	0.0760246988411674	0.161999988940129	1.81577034006683e-06	0.0300152396855297	0.731957864102277	3.5380189848899e-07	3.88586588800058e-08
mix_50	0.149906935244702	0.032143851938505	0.00719995208120771	0.0786122905931729	0.730666648612163	0.00147031250589001	9.02436013520557e-09
mix_51	0.109880293820876	0.205029829568486	2.05760784222082e-08	0.0391389028283038	0.477052148610345	0.168898599798517	2.0479739430856e-07
mix_52	0.199406509004124	0.0316616465119929	0.0298016467189016	1.78635170731782e-06	0.456838980348205	0.282289357625148	7.34399209747329e-08
mix_53	0.107727899238312	0.104684577567514	0.0134017874627377	0.225246334718486	0.54893285102818	6.46647361518523e-06	8.35111545428179e-08
mix_54	0.170404396830309	0.0171954635228479	1.06592819592349e-06	0.0507558281830227	0.356250343133553	0.405392877188548	2.52135238011328e-08
mix_55	0.0638747641971791	0.182618393379753	9.82892249725307e-07	9.139116197579e-06	0.674439860540369	0.0790568439466422	1.59276095168157e-08
mix_56	0.102364249002661	0.0654737557890334	0.0022245162260604	0.0582187561297694	0.753440525934353	0.0182781924063753	4.51174691308472e-09
mix_57	0.000462297606878421	0.125091177634611	5.78470582611241e-08	0.083251313320757	0.479818903326883	0.311365453193658	1.07970701534971e-05
mix_58	0.250837186235612	0.0465524664817158	9.51791526788428e-06	0.053198152770195	0.207338311309221	0.442064347035953	1.82520354411765e-08
mix_59	6.704067951456e-05	0.110912744918831	1.44610189681179e-07	0.217281513226316	0.590595029179464	0.0811435155513327	1.18343519888483e-08
mix_60	0.158611286399831	0.0739225432061202	2.18390329903813e-07	0.0534574598369133	0.532181442254351	0.181827047523571	2.38888349431819e-09
mix_61	0.148698454891195	0.0204290919881892	0.0355421418323235	0.0149916592232386	0.773708755258914	1.38519324966495e-08	0.0066298829542068
mix_62	0.0927278352062025	0.0283277505002846	0.00131213044008645	0.050333798030349	0.505841267999711	0.321457215164667	2.65869940785784e-09
mix_63	1.59809442588519e-06	0.135402069567052	1.08236766655755e-07	0.066921163938562	0.330570880704936	0.467104041139524	1.38318733549383e-07
mix_64	0.043967121752859	0.131152508725546	8.18773434014135e-07	0.0616260546394709	0.752882066041571	0.0103713119677738	1.18099344846731e-07
mix_65	0.0658366484143624	0.0868340006948906	0.00244994917493104	0.0393244530395024	0.358152482936133	0.447402456866837	8.87334343114316e-09
mix_66	0.177545083069557	0.164787950786135	8.57933572015521e-08	0.0895078179431083	0.33641864134817	0.23174038450289	3.65567833082719e-08
mix_67	0.205959080664123	0.0114261998612674	1.69196881463992e-06	0.103781193092955	0.314413253656854	0.364418459499534	1.21256452060913e-07
mix_68	0.0484438899010747	0.032321574919571	0.071213983822379	0.0830947017709044	0.764771510678011	0.000154299734574142	3.91734859241012e-08
mix_69	0.0310556618967429	0.151956085170518	3.59939807904402e-08	0.0167199186428527	0.80026806781426	2.01444399672624e-07	2.90372453854175e-08
mix_70	0.224423852177492	0.121891866049374	0.0178305959106206	0.0915207931852199	0.544331963438002	9.29100851964373e-07	1.38439591157447e-10
mix_71	0.0952509763690181	0.169977454229868	0.0472661388839439	0.149420713221221	0.538054322988762	3.03825281293222e-05	1.17790582678213e-08
mix_72	0.288301282945751	0.0369758238901785	8.67482349897196e-05	0.0461368409505216	0.608244082826447	0.0202551706530615	5.04990510334184e-08
mix_73	0.201492993429328	0.0835895043009237	0.00910726355092266	0.0432782744180744	0.662324170952052	0.000207778133303275	1.52153952741581e-08
mix_74	0.0840151716650846	0.0942687303537183	3.98877087191247e-06	0.0713856149341524	0.742877034703579	0.00744945895497885	6.17615095001663e-10
mix_75	0.0536315173496482	0.214373773483718	1.70845705864263e-08	0.0676187451961252	0.622019058166793	0.0423559319910496	9.56728095133921e-07
mix_76	0.019237834326762	0.057151134637489	0.0209267508476853	0.0815043675271142	0.821178538292386	1.26032002438367e-06	1.14048539223202e-07
mix_77	0.087111537505635	0.0154113403364837	0.0601478964904124	0.0841339720971028	0.753194741524502	2.87833172494109e-07	2.24212691224599e-07
mix_78	0.0274729839406861	0.143275052017744	4.51502064186751e-06	0.0679578798763746	0.380839764517232	0.380449804615958	1.13633940706586e-11
mix_79	3.44153428765396e-05	0.16560741747751	1.59776232090714e-07	0.0543327320024516	0.589159737961911	0.190865537408024	3.09949146473631e-11
mix_80	0.163309965591297	0.0575020431013017	0.000135455398920019	0.0761466826157566	0.702581735469296	0.000289133841178924	3.49839822503625e-05
mix_81	0.0632005663014043	0.058103562914092	2.33017798387183e-07	0.0683844772182978	0.810310883473413	2.6275798071438e-07	1.43170143312701e-08
mix_82	0.0546104662862736	0.121886295528693	6.61889330508512e-08	0.0258083161296838	0.348030015266674	0.449664837374589	3.22515384523619e-09
mix_83	0.00616572900495419	0.173128556592777	1.15263715179386e-07	0.105711041531061	0.714993234705251	1.31424300434616e-06	8.65923635240176e-09
mix_84	0.0568070469224641	0.0543201022376118	0.000327770749234073	0.0699499530649519	0.269290447210481	0.549304638867817	4.09474410018338e-08
mix_85	0.100110862638053	0.0518069127656912	4.56050071848291e-08	0.0691254035084237	0.37406743313139	0.404889326895318	1.54561165202368e-08
mix_86	0.0483748671747912	0.0364472822767662	0.047984106571975	0.0631123963032549	0.804077685692928	3.60337566335161e-06	5.86046209862407e-08
mix_87	0.00692661010856919	0.101568646501647	3.461316691578e-09	0.0228445156525936	0.520383539030564	0.348276589703637	9.55416729703922e-08
mix_88	0.0878843974613806	0.0544170767728959	4.60708049716172e-08	0.0243750854251921	0.2819978012273	0.551325590656238	2.38618850679044e-09
mix_89	0.0811395278647846	0.0368325855979834	8.33521638284716e-07	0.0143398172201218	0.449887451907211	0.417799478192843	3.05695417577731e-07
mix_90	0.000125321621866826	0.103288279345595	2.35158221854326e-05	0.104918537680054	0.791597871659676	4.22582255753107e-05	4.2156450478929e-06
mix_91	0.00225058379172079	0.166502978060855	1.72233178030982e-06	0.11700977737956	0.714234710713167	1.89227506679012e-07	3.84954099404205e-08
mix_92	0.024927984123798	0.104482257787851	1.74774648365272e-07	0.053325064890176	0.603550850599723	0.213713631466362	3.63574416470636e-08
mix_93	3.19569060330618e-05	0.269833968268102	0.000125998809281206	0.0770150619128529	0.652872013168768	0.00012096697817545	3.39567877167779e-08
mix_94	5.17747894307612e-06	0.19359840840604	2.21642794263678e-07	0.175802002478282	0.560056561364467	0.0705376225590524	6.07042108924128e-09
mix_95	0.0564375753797689	0.160569143609952	0.000108911025231659	0.105072000205737	0.363772330513233	0.314040008001907	3.1264170476606e-08
mix_96	0.0880407306131717	0.156940250245495	8.53636855298957e-08	0.0866336557088877	0.668385160042187	1.15096439783846e-07	2.93013314469698e-09
mix_97	0.000180158065692949	0.140405636595355	4.70634943948795e-08	0.0748794844631828	0.784534151119699	5.18421262802354e-07	4.27131320495694e-09
mix_98	0.0400775688835398	0.125960916280323	2.39494359582344e-06	0.0603857233665232	0.773564563713986	8.22197989532452e-06	6.10832137581398e-07
mix_99	0.0882678561914179	0.0149041593430034	0.0464190920071727	0.0103229299666485	0.822596440987893	1.9627615218184e-06	0.0174875587423429
mix_100	0.0566032604564134	0.0967159481908428	0.000459759348294315	0.0818817238811184	0.764338862357755	4.3018189750776e-07	1.55836785828599e-08
