Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
mix_73	0.356271164769686	0	0.148236426932944	0	0.148930010885139	0	0	0.182569788224985	0.103555512602251	0	0	0.0256637620488363	0.0130447818424635	0	0	0	0	0	0	0.0217285526936954	9999	0.643692749671451	0.766337901388122
mix_74	0.226180279692342	0	0.15738278691808	0	0.1487857349594	0	0	0.37739057044479	0.0208564026208766	0	0	0.0412933236809858	0.00493311262278839	0	0	0	6.07421869747034e-06	0	0	0.0231717148420403	9999	0.622945999841858	0.785878035794588
mix_75	0.224516697307502	0	0.249411369716989	0.000532113775533662	0.18843615604353	0	0.00320188800141501	0.228330490091035	0.017543336746534	0	0	0.0549116234358554	0.00435084587546845	0.00218812138477224	0	0	0	0	0	0.0265773576213645	9999	0.625351130145068	0.78084518746182
mix_76	0.143187472045812	0	0.140258858976091	0	0.148074082961328	0	0.00107711004811626	0.336658027744278	0.166147943902139	0	0	0.0337721329384067	0	0.00785498251858605	0	0	0.00239505908812032	0	0	0.0205743297771222	9999	0.590869504027219	0.806898327354015
mix_77	0.153664160920305	0	0.0219050835948694	0.0160547801532202	0.100459567102406	0	0.00802581937197631	0.417234243111186	0.239365723423552	0	0	0.0297127060144403	0	0	0	0	0.0119079524243238	0	0	0.00166996388372046	9999	0.610145811494644	0.792617233577564
mix_78	0.204341422321512	0	0.233508209853977	0	0.19366692272866	0	0	0.219936946187265	0.0756639358145426	0	0	0.0474885983035865	0.00538826865362598	0.00174392175411391	0	0	0.000576072930909388	0	0	0.0176857014518075	9999	0.613294104342954	0.789709093495819
mix_79	0.088349596000775	0	0.239635364277214	0.00481586771961786	0.193043363388201	0	0.00450009818936515	0.308243375689296	0.0695300726241351	0	0	0.0622818820065768	0.00538810751691951	0.00192556057975815	0	0	0.00321429705253538	0	0	0.0190724149556066	9999	0.576668183207672	0.815559904308676
mix_80	0.221275976209275	0	0.125939475419948	0	0.134382410198903	0	0	0.359607683997012	0.106654894189595	0	0	0.0271550862600553	0.00662867367267985	0	0	0	0.00369725592615351	0	0.00269895230869865	0.0119595918176797	9999	0.613815721614867	0.791624765275699
mix_81	0.116665297035393	0	0.114654650878882	0	0.11528164114817	0	0	0.504108833899837	0.0868994436968048	0	0	0.0406437507442706	0.0099866289580845	0	0	0	0.00364785510966826	0	0	0.00811189852888899	9999	0.591952267067156	0.808047063544013
mix_82	0.198317293712554	0	0.191739433740062	0	0.170254720507552	0	0	0.282117356549869	0.0899873490639759	0	0	0.0384485729774407	0.00721319985070182	0	0	0	0.0038151934319097	0	0	0.0181068801659353	9999	0.618613212656915	0.787402492193195
mix_83	0.219233259033888	0	0.2591222166699	0	0.159640264201636	0	0	0.232454767591568	0.0298254078171078	0	0	0.0446358266423509	0	0.00727392380511458	0	0	0	0	0	0.0478143342384352	9999	0.612841500702539	0.790517287616811
mix_84	0.181476903478099	0	0.142973023011186	0	0.124045735611884	0	0.0102922731234444	0.381799590099576	0.0845537864116138	0	0	0.0390724938660404	0	0.006158263371832	0	0	0.00209647240281172	0	0	0.0275314586235129	9999	0.600462942861501	0.802063925453157
mix_85	0.136355176909769	0	0.141404718224123	0	0.126946246276828	0	0	0.435638379786628	0.100603034421288	0	0	0.0330847017200518	0.0103805914815052	0	0	0	0.00583988283899946	0	0	0.00974726834080811	9999	0.59084836821952	0.808136415541563
mix_86	0.124217105518268	0	0.088863852958937	0	0.108958372880735	0	0	0.516465929591903	0.113180693218375	0	0	0.0282392236181343	0.00184491949183145	0	0	0	0.0081379318584043	0	0	0.0100919708634126	9999	0.598326799874075	0.803631216838349
mix_87	0.134980058375765	0	0.160513535680672	0	0.139671638046926	0	0.00112787298013801	0.43183022921319	0.0736136342973281	0	0	0.0353993960017104	0.00745595392729487	0	0	0	0.003399470532157	0	0	0.0120082109448182	9999	0.603690108135044	0.799589616526922
mix_88	0.171184755526736	0	0.117084562241271	0	0.15225498762691	0	0	0.383769836566814	0.116785682818778	0	0	0.025919056849221	0.010910055951803	0	0	0	0.00582892075941017	0	0	0.0162621416590574	9999	0.61332323070899	0.792794869686594
mix_89	0.208035171123565	0	0.0228984658625712	0.0301882313146604	0.112570645212403	0	0.0359854939495639	0.386306503519685	0.104548161164543	0	0	0.0345241666772671	0.0421850142905732	0.0179458986452508	0	0	0	0	0	0.00481224823991659	9999	0.62175447543973	0.787855225355749
mix_90	0.130046808828837	0	0.190025936686158	0	0.162912277257663	0	0	0.363907105389804	0.0974210020149409	0	0	0.0343100976271731	0.0093272624472352	0.000100367254214163	0	0	0.00380245508580844	0	0	0.00814668740816655	9999	0.599661303575183	0.800943700641402
mix_91	0.191630581093336	0	0.244756848384083	0	0.192983951037261	0	0	0.239291174958583	0.0318084167113376	0	0	0.0573125576052849	0.00523573483273211	0.000529267692828847	0	0	0	0	0	0.0364514676845534	9999	0.622682901625301	0.783527319158321
mix_92	0.178622425610869	0	0.184035903142605	0	0.140214235466471	0	0.00385530057517707	0.347780505751061	0.0553498763610499	0	0	0.0425333304514521	0	0.00464232087787301	0	0	0.00143331297163027	0	0	0.0415327887918109	9999	0.605790364556444	0.798247377603755
mix_93	0.0301719533588056	0	0.367454045280487	0.00778679180543539	0.214845228759919	0	0	0.2046083383478	0.0426803516208727	0	0	0.0541402028076138	0.0167375297373133	0.00621635548606165	0	0	0	0	0	0.0553592027956915	9999	0.566978785085006	0.823676660242896
mix_94	0.0355320322714405	0	0.313173283292281	0.00179250483255699	0.227344267428624	0	0	0.225355072320856	0.0998808369268898	0	0	0.0653915724002302	0.00245866575885833	0.00143571945819125	0	0	0	0	0	0.0276360453100722	9999	0.565377581184225	0.824125467844353
mix_95	0.252617665877213	0	0.253277381157229	0	0.200155971164707	0	0	0.179734017334766	0.0243154182808401	0	0	0.0483359670626366	0.00376398643229327	0.00175275502512951	0	0	0	0	0	0.0360468376651856	9999	0.629293013855235	0.777423308316553
mix_96	0.269548912146474	0	0.240603873284026	0	0.195117795563092	0	0	0.175955918517354	0.0323399212177342	0	0	0.0442857014486764	0.00495647038085645	0.000823414023935538	0	0	0.000205792152627951	0	0	0.0361622012652236	9999	0.630324064132543	0.776755644536946
mix_97	0.156986736722681	0	0.200330309881889	0.00235624046045043	0.18209463501432	0	0.00144854649613049	0.305360214356102	0.0823861598117687	0	0	0.037996817709553	0.00818126333987604	0.000374389508234883	0	0	0.00172899830054106	0	0	0.0207556883984527	9999	0.608196756625016	0.794783207516105
mix_98	0.165893020355957	0	0.195248496676908	0	0.165800281670345	0	0.00168231736452442	0.346102650188421	0.0465500254202201	0	0	0.0507495138202709	0.00848253808439466	3.54162501711366e-05	0	0	0.000952196255216195	0	0	0.0185035439135715	9999	0.606638290242542	0.796407963854147
mix_99	0.136731636536639	0	0	0.00666369825604098	0.0821727773358684	0	0.0168474112169022	0.57182548933765	0.143468001821076	0	0	0.0263671704752621	0.00272112400853694	0	0	0	0.0132026910120241	0	0	0	9999	0.62819710246399	0.782647851782333
mix_100	0.147719534399434	0	0.163471550770756	0	0.162269575852023	0	0	0.399046607680338	0.0635769329873841	0	0	0.0413138969201506	0.00799181666388587	0	0	0	0.00261353278277443	0	0	0.0119965519432538	9999	0.608324806219511	0.795913716371925
