Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	P-value	Correlation	RMSE
mix_12	0	0.0346907095463437	0.608885680865956	0	0.00332833535840412	0	0.113191758440311	0.0241251418088224	0.0105248138035241	0.205253560176639	9999	0.747318582284276	0.688232821213866
mix_13	0.377292634867665	0	0.238845312977046	0.0161796775067351	0.0412666208373012	0	0.0120866134456867	0.127962765896327	0	0.18636637446924	9999	0.755314402076857	0.683968291858625
mix_14	0.353563061727087	0	0.251433444510946	0	0.0303894642009724	0	0.132576099264426	0.00837507312584859	0	0.22366285717072	9999	0.759321870555307	0.682312637816049
mix_15	0.320162889652111	0	0.127334508922844	0.0864759447666313	0.0221461923705477	0	0	0.110524468784484	0.0191107444694382	0.314245251033945	9999	0.70103741356611	0.723363024300468
mix_16	0.227394521573456	0	0.279430678930352	0	0.0066018788477606	0	0.117708403077946	0.132306247961974	0.00766324980454496	0.228895019803967	9999	0.753545314118889	0.696989923790003
mix_17	0.502089921075981	0	0.0339986426093406	0	0.0236532002088769	0	0.141143238922981	0.0727351837788605	0	0.22637981340396	9999	0.795398630563795	0.617446719983847
mix_18	0.0331503264594598	0.0339605906991489	0.740018208465682	0	0.0103850917488505	0	0.0533084922207366	0.00764741858735367	0	0.121529871818769	9999	0.764968117392221	0.657890746091582
mix_19	0.220789670277249	0	0.418589057813288	0	0.0325707045268099	0	0.0826957348711608	0.0434120425286682	0	0.201942789982824	9999	0.747941079982285	0.702874517044436
mix_20	0.143482325125296	0	0.0440948673964745	0	0.0273248018429587	0	0.184538253774565	0.100779183080589	0.0207041900636511	0.479076378716465	9999	0.745670521172523	0.671632500970075
mix_21	0.261389993191755	0	0.24253433465441	0	0.0279528956750318	0	0.130634162346052	0.067867112117525	0	0.269621502015226	9999	0.748517150650826	0.696300040472166
mix_22	0.27799485471881	0	0.374479534838214	0.0322988071055374	0.0333741247742628	0	0	0.0946040910603482	0	0.187248587502828	9999	0.733653739256155	0.711464951039455
mix_23	0.294123380315914	0	0.394626482021253	0	0.00326078178297468	0	0.107074683565834	0.0547700691221782	0.00242555254221773	0.143719050649628	9999	0.76093079188041	0.68830738783167
mix_24	0	0.0362825448808375	0.779763377053079	0.0124679790558345	0.0231055255589743	0	0.0239721808451845	0.00238083276995744	0	0.122027559836133	9999	0.767033633652039	0.651055719252463
mix_25	0.0738902529456916	0	0.460116772137423	0	0.00364173408827249	0	0.217160533952023	0.0724618732930241	0.00163395720654315	0.171094876377023	9999	0.745642210411221	0.701003406071074
mix_26	0.038265848275322	0.0391996752929186	0.0742419052939372	0.0834626156247584	0.0348602474571521	0	0.11052540420825	0.157449744183833	0.00561618930703622	0.456378370356793	9999	0.679763476849765	0.732910515489103
mix_27	0.273942582474768	0	0.512115226419502	0.0410821362894519	0.0345460812168429	0	0	0.0814523989103839	0	0.0568615746890507	9999	0.733888763442642	0.703071604908925
mix_28	0.186945868344827	0	0.0621809832643919	0	0.0915170272068637	0	0.202226096821745	0.0868678245016029	0.00636002949960103	0.363902170360968	9999	0.746399899721592	0.676215277489432
mix_29	0.15643382720395	0	0.402394886128484	0	0.0276361326244619	0	0.0413809500520597	0.095139173944916	0.00017347550931365	0.276841554536814	9999	0.729966447051155	0.716111135926655
mix_30	0.193405002545845	0	0.386712109996457	0	0.0179854271129676	0	0.0323512952929118	0.100584735185385	0.00101892569608176	0.267942504170351	9999	0.739376763190266	0.70955459424964
mix_31	0.153844505029287	0	0.429365526233898	0	0.00112849711283057	0	0.123885614624643	0.115471183796278	0.00931792897498841	0.166986744228074	9999	0.747102139967469	0.705275316389378
mix_32	0.189421863855588	0	0.315892111375859	0	0.0286288223934925	0	0.064562833219443	0.128055569411269	0	0.273438799744348	9999	0.737543183273798	0.709891608640244
mix_33	0.198006749132216	0	0.448639373946405	0	0.0105134630233098	0	0.0309719804964257	0.105869099057993	0.00712456544609564	0.198874768897555	9999	0.742843890783819	0.706514765582343
mix_34	0	0.0522939062323084	0.664941933161491	0.0099214592979081	0.017984092012566	0	0.0724072748114728	0.029032648823	0	0.153418685661254	9999	0.746943981825577	0.683353750610291
mix_35	0.0841207211856023	0.0224721765809571	0.51399856370568	0	0.0215766930658699	0	0.107221309102867	0	0.00233028320595137	0.248280253153072	9999	0.736196681730767	0.70671974372338
mix_36	0.320806766088084	0	0.215697190460928	0	0.00780263956900468	0	0.11390562818058	0.161729057875278	0.0234870603915154	0.156571657434609	9999	0.765254590396889	0.681742273505589
mix_37	0.301565990403545	0	0.254634210253466	0	0.0121196076526224	0	0.176543887765298	0.147558461418277	0	0.107577842506792	9999	0.760718820146462	0.687189756523569
mix_38	0.141999333846463	0	0.116917929615144	0.00299934627507868	0.0343495611107076	0	0.129056571107232	0.175520284170946	0.0316308997668972	0.367526074107532	9999	0.717896110178317	0.706508888032576
mix_39	0.346812582552521	0	0.14462711469482	0.0314760600991747	0.0368131846171683	0	0.0157373266148782	0.0869734963855659	0.0137133345502272	0.323846900485645	9999	0.734138660341716	0.696127601621146
mix_40	0.226964556245794	0	0.427588235736177	0	0.00458048616623784	0	0.0676550000593306	0.132602472512366	0.00216574148954373	0.138443507790551	9999	0.75605074657611	0.69677542659699
mix_41	0.058443542929023	0.0198340922815946	0.597171371739285	0.00756454341795522	0.0323862628944885	0	0.0483634324409181	0.0298450199211071	0	0.206391734375629	9999	0.739164155366422	0.696853477150694
mix_42	0.328553576743691	0	0.0616786650929208	0	0.0222918621708183	0	0.163003448258324	0.0946106636234523	0.000935674662458022	0.328926109448336	9999	0.763308432287808	0.661577046808615
mix_43	0.00616639196359023	0.0377164774996776	0.323509232767815	0.00712593599136491	0.0450426667249398	0	0.0931797952739416	0.0360973710544053	0	0.451162128724266	9999	0.694556489395294	0.730203326010016
mix_44	0.0551386152809377	0.0309375285496071	0.280205493448056	0.00313054887754274	0.0421838926072116	0	0.129687765655464	0.170886553484217	0.00854889368233193	0.279280708414631	9999	0.718178289633846	0.718327323640719
mix_45	0.0183208319978547	0	0.441519556256461	0	0	0	0.316626270944051	0.0529671948775639	0.0117668501148286	0.158799295809241	9999	0.74028309277947	0.700385535821768
mix_46	0.171115473820248	0	0.154047231466891	0	0.0471277090854938	0	0.0753085188495166	0.117337907591998	0	0.435063159185853	9999	0.725058115981536	0.701607564356604
mix_47	0.219952611972776	0	0.423072628816054	0	0.00859968568049892	0	0.136080448826482	0.0628768489826451	0.00303734679365655	0.146380428927887	9999	0.750360981030287	0.70129869814791
mix_48	0.25633267567982	0	0.516560771535845	0.110944107182045	0	0	0	0.0461451533191398	0	0.0700172922831505	9999	0.734071566147506	0.703576479431531
mix_49	0.236248320857708	0	0.444337444238024	0.0255304242096095	0.0127468011574627	0	0	0.0700491747096913	0	0.211087834827505	9999	0.730513954330267	0.713232169424305
mix_50	0.280095828792791	0	0.156007421525214	0	0.00699573606325393	0	0.277525610627423	0.0857641673029962	0.0236053791639036	0.170005856524418	9999	0.767424802847433	0.674107277495982
mix_51	0.226299925929911	0	0.500914013026474	0.0411723894119909	0.0336325680725984	0	0	0.116426233476208	0	0.0815548700828169	9999	0.735489744601396	0.707356832788444
mix_52	0.391026718911203	0	0.0837720176928888	0	0.0165845009055503	0	0.0540917951324982	0.0317637860363714	0.00748339332130089	0.415277788000187	9999	0.758137945826896	0.664622397446395
mix_53	0.253594399105421	0	0.472743415042482	0.00968093561075484	0.00634488506611786	0	0	0.0713025978099687	0	0.186333767365255	9999	0.743967425176306	0.699868865288982
mix_54	0.332280490834704	0	0.0866331130876766	0	0.0311012628210285	0	0.182656302171791	0.0057887482474869	0	0.361540082837313	9999	0.757280339988583	0.669024265319921
mix_55	0.241382407826628	0	0.473472111375699	0	0.0141458120882205	0	0.00507661795775442	0.0426752933511908	0.00129787773380093	0.221949879666706	9999	0.744392882350915	0.699764002253675
mix_56	0.161244465456949	0	0.30135440336955	0	0.0146178501294866	0	0.245008942257903	0.115758120002014	0.00120491802326524	0.160811300760831	9999	0.747226816198176	0.702145469936027
mix_57	0.0217547783975656	0	0.510773815301399	0	0.0235511926540798	0	0.0860494505858609	0.0818458804263093	0.00679175518578944	0.269233127448996	9999	0.724941906493701	0.711294600916159
mix_58	0.189357812810629	0	0.282295500208536	0	0.0445909669876491	0	0.0793054782459397	0.0775692102317941	0.0111334730436732	0.315747558471779	9999	0.72677029136396	0.715916881413172
mix_59	0	0.053962628417698	0.585720037334064	0	0.0214910464753565	0	0.0706708605692005	0.0109647489622319	0.00797003541712584	0.249220642824323	9999	0.72911272932644	0.705249128341759
mix_60	0.301909946633131	0	0.319861985513679	0	0.0278373229640487	0	0.148653181010298	0.00686308991089257	0	0.194874473967951	9999	0.747646919850986	0.698670280089627
mix_61	0.272070861752319	0	0.0588936331484483	0	0	0	0.333599582335126	0.195981120473765	0.018396712750152	0.12105808954019	9999	0.775029506321646	0.65241205921675
mix_62	0.23299514678901	0	0.100545536125946	0	0.0158786493394777	0	0.119256636920344	0.120421645585418	0.0150823447664181	0.395820040473386	9999	0.736766395595942	0.689660056961393
mix_63	0.025134563182084	0.0363842895975556	0.563299752378825	0	0.0195336728263727	0	0.135029102998704	0.0621099830318389	0	0.15850863598462	9999	0.739591341846524	0.700127767716498
mix_64	0.231066192132757	0	0.452440869695185	0	0	0	0.139820072499504	0.0552670831069117	0.00473794822166332	0.116667834343978	9999	0.75284219719711	0.696783825178115
mix_65	0.132961873324251	0.0189191822002752	0.345515464099045	0.0936789920861022	0.0163062956697605	0	0	0.0717392351763534	0.0112849784402045	0.309593979004007	9999	0.687019797197884	0.745428522694073
mix_66	0.227759962237027	0	0.503187672183643	0.0371875804375783	0.0340862495796901	0	0	0.096153453435222	0	0.10162508212684	9999	0.733193646535009	0.708403586165332
mix_67	0.331027991609685	0	0.104868611528452	0	0.0438453840805112	0	0.0216016434420717	0.127922721868644	0.0159268512952661	0.35480679617537	9999	0.748638647881844	0.680205993285179
mix_68	0.0804590506087978	0.00356848652794198	0.189016919264758	0	0.0654122045312706	0	0.0910930734486384	0.0216041054290368	0.0198705178882077	0.528975642301349	9999	0.693454937652561	0.725328117132517
mix_69	0.219986657155645	0	0.480469506459561	0	0.00108168209655677	0	0.107282517586056	0.0488636513651183	0.00206634472077924	0.140249640616283	9999	0.754718927402866	0.693724511086086
mix_70	0.346634212429637	0	0.269367671418595	0.210595859004036	0	0	0	0.0790183049659574	0	0.0943839521817736	9999	0.696829369053219	0.731350400239861
mix_71	0.29200996383012	0	0.561691997141568	0	0	0	0.0523002134265444	0	0.000777555093897273	0.0932202705078703	9999	0.75982134414555	0.673359396683158
mix_72	0.467067905661248	0	0.14414655395968	0	0.00585385444340252	0	0.135310067077452	0.0827982471890708	0	0.164823371669146	9999	0.784746503339888	0.640468278661463
mix_73	0.333726045307324	0	0.246337469575025	0.065492370525361	0.0308558914359732	0	0	0.134587755856111	0	0.189000467300206	9999	0.706206644695019	0.726681838234309
mix_74	0.269349618830924	0	0.346686178349362	0	0.0119403150656188	0	0.0581531811813357	0.096893057358668	0.00396846568635164	0.21300918352774	9999	0.747992126414062	0.701418261980641
mix_75	0.232581288405698	0	0.537891513969202	0.0288351325552154	0.00397433378478122	0	0	0.105071819134192	0	0.0916459121509121	9999	0.744878720483816	0.695661641972979
mix_76	0.114821116277718	0	0.251615105010491	0	0.039033781616847	0	0.0905412396239516	0.113410190402816	0.0101826240533987	0.380395943014777	9999	0.71137995494679	0.720442954199105
mix_77	0.134345693678352	0	0.0689371572478544	0	0.0399582925643414	0	0.211052130687882	0.208862868625514	0	0.336843857196056	9999	0.75272576798333	0.668220091321431
mix_78	0.190806347963402	0	0.49483467898208	0	0.023205480276799	0	0.00524226853333102	0.0433303524785275	0.0190354569447042	0.223545414821156	9999	0.741152564143284	0.704643905930479
mix_79	0.0386390534914295	0.0253521913827919	0.601833402539694	0	0.0105018488444721	0	0.133056131552389	0.0367315105840635	0.00358328091446841	0.150302580690691	9999	0.752894182611574	0.685722171576247
mix_80	0.260503342899232	0	0.262144648662268	0	0.041591065005614	0	0.194708941100277	0.0351432112607532	0	0.205908791071856	9999	0.731429962516156	0.711711860920422
mix_81	0.162222358213437	0	0.259010504139118	0	0.0181102658771874	0	0.254061546981734	0.137054846389256	0	0.169540478399268	9999	0.745582842226245	0.69999500508155
mix_82	0.22230205266331	0	0.435285455465813	0	0.0239767915210642	0	0.069973716874303	0.0393808239676726	0.019828694680762	0.189252464827076	9999	0.747787548123004	0.703662033670669
mix_83	0.19298899144458	0	0.554515961861362	0.0113808640941285	0.0139566016283797	0	0.012244688540368	0.0502931575943706	0.00992375417999808	0.154695980656813	9999	0.74694878940363	0.694372431059948
mix_84	0.208365635632321	0	0.311733879556411	0	0.0122420764711663	0	0.196539152061375	0.0963745766283769	0	0.17474467965035	9999	0.745796349282525	0.704442666803143
mix_85	0.164863146040872	0	0.290993034503041	0	0.0149388857213098	0	0.213942276010221	0.110055134090007	0	0.20520752363455	9999	0.746440389911907	0.70176267621139
mix_86	0.064562609082452	0.0317252866487807	0.176131912013339	0	0.0585823180878297	0	0.213745513611869	0.105575893123488	0.0134952297007856	0.336181237731456	9999	0.735474088555182	0.694848224002752
mix_87	0.136233872197936	0	0.394873277124482	0	0.0135195524478355	0	0.203640243888239	0.112220508236554	0.000306513751044304	0.139206032353909	9999	0.744407116709853	0.706935256058824
mix_88	0.20480294798767	0	0.239344261304707	0	0.0214871412475643	0	0.0545825216364037	0.121756459920797	0.0127768278274258	0.345249840075432	9999	0.7342947100567	0.706560855112824
mix_89	0.202343614402238	0	0.11216066964743	0	0.0207740015927133	0	0.147401165427359	0.165907576811981	0.00434209225450908	0.347070879863769	9999	0.74803490462577	0.680769223711598
mix_90	0.0784670193464023	0.0246557244623143	0.456438944317343	0	0.0355478857006182	0	0.171292098622595	0.0187309104853317	0	0.214867417065395	9999	0.735769596626681	0.710867752452261
mix_91	0.169266499565889	0	0.524971583180931	0.0458239495229132	0.026139284955492	0	0	0.123950326591501	0	0.109848356183274	9999	0.733485317025059	0.709404114584214
mix_92	0.173434260782683	0	0.426542463721932	0	0.00370058086353022	0	0.151626757377188	0.0964341920898329	0.0032940097093027	0.144967735455531	9999	0.748410413148102	0.703907064715553
mix_93	0.0156293108050386	0.00683367895645806	0.808920962670992	0.00864482745006899	0	0	0.0358758939830116	0.0441088506003123	0.00984699340442337	0.0701394821296956	9999	0.769387765767776	0.646287962263593
mix_94	0.0147882748178168	0.000855626216947125	0.628607124450152	0.0780241252066357	0	0	0	0	0.0119749802219267	0.265749869086522	9999	0.733269579109895	0.695348446748897
mix_95	0.24665840919421	0	0.433849519376045	0.0949492604696734	0	0	0	0.0498308194865697	0.00258964565849049	0.172122345815011	9999	0.721709979815809	0.720047636213238
mix_96	0.197327563109417	0	0.391637759426745	0.15429303050651	0	0	0	0.103973889647707	0	0.152767757309621	9999	0.695735787112986	0.741183077501573
mix_97	0.122390421151103	0.00630280929077387	0.522464448251249	0	0.0138798950704563	0	0.105658400279035	0.0445681209018811	0	0.184735905055501	9999	0.743428554683082	0.701510827567527
mix_98	0.221072818747939	0	0.443994016986682	0	0.00152192950332712	0	0.0999962587959883	0.0650422281181764	0.00281739433135005	0.165555353516536	9999	0.752239660582534	0.698289886057348
mix_99	0.161846877323042	0	0.0327455631252865	0	0.00734620954027363	0	0.359576344317919	0.208120424811698	0.0186757519804731	0.211688828901307	9999	0.774593602191495	0.644925592331121
mix_100	0.189355164773008	0	0.389585223165547	0	0.00645281722545951	0	0.14340596472914	0.0960554802894948	0.00300694240135678	0.172138407415995	9999	0.747316119512928	0.705299470994465
