B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
Mix_1	2.60995867003284e-58	0	0	1.12762860841521e-42	0	0	0	0	1	0	3.67512208238372e-44
Mix_2	2.49331948765671e-11	0	0	0.999999919738474	0	0	0	0	0	0	8.02365929254945e-08
Mix_3	2.60453052232433e-17	0	0	0.996708542900874	0	0	0	0	0	0	0.00329145709912566
Mix_4	1.73319215512043e-15	0	0	0.999999994001097	0	0	0	0	0	0	5.99890111000838e-09
Mix_5	0.997641634439726	5.02922123356376e-08	0	0.00235210969416338	0	0	0	0	0	0	6.20557389874071e-06
Mix_6	7.10890666764079e-97	0	0	9.6065971173714e-89	0	0	0	0	1	0	5.5709855737292e-88
Mix_7	6.85185751093874e-22	0	0	0.999999999999999	0	0	0	0	0	0	1.1229363536874e-15
Mix_8	3.96283448185913e-15	0	0	0.999999991214746	0	0	0	0	0	0	8.78525024374008e-09
Mix_9	5.24738982111551e-10	0	0	0.99999384546628	0	0	0	0	0	0	6.1540089813291e-06
Mix_10	0.000479485994192425	0	0	0.431435068983746	0	0	0	0	0	0	0.568085445022061
Mix_11	1.16923901541074e-16	0	0	0.99999999999063	0	0	0	0	0	0	9.3699615687898e-12
Mix_12	3.63495257375483e-23	0	0	0.00108449168622774	0	0	0	0	0.998915437963712	0	7.03500601855845e-08
Mix_13	0.000187699049700386	2.30399646047742e-17	0	0.999812255444601	0	0	0	0	0	0	4.55056992213551e-08
Mix_14	3.92366538541355e-23	0	0	0.999999999821168	0	0	0	0	0	0	1.78831509843139e-10
Mix_15	4.53903423343196e-23	0	0	0.999999999999862	0	0	0	0	0	0	1.38052596889967e-13
Mix_16	4.77421012033434e-15	0	0	0.999999999826018	0	0	0	0	0	0	1.73976952513675e-10
Mix_17	6.1214645251442e-19	0	0	0.999999999999217	0	0	0	0	0	0	7.83088296451781e-13
Mix_18	2.45970972659931e-23	0	0	0.999999999999983	0	0	0	0	0	0	1.69187634391543e-14
Mix_19	1.18932197411342e-22	0	0	0.000120689444422017	0	0	0	0	0.999878674030384	0	6.36525193707488e-07
Mix_20	2.19025754510677e-10	0	0	0.999986242955071	0	0	0	0	0	0	1.37568259034923e-05
Mix_21	1.63668235434309e-25	0	0	2.33587348622178e-16	0	0	0	0	1	0	5.90514302467239e-21
Mix_22	3.11895439332275e-74	0	0	5.87477267844577e-59	0	0	0	0	1	0	1.28948931927926e-58
Mix_23	5.83282011368235e-07	1.7824171861771e-18	0	0.999999415940821	0	0	0	0	0	0	7.77167998532593e-10
Mix_24	0	0	0	0.999999999999999	0	0	0	0	0	0	1.06795703959647e-15
Mix_25	1.65077576929747e-05	0	0	0.999983491283637	0	0	0	0	0	0	9.58670484669025e-10
Mix_26	9.10522522035838e-19	0	0	0.999999999999903	0	0	0	0	0	0	9.68798897625544e-14
Mix_27	1.00043873579636e-06	9.13070954375603e-21	0	0.999981419546303	0	0	0	0	0	0	1.75800149611292e-05
Mix_28	6.3420125298043e-13	0	0	0.999660688004093	0	0	0	0	2.39622899206325e-19	0	0.000339311995273159
Mix_29	5.68017410908073e-11	0	0	0.999999998776651	0	0	0	0	0	0	1.16654759169786e-09
Mix_30	1.34680628903016e-10	0	0	0.999709182183539	0	0	0	0	0	0	0.000290817681780632
Mix_31	7.17665228376308e-11	0	0	0.999998723632391	0	0	0	0	0	0	1.27629584301988e-06
Mix_32	1.47339399929362e-23	0	0	0.999999999999909	0	0	0	0	0	0	9.1305732362178e-14
Mix_33	1.21904437034894e-24	0	0	0.999999999956892	0	0	0	0	0	0	4.31081202264316e-11
Mix_34	7.43581304339178e-71	0	0	1.29798266711116e-61	0	0	0	0	1	0	1.548388098027e-60
Mix_35	6.28731777353986e-15	0	0	0.999999963635026	0	0	0	0	0	0	3.63649677192062e-08
Mix_36	2.58323366990644e-11	0	0	0.999999796566402	0	0	0	0	0	0	2.03407766020424e-07
Mix_37	7.18300873989299e-20	0	0	0.999997683033048	0	0	0	0	0	0	2.31696695222251e-06
Mix_38	9.83394896147843e-24	0	0	0.999999452584477	0	0	0	0	0	0	5.47415522557876e-07
Mix_39	2.56766019379853e-65	4.54161706517689e-65	0	8.98895610115464e-58	0	0	0	0	1	0	1.22768417663169e-60
Mix_40	2.65605467966369e-12	0	0	0.999948423188953	0	0	0	0	0	0	5.15768083909191e-05
Mix_41	9.69764998109608e-12	0	0	0.999815145253168	0	0	0	0	0	0	0.000184854737134715
Mix_42	5.00950503506365e-20	0	0	0.999999999999953	0	0	0	0	0	0	4.6966384990546e-14
Mix_43	2.17954828998244e-05	0	0	0.956526692706407	0	0	0	0	0	0	0.0434515118106934
Mix_44	2.34337088326049e-20	0	0	0.999995188881319	0	0	0	0	0	0	4.81111868090918e-06
Mix_45	1.04946640949354e-19	0	0	0.999998790874366	0	0	0	0	0	0	1.20912563362898e-06
Mix_46	1.60277049369247e-08	0	0	0.999999983807214	0	0	0	0	0	0	1.65081020334803e-10
Mix_47	1.51779152776516e-11	0	0	0.700851399153844	0	0	0	0	0.0570662011942794	0	0.242082399636698
Mix_48	2.3615509084949e-12	0	0	0.999999956660181	0	0	0	0	0	0	4.33374571383317e-08
Mix_49	2.31367519054471e-20	0	0	0.999999999165276	0	0	0	0	0	0	8.34724370744028e-10
Mix_50	1.01536693025783e-18	0	0	0.999999865813622	0	0	0	0	0	0	1.34186377775657e-07
Mix_51	4.16981883091631e-15	0	0	0.999999999907375	0	0	0	0	0	0	9.26208523513224e-11
Mix_52	1.01982601604979e-22	0	0	0.999999916534538	0	0	0	0	0	0	8.34654616922741e-08
Mix_53	4.5630069909415e-12	0	0	0.999921722817754	0	0	0	0	6.89874859572456e-21	0	7.82771776827837e-05
Mix_54	0	0	0	0.0287315816535802	0	0	0	0	3.52442714453856e-08	0	0.971268383102148
Mix_55	0	0	0	0.351734916796068	0	0	0	0	0	0	0.648265083203932
Mix_56	4.11040984822922e-23	0	0	0.999999996677985	0	0	0	0	0	0	3.32201516494251e-09
Mix_57	0	0	0	0.999881186405445	0	0	0	0	0	0	0.000118813594555315
Mix_58	2.15660873874505e-14	0	0	0.999999987586252	0	0	0	0	0	0	1.24137262965483e-08
Mix_59	7.92863338461126e-15	0	0	0.931587842003296	0	0	0	0	0	0	0.0684121579966962
Mix_60	0.00038248538148893	2.57676346336888e-20	0	0.999617511242242	0	0	0	0	0	0	3.37626890931648e-09
Mix_61	1.01469539977077e-07	0	0	0.999863187128912	0	0	0	0	0	0	0.000136711401547774
Mix_62	0.995144141127268	8.19581997463425e-19	0	0.00485474186455391	0	0	0	0	0	0	1.11700817823546e-06
Mix_63	2.09828031607495e-17	0	0	0.944914325141784	0	0	0	0	0	0	0.0550856748582161
Mix_64	4.31553275892334e-60	0	0	5.65910822967233e-53	0	0	0	0	1	0	8.23360705880176e-53
Mix_65	3.30359128910813e-11	0	0	0.999907952853371	0	0	0	0	1.22902892384183e-19	0	9.20471135935827e-05
Mix_66	1.09596178628475e-10	0	0	0.99999999777052	0	0	0	0	0	0	2.11988423078043e-09
Mix_67	1.87745678291058e-07	0.999999809093919	0	6.41351982070158e-10	0	0	0	0	5.3653117166692e-24	0	2.51905066440491e-09
Mix_68	9.61820645696103e-24	0	0	0.999999999999977	0	0	0	0	0	0	2.32582585275599e-14
Mix_69	0.464514829822237	5.87918638586067e-14	0	0.535417018301033	0	0	0	0	0	0	6.81518766717455e-05
Mix_70	5.71481154572097e-24	0	0	0.999999999999943	0	0	0	0	0	0	5.73247734181777e-14
Mix_71	4.83863427976306e-10	0	0	0.999935200278218	0	0	0	0	0	0	6.47992379184912e-05
Mix_72	7.84136850846083e-42	0	0	1.41189697243851e-22	0	0	0	0	1	0	3.70773613425882e-32
Mix_73	1.79759623829128e-22	0	0	0.99999999520402	0	0	0	0	0	0	4.79598005176077e-09
Mix_74	0.000385619650788972	0	0	0.493072983615846	0	0	0	0	0	0	0.506541396733365
Mix_75	1.66637047072682e-11	0	0	0.999912274605955	0	0	0	0	0	0	8.7725377381157e-05
Mix_76	4.85970182905882e-10	0	0	0.999989256598224	0	0	0	0	0	0	1.07429158060215e-05
Mix_77	2.61357419528293e-17	0	0	0.998854494698876	0	0	0	0	5.43745490993105e-05	0	0.00109113075202412
Mix_78	2.20983412734242e-24	0	0	0.999999999999941	0	0	0	0	0	0	5.94933527794482e-14
Mix_79	0	0	0	0.782486663145518	0	0	0	0	0	0	0.217513336854482
Mix_80	1.53827363395746e-16	0	0	0.999999999999517	0	0	0	0	0	0	4.82503664897544e-13
Mix_81	8.64153052448982e-12	0	0	0.998506854155451	0	0	0	0	0	0	0.00149314583590786
Mix_82	1.11726256345381e-10	0	0	0.999999992288868	0	0	0	0	0	0	7.59940571933869e-09
Mix_83	1.9608144891231e-05	0	0	0.922282466062929	0	0	0	0	0	0	0.0776979257921794
Mix_84	5.64663927566894e-16	0	0	0.999999973204713	0	0	0	0	0	0	2.67952862911657e-08
Mix_85	6.33566187865468e-12	0	0	0.999999996590355	0	0	0	0	0	0	3.40330965999916e-09
Mix_86	1.5477490430719e-17	0	0	0.996885546125648	0	0	0	0	0	0	0.00311445387435188
Mix_87	1.22800518459888e-29	1	0	1.49153145749648e-40	0	0	0	0	0	0	1.50904300518739e-37
Mix_88	2.45167243213455e-13	0	0	0.999999999956089	0	0	0	0	0	0	4.36661901924309e-11
Mix_89	1.7824984170646e-40	0	0	1.09299975139031e-19	0	0	0	0	1	0	5.45466831392056e-25
Mix_90	5.14748213623878e-11	0	0	0.999534120613917	0	0	0	0	0	0	0.000465879334607735
Mix_91	2.07130205251243e-15	0.999999999999998	0	7.54157061889499e-21	0	0	0	0	0	0	9.63921931207087e-25
Mix_92	7.57607417754627e-14	0	0	0.999995166626804	0	0	0	0	0	0	4.83337311999499e-06
Mix_93	2.76658622366446e-31	0	0	0.101475313773127	0	0	0	0	0.898524686151387	0	7.54855929221132e-11
Mix_94	2.06811423690061e-10	0	0	0.999999999623835	0	0	0	0	0	0	1.69353413750866e-10
Mix_95	1.4203929440554e-18	0	0	0.999999999857845	0	0	0	0	0	0	1.42154947286979e-10
Mix_96	2.24003380961107e-23	0	0	0.999999999996179	0	0	0	0	0	0	3.82093335849794e-12
Mix_97	1.03171940365953e-08	0	0	0.30933336902379	0	0	0	0	0	0	0.690666620659016
Mix_98	1.20917293879121e-204	3.74531044010157e-175	0	1.0738552898827e-201	0	0	0	0	1	0	6.98266479554747e-200
Mix_99	0	0	0	1	0	0	0	0	0	0	6.92963397444833e-20
Mix_100	6.24268249682734e-25	0	0	1.87812931876558e-15	0	0	0	0	0.999999999999998	0	2.10383920985573e-18
