Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	otherCells
Mix_1	0.318650686612648	0.0577879835800046	0.24979204330642	1.69314297674236e-05	0.373693975448375	5.830788476665e-05	7.17380183318466e-08
Mix_2	0.337874694137587	0.0366972757272093	0.203540334861394	0.00110914909421344	0.4207777796576	6.24804568374094e-07	1.41717427018192e-07
Mix_3	0.190896478627451	0.0194557315235297	0.220839504446478	0.0140317268010121	0.554775090904533	1.40882927878428e-06	5.88677172297004e-08
Mix_4	0.189917415707625	0.0213765240034947	0.234206187806082	0.000601589869481929	0.553897863088878	4.16994976996266e-07	2.52946109940642e-09
Mix_5	0.405001352592169	0.00868640540125183	0.194619846914085	0.0262915449478601	0.365400619953209	1.67564566485995e-07	6.26268588575129e-08
Mix_6	0.396277543322519	0.0636285580852421	0.171279469880047	1.28682036672489e-07	0.368814108570287	1.86128084560873e-07	5.33178293932223e-09
Mix_7	0.282776287927854	0.00464453865356084	0.159872517449767	0.0154033245695671	0.433318638269518	0.103984657743208	3.53865237013846e-08
Mix_8	0.414342488918553	0.0419231393811422	0.0905897458310479	3.2980965934047e-06	0.398023735219011	0.0551175611592247	3.13944280192244e-08
Mix_9	0.254160284732828	0.0619834894395666	0.205005228155163	0.000377162825181048	0.311162034763252	0.167311799580713	5.0329638066578e-10
Mix_10	0.432039688221602	0.0377064602453222	0.124947547733193	5.95518760094982e-07	0.405279520845391	2.61412025118317e-05	4.62332207068004e-08
Mix_11	0.277515650955999	0.0250951708872757	0.207666095485666	0.000299890892814823	0.489367852267725	3.87015550880848e-06	5.14693550107692e-05
Mix_12	0.161868353310121	0.0509805879177749	0.209341938898987	7.52902373999709e-08	0.308976721415765	0.268832297315384	2.58517303749247e-08
Mix_13	0.396852408716335	0.0157039992585266	0.129733076313893	0.0195230771499768	0.401226193747666	0.0369612147231346	3.00904685769324e-08
Mix_14	0.16939828125375	0.00797512101744552	0.238857766123612	2.06077075078101e-06	0.576777893114483	0.00698887378944379	3.93051535281699e-09
Mix_15	0.236222722190095	0.0327818017753424	0.112184616068511	2.14801688810107e-07	0.316734018139634	0.302076498989919	1.28034810300671e-07
Mix_16	0.315823416068486	0.0290096410579129	0.10378862829469	0.0317764050677284	0.51960161610215	2.92680950569003e-07	7.28081236392292e-10
Mix_17	0.296960743770027	0.0187737227331451	0.153823322213528	2.19908955355756e-05	0.530386926622208	2.95996369039063e-05	3.69412865255749e-06
Mix_18	0.23491366743347	0.036377539504261	0.144284859159652	1.21816959967103e-05	0.583218982208326	0.00119275542327383	1.45750205107863e-08
Mix_19	0.243467528260473	0.042091198267826	0.213548117121939	0.0027573222196293	0.333344425263728	0.164791345957723	6.29086809582731e-08
Mix_20	0.395946198220675	0.0396298698491756	0.124010432588142	7.90680431673833e-05	0.440333712830432	5.54951699772879e-07	1.63516707601155e-07
Mix_21	0.40228500645165	0.0509652624244384	0.0998159427548957	2.14207339724911e-07	0.446930557739359	2.77633441273569e-06	2.4008790453764e-07
Mix_22	0.24290690300952	0.053835119784301	0.180582268886883	1.47245272170068e-07	0.414242112343982	0.108433373349803	7.53802390560404e-08
Mix_23	0.42929488628222	0.0299639641977775	0.129786882960886	3.35975096670345e-07	0.410001640735588	0.000952285672207937	4.17622404337088e-09
Mix_24	0.145828337687839	0.0420940809069735	0.118838170536336	1.7188942100479e-06	0.693237113770871	5.7333656917957e-07	4.86720201855141e-09
Mix_25	0.357427951498191	0.00977582649517427	0.111898687763612	0.0491811145458732	0.471714700031248	1.71866950817808e-06	9.96393135971214e-10
Mix_26	0.294198141522304	0.0213555054231106	0.110607987982127	0.00653457150659711	0.565769295329259	0.00153442878458872	6.94520133369905e-08
Mix_27	0.402004737836033	0.039749870032848	0.0233844236834173	4.78856597211624e-09	0.534840130878711	1.27181061807368e-05	8.1146742444649e-06
Mix_28	0.379496617584392	0.0462226075329137	0.148071085213246	1.24446606043052e-07	0.423271394655252	0.00290989382027199	2.82767473184283e-05
Mix_29	0.359233976623023	0.0239449142368699	0.0813256163752671	1.83741029409338e-06	0.535492931757776	6.94987398521037e-07	2.86093715503288e-08
Mix_30	0.213933191152179	0.00741672378994075	0.221881931417853	2.09468391045821e-06	0.556765983602998	4.25398396914064e-08	3.28132791925758e-08
Mix_31	0.335353194990248	0.0309413208083377	0.127549051355853	0.000383058801304658	0.505743508091069	2.98624484026818e-05	3.50478410496404e-09
Mix_32	0.257949286494415	0.0438400958262286	0.088986063407204	0.000238957554186664	0.476059944737714	0.132925613003816	3.89764354152556e-08
Mix_33	0.214831304683929	0.0388167851960044	0.155834343879009	1.39811308744762e-06	0.590515490215038	6.54441397341008e-07	2.34715351409795e-08
Mix_34	0.438007420624921	0.0538670963666127	0.156995704049117	1.66061275035364e-05	0.351063479996737	4.96592616230608e-05	3.35734853790298e-08
Mix_35	0.291977345605582	0.0207994339392369	0.216592478483233	0.000367867497043025	0.353382980668601	0.116879887972191	5.83411337654859e-09
Mix_36	0.305965584814862	0.0224996699771861	0.156876009408418	0.0225862191578636	0.492072056758452	3.16887739900577e-07	1.42995478483493e-07
Mix_37	0.24222706368118	0.0183660468625774	0.268652038637445	7.58274226685818e-05	0.369078525378239	0.101600474706487	2.33114032510915e-08
Mix_38	0.20246145512918	0.0456567337901383	0.23596401966691	0.000205843863965111	0.513425336825654	0.00228658918773325	2.15364189504326e-08
Mix_39	0.518272949979774	0.0549269898314221	0.0557964870895603	7.15874465016249e-08	0.28902843358187	0.0819750661193586	1.81056851599459e-09
Mix_40	0.253819880645008	0.011926247427753	0.217870725686954	0.0178293735870411	0.490664681172387	0.00788909133828838	1.42569613513244e-10
Mix_41	0.267857542844891	0.0245510933371938	0.299565857728299	0.000159500767577329	0.376200354100462	0.0316656487862418	2.43533498243763e-09
Mix_42	0.31265576668637	0.0241171814679953	0.0680051909276714	1.76925744782331e-06	0.531276703611337	0.0639431585929204	2.29456257107244e-07
Mix_43	0.386593248950172	0.0354288854473744	0.165713239238648	1.8039297758081e-07	0.412254108017635	9.87082594269382e-06	4.67127251088953e-07
Mix_44	0.217352283131208	0.0418006330429032	0.284552538075851	5.54244353092826e-06	0.45628892154855	5.59938422186178e-08	2.5764114199285e-08
Mix_45	0.258464454525948	0.0338115278244529	0.128261922178926	0.00146657150774981	0.57799311063617	2.36881662989955e-06	4.45101232645901e-08
Mix_46	0.360933526214659	0.0329859394826573	0.0367872252164396	8.40656842747154e-07	0.56929065930522	1.80297973053066e-06	6.14445041662721e-09
Mix_47	0.36008560364078	0.0453816113373046	0.168508158922141	0.010573161529288	0.415450956581209	4.73679309879988e-07	3.43099674754872e-08
Mix_48	0.291356423567022	0.0219278969100328	0.16486454297633	6.17831297684786e-07	0.205398479807928	0.316452024432225	1.44751650521366e-08
Mix_49	0.14692991946628	0.0130725192633813	0.297705210251257	1.27524439771838e-07	0.475518269881286	0.0667739458441337	7.76922205302295e-09
Mix_50	0.237532996653473	0.0333978949634937	0.0836820677539656	7.73838254431375e-05	0.645289597166818	1.71189326342208e-05	2.94070417207735e-06
Mix_51	0.321515854215638	0.0309601809444695	0.147316954807198	0.00707271680584117	0.492599450550949	0.000534761831847332	8.08440578868546e-08
Mix_52	0.158935536422767	0.022774952938706	0.185798766421399	0.000413367568441397	0.632034587772514	4.27885439637968e-05	3.32208453482741e-10
Mix_53	0.36049926549253	0.0447997969116875	0.104144053027881	1.90798590721564e-09	0.490556482511618	2.08947151011324e-07	1.91201146231545e-07
Mix_54	0.268258246296842	0.0408237324732262	0.371034029651372	7.23916614907992e-07	0.310881775209463	0.00900145062173907	4.18307422865916e-08
Mix_55	0.154470270020373	0.0226219735785153	0.293882992843669	2.46652741738129e-07	0.529023834395268	6.6079228251027e-07	2.17171502969434e-08
Mix_56	0.263002576790048	0.0368330707113985	0.0904704741797714	0.000208385213587766	0.524430257399156	0.0850541570525205	1.07865351832976e-06
Mix_57	0.0945871175910095	0.0302999983005148	0.4435797250756	5.91068197633039e-08	0.429535137643517	0.00199793930829756	2.29742409837558e-08
Mix_58	0.23011217169579	0.0268569694132039	0.168322475263076	2.67490789352454e-06	0.563540161392366	0.0111655424993392	4.82833092337758e-09
Mix_59	0.166484376693633	0.0174500363164861	0.332395448433623	2.71565674069596e-07	0.483669437663756	4.25636901657736e-07	3.68992589222759e-09
