Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
Mix_1	2.42525659922992e-200	5.08055866954758e-54	1.47268732673556e-211	0	1	2.12926804846524e-215
Mix_2	0	0	0	0	NA	0
Mix_3	0	0	0	0	NA	0
Mix_4	0	0	0	0	NA	0
Mix_5	1.78250602493062e-157	1.85833629882516e-214	1.98273695298468e-225	0	1	8.97653204345368e-234
Mix_6	6.27870576344886e-138	2.91939150103921e-16	8.50807654605073e-208	0	1	3.4275932285546e-196
Mix_7	0	0	0	0	NA	0
Mix_8	0	0	0	0	NA	0
Mix_9	0	0	0	0	NA	0
Mix_10	4.42633383851634e-159	1.52175920461089e-130	5.47117951835131e-245	0	1	9.92384465873789e-215
Mix_11	0	0	0	0	NA	0
Mix_12	0	0	0	0	NA	0
Mix_13	0	0	0	0	NA	0
Mix_14	0	0	0	0	NA	0
Mix_15	0	0	0	0	NA	0
Mix_16	0	0	0	0	NA	0
Mix_17	0	0	0	0	NA	0
Mix_18	0	0	0	0	NA	0
Mix_19	8.89721237055782e-226	1.98920523342847e-95	8.78996172226868e-224	0	1	3.72730430879069e-205
Mix_20	0	0	0	0	NA	0
Mix_21	0	0	0	0	NA	0
Mix_22	7.78810718042273e-217	6.15155250051583e-68	7.14742274048398e-234	0	1	3.31005071750941e-207
Mix_23	0	0	0	0	NA	0
Mix_24	0	0	0	0	NA	0
Mix_25	0	0	0	0	NA	0
Mix_26	0	0	0	0	NA	0
Mix_27	0	0	0	0	NA	0
Mix_28	0	0	0	0	NA	0
Mix_29	0	0	0	0	NA	0
Mix_30	0	0	0	0	NA	0
Mix_31	0	0	0	0	NA	0
Mix_32	0	0	0	0	NA	0
Mix_33	0	0	0	0	NA	0
Mix_34	8.14579712671241e-149	3.11988978744367e-54	7.99647776219862e-227	0	1	6.297982990894e-207
Mix_35	0	0	0	0	NA	0
Mix_36	0	0	0	0	NA	0
Mix_37	0	0	0	0	NA	0
Mix_38	0	0	0	0	NA	0
Mix_39	0	0	0	0	NA	0
Mix_40	0	0	0	0	NA	0
Mix_41	2.30823674262465e-221	9.56065541229958e-151	2.51954324498139e-202	0	1	1.74968871097483e-221
Mix_42	0	0	0	0	NA	0
Mix_43	1.31100211883861e-168	6.06912509274234e-129	2.52226178154068e-232	0	1	1.89957961042266e-213
Mix_44	2.53630344730441e-241	1.05486231519942e-113	2.40550372406368e-216	0	1	7.8768269777822e-225
Mix_45	0	0	0	0	NA	0
Mix_46	0	0	0	0	NA	0
Mix_47	2.18528990583452e-190	6.17982045116463e-96	3.93218999395438e-239	0	1	1.59940011207575e-216
Mix_48	0	0	0	0	NA	0
Mix_49	0	0	0	0	NA	0
Mix_50	0	0	0	0	NA	0
Mix_51	0	0	0	0	NA	0
Mix_52	0	0	0	0	NA	0
Mix_53	0	0	0	0	NA	0
Mix_54	2.05774041226689e-175	1.046599884432e-35	3.59546145646101e-135	0	1	8.16770784659302e-185
Mix_55	0	0	0	0	NA	0
Mix_56	0	0	0	0	NA	0
Mix_57	2.92254607019718e-283	1.57571509224761e-141	3.00292838088836e-180	0	1	1.21902741922187e-227
Mix_58	0	0	0	0	NA	0
Mix_59	2.33086642823982e-255	1.27205987584581e-169	6.00590083359901e-180	0	1	2.08612758044438e-212
Mix_60	0	0	0	0	NA	0
Mix_61	7.03931810451061e-155	3.04136078546129e-143	9.55904516911354e-227	0	1	1.46603777120075e-219
Mix_62	1.90327848998635e-174	1.30117741050554e-228	3.41390726342658e-220	0	1	9.55201324622443e-232
Mix_63	1.25121379461297e-211	2.95010686000955e-63	2.60707670662462e-164	0	1	2.73709586193726e-197
Mix_64	3.0262791450721e-171	1.42432383279249e-72	3.07016066393558e-250	0	1	2.08298476501979e-210
Mix_65	0	0	0	0	NA	0
Mix_66	0	0	0	0	NA	0
Mix_67	4.07670973663852e-102	1.29257247931174e-86	4.45536643480602e-235	0	1	1.06835513610772e-225
Mix_68	0	0	0	0	NA	0
Mix_69	0	0	0	0	NA	0
Mix_70	0	0	0	0	NA	0
Mix_71	0	0	0	0	NA	0
Mix_72	0	0	0	0	NA	0
Mix_73	0	0	0	0	NA	0
Mix_74	1.78124376387447e-140	4.20769629643532e-113	4.40294011234071e-208	0	1	6.89039319403268e-208
Mix_75	0	0	0	0	NA	0
Mix_76	0	0	0	0	NA	0
Mix_77	7.714918745514e-208	3.76678368909757e-90	3.052123836877e-230	0	1	7.55505625568149e-226
Mix_78	0	0	0	0	NA	0
Mix_79	7.50318199817718e-206	6.08679868014455e-79	3.65375102857683e-130	0	1	1.43606355674882e-193
Mix_80	0	0	0	0	NA	0
Mix_81	4.15812651481512e-215	7.11060013103831e-143	4.78454297974214e-228	0	1	2.64152109229879e-215
Mix_82	0	0	0	0	NA	0
Mix_83	0	0	0	0	NA	0
Mix_84	0	0	0	0	NA	0
Mix_85	0	0	0	0	NA	0
Mix_86	9.29689332483827e-226	5.44257302571512e-129	1.27208274858733e-212	0	1	7.41128079348137e-207
Mix_87	4.17968221512227e-67	8.49788029741069e-98	1.30841689409342e-215	0	1	3.48246989131994e-216
Mix_88	0	0	0	0	NA	0
Mix_89	1.27907225674981e-260	2.41256421965154e-86	1.30496795689276e-215	0	1	3.30815054458252e-217
Mix_90	1.27920740094602e-229	4.98408803031226e-195	2.10830391648904e-176	0	1	1.34847988054358e-232
Mix_91	0	0	0	0	NA	0
Mix_92	1.11342018336961e-196	1.02454212226243e-136	7.63578664666713e-200	0	1	9.7394388741417e-227
Mix_93	0	0	0	0	NA	0
Mix_94	0	0	0	0	NA	0
Mix_95	0	0	0	0	NA	0
Mix_96	0	0	0	0	NA	0
