B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
mix_90	1.1105168957553e-103	6.40970553664306e-86	1	2.96253121631367e-264	0	0
mix_91	2.17974782807552e-50	3.80574463819549e-65	1	3.57092801762603e-194	0	0
mix_92	3.0800969089461e-22	4.73074603633978e-40	1	7.23349321569228e-146	0	0
mix_93	1	3.48794693068739e-85	7.06361476050815e-68	1.37264519424214e-120	7.65847990763206e-133	0
mix_94	1.30797277988141e-68	1.55950886528291e-59	1	3.09585783027661e-233	0	0
mix_95	6.00825014155479e-37	1.30523680566791e-39	1	1.07844239169702e-163	0	0
mix_96	0.042948019938153	1.56877240534763e-38	0.957051980061847	6.70093318909639e-118	0	0
mix_97	6.72576494686817e-55	1.17646762157553e-49	1	1.39150098964312e-233	0	0
mix_98	2.71512801441463e-17	1.27016356031325e-26	1	5.36627474222971e-169	0	0
mix_99	1	3.49812616082989e-103	9.31599280195897e-81	9.46487204690536e-142	2.35313768999204e-186	0
mix_100	9.39787952761152e-30	3.43562051743864e-48	1	5.12379134865523e-175	4.19756567342237e-253	0
