B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
mix_1	1.83963316848173e-74	1.46455571756495e-96	1	4.5974593004272e-186	0	0
mix_2	3.30977593859395e-14	5.71418083727237e-67	0.999999999999967	8.0737934434069e-102	0	0
mix_3	1	3.12693140511622e-76	1.81857236008712e-44	1.27662741418388e-99	4.14464872095973e-211	0
mix_4	1.67968382779755e-48	3.41841358364942e-54	1	8.16585713265473e-210	0	0
mix_5	2.02097594940546e-27	6.22860130259511e-65	1	1.57799242687094e-176	3.74646799008647e-262	0
mix_6	1.56946106584477e-50	1.1502653060586e-64	1	5.02233089669209e-198	0	0
mix_7	0.76876291615869	1.5814416775459e-56	0.23123708384131	1.31166508898103e-133	1.66195730374677e-217	0
mix_8	6.88726953745686e-18	1.30539164027009e-71	1	7.93635149836263e-113	5.54716275746677e-255	0
mix_9	3.92016397788551e-78	5.28136606365203e-72	1	2.51984208335326e-246	0	0
mix_10	1	2.36315976250875e-34	8.15295266548706e-19	6.49022259930834e-143	0	0
mix_11	6.07966870181494e-62	1.04800039930482e-85	1	1.00611847728627e-192	0	0
mix_12	7.2642212130929e-36	3.54529965341731e-55	1	1.53798318662896e-175	1.94074890254522e-269	0
mix_13	3.55325995063869e-21	1.44457401974321e-21	1	2.87621744915863e-133	0	0
mix_14	3.09103862470046e-43	1.42335503026325e-44	1	2.41496037332143e-210	0	0
mix_15	5.54252759735675e-23	6.40329471216734e-62	1	2.21693214984001e-140	5.32473727281568e-271	0
mix_16	1	6.63923835816405e-90	5.08530121697949e-61	6.30586518268597e-96	2.81233042848779e-188	0
mix_17	1	1.02754027559335e-78	2.64439367448767e-58	5.5977720215275e-93	1.28248559245741e-189	0
mix_18	1	1.33746421062238e-26	3.34778842590227e-35	6.45361008471971e-107	0	0
mix_19	1	1.63288216757063e-69	1.27431617035198e-28	4.08543490122427e-82	6.67909882377016e-211	0
mix_20	6.43790603398884e-28	8.68222651396515e-49	1	1.14653691435337e-142	0	0
mix_21	1	5.32242148016174e-45	4.3066179927201e-33	5.89969152441529e-102	2.62762374456831e-216	0
mix_22	2.6887503934098e-60	3.73614602382148e-70	1	2.57869556194079e-221	0	0
mix_23	1.6567431956308e-45	2.79739436519222e-57	1	1.20069388978875e-173	0	0
mix_24	1.0141648436132e-15	6.34687532661e-51	0.999999999999999	3.80594891776547e-149	3.1621227747207e-245	0
mix_25	1.35958720737444e-55	3.38047503518357e-55	1	7.1591219997768e-207	0	0
mix_26	1	2.3381569348949e-51	6.67321478937794e-44	9.88807216466728e-98	1.33100250148165e-222	0
mix_27	1.07272062272779e-65	2.60710250811109e-81	1	3.57945282327129e-200	0	0
mix_28	5.73457918704654e-33	4.89711524584204e-55	1	9.98294937378699e-170	0	0
mix_29	7.35518134701875e-60	8.32788222758495e-84	1	1.37134031491163e-186	0	0
mix_30	1.7586529757956e-49	2.20373277311587e-52	1	4.27081043190826e-201	0	0
mix_31	5.63955358490685e-27	2.86452354576276e-44	1	4.51941068153525e-151	0	0
mix_32	3.12698698211348e-45	2.58097113990602e-40	1	6.90673459700112e-229	0	0
mix_33	0.999996698607041	3.63466979611574e-24	3.30139295917915e-06	4.28853884425141e-115	0	0
mix_34	1	1.05251042180122e-65	6.44870940589908e-58	2.71033219036441e-88	0	0
mix_35	1.79773590567505e-49	3.12565376834368e-62	1	1.53998680579162e-193	0	0
mix_36	3.94853701276255e-27	1.15671514395439e-54	1	2.78823067616331e-173	0	0
mix_37	1	1.81273398116671e-60	1.29953398055506e-22	5.94654278835442e-101	1.63077315222488e-203	0
mix_38	0.560266955801599	2.80515118872515e-56	0.439733044198401	6.68704948999168e-114	6.13370033582032e-228	0
mix_39	2.71525628352462e-41	1.01233387623461e-61	1	8.3088617924914e-175	0	0
mix_40	2.67925529764243e-21	2.57371495915707e-40	1	3.9843217627229e-171	0	0
mix_41	1	3.56265409654725e-54	1.73822425186301e-39	4.07800592957921e-104	0	0
mix_42	1.52993330966681e-17	4.81971335709318e-15	0.999999999999995	3.51706040365531e-184	0	0
mix_43	1	1.84144446317684e-50	1.0529670060265e-45	3.79561817367132e-117	0	0
mix_44	3.89274100263102e-31	7.34231684041311e-56	1	3.43554413511108e-153	0	0
mix_45	1.98274923287038e-33	2.70802695328935e-71	1	3.25539079967474e-173	0	0
mix_46	0.999999519885725	1.08157566820168e-37	4.80114274613207e-07	4.70120291933741e-125	0	0
mix_47	1	7.07977298814818e-115	2.81853301436189e-100	1.50934715108015e-49	6.27512598549488e-170	0
mix_48	0.99999999998994	2.0058861331612e-19	1.00595744792759e-11	6.79090487285778e-142	0	0
mix_49	1.12072175773634e-40	1.65291802314759e-62	1	9.87056844566374e-217	0	0
mix_50	1.0694085993894e-53	1.27857769083153e-68	1	1.28692075855266e-196	0	0
mix_51	1	4.05609617598214e-67	3.45690158992819e-60	8.94925582213161e-104	3.46080063226779e-215	0
mix_52	1	7.15418603898228e-54	1.03611773112719e-35	1.70241623206024e-106	0	0
mix_53	1	2.27566318363945e-59	2.29587360903438e-44	6.47463965765655e-115	0	0
mix_54	5.88785910857303e-11	3.01840014790356e-34	0.999999999941121	2.39924735935101e-147	0	0
mix_55	1	2.54053101809602e-32	9.91519054033046e-30	3.49137203719894e-98	0	0
mix_56	1.36155317127419e-44	2.42186440798684e-42	1	4.23901990506912e-189	0	0
mix_57	4.56190919469355e-68	2.55015020464042e-72	1	1.89347630438147e-236	0	0
mix_58	9.09521830849818e-30	2.67138665346697e-57	1	2.48008183940222e-149	2.66895516124765e-272	0
mix_59	1	5.06470250097218e-69	1.2350798917821e-47	5.03648953290814e-121	0	0
mix_60	0.999999999982924	8.73542319568102e-27	1.7075749983746e-11	8.50517694900958e-117	0	0
mix_61	1.46311719497341e-18	2.9560326513801e-52	1	1.06936892916412e-169	2.00968434315696e-265	0
mix_62	1	4.86022388879868e-58	1.57707715869919e-20	4.89972846283258e-112	1.94134644093337e-223	0
mix_63	1.40442363730469e-32	1.53987476144623e-52	1	5.14456205838472e-164	0	0
mix_64	1	8.6684350058403e-112	1.57386376836202e-92	9.61780535583465e-70	1.32275585380562e-199	0
mix_65	1	4.20819626535263e-61	8.46324201470325e-36	5.98399837044201e-98	6.02402618709948e-245	0
mix_66	0.999999999999994	3.58224689897021e-61	6.19231910689011e-15	1.35977531001183e-115	0	0
mix_67	6.35265201226221e-36	6.90795656186801e-75	1	4.68736700254075e-176	0	0
mix_68	0.99999999999999	1.45792598719562e-47	9.67716081654592e-15	5.29249800744652e-110	1.12318660864669e-236	0
mix_69	7.383719083254e-20	1.18668318261979e-42	1	3.1511734650643e-165	0	0
mix_70	1	6.52168627851845e-55	1.95182858150857e-39	3.0643221420916e-99	4.80498450803895e-199	0
mix_71	0.999999999977643	6.17415518836816e-53	2.2357081532521e-11	4.42296836625229e-103	2.00268871071881e-239	0
mix_72	1	3.52854013456913e-63	4.5323930659991e-20	1.93789807703407e-114	1.1578204993528e-212	0
mix_73	1	1.54858150825413e-60	5.10937488341264e-39	1.15757842302308e-125	1.98590751748987e-177	0
mix_74	1.44721105343289e-66	5.90478619180962e-51	1	7.83656042135107e-206	0	0
mix_75	0.999999999999689	1.55439680875366e-29	3.11069567378803e-13	1.27751916921533e-131	0	0
mix_76	5.97539421398222e-28	2.11375639326381e-76	1	7.7975331176848e-168	8.24739162627375e-253	0
mix_77	3.397740518244e-27	5.76344910278275e-47	1	1.26619509763991e-176	0	0
mix_78	0.999999999999924	1.02756217872016e-42	7.5686406588692e-14	4.9137497281254e-106	1.74480265912941e-242	0
mix_79	1	8.78559059737953e-86	3.00627352928407e-71	2.05959556526335e-129	2.1132033683906e-223	0
mix_80	1	3.35531715305812e-48	1.43002487689965e-41	3.2531941667458e-138	0	0
mix_81	1	8.20874072747965e-79	2.96993671095302e-61	5.17670662426236e-79	0	0
mix_82	1	5.37547721278461e-104	5.03110278105386e-77	6.92481491650712e-78	6.4068467674271e-140	0
mix_83	1	1.09134995056495e-38	1.87745009023966e-24	1.42564404112153e-128	3.32530108066411e-194	0
mix_84	4.75287597099579e-10	1.52792272265509e-55	0.999999999524712	3.728626751267e-132	3.30682121553125e-241	0
mix_85	1	6.84882776006224e-69	1.75359536654466e-31	7.73584260042273e-99	1.13138204093741e-227	0
mix_86	1.07334144721722e-21	1.89932291339214e-51	1	7.76425556630402e-166	3.87141913116741e-269	0
mix_87	4.30212225623923e-109	2.63859882078749e-82	1	1.91688010573873e-304	0	0
mix_88	1.28448688231735e-45	7.1125845910365e-54	1	4.40450382025338e-185	0	0
mix_89	1	1.30799588920997e-99	6.0680776709599e-94	1.95463027603119e-92	0	0
