B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
mix_1	0.034	0.5214	0	0.1348	0.0375	0.0954	0.1769
mix_2	0.0082	0.6416	0	0.0609	0.048	0.0666	0.1748
mix_3	0.1859	0.132	0.007	0.0775	0.0122	0.3906	0.1947
mix_4	0.2271	0.2754	0	0.0868	0.0222	0.2108	0.1777
mix_5	0.1564	0.2478	4e-04	0.1451	0.0127	0.2152	0.2224
mix_6	0.133	0.3875	0	0.0829	0.0288	0.1716	0.1963
mix_7	0.3018	0.1675	0.0074	0.1151	0.0127	0.2256	0.17
mix_8	0.2518	0.4372	0	0.0073	0.041	0.1335	0.1293
mix_9	0.049	0.4088	0	0.1442	0.0278	0.1769	0.1933
mix_10	0.3666	0.2262	0.007	0.0013	0.0233	0.2131	0.1625
mix_11	0.035	0.6156	0	0.0625	0.0403	0.0989	0.1478
mix_12	0.0041	0.5307	0	0.0497	0.04	0.1756	0.1998
mix_13	0.3855	0.1594	0.0078	0.1369	0.0144	0.1537	0.1423
mix_14	0.396	0.2077	0.0025	0.0236	0.0202	0.1869	0.163
mix_15	0.3135	0.0847	0.014	0.2322	0.0026	0.1506	0.2024
mix_16	0.1993	0.2369	0	0.0594	0.0197	0.2969	0.1879
mix_17	0.5309	0	0.0092	0.0339	0.004	0.2698	0.1521
mix_18	0.0412	0.672	0	0.0315	0.0513	0.0506	0.1534
mix_19	0.2165	0.3644	0	0.0638	0.0293	0.1466	0.1794
mix_20	0.1218	0.019	0.0095	0.115	0	0.429	0.3057
mix_21	0.2673	0.2021	0.005	0.0415	0.0151	0.2575	0.2116
mix_22	0.2521	0.3136	0	0.1424	0.0213	0.106	0.1646
mix_23	0.2828	0.345	0	0.0262	0.0306	0.1768	0.1385
mix_24	0	0.6914	0	0.0955	0.0501	0.0099	0.1532
mix_25	0.0499	0.4185	0	0.0033	0.0338	0.2902	0.2042
mix_26	0.054	0.026	0.0093	0.2679	0	0.3858	0.2571
mix_27	0.2653	0.4659	0	0.128	0.0381	0	0.1027
mix_28	0.2084	0.0132	0.015	0.1214	0	0.3992	0.2428
