Mixture	naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0.160197462694144	0	0.960464942184135	0.0986988737371449	0	0	0.0942734094842935	0	9999	0.533748522339035	0.846039650231554	1.31363468809972
mix_2	0.0948778399691771	0	0.899165808504508	0.124590642104892	0	0	0.160111647972412	0	9999	0.492516386892245	0.869669552627096	1.27874593855099
mix_3	0.254593250845921	0	0.688122835512494	0.0751561938264432	0	0	0.0245024561772235	0	9999	0.60496097335569	0.801426580906023	1.04237473636208
mix_4	0.352634401685697	0	0.650370996200417	0.0838829252776515	0	0	0.0528312230940003	0	9999	0.585266530978715	0.812356797346656	1.13971954625777
mix_5	0.35365692099995	0	0.624538316932161	0.143892878131178	0	0	0.0372992939198006	0	9999	0.585292821457037	0.811945433199751	1.15938740998309
mix_6	0.394323780120707	0	0.648091684838131	0.125870178758055	0	0	0.0588674467845413	0	9999	0.574058767806407	0.819091959251888	1.22715309050143
mix_7	0.433806277959217	0	0.640055585676319	0.0825883463910244	0	0	0.0298045164550372	0	9999	0.610524145449936	0.794127518121554	1.1862547264816
mix_8	0.432704915068069	0	0.667184874558652	0.0454966002356606	0	0	0.0456558112054707	0	9999	0.574397147764571	0.818649725246157	1.19104220106785
mix_9	0.179419742689641	0	0.924779891549195	0.100738282785001	0	0	0.0539535686589607	0	9999	0.550167773024245	0.836440571330127	1.2588914856828
mix_10	0.441883030291166	0	0.514855587008887	0.115630348189998	0	0	0.0378721563249185	0	9999	0.600912431093264	0.799538566802016	1.11024112181497
mix_11	0.191223102300299	0	0.878309065628824	0.043064045092163	0	0	0.0998585172604977	0	9999	0.532969777338855	0.846486820915943	1.21245473028178
mix_12	0.0518963273389396	0	0.974621228485652	0.141348442888856	0	0	0.0820327263240798	0	9999	0.496510536467787	0.868062519768202	1.24989872503753
mix_13	0.529487438205981	0	0.541052733993223	0.0662459060004955	0	0	0.0375524043859477	0	9999	0.61193545500834	0.790837146698744	1.17433848258565
mix_14	0.512906944423946	0	0.527122834099492	0.135448319656685	0	0	0.0218724119948756	0	9999	0.609687132916504	0.792647726371537	1.197350510175
mix_15	0.433993554175297	0	0.424475979764815	0.138873790542711	0	0	0.0297261619220115	0	9999	0.611900565000511	0.790947734896226	1.02706948640483
mix_16	0.299300395100106	0	0.686264216449278	0.0918657185711144	0	0	0.0412092032166345	0	9999	0.58698224153624	0.812165432945077	1.11863953333713
mix_17	0.395448554487672	0	0.261539388171091	0.114264728591112	0	0	0.0149245314330568	0	9999	0.653350897026219	0.757176639176064	0.786177202682931
mix_18	0.254349141295949	0	0.811996915173874	0.110277121007515	0	0	0.0861931405222442	0	9999	0.525869008094292	0.850223686466312	1.26281631799958
mix_19	0.419458668260965	0	0.629384446819739	0.133612380504845	0	0	0.0442544932039017	0	9999	0.579923122958793	0.814901152066555	1.22670998878945
