Mixture	naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_20	0.185991615037706	0	0.380288600411965	0.18824785004427	0	0	0.0502525687571382	0	9999	0.609391946480874	0.79550146479787	0.804780634251078
mix_21	0.374448777240512	0	0.594554793642864	0.179228388645512	0	0	0.0189078303208153	0	9999	0.595440966905666	0.804558773661658	1.1671397898497
mix_22	0.498958749436371	0	0.562183544790458	0.11326472643404	0	0	0.0324112734355425	0	9999	0.584415493269723	0.810903627896623	1.20681829409641
mix_23	0.445107177227133	0	0.685868607506453	0.0613156443657764	0	0	0.0592542966411989	0	9999	0.590377329558576	0.80810269021535	1.25154572574056
mix_24	0.0849840706931705	0	1.02915131307122	0.0962159484509696	0	0	0.220903679280207	0	9999	0.477624278825398	0.878269287723528	1.43125501149556
mix_25	0.131698417259665	0	0.779287432826277	0.103527844721341	0	0	0.0399277728246306	0	9999	0.549973432816242	0.836484277585877	1.05444146763191
mix_26	0.119117731204989	0	0.455067219629928	0.179450809800336	0	0	0.0192696717309335	0	9999	0.589661081123102	0.809573838797195	0.772905432366186
mix_27	0.736277026755885	0	0.361306342527332	0.0491393639422575	0	0.00522766938215989	0.104405650810747	0.0563494891532047	9999	0.549620822092883	0.83744307000656	1.31270554257159
mix_28	0.23789379601733	0	0.374848114001526	0.128111709355121	0	0	0.0512609942420913	0	9999	0.612976456652788	0.79295984384703	0.792114613616067
mix_29	0.358846179936492	0	0.70795341568835	0.0970668350987916	0	0	0.0655067285611712	0	9999	0.577556713132118	0.817585722490378	1.2293731592848
mix_30	0.404113159960592	0	0.661988217625365	0.1168385063639	0	0	0.0644127163275556	0	9999	0.583621576501743	0.812863026232379	1.24735260027741
mix_31	0.277631079964161	0	0.731199320204411	0.0519024692054163	0	0	0.0478665719986387	0	9999	0.574398431873854	0.820802264110528	1.10859944137263
mix_32	0.343018630038979	0	0.702584440421075	0.112620191177253	0	0	0.0454005959317146	0	9999	0.585681002899345	0.812463012531069	1.20362385756902
mix_33	0.428295639772989	0	0.686205911085022	0.041439911109225	0	0	0.0645643428171988	0	9999	0.577522285658717	0.816751195019611	1.22050580478443
mix_34	0.081639322351176	0	1.00938648551628	0.0885121382510532	0	0	0.110838842344129	0	9999	0.502466861923809	0.864325171090322	1.29037678846263
mix_35	0.294458295167328	0	0.677415189666028	0.142452060027143	0	0	0.0448969370411146	0	9999	0.562144381601757	0.827602809158582	1.15922248190161
mix_36	0.428505097853557	0	0.642589722663131	0.0167633036985049	0	0	0.0328783518721355	0	9999	0.606407558783951	0.796915923314051	1.12073647608733
mix_37	0.39702110018531	0	0.641092327748296	0.0377082929609737	0	0	0.0297352913990225	0	9999	0.597062847311548	0.803785405761366	1.1055570122936
mix_38	0.223847487803005	0	0.60244894572064	0.115619857789069	0	0	0.0335375459253101	0	9999	0.607114990928958	0.799556617161589	0.975453837238024
mix_39	0.409723791003243	0	0.430777454663086	0.181439244197695	0	0	0.0351481874811663	0	9999	0.617261786379315	0.787533096212989	1.05708867734519
mix_40	0.322961097133166	0	0.710029649238145	0.0191256860371205	0	0	0.0624325804932004	0	9999	0.582349844973348	0.815170414704185	1.11454901290163
mix_41	0.182702184851791	0	0.797824711455739	0.121119357720728	0	0	0.0663512378488445	0	9999	0.538711274058067	0.842862300438036	1.1679974918771
mix_42	0.35706218742878	0	0.401795256959258	0.146970419809195	0	0	0.0248498990131642	0	9999	0.625134184643685	0.782185142759382	0.930677763210397
mix_43	0.117139519383188	0	0.710373924576883	0.168435437512767	0	0	0.113141923976629	0	9999	0.549911923834707	0.835367879584064	1.10909080544947
mix_44	0.198965867893624	0	0.850148469538248	0.0557209364344222	0	0	0.0285512620739666	0	9999	0.573710961711614	0.822435918302659	1.13338653594026
mix_45	0.0581748608012065	0	0.757466620160853	0.0933000501380118	0	0	0.101654148088209	0	9999	0.530451620975621	0.847640981725283	1.01059567918828
mix_46	0.330879431691478	0	0.463931728697416	0.189085061938547	0	0	0.10445848705332	0	9999	0.595089804440485	0.804390810617654	1.08835470938076
mix_47	0.385853685012097	0	0.717289031725609	0.0879788652323811	0	0	0.0676741390202419	0	9999	0.579691982669107	0.815998885442183	1.25879572099033
mix_48	0.667535190096194	0	0.467587710544314	0.0220204274840633	0	0	0.0767733337918629	0	9999	0.553484679622102	0.83431752669209	1.23391666191643
mix_49	0.506966565844913	0	0.670577003806889	0.103732920885378	0	0	0.058868296557388	0	9999	0.579248191832482	0.814900472355207	1.34014478709457
mix_50	0.338989314757004	0	0.580279292718355	0.0964445659648154	0	0	0.0161779892267972	0	9999	0.611463705232518	0.794372127893958	1.03189116266697
mix_51	0.645220756199028	0	0.667917861646549	0.0234764338913773	0	0	0.080193931903245	0	9999	0.569618509612933	0.820964791946374	1.4168089836402
mix_52	0.424970441752262	0	0.447476988585981	0.125951687868881	0	0	0.0311328888612233	0	9999	0.630090076241653	0.778109330224291	1.02953200706835
mix_53	0.527593794379353	0	0.649273954061139	0.0514869296392489	0	0	0.0644116674711915	0	9999	0.575996985309811	0.816815682303078	1.29276634555093
mix_54	0.35808897522651	0	0.329279909449493	0.225209338338173	0	0	0.0290604172791989	0	9999	0.620341682134131	0.784634228665444	0.941638640293374
mix_55	0.476515234112196	0	0.677866021494604	0.0592352274925751	0	0	0.0460662013521628	0	9999	0.573830042167722	0.818746509896191	1.25968268445154
mix_56	0.252616327988647	0	0.667018648686447	0.098371251669719	0	0	0.0454857627627509	0	9999	0.579209457969862	0.81750276025102	1.06349199110756
mix_57	0.0469906901957037	0	1.02745207610897	0.0573199722316909	0	0	0.045421323482678	0	9999	0.518775163088454	0.855545405750892	1.17718406201904
mix_58	0.349919157730602	0	0.676593148598916	0.0898966570466334	0	0	0.0413223254570013	0	9999	0.590790357852949	0.808961950093238	1.15773128883315
mix_59	0.0977248823662688	0	0.798002847618174	0.191244339119498	0	0	0.0879151603703033	0	9999	0.509944155840464	0.859785161146122	1.17488722947424
mix_60	0.433150162399185	0	0.529178208765093	0.12866469615126	0	0	0.0599700898791646	0	9999	0.583296627041357	0.811925209897108	1.1509631571947
mix_61	0.272869362268235	0	0.505708022245042	0.0515999880345579	0	0	0.0122699473708415	0	9999	0.624777153989229	0.786020912894446	0.842447319918676
mix_62	0.346032765199077	0	0.577424992710239	0.0405229690838409	0	0	0.049630779970684	0	9999	0.614068946498339	0.792807509866309	1.01361150696384
mix_63	0.125703052396214	0	0.932391678577992	0.0968552691336757	0	0	0.0635113044960441	0	9999	0.527397808182586	0.850008137636861	1.21846130460393
mix_64	0.374825005661041	0	0.692545773032273	0.0486645320766684	0	0	0.0689683944115709	0	9999	0.574163038600309	0.819542926161655	1.18500370518155
mix_65	0.39754201261724	0	0.702334963112866	0.0802844887958822	0	0	0.0543202850797431	0	9999	0.588844222046077	0.809830776267435	1.23448174960573
mix_66	0.605383246922733	0	0.575021074666167	0.061999508805612	0	0	0.0803627051657301	0	9999	0.567647715834288	0.822302156451738	1.32276653556024
mix_67	0.403150674604233	0	0.376888616268746	0.103715926260768	0	0	0.052294489301869	0	9999	0.62670793920151	0.780014360248724	0.936049706435615
mix_68	0.248604327106528	0	0.517504261806524	0.269559296238021	0	0	0.0246615909932579	0	9999	0.585959413949265	0.810918738904858	1.06032947614433
mix_69	0.411919113436884	0	0.667363521717188	0.0626810825603973	0	0	0.0688204507097836	0	9999	0.569879137755661	0.821778929626955	1.21078416842425
mix_70	0.815393240696492	0	0.386234842963993	0.0321802260841734	0	0	0.0572038698521412	0	9999	0.585658641469383	0.814013606101418	1.2910121795968
mix_71	0.631903927339929	0	0.515494263083204	0.0513989244621176	0	0	0.0601969758251942	0	9999	0.562033086568466	0.826976710917131	1.25899409071044
mix_72	0.528662294437877	0	0.519905164336817	0.0271708829405372	0	0	0.034724710974351	0	9999	0.6344761440926	0.773612173863735	1.11046305268958
mix_73	0.582116593567123	0	0.506085224751889	0.091341439090646	0	0	0.0302741436429933	0	9999	0.608857264684177	0.792569292998956	1.20981740105265
mix_74	0.437027834394734	0	0.808043278120997	0.0244717905563824	0	0	0.0388099062155417	0	9999	0.593055416897175	0.80726837825697	1.30835280928766
mix_75	0.572847530221995	0	0.683946275159232	0.0123991513111418	0	0	0.0975877155605714	0	9999	0.563470472370071	0.825142401114029	1.36678067225294
mix_76	0.254254428020385	0	0.699315614332826	0.165475332786262	0	0	0.0218868105376256	0	9999	0.576697837328102	0.818662033413385	1.1409321856771
mix_77	0.18964254593804	0	0.574267018116923	0.176188884746479	0	0	0.0125075288914657	0	9999	0.606423868933654	0.799089794369224	0.952605977692907
mix_78	0.442493273158337	0	0.59229735309931	0.112055294718742	0	0	0.0665740566025129	0	9999	0.567648713746392	0.822668705583487	1.2134199775789
mix_79	0.159534897798175	0	0.887782449850879	0.0963429297846716	0	0	0.0790397548678574	0	9999	0.521895625506	0.85300945128595	1.22270003230158
mix_80	0.365079661841228	0	0.594207141518064	0.133683513625704	0	0	0.01695310926289	0	9999	0.595303541419426	0.804878758265297	1.10992342624789
mix_81	0.278949891764978	0	0.662719467741309	0.102296002641951	0	0	0.0392792368371128	0	9999	0.59050217548112	0.809979227819209	1.08324459898535
mix_82	0.406198522724488	0	0.637789152100958	0.128195084226416	0	0	0.0409400439654861	0	9999	0.580825523148997	0.814475387225258	1.21312280301735
mix_83	0.475596878397834	0	0.742146217319886	0.0387782192444987	0	0	0.0734146519001573	0	9999	0.562267359507148	0.826576054217841	1.32993596686238
mix_84	0.357376933256152	0	0.557346901700647	0.104535223187156	0	0	0.0912708778229078	0	9999	0.581146272824569	0.814254220172962	1.11052993596686
mix_85	0.290643593451193	0	0.644675861431258	0.130256274559966	0	0	0.0416632452673438	0	9999	0.579150025961913	0.816788785349732	1.10723897470976
mix_86	0.198381530053903	0	0.690929086940551	0.108077822166079	0	0	0.0181664830306546	0	9999	0.590934563702567	0.810667874718085	1.01555492219119
mix_87	0.22639925207717	0	0.674552972418648	0.0812941193258242	0	0	0.0539359891126716	0	9999	0.574474223085392	0.820887573179867	1.03618233293431
mix_88	0.325887746902043	0	0.675609948684653	0.122504679654048	0	0	0.019871154562217	0	9999	0.597096925604679	0.804926435799696	1.14387352980296
mix_89	0.273905541859733	0	0.515266819253804	0.125154374710197	0	0	0.0632510254865695	0	9999	0.607564211615463	0.797707484258795	0.977577761310304
mix_90	0.203183581025183	0	0.7504600624654	0.128156689886599	0	0	0.0588650792280364	0	9999	0.559206650364059	0.830308230373229	1.14066541260522
mix_91	0.480462882195553	0	0.715060097493554	0.0497640702200554	0	0	0.0871091575050011	0	9999	0.569539482182006	0.821670676986273	1.33239620741416
mix_92	0.326141071741761	0	0.733296070649117	0.0691474404926296	0	0	0.060696611895037	0	9999	0.576648186611037	0.818753287117223	1.18928119477854
mix_93	0.122778587712655	0	1.08066888961821	0.0597553460874566	0	0	0.147064139662874	0	9999	0.490302199433874	0.871080537702558	1.41026696308119
mix_94	0.0807497145231694	0	0.945947882088619	0.168650357149417	0	0	0.149843480619079	0	9999	0.495800060981991	0.867926709581399	1.34519143438028
mix_95	0.629690561523187	0	0.565163688107357	0.0459983648853611	0	0	0.0623034401307722	0	9999	0.570356834396203	0.820664997311621	1.30315605464668
mix_96	0.603372968890957	0	0.636193415829581	0.0742135764678137	0	0	0.0748924437594906	0	9999	0.574881941310326	0.81728858093745	1.38867240494784
mix_97	0.385883129882882	0	0.682124122310531	0.115197695018379	0	0	0.0663114790930971	0	9999	0.56530164870392	0.824983788047235	1.24951642630489
mix_98	0.350004774641528	0	0.681017035554116	0.0546498567353759	0	0	0.0623448258771285	0	9999	0.573896021182947	0.8199290801369	1.14801649280815
mix_99	0.162140985070446	0	0.473180372488169	0.082441399617783	0	0	0.0113143676027165	0	9999	0.627693099477402	0.786403899352575	0.729077124779114
mix_100	0.305109083756395	0	0.757803012962205	0.0819245732132921	0	0	0.0577360561316854	0	9999	0.580271157893837	0.816811571376932	1.20257272606358
