B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
A	0	0	5.83646729278502e-255	0	0	0	5.75037572661091e-230	3.43814852832327e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B	0	0	4.52555708789185e-255	0	0	0	5.90794429848997e-230	3.73635586826143e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C	0	0	2.49682619163295e-255	0	0	0	8.53656830612717e-230	4.98513256960409e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
D	0	0	2.46586769773607e-255	0	0	0	8.18882367823686e-230	5.38009583182919e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
E	0	0	2.7858071630158e-255	0	0	0	7.34955155435975e-230	4.98513256959944e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
F	0	0	2.67232485484041e-255	0	0	0	3.98797460847546e-230	1.88117213926869e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
G	0	0	1.67152774446217e-254	0	0	0	5.83469087855996e-230	3.19237884927305e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
H	0	0	2.72294397949223e-254	0	0	0	9.06719444749814e-230	3.06658272642114e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
I	0	0	2.86824309108501e-254	0	0	0	4.61604159491513e-230	5.46276692705841e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
J	0	0	3.7075183608472e-255	0	0	0	9.18739733901131e-230	3.52013771393116e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K	0	0	3.22678039636655e-255	0	0	0	8.04814458882593e-230	5.87110423636871e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
L	0	0	2.40010146299448e-255	0	0	0	7.3241240376488e-230	5.31338727817028e-260	0	0	0	0	0	0	0	0	0	0	1	0	0	0
