Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE
mix_1	0	0	0	0.0795342839650017	0.0105520802630831	0.0618938538221391	0	0.000324137309578687	0.0039422504875747	0.0399394242362331	0	0	0.00533894032853923	0.0243178941835697	0.0270841840170546	0.00152793020170971	0.0165725659401595	0.0886970968014572	0	0	0.0198073310900245	0	0	0	0	0	0.0294334211890506	0	0.0464426501311566	0	0.0107682360393091	0.0325124494581098	0.356294400135628	0.145016870400621	9999	0.168885402423422	1.00537923049819
mix_2	0	0	0	0.058455920080185	0	0.064007374967558	0	0.00283308327246689	0.00316670363809837	0.0408556973384346	0	0	0.00602891720991533	0.0218720672239057	0.0338395047150679	0.00320310079760899	0.0156945788048442	0.0735404545170486	0	0	0.0238055269135897	0	0	0	0	0	0.0279335818734406	0	0.0506671525539314	0	0.00816585606737117	0.0425758066958627	0.388304100030984	0.135050573299687	9999	0.167156442935724	1.00919618209968
mix_3	0	0	0	0.130362488561644	0	0.0389844652652583	0	0.00704745322497184	0	0.042604911016576	0	0	0.00576166364396672	0.0189041552494403	0.0442744697772666	0.012809069446014	0.0242487104110665	0.100741514906166	0	0	0.0207740491987865	0	0	0	0	0	0.034441944565308	0	0.0486054257451972	0	0.00667393671346629	0.0293905881127298	0.380362497118674	0.0540126570434679	9999	0.182128953078878	1.00103626235599
mix_4	0	0	0	0.0313520042551436	0.000319601009720008	0.0593117568365497	0	0	0.0013501957955053	0.0445157534928506	0	0	0.005677361754164	0.029719205086077	0.0296277036164134	0.00704052150727869	0.0163594972382065	0.0675307916306337	0	0.00177105888726401	0.022535893402652	0	0	0	0	0	0.0296735265994395	0	0.047823000877971	0	0.000452175362143661	0.039762791088547	0.419157965168127	0.146019196391314	9999	0.166754762930648	1.0078246409175
mix_5	0	0	0	0.0600942689378462	0	0.0559705183092415	0	0.00128189986409749	0	0.0457026902088165	0	0	0.00541222654258872	0.0275107646794181	0.0338153388422008	0.0079030256817616	0.0161142216979818	0.0862080382227993	0	0	0.0238488325972306	0	0	0	0	0	0.0311793416423689	0	0.048911584373476	0	0.00356229541809105	0.0357752525933488	0.387080246245701	0.129629454143032	9999	0.172056177633835	1.00624500731246
mix_6	0	0	0	0.0238025842234555	0	0.0621522920256719	0	0	0.00348436017770773	0.0434064622855578	0	0	0.00543265793039086	0.0242373191839662	0.0329934981668546	0.00507816247004768	0.0171878813161527	0.0707732575935902	0	0	0.0217784769125888	0	0	0	0	0	0.0305722980156249	0	0.0502382305949072	0	0.00449038637263185	0.0431730888430302	0.404979560809047	0.156219483078775	9999	0.165941475313802	1.00936488520671
mix_7	0	0	0	0.0763935404720431	0	0.053604933277293	0	0.00376966099571321	0	0.0416287603139327	0	0	0.00582141162791397	0.0209728425756704	0.0363678773113174	0.00892395097872058	0.0171586814743074	0.0854685780182784	0	0	0.0219777505433399	0	0	0	0	0	0.0332070520454691	0	0.0497050460323448	0	0.00823743396287133	0.0368657146224661	0.393272628464125	0.106624137284193	9999	0.17486462045623	1.00505506320553
mix_8	0	0	0	0.0513031701389344	0	0.060247128345669	0	0.00284321883510319	0.00215156258441217	0.0471686712841713	0	0	0.00680881483631348	0.0262625478199055	0.0356663893308381	0.00665543898296985	0.0170989362369278	0.079482734390576	0	0	0.0260230454837263	0	0	0	0	0	0.0286596382621371	0	0.0490377898521083	0	0.00119576027609035	0.040102411495811	0.379758055164437	0.139534686679869	9999	0.170505653675496	1.00861838688584
mix_9	0	0	0	0.0321536578712747	0.0131826603393638	0.0667469996302364	0	0	0.0100912232810688	0.035242119373762	0	0	0.00484717237101407	0.0187207622462585	0.0267950620249408	0	0.0130915305328999	0.0584652968853878	0	0.00204068842824595	0.0232080157717327	0	0	0	0	0	0.0221901895263923	0	0.0484606424168053	0	0.00340608240523904	0.0424499643842733	0.421702966592528	0.157204965918577	9999	0.162664675510718	1.00663743471479
mix_10	0	0	0	0.0965113066970768	0	0.0504600078960838	0	0.00310230044128059	0.00152430812267018	0.0415081274586216	0	0	0.00430509284088532	0.0284533023137951	0.0275833509377396	0.00300504688259122	0.0164220549465612	0.0884784571248044	0	0	0.0206953787141864	0	0	0	0	0	0.032296390723882	0	0.0436500828516753	0	0.00479775141518249	0.0310400426803939	0.420349249574923	0.0858177483776476	9999	0.174235217666077	1.00144956188829
mix_11	0	0	0	0.0873434884159446	0.0133226202817336	0.0706423079072148	0	0.00344900805515476	0.0145668026739747	0.0218319893637852	0	0	0.0049459534730102	0.0214747917938702	0.0177497344946218	0	0.0141506758174081	0.0746533647189544	0	0	0.0180356924629865	0	0.00873418329494753	0	0	0	0.0292542595136758	0	0.0444865727937421	0	0.0148626785486603	0.0348525514035162	0.364846262746959	0.14079706223984	9999	0.16054137681772	1.00884988974557
mix_12	0	0	0	0.0544027027918724	0	0.0558414376066729	0	0.00119916614943324	0	0.0467945657148417	0	0	0.00543316692293926	0.0310091127909897	0.0305237483322524	0.00759025024951406	0.0152017618725328	0.0791480084436761	0	0	0.0265736195821226	0	0	0	0	0	0.0269870426483965	0	0.0486848858438866	0	0.000500165024002834	0.0357446060018894	0.405602660919646	0.128763099105331	9999	0.1718449896221	1.00565046045596
mix_13	0	0	0	0.0349401408353914	0	0.0679731245382687	0	0.00365759655930179	0	0.0416636779147517	0	0	0.00351174906970551	0.0267781640462729	0.00669200779153476	0.00260061447481179	0.00739275200509446	0.0848221773696923	0.00594828698572431	0.0128890269179284	0.0387079447206439	0	0	0	0	0	0.00880317278009782	0	0.048929222089488	0	0	0.0302053677001699	0.4459179708526	0.128567003348522	9999	0.165151609290491	1.00521338749766
mix_14	0	0	0	0.0650158077823471	0.00221709721362535	0.0641799372180879	0	0.000758973505747936	0.00511436573307881	0.0353438934151968	0	0	0.00413891705573448	0.0263035481688225	0.0218717691567567	0	0.010146593804206	0.080441889941332	0.00615103258464661	0.000108532744240175	0.0258797753528063	0	0	0	0	0	0.0221889771537976	0	0.0486347776538995	0	0.0041005192934919	0.0335891437182367	0.425982743811616	0.11783170469233	9999	0.166634884888357	1.00379722961143
mix_15	0	0	0	0.0466684437445281	0	0.0605836755693581	0	0.0015360243073403	0.00263257634258047	0.0437458905492918	0	0	0.00627212429244978	0.0288801534262828	0.0296023582900617	0.00532958599720358	0.0152155569019932	0.0787771774960187	0	0	0.0279432449220674	0	0	0	0	0	0.0251230495206763	0	0.0485773531530939	0	0.00285275892793403	0.0387110036905502	0.394750538196886	0.142798484671683	9999	0.17005804886805	1.00710089096369
mix_16	0	0	0	0.083329063214637	0	0.039012849242592	0	0.00292807077713015	0.00630717609740055	0.0411598578265914	0	0	0.00680239328003058	0.0135456342563706	0.0541343669086322	0.0131263413485533	0.0341914390731712	0.0943639952779347	0	0.00661918063913767	0.0209943118252177	0	0	0	0	0	0.0341946377254522	0	0.0462978441084646	0	0	0.03325826380095	0.396035203376198	0.0736993712215365	9999	0.181016725806055	1.00256771181965
mix_17	0	0	0	0.0659993029882345	0	0.0424570509283068	0	0.00534822755685932	0.000602733189656458	0.0404517974588994	0	0	0.00670996953984975	0.0108338177601555	0.0490322342319199	0.013671172716818	0.0282617787907701	0.0928396461402933	0	0.00417911268255851	0.0206729351561397	0	0	0	0	0	0.0354052701504102	0	0.0467795062925402	0	0.00482756606669595	0.0371436991950207	0.415577728155474	0.0792064509993978	9999	0.179908155760474	1.00253763567321
mix_18	0	0	0	0.101928014522941	0	0.0522850581353632	0	0.00507725019007338	0.00688115127792517	0.0317652873684142	0	0	0.00486607516897896	0.0211000971137314	0.0248382415131013	0	0.012988864418017	0.0728472136411222	0.000854222879825824	0	0.0219573157864473	0	0	0	0	0	0.0247442532679648	0	0.0413668978890287	0	0.00599254849435495	0.0348205302677422	0.453057127411166	0.0826298506538025	9999	0.173154637111832	0.998926646902123
mix_19	0	0	0	0.117531824665534	0	0.0459041697172275	0	0.00571952337489548	0	0.0472143237596342	0	0	0.00655914717740456	0.0259369133556823	0.0386115568604755	0.0119417066953811	0.0223440277531987	0.0952517664003074	0	0	0.0243733101209216	0	0	0	0	0	0.0314363519636959	0	0.0474592276674099	0	0.00415396573375281	0.0306766122868579	0.375480451142189	0.069405121325433	9999	0.178575695534341	1.00410943519894
mix_20	0	0	0	0.0287529004397947	0	0.0675074477253363	0	0.00212686893560236	0.0100190640678557	0.0371325861342998	0	0	0.00585037071614701	0.0240525490743288	0.0262788971606985	0	0.013711349000792	0.0674710885483561	0	0	0.0280426728352407	0	0	0	0	0	0.0189042962185234	0	0.0481809588547124	0	0.0043662634920601	0.0423327491160868	0.416251021074032	0.159018916606134	9999	0.164527674016445	1.00779944149098
mix_21	0	0	0	0.0468562324636981	0	0.0443253117919886	0	0.00545968095007737	0	0.0498369129708504	0	0	0.00598345432658383	0.0210556128046218	0.0455539620868785	0.0115802939644797	0.0212300491402133	0.0779382089631619	0	0	0.0205361232133228	0	0	0	0	0	0.0352914706942212	0	0.0466840408927822	0	0.00184389788376366	0.0413370932842788	0.430941447471473	0.0935462070976048	9999	0.175975729950326	1.00536829818721
mix_22	0	0	0	0.100962478536383	0	0.057071913840939	0	0	0.00110088181195536	0.0408255074814794	0	0	0.00392448389184475	0.0288382485105673	0.0229784645949673	0.00324294952268059	0.013309383796968	0.0974148581469672	0.0024415988791486	0	0.0212274157812336	0	0	0	0	0	0.0276970367930457	0	0.0452001838350052	0	0.00650942737242246	0.0253327326454898	0.392415336054966	0.109507098503936	9999	0.170571231826586	1.00190369852068
mix_23	0	0	0	0.0677697096978497	0	0.0645547636874894	0	0.00214486678843891	0.0105225048111795	0.0329655263755732	0	0	0.00496571598039179	0.0218588840238715	0.0242655962043676	0	0.012915749343415	0.0687571609302078	0.00303864714614692	0	0.0242173278493405	0	0	0	0	0	0.0202691754504515	0	0.0462781731572082	0	0.00728515254410767	0.0379049753164325	0.421777327285371	0.128508743408158	9999	0.165156077664485	1.00496521531075
mix_24	0	0	0	0.0341702212887313	0	0.0563275526745597	0	0.00281761078489947	0.000397127623989205	0.0459313091376446	0	0	0.00584920186017368	0.0267078061868055	0.0333631351970531	0.0069930005620518	0.0162485422443178	0.0801919171927046	0	0	0.0264701140961861	0	0	0	0	0	0.0279327252720561	0	0.0489894217129133	0	0.00279866710561351	0.040048695067929	0.414308192131684	0.130454759860687	9999	0.172074812915664	1.00655104103019
mix_25	0	0	0	0.0193808924311723	0.0109369217990551	0.0752884874297975	0	0	0	0.037569617437835	0	0	0.00278959057597831	0.0285536682582189	0.00299275817243938	0.00198524142533846	0.00579065386473808	0.0839475859659735	0.00437154835224567	0.0219203047406085	0.0326408319948989	0	0	0	0	0	0.0195178371490668	0	0.0495333445162265	0	0	0.0261775395330356	0.414956585356939	0.161646590996432	9999	0.162171854391175	1.0078468746304
mix_26	0	0	0	0.0974811249592762	0	0.0442868111709928	0	0.00415155814169549	0	0.0507406271579496	0	0	0.00575540514591755	0.0231402513441177	0.0414439224552706	0.0107595239616864	0.020129233866826	0.0836542859825808	0	0	0.0195715471867289	0	0	0	0	0	0.0365263200856248	0	0.0447406016378048	0	0.00431961559949913	0.0367458612545021	0.410451624806966	0.0661016852425612	9999	0.177382817338588	1.00421895366058
mix_27	0	0	0	0.0658035008145574	0.00403469817939179	0.0628155352123687	0	0.00241235967703575	0.00229157220011104	0.0361454468098022	0	0	0.00468721908442576	0.0266636132169004	0.0258342257737787	0.00134495148398565	0.0119956937805376	0.0759119913979081	0	0	0.0246927009365016	0	0	0	0	0	0.0248670494094429	0	0.0497427769909617	0	0.00562383885391415	0.0351015789441013	0.395611568831499	0.144419678402777	9999	0.166452033369877	1.00539631526382
mix_28	0	0	0	0.0363071946582621	0	0.0678663613257728	0	0.00145398812108511	0	0.0439712196415287	0	0	0.00342891882365819	0.0337443245801754	0.00975884019341339	0.00840361035278288	0.00811351355000325	0.094704704621491	0	0.0130578817873183	0.0341353774459638	0	0	0	0	0	0.0222669640161516	0	0.0526389116209886	0	0	0.0268779335401016	0.398374313261792	0.144895942459511	9999	0.165206734943611	1.00964075167144
mix_29	0	0	0	0.0782507429512705	0.00650509865685244	0.0602568102317987	0	5.96675354575951e-05	0.00453921218648161	0.0416811957048587	0	0	0.00491764872350818	0.0287691699314287	0.0296172977633352	0.00203854980599899	0.0167268501482153	0.0810680282608986	0	0	0.0193085208979468	0	0	0	0	0	0.0327418845223499	0	0.0465764024545756	0	0.00586861464792995	0.0333133712773121	0.375303713137326	0.132457221162455	9999	0.167793021751312	1.00653441357331
mix_30	0	0	0	0.0508740490755748	0.00130919865882369	0.0610711968861607	0	0	0.00638700409955272	0.0432759681162839	0	0	0.00498165444835785	0.0277288242153482	0.0273126487377152	0.00265855682553559	0.015232699808487	0.0679656317197314	0	0.000699119432328004	0.0242247344495003	0	0	0	0	0	0.0245052019379684	0	0.0469640839633618	0	0.000746674671171868	0.0374902214490229	0.419157063630214	0.137415467874862	9999	0.166510212051017	1.00625803508496
mix_31	0	0	0	0.0753424431394952	0	0.0566216558602448	0	0.00202998964064021	0.00322576901051223	0.0413666181928005	0	0	0.00513225032877184	0.0325775848977913	0.0260227041486031	0.00266845627429489	0.0146851893791287	0.0756724721511054	0.000158664023369373	0	0.0247601953312897	0	0	0	0	0	0.0265975092287038	0	0.0456002646275028	0	0.00120651665874393	0.0323762559959988	0.421163085778641	0.112792375332363	9999	0.171323131278237	1.00346389780807
