Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
mix_1	0	0	0.000444424380890529	0.411538835324789	0	0.0367311464378642	0.127522925358931	0.169192683296914	0	0	0	0.136909018571342	0.0100268375333431	0	0	0.0257164917558713	0.000214127039498443	0.0220334999930835	0.0383552804082201	0	0.0211536691307097	0.000161060768543753	0	0.692630671927473	0.725033060027763
mix_2	0.00183986205758923	0	0.0173889959838725	0.331309263016536	0	0.140717392041005	0.103309368713333	0.119320343198805	0.00394792148103935	0	0	0.12316446116704	0.00661281036671891	0	0	0.0017635354738417	0	0.0338427712386919	0.0806646916181572	0	0.0361185836433713	0	0	0.615352185604757	0.788698758480262
mix_3	0.00463265189278305	0	0.00974504893254405	0.231425264126744	0	0.202242636772147	0.151963865925528	0.115593596818723	0.00484378672670206	0	0.00357510544195552	0.0142170540712677	0.0240655918527826	0.00220861519771118	0.0124770085273564	0.045485753697151	0.00603095791903727	0.0498495212828249	0.0730830105134147	0	0.048560530301328	0	0	0.516064655760003	0.85730504883326
mix_4	0	0	0.00654872038359097	0.274102315062554	0	0.223949353826029	0.108666281981625	0.144549378445269	0.104934036080786	0	0	0.0668360333882777	0.00156187054330027	0.00151500185422311	0	0	0	0.027043847679071	0.0302314660697639	0	0.0100616946855098	0	0	0.699737719039459	0.721920879750647
mix_5	0	0	0.0108192870693103	0.330098728248758	0	0.136815787539039	0.116470423568268	0.181763967202554	0.0475475509817361	0	0	0.0916413362968453	0.0101580454162867	0.00168896778933076	0	0.00164042003585308	0	0.0274624632529469	0.0300595297181409	0	0.0138334928809314	0	0	0.653906616203314	0.758254726522634
mix_6	0	0.00093519616154492	0.00999502119420285	0.321284108572916	0	0.17370381221545	0.111730928087852	0.152366119167158	0.0826016725433391	0	0	0.0937931552434594	0	0.00347227352152792	0	0	0	0.026966335236291	0.0151619370680363	0	0.00798944098822259	0	0	0.697133033801469	0.721424031624031
mix_7	0	0.0028376084841292	0.023625072500449	0.294015141475539	0	0.127787752381959	0.0820181299492524	0.168785326870915	0.04709045881573	0	0	0.10855236128877	0.00320368609030276	0.00167548836141	0.00240032190795292	0.00368644391286618	0	0.0272282464987568	0.0830505879717535	0	0.0240433734902141	0	0	0.603204195332424	0.797898966488817
mix_8	0	0	0.012253153223789	0.36662635247972	0	0.0533911924865482	0.0973791286742606	0.183309112033738	0.0193897909435352	0	0	0.147526272101469	0	4.35132289555311e-05	0	0	0	0.0257991299945815	0.0792923850806797	0	0.0149899697527229	0	0	0.631906745668338	0.774639154374053
mix_9	0	0	0.0150453274125745	0.353392357524479	0	0.129256087199164	0.116544592406552	0.153421821049114	0.102638325315333	0	0	0.079631785446559	0.00697380619621164	0	0	0	0	0.0249372940190534	0.00715820294277846	0	0.0110004004881814	0	0	0.722522924621338	0.699941573224303
mix_10	0.00212427766491757	0	0.0129473753882856	0.147850340320289	0	0.330639741627415	0.113983209481733	0.146070702610629	0.0849035751449425	0	0.0221418468638409	0	0.0177965378544716	0	0	0.030466728670043	0.00172577584162718	0.0429747432367048	0.0211338922534618	0.00627491989770635	0.0189663331439337	0	0	0.646117821499424	0.771656317061112
mix_11	0	0.00395789278953322	0.0217730880125909	0.367418387477169	0	0.0323878396688992	0.108520545940929	0.164225143204103	0.0415330176632599	0	0	0.117235880625486	0.00754829667405146	0	0	0.0259086545406153	0	0.0282345053339878	0.0515550195668912	0	0.0297017285024826	0	0	0.678329133691674	0.741921153338438
mix_12	0	0	0.000720553876440982	0.301031069909976	0	0.195188098896062	0.112108284294319	0.152056443915341	0.0998806054795694	0	0	0.0749506962847301	0.00898507140822895	0	0.0003318880799707	0.00285143995462552	0	0.0310439917669929	0.0150635207337509	0	0.00578833539999235	0	0	0.689360853328943	0.728904396249601
mix_13	0	0	0	0.208162105639038	0	0.258476291338524	0.114099938139137	0.155690115864239	0.148769485462887	0	0.0370413884839302	0	0.0157968975205192	0	0	0.00528549574073512	0	0.0429072784159375	0	0.00258332245592541	0.0111876809391273	0	0	0.712599761727491	0.71423559547447
mix_14	0	0.00104785055694277	0.0146522541453001	0.263984749750874	0	0.213347821973681	0.0822579512535992	0.144243491232985	0.113622898977277	0	0	0.0598785422174431	0.0185728101405827	0	0	0.020941970231928	0	0.0250603281048503	0.0182367867004036	0	0.0240248220912149	0.000127722622918862	0	0.69672861237735	0.728184060254902
mix_15	0	0	0.022354310022632	0.353082911516651	0	0.0818124688541093	0.112057512319317	0.186345613386483	0.060845957347996	0	0	0.113329943015309	0.00555132748159367	0.00583788169186922	0	0	0	0.0244131644679263	0.0276942751297942	0	0.00667463476631922	0	0	0.664575105723502	0.748873082611818
mix_16	0.0372644473063574	0	0.0624964580210837	0.216632167282827	0	0.194692664794882	0.125355224633933	0.190898855146057	0	0	0.0271518384131708	0	0.0134612747190341	0.00924790746436762	0.0131161757406458	0	0	0.055119249749854	0.0120622818247291	0.00931990993397088	0.0331815449690868	0	0	0.444185291371234	0.896730425569544
mix_17	0.00362726946876412	0.00066773371713488	0.0199606590480154	0.179765498799092	0	0.264324207155949	0.168769065496373	0.193386410877555	0.00781573240390933	0	0.00907326831265497	0	0.00750370354683542	0.00381098264160693	0.0114544850071137	0.00429651189102015	0	0.0651827008309787	0.0378589269919291	0	0.0225028438110681	0	0	0.494654644568673	0.868827752458237
mix_18	0	0.00820637443022404	0.0124697409387793	0.03280289497316	0	0.377321858623949	0.0413157381880195	0.0888693441444097	0.226102853501967	0	0.0384761624165973	0	0.0140252349824526	0	0.000155330472767442	0.0322568378420235	0	0.0384167839163544	0.0635326330336124	0.00560271200845875	0.0204455005272251	0	0	0.65950967071047	0.764361573664531
mix_19	0	0	0.000799843454388156	0.252152182937308	0	0.138001478330059	0.075258591076839	0.157641204580531	0.0326473872329605	0	0	0.0990065761834335	0.0221873516216659	0	0.00293088727522784	0.048467836872849	0	0.0524810425667535	0.0819208357429758	0	0.0365047821250087	0	0	0.542944962860457	0.839350144993407
mix_20	0	0	0.0236779934039431	0.287756840104111	0	0.202797090701072	0.122273498757304	0.149080132315115	0.0975409973395564	0	0	0.0692143192839202	0	0.00018099201486901	0	0	0	0.0315463497090912	0.00438018065571925	0	0.0115516057152997	0	0	0.689151574469811	0.730121119643447
mix_21	0	0	0.0223223642881171	0.123978661967411	0	0.390113685139534	0.0587730887886924	0.128652106692287	0.172609365597283	0	0.000260491696623224	0.0226552421218659	0.00990522307567182	0	0.0074048167637201	0.00749870024878223	0	0.041828811379267	0.00748225311535553	0	0.00651518912538956	0	0	0.637616919890559	0.772242132147015
mix_22	0	0	0.00191407578567033	0.309250081903009	0	0.145407060845939	0.121055793014155	0.140407517056062	0.0713846624308592	0	0	0.0721390459412131	0.0116317551428112	0	0.00173456536563464	0.0222343271871362	0.00766074989262545	0.0250451648798535	0.0457732824107972	0	0.0236174746999204	0.000744443444313116	0	0.68393983719746	0.73971229837586
mix_23	0	0.00451792741210057	0.0185996700563498	0.284597510657468	0	0.177347116151792	0.0995694305622662	0.152559998691651	0.0837393228911371	0	0	0.0969800723506445	0.0101569606028461	0	0	0.0115883110313715	0	0.026920666617544	0.0216398379363441	0	0.0117831750384853	0	0	0.69568639717744	0.726103826339399
mix_24	0.00330682567147332	0	0.0093756164714129	0.285910544156506	0	0.195247454514208	0.116971856704923	0.170421755250898	0.0709545540937477	0	0	0.0705522784960248	0.00960954113695317	0.00651564126458155	0	0	0	0.0326381316019874	0.0176433588124422	0	0.0108524418248414	0	0	0.666524710056435	0.74918559241906
mix_25	0	0	0.00813139989830699	0.304862096298447	0	0.212333578937794	0.111773149248879	0.147160710726199	0.103713782246228	0	0	0.0723897379892802	0.00543446918475237	0	0	0	0	0.0255787329071709	0.00104858137802177	0	0.00757376118491966	0	0	0.717109109025751	0.704001256439561
mix_26	0	0	0.000859244029387996	0.0771519284746106	0	0.356764028930511	0.0662322852599979	0.121282798351421	0.191811319984812	0	0.0339343360601694	0	0.015188771711179	0	0.00869267111527404	0.0365352031682459	0.00493441429434993	0.0433891152110295	0.0140762441892992	0.000826323834254156	0.0253803646942442	0.00294095069121443	0	0.610128677517311	0.795131106970941
