B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils	otherCells
mix_1	5.90712198576873e-05	5.05990665274138e-05	8.16293175938467e-06	0.00109473217066584	0.0561197042871762	7.22626033895916e-05	2.31474757756546e-06	7.06817361225012e-06	0.106312958702523	0.245225203376061	4.09904977333526e-05	0.0116014175934123	0.0235381551122281	0.015806779599685	0.0111943127870032	0.0123324323777619	0.0610023692647423	4.78677491154523e-05	0.0713901094722934	0.00869108543301783	0.0469212774108316	0.0905526514596734	0.237928473963352
mix_2	0.000275639927334237	9.45659102796594e-05	1.63823298271566e-06	0.0491754273011707	0.00727049652356281	1.47410226545922e-06	1.59788967512582e-06	1.0674227343788e-05	0.0975276397272701	0.203977224283119	1.59997712545772e-05	0.008967775929637	0.000639644730865036	0.052018275829333	0.00616542595947031	0.0318194481155853	0.0723431889700627	2.97299989990264e-05	0.0312206510384365	7.92286997728583e-05	0.0585854018304433	0.104766133742915	0.275012717258221
mix_3	0.00902386215214617	4.578231074959e-05	0.00208425733938177	0.0340355506287403	4.04445463509893e-06	4.00925936131875e-06	2.58108850022274e-07	0.0159734107351012	0.0513531092931236	0.134763414263325	5.45256674089967e-06	0.0346660544691048	0.0468659237642513	0.0457652707683272	7.71470257956019e-06	0.0221177914499153	0.10442628328203	0.000131965887566711	0.0001138613381572	0.0188142569060491	0.0617036531734429	0.0972470439161578	0.320847029230263
mix_4	0.000143127313018994	8.57462522129739e-05	4.51968805138882e-08	0.0229649522317408	0.000428029453323671	2.56721253696722e-05	1.44515588638672e-05	0.0277777465662209	0.107587727354243	0.224215092295354	1.47579765905678e-05	0.00157488578737758	0.00141723726465382	0.0202608377235713	0.000153911509554347	0.023718039791133	0.124382684772639	0.0317974631568452	0.0165947798759637	4.49563491145094e-05	0.0620098628558349	0.0914412115875244	0.24334678100197
mix_5	7.99675855841909e-05	3.73145339347069e-05	7.34207114201625e-06	0.007847712753173	0.0202546318947161	2.33816853985765e-05	2.65571980777922e-06	1.92616389264309e-05	0.105325893251608	0.225076456879579	2.41655505754667e-05	0.0124400915033281	0.0121241154109685	0.0261598949408712	0.000396642833432399	0.02623995872018	0.106812052496846	6.3061453676794e-05	0.0364176663650532	0.000244442868714197	0.0587856301449114	0.0930508877280163	0.268566771969557
mix_6	9.77338913723679e-05	8.18394348985899e-06	1.69305767059702e-06	0.0265181763233028	0.0198619557570138	3.81161691566216e-05	5.80109898534e-06	0.000283536113159689	0.11425986048508	0.264104911972862	1.35413195211823e-05	0.00289287481158296	0.00173268628154512	0.00861334022089912	0.000118149928826748	0.0234393670378555	0.130456913299346	0.00613388483046685	0.0051620722316688	0.000119572363746599	0.0606248408961189	0.0868216613090462	0.248691126657283
mix_7	2.05373129602913e-05	9.91753578966284e-06	6.21172921885162e-06	0.0320506826048024	0.00390948716452439	7.7214425698859e-05	4.01554931011558e-06	8.91213326951613e-05	0.080357543214643	0.189984395352261	6.46702059051819e-06	0.0214889791241563	0.0146033756064827	0.0437832143458323	0.00395474216758099	0.0261030739226689	0.110390895481816	3.62908115539243e-05	0.027523975358318	2.88965187705819e-05	0.0600454887716575	0.0989126988475115	0.286612775801157
mix_8	6.76834280120709e-05	1.94634649053794e-05	1.82697205412885e-05	0.00177920353228747	0.0557615495093411	3.1231524804218e-05	8.91301843594539e-07	4.77801603670667e-05	0.0827275660463215	0.217318443827892	4.64466991667756e-05	0.0148956380472807	0.00584368042619985	0.0466589021649079	0.000522760065023735	0.0187861300101624	0.0874576122743392	2.27020370078543e-05	0.0393348269210741	0.000475070098160388	0.0566164724409379	0.0927797767515837	0.27878789954784
mix_9	4.13927591959519e-05	1.51420287251282e-05	5.88337102388545e-07	0.00554137243672757	0.027000234414332	0.000124105444414739	2.40458217443821e-07	8.48910105306387e-05	0.117400493445639	0.273242230306492	3.0810038316929e-05	0.000538832425070816	0.00404724019746023	0.000726626775823752	0.000159311459947996	0.023336141764856	0.123829121071252	0.015942318808346	0.0251682313607748	8.78701654634779e-05	0.0577478867051685	0.0854137871813172	0.239521131404826
mix_10	0.00297652572226034	0.0049592634580978	0.000330014157299781	0.00595180356569933	3.80415980505843e-07	2.94688748456807e-06	3.9239735443882e-06	0.0992989484353758	0.0584855337782169	0.102361637964066	1.63575133086954e-06	0.0054840933857236	0.0382193379780142	0.0384714201908609	4.55261654239646e-06	0.0262185110664516	0.108071080079701	0.0682043974911621	1.06898602102391e-05	0.00633263127246986	0.0683745148132191	0.101551706273076	0.264684450863212
