B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
mix_1	0.0228	0	0.4894	0.0263	0.0909	0.0032	0.0584	0.0127	0	0.1825	0	0	0.066	0	0	0	0.0152	0	0	0.0326	0	0
mix_2	0.0078	0	0.6031	0	0.0379	0.0111	0.0479	0	0	0.1503	0	0	0.0901	0	0	0	0.014	0	0	0.0378	0	0
mix_3	0.1424	0	0.1417	0	0.0472	0	0.2082	0.238	0	0.1726	0	0	0	0	0	0	0.0048	0.0264	0	0.0056	0.0047	0.0085
mix_4	0.1904	0	0.2716	0	0.0555	0	0.1263	0.1013	0	0.1907	0	0	0.0258	0	0	0	0.0077	0.0092	0	0.019	0.0026	0
mix_5	0.1237	0	0.2417	0.0114	0.1035	0	0.1206	0.0325	0	0.307	0	0	0.0168	0	0	0	0.0134	0.0182	0	0.011	0	0
mix_6	0.1102	0	0.3768	0	0.0551	0	0.105	0.0421	0	0.2283	0	0	0.0422	0	0	0	0.0084	0.0084	0	0.0236	0	0
mix_7	0.2495	0	0.1742	0.0084	0.0724	0	0.135	0.1118	0	0.1933	0	0	0.0203	0	0	0	0.0068	0.0095	0	0.0122	0.0065	0
mix_8	0.2271	0	0.4217	0	0	0	0.1116	0.101	0	0.0288	0	0	0.0593	0	0	0	0.0093	0	0	0.0384	0.0029	0
mix_9	0.0374	0	0.3891	0.0228	0.1049	0	0.098	0.0605	0	0.205	0	0	0.0383	0	0	0	0.0197	0.0012	0	0.0231	0	0
mix_10	0.3144	0	0.23	0	0	0	0.1533	0.0936	0	0.1332	0	0	0.0289	0	0	0	0	0.0196	0	0.0238	0.0032	0
mix_11	0.0348	0	0.5617	0	0.0387	0.0018	0.0608	0.0431	0	0.1144	0	0	0.0878	0	0	0	0.0163	0	0	0.0407	0	0
mix_12	0.0047	0	0.4976	0	0.0279	0.0095	0.1034	0.029	0	0.2116	0	0	0.0604	0	0	0	0.0196	0.0057	0	0.0306	0	0
mix_13	0.3248	0	0.1712	0.0364	0.0769	0	0.0921	0.0875	0	0.1611	0	0	0.0182	0	0	0	0	0.002	0	0.0217	0.0082	0
mix_14	0.3449	0	0.2172	0	0	0	0.1263	0.0598	0	0.1866	0	0	0.0145	0	0	0	0	0.0198	0	0.0245	0.0064	0
mix_15	0.2451	0	0.1158	0.1155	0.1152	0	0.071	0	0	0.2998	0	0	0	0	0	0	0.0168	0.0129	0	0	0.008	0
mix_16	0.1633	0	0.2327	0	0.0297	0	0.1697	0.1573	0	0.1822	0	0	0.0171	0	0	0	0.0067	0.0246	0	0.0156	0.0012	0
mix_17	0.439	0.0052	0	0	0	0	0.1739	0.1396	0	0.1658	0	0	0	0	0	0.0076	0	0.0281	0	0.0183	0.0152	0.0072
mix_18	0.035	0	0.6389	0	0.0093	0.0098	0.0499	0	0	0.1066	0	0	0.0922	0	0	0	0.013	0	0	0.0452	0	0
mix_19	0.187	0	0.3589	0	0.0302	0	0.0924	0.0286	0	0.2121	0	0	0.0365	0	0	0	0.0124	0.0053	0	0.0334	0.0032	0
mix_20	0.0826	0	0.0353	0	0.0874	0	0.1998	0.0842	0	0.442	0	0	0	0	0	0	0	0.0642	0	0	0	0.0045
mix_21	0.2294	0	0.2081	0	0.0079	0	0.1494	0.0744	0	0.2661	0	0	0.0192	0	0	0	0	0.0322	0	0.0122	0.0012	0
mix_22	0.2153	0	0.3087	0.0286	0.093	0	0.0605	0.0207	0	0.2046	0	0	0.0308	0	0	0	0.0084	0	0	0.0274	0.0018	0
mix_23	0.2498	0	0.327	0	0	0	0.1216	0.1164	0	0.0946	0	0	0.0503	0	0	0	0.0056	0	0	0.0283	0.0065	0
mix_24	0	0	0.6418	0.0075	0.0673	0.0104	0.0207	0	0	0.0995	0	0	0.1059	0	0	0	0.0087	0	0	0.038	0	0
mix_25	0.0394	0	0.3884	0	0	0.0038	0.1698	0.1334	0	0.1618	0	0	0.037	0	0	0	0.0145	0.0229	0	0.0289	0	0
mix_26	0.0244	0	0.0318	0.1346	0.1361	0	0.1819	0.1846	0	0.2655	0	0	0	0	0	0	0.0109	0.0258	0	0	0	0.0044
mix_27	0.2347	0	0.4602	0.0562	0.0702	0	0.0105	0.001	0	0.0588	0	0	0.0659	0	0	0	0	0	0	0.0425	0	0
mix_28	0.1552	0	0.03	0	0.0893	0	0.2118	0.1527	0	0.3044	0	0	0	0	0	0	0	0.0445	0	0	0.0045	0.0076
mix_29	0.0976	0	0.3499	0.0043	0.0814	0	0.1134	0.0707	0	0.2018	0	0	0.0374	0	0	0	0.0168	0.0029	0	0.0238	0	0
mix_30	0.1409	0	0.3442	0	0.0549	0	0.1087	0.0653	0	0.2049	0	0	0.0319	0	0	0	0.0128	0.0099	0	0.0258	6e-04	0
mix_31	0.0949	0	0.3771	0	0.0252	0	0.1409	0.1419	0	0.1246	0	0	0.0414	0	0	0	0.0138	0.011	0	0.0277	0.0016	0
mix_32	0.1313	0	0.2681	0	0.0593	0	0.1454	0.1079	0	0.2152	0	0	0.0227	0	0	0	0.0097	0.0188	0	0.0198	0.0017	0
mix_33	0.151	0	0.382	0	0.0487	0	0.1052	0.1066	0	0.1107	0	0	0.0504	0	0	0	0.0142	0	0	0.0311	0	0
mix_34	0.0082	0	0.5366	0	0.0694	0.0081	0.0672	0.0219	0	0.1561	0	0	0.0778	0	0	0	0.0179	0	0	0.0367	0	0
mix_35	0.0813	0	0.4118	0	0.0608	6e-04	0.0902	0	0	0.2563	0	0	0.0488	0	0	0	0.0137	0.0081	0	0.0285	0	0
mix_36	0.2652	0	0.1779	0	0.0298	0	0.1686	0.2252	0	0.0693	0	0	0.0158	0	0	0	0.0069	0.0108	0	0.0183	0.0104	0.0017
mix_37	0.2578	0	0.2201	0	0	0	0.164	0.2131	0	0.0735	0	0	0.0247	0	0	0	0	0.0213	0	0.019	0.0056	7e-04
mix_38	0.077	0	0.0865	0.0557	0.1037	0	0.1964	0.2414	0	0.1971	0	0	0	0	0	0	0.0117	0.0214	0	0	0	0.0091
mix_39	0.2736	0	0.1042	0.0695	0.0896	0	0.0995	0.0578	0	0.2717	0	0	0	0	0	0	0.002	0.0113	0	0.0074	0.0134	0
mix_40	0.1628	0	0.3739	0	0.0178	0	0.129	0.1438	0	0.0685	0	0	0.0527	0	0	0	0.0195	0	0	0.0292	0.0028	0
mix_41	0.0348	0	0.4771	5e-04	0.0908	0.0049	0.0621	0	0	0.222	0	0	0.0614	0	0	0	0.0149	0	0	0.0315	0	0
mix_42	0.2956	0	0.0423	0	0.0523	0	0.1828	0.1506	0	0.2238	0	0	0	0	0	0	0	0.0324	0	0.0052	0.0131	0.0019
mix_43	0.0031	0	0.2499	0.0444	0.1234	0	0.1385	0.0522	0	0.3314	0	0	0.0092	0	0	0	0.0184	0.0257	0	0.0038	0	0
mix_44	0.0455	0	0.2083	0.0348	0.1018	0	0.1748	0.1996	0	0.1783	0	0	0.007	0	0	0	0.0215	0.0163	0	0.0072	0.003	0.0019
mix_45	0.0092	0	0.3587	0	0	0.0027	0.203	0.1776	0	0.151	0	0	0.0349	0	0	0	0.0141	0.0254	0	0.0233	0	0
mix_46	0.1312	0	0.1446	0	0.104	0	0.1527	0.0282	0	0.3956	0	0	0	0	0	0	0.003	0.0408	0	0	0	0
mix_47	0.1747	0	0.3779	0	0.0011	0	0.1241	0.0952	0	0.1275	0	0	0.0524	0	0	0	0.0129	0.0032	0	0.031	0	0
mix_48	0.2103	0	0.4879	0.0675	0.076	0	0.004	0	0	0.0411	0	0	0.0709	0	0	0	0	0	0	0.0423	0	0
mix_49	0.1857	0	0.3916	0.0289	0.0758	0	0.0425	0.0067	0	0.1737	0	0	0.0496	0	0	0	0.0105	0	0	0.0351	0	0
mix_50	0.233	0	0.1302	0	0	0	0.2216	0.2183	0	0.1407	0	0	0	0	0	0	0	0.0311	0	0.012	0.0059	0.0072
mix_51	0.2036	0	0.4355	0.053	0.0722	0	0.0335	0.0296	0	0.07	0	0	0.0588	0	0	0	0.0037	0	0	0.0401	0	0
mix_52	0.3225	0	0.0557	0.0404	0.0793	0	0.1378	0.1606	0	0.1631	0	0	0	0	0	0	0	0.0117	0	0.0098	0.0191	0
mix_53	0.2009	0	0.407	0.0181	0.069	0	0.0512	0.0436	0	0.1088	0	0	0.0588	0	0	0	0.0049	0	0	0.0372	6e-04	0
mix_54	0.298	0	0.0722	0	0.0179	0	0.1661	0.0489	0	0.3381	0	0	0	0	0	0	0	0.0481	0	0.0057	0.0051	0
