B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
mix_1	1.81233637877823e-236	7.05505914441691e-252	6.25998668265063e-219	2.94433550195263e-101	2.03110873604894e-218	6.12176297291911e-299	4.90873272808908e-95	1.92215779711881e-120	1.89000638552943e-139	1.83325922283443e-158	1.35502446313896e-96	1.85725074817407e-112	1.06799670880716e-256	3.10231226928459e-240	1.3001738347923e-202	1	1.82998729596308e-119	1.44210667030515e-65	1.03252859305462e-137	6.91556357305172e-130	3.96327724407522e-118
mix_2	1.38200238100535e-215	3.75757303374427e-218	1.37040987598937e-229	1.25713433215836e-108	2.04687897351989e-205	1.01345684223854e-286	5.04676679528556e-54	4.15665228793305e-156	8.57817904857611e-201	1.06727003701113e-183	1.76208497313602e-95	1	1.2981693904178e-238	6.12494514228498e-225	1.26725341214832e-185	6.37767953293556e-33	1.02969223621993e-134	4.32281676455388e-118	1.30118416755489e-147	5.77123170613595e-133	5.65633648077242e-59
mix_3	1.29098039251101e-164	2.45689765777389e-172	4.38960712441609e-148	5.87018055692269e-68	1.67827738463863e-61	5.28126230741196e-226	0.977712386988358	1.97493093051293e-24	7.31021460504318e-59	1.13701290038133e-164	7.62348471403285e-25	0.022287613011642	3.55057917150304e-178	3.13361773495857e-166	1.44747468392237e-56	9.02895513034161e-31	2.15185847332653e-102	1.98851418768941e-144	6.54710918360843e-107	3.34835992903025e-104	7.08285391306849e-21
mix_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_5	8.57778105652577e-221	1.1172397946586e-231	6.35434445565834e-232	2.24747812870869e-103	4.66471451458785e-132	7.31425590991331e-283	1.10130566720302e-98	9.44725464233451e-111	4.49687997244666e-156	1.72793030031652e-169	1.31487969692823e-80	3.64682590839798e-28	2.2673960403783e-242	1.32191495693201e-222	1.99968574955561e-146	1	5.81777513379873e-105	1.07408632241451e-119	1.68925196227944e-136	8.02006643135105e-118	1.87396763751947e-157
mix_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_7	1.60453719101829e-191	1.80432480950221e-193	3.58764145926798e-199	7.32763101543431e-82	8.43197684593165e-87	7.79459723179093e-253	1.79295831675219e-52	1.38272960456441e-68	1.77646896677548e-130	4.71406256638219e-163	1.7873077006744e-52	0.999999999990458	3.6889982813124e-209	3.53367064270131e-192	2.26255209245436e-93	9.54218584959334e-12	1.21398018630845e-105	1.06945020372252e-118	1.05575443564411e-121	3.90760345494026e-108	1.19056576178151e-98
mix_8	1.88760314685175e-189	3.78895350910109e-189	1.74226017364718e-192	3.41038426408506e-73	7.20246463658949e-107	4.13488443330538e-247	1.00724204817446e-21	3.02139731192552e-89	2.72766080559241e-140	1.02386425244713e-146	1.20237036469258e-56	1.72158755530287e-31	1.16858978551606e-202	4.0860387197161e-187	9.08564124247771e-101	1	4.59329567787103e-102	4.08672701615604e-86	5.46490487242854e-110	5.61585155152869e-104	5.87364618943436e-38
mix_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_10	4.59746968534752e-204	7.37453749121056e-226	2.2772854458189e-202	2.02585845189233e-100	7.14489987651364e-190	7.07086185451994e-280	2.31219994917651e-92	2.5040115135086e-92	1.82689038412542e-115	1.15690248972704e-181	3.36233043315842e-64	5.84431579956104e-11	1.02127735267016e-234	3.89502453407677e-220	2.42712731490552e-187	0.999999999941557	7.71827747640741e-56	3.93075093898434e-179	1.03788746775021e-134	2.23577596234125e-100	6.23111305076863e-135
