CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT	otherCells
S10067	0.0139746745105265	1.79824133562259e-06	0.00139383176764917	6.57386852261324e-09	4.25440247109025e-07	0.000751720534297518	0.0079011267583273	1.52063007351824e-06	6.80958528200084e-09	0.975974888734089
S1007	0.0148311111867047	7.06281765198407e-07	0.00131832346837327	2.4401654433524e-06	1.9487381698645e-05	0.000482344917108488	0.00764931711835061	9.60099756596683e-08	2.29091242685426e-08	0.975696150561456
S10073	0.0142682073116738	9.65955733782921e-09	0.00162619120988608	7.08450809193745e-07	1.64176404245569e-08	0.000471745605395675	0.00792954529918182	7.30015477991797e-07	1.2963940460491e-05	0.975689882089917
S10077	0.0150710215405224	5.91999214226688e-09	0.00154634557392723	1.84702517584852e-08	6.04587097255434e-09	7.83451584871088e-05	0.00755334454162919	3.96121305518626e-07	1.60349039971051e-06	0.975748913137614
S10080	0.0150826583547656	7.06196269350031e-06	2.17913198456551e-05	5.59066125511618e-08	2.2611145828237e-07	0.00156287781045073	0.00793999112477443	2.03609095852001e-08	4.2712282726114e-06	0.975381045820217
S10082	0.0142488808827782	4.36990486406854e-07	0.00273491588127361	6.64450220335996e-07	8.26561450342118e-08	1.11426724833573e-05	0.0071273714617829	1.18402628210945e-07	1.36089594887266e-08	0.975876372993243
S10087	0.0143189729248634	2.42561005804254e-06	0.00173816160744996	1.22717387205093e-07	6.52950034326631e-08	0.000267203585925373	0.00761031739432576	9.45113645105836e-08	2.40111433834684e-07	0.976062396242188
S10089	0.0146970111001821	1.67249025274576e-08	0.000551014496038319	1.03650162097691e-06	6.43579879485609e-07	0.00100446759722329	0.00785762564347974	3.53175600727731e-09	2.806863366003e-07	0.975887900138581
S1009	0.0148057897201831	1.35418801827007e-07	0.00142469871103572	1.33758141471016e-07	2.0994473235845e-07	0.000543541143430979	0.00777744804364911	1.09310204932412e-05	3.25697924961593e-07	0.975436786541607
S10090	0.0141859555756898	2.71722756121769e-06	0.00188333616534882	5.72865337487729e-06	1.91715247062134e-09	1.25096635797558e-05	0.00757062207959318	2.14752973100413e-09	1.31529221241388e-06	0.976337811277958
S10093	0.0148730414507363	2.52611910024626e-08	0.00156141976828113	4.4900921106295e-09	2.81862936335571e-05	0.000459755049311623	0.00764721987158704	6.37289444433846e-08	6.91092341743637e-07	0.975429592993881
S10094	0.0146729784339499	2.2381577298234e-09	0.001204858012748	2.36816813737723e-06	8.89734056350759e-09	0.000564365836980539	0.00774120003172686	6.9839060468552e-07	3.62073294957754e-06	0.975809899257405
S1010	0.0152113650825161	4.38258669473242e-06	0.00125672730183733	1.09280593860838e-08	3.70716289376039e-08	0.000239728703203596	0.00779582051121524	5.96043647885379e-09	1.91305102608146e-07	0.975491730549306
S10111	0.0142678818684771	7.54318557834628e-07	0.000773585814330398	3.04476354928309e-08	1.81165435619443e-08	0.00125845410602711	0.00784573438201469	1.89042064717988e-08	1.38746170141364e-06	0.975852134580506
S10116	0.0151009940907482	1.71290348885723e-09	0.00169744439806449	3.02079108209642e-08	8.61747645807094e-07	1.82853272450841e-05	0.00782650516638606	1.88244247069039e-06	8.38132888408395e-09	0.975353986525296
S10119	0.0144951100381967	1.19222254454569e-05	0.0021124796965992	1.06916931698554e-06	1.53640009179918e-08	1.33049454215994e-06	0.00768993644995418	4.19471508218673e-08	1.60333480264539e-06	0.975686491279991
S10121	0.014275780018845	2.89946483861811e-06	0.00130707462954802	2.97053760319333e-08	3.42331469686913e-08	0.000621705596856788	0.00775395067020338	8.1029750619218e-09	1.16932770016476e-08	0.976038505884933
S10130	0.0147676838085225	3.2341909279485e-09	0.000508723983771343	1.29895837914965e-06	6.02220684032568e-07	0.00101586630057977	0.00786706662764133	7.77267270185643e-09	2.58078566681631e-10	0.97583874683548
S10140	0.0146685978917714	2.98114583629855e-07	0.000593029006589539	3.7869418005247e-09	2.98364571662157e-07	0.00128913318800933	0.00751864090453069	4.41549308615962e-08	1.18845690761853e-07	0.97592983574238
S10142	0.0139443649889929	2.7132996871433e-07	0.0015750610539369	6.58933625374524e-08	1.91501152615727e-08	0.000269074207345689	0.00804729239647451	3.35074353536125e-06	6.13855733359269e-07	0.976159886380535
S10150	0.0156623926476954	2.32861390699999e-06	1.57121407770125e-06	3.74293232478747e-07	2.74978001893889e-07	0.00110714295708327	0.00788685983736955	7.70912921709953e-08	1.25480272014299e-05	0.975326430340139
S10155	0.0145744970582528	4.65088637921296e-08	0.000211269595882749	1.56802541896379e-08	2.48189461805944e-08	0.00176700854148337	0.0078087910549184	8.55925319739863e-07	2.31949567055206e-07	0.975637258866512
S1016	0.0144125670058249	8.40784479906143e-08	0.00168115264283407	1.85106168986621e-08	3.75460748136522e-08	0.000181450492672076	0.00773838868553375	8.52213108953888e-07	2.69460719492103e-08	0.975985421878815
S10163	0.0154982515796373	6.91443917141661e-10	0.00150502031742436	1.49192760817841e-08	3.182522550574e-07	0.000123897440288581	0.00741651468958034	4.39996824843954e-07	5.53121325775297e-06	0.975450010900012
S10167	0.0147796455228121	2.71185240417302e-08	0.00163244460346121	3.21904078738686e-08	1.52339314059081e-08	0.000203312340471739	0.00799198743963788	6.99217167568001e-09	5.85518433732239e-08	0.975392470006739
S10168	0.0143214748239147	6.68990616863607e-08	0.000720568029490566	3.3298345498956e-08	2.57478089882946e-08	0.00118236246771572	0.00798693977159448	1.43439603586664e-07	8.90649750166105e-09	0.975788376615967
S10173	0.0145782044278218	1.8182677333788e-07	0.00241091023335329	6.5729235960754e-08	3.21816005904059e-08	0.000199432471283522	0.00741736075112223	1.187504362353e-07	4.1882003941208e-08	0.975393651746369
S10175	0.0144521437162852	4.80038414416093e-09	0.000895917842788976	2.34827603521385e-06	6.40600790475138e-07	0.00106698521051751	0.00770010812062171	5.44414322509949e-06	6.59410897833513e-07	0.975875747878454
S10179	0.0144568487904307	1.09813101578063e-08	0.00152891927168902	2.34401564062455e-08	4.49992051905278e-06	0.000304738513366943	0.00791115121764524	2.10322693075108e-07	3.78852906624434e-08	0.975793559656899
S10186	0.0141920488371282	3.2802876639006e-09	0.002143417421937	1.11854090759831e-05	3.14747598838215e-08	0.000101281539231547	0.00757978091579623	2.51482870053043e-05	2.01790570906778e-07	0.975946901044207
S1019	0.0141927611822437	2.32487035535006e-08	0.00144105836740872	1.35509876501174e-07	4.77156908581717e-07	0.000681940720505499	0.00758957658405364	7.91577741170993e-10	7.62434664386631e-07	0.976093264004058
S10190	0.0144218487705591	5.22211329569459e-06	0.002210659738573	1.39950851920545e-08	2.00286981986227e-08	0.000404856236281969	0.00748109137950282	4.41558884592189e-09	3.71105272225436e-06	0.975472572269693
S10195	0.0147813896107271	8.84914577655954e-09	0.00159438132950237	2.33077661772837e-07	2.00662557161377e-07	3.8731888391457e-07	0.00771475805993193	2.86253766897714e-09	2.16672034668343e-06	0.975906471508706
S10196	0.0145678125718218	1.64173260804042e-08	0.00146580728601494	2.7128437480839e-08	3.16659052037108e-08	0.0005069611058618	0.00774999957707881	3.67340513789342e-10	9.12017624490877e-08	0.975709252678451
S10200	0.0144473204203641	1.48376829122822e-07	0.000732833396751462	1.37755073691335e-07	2.42749311565416e-08	0.00093929640155918	0.00804794877700944	1.41193266452867e-09	4.79988851409237e-09	0.975832284385661
S10201	0.0148540095302305	2.4749853302663e-07	0.000845985471634593	1.57500570165624e-08	1.41468676376225e-06	0.00051769123877332	0.00760550004282829	1.11002735002204e-08	3.31333357821519e-09	0.976175121367572
S10202	0.0148786763688527	5.22207612942971e-11	0.000320740207722857	9.31456023420148e-08	1.13234249303476e-08	0.000954665717970518	0.00824065842878574	9.17085362429724e-07	5.45563929326811e-06	0.975598782030765
S10205	0.0143605323194324	1.80112096145914e-08	0.00154321869594921	4.89203534549198e-09	5.34856073043009e-08	0.000366958792610331	0.0078793132933718	2.71547161832936e-09	1.69799034364594e-06	0.975848199803969
S10211	0.0142942902564449	7.84304896129781e-08	0.00111960889661176	1.046306549262e-08	8.3621765437415e-08	0.000847774200910012	0.00777751877915871	6.3844827500791e-10	1.60254180711079e-07	0.975960474458925
S10221	0.0147777097832953	1.05010040049534e-08	0.000917943956376252	2.41901458048904e-07	6.31433714791738e-08	0.00119434579281203	0.00759072533829602	1.46053401864766e-08	1.0073352461461e-07	0.975518844244522
S10222	0.0144895826579333	1.12631039450777e-06	0.0011006258913911	4.47165652836277e-08	2.35304430702705e-06	0.000877913629347722	0.00753887373464298	1.8315428431618e-08	2.14042015925763e-09	0.97598945955957
S10226	0.0144533221778679	5.52827278397765e-08	0.00101253033733376	2.05399148631693e-07	1.56768429769347e-07	0.000744219895752411	0.00781253654485135	3.19420661371194e-06	1.20907275837697e-08	0.975973767296547
S10227	0.0146732872124042	8.3152138599008e-09	0.00156591300326449	1.73596089949174e-05	2.83274350450826e-09	0.000285298856831453	0.00773450936875888	2.97213563322673e-09	1.40434987717841e-07	0.975723477394665
S10228	0.0146200687841426	2.36204094411708e-08	0.00144150050035887	1.70805323414887e-08	2.0694207090122e-06	0.000444832881007375	0.00770124362252548	2.63478492314151e-08	5.02980258558753e-06	0.97578518793988
S10232	0.0145295473838953	1.85906013703133e-10	0.00201948742323682	2.37057894519543e-08	5.33915190248906e-08	0.000344473973359324	0.00763193156435941	3.64079761949706e-08	3.59021705045474e-06	0.975470855746908
S10248	0.0140809235566197	1.86540646146951e-07	0.000460481416260563	3.80946265364002e-06	1.5137494066907e-07	0.00192396017783347	0.00768786052643936	2.20176331069667e-07	3.57145095396879e-09	0.975842403196824
S10249	0.0154967785813496	1.40928642335527e-08	0.00120392691799487	3.97110181263512e-06	1.74002996909015e-08	0.000245687660688757	0.00760191953521845	1.04292399865037e-08	5.04826718859441e-09	0.975447669232265
S1025	0.014332055359076	1.86301005504457e-08	0.000441147031679035	1.36495028959108e-06	4.05237806819113e-07	0.00111445526696021	0.00824361366620912	4.83843628396598e-09	1.78180726305622e-08	0.97586691720137
S10266	0.0151017674520141	3.43435379568444e-09	0.00194571044464794	1.07939281780616e-08	4.7123636391281e-06	3.66702074175048e-06	0.00734769690194252	4.38478858801774e-06	1.05674474312973e-06	0.975590990055401
S10269	0.0144280259399631	8.18029364319166e-08	0.000652670771078973	6.84498164219123e-09	4.85220839940136e-08	0.00095228693099833	0.00780927321528129	3.5789271044067e-09	6.42586516451191e-08	0.976157538135097
S10272	0.0145776357986372	2.45276181815956e-06	0.000939135135389456	6.79083836815103e-08	1.03342670564306e-07	0.000317433678755347	0.00796755716354147	7.90899823133333e-09	7.76970526558906e-07	0.976194829331279
S10273	0.0148103823149764	1.31637990130032e-06	0.000925175432875206	1.29285874269993e-06	1.91803369665395e-08	0.00078802421843617	0.00768978809170231	6.75477743309093e-08	1.83552254438488e-09	0.975783932139732
S10274	0.0146962625001087	6.03489491371347e-09	0.00172839040026815	1.11864833297233e-08	8.0002052570317e-07	8.16236532207209e-05	0.00785004244023766	2.31378722684769e-08	3.03405954456549e-06	0.975639806566844
S1028	0.0143118118229826	7.08737859065571e-07	0.00190341226764769	5.25412067275847e-08	6.25316886145447e-08	0.000251957736234515	0.00777400973076205	4.89700071090064e-06	8.61589662248602e-07	0.975752226041246
S10280	0.0145261246031221	5.0388526233708e-07	0.0016950633751457	6.39089631932531e-07	3.52807939619548e-08	0.000214606798732573	0.00730049213192208	3.86126895201272e-08	4.35528401117637e-10	0.976262495787171
S10283	0.0142703557401611	7.2644166891646e-08	0.00116275269595816	1.26103364918306e-05	4.77886284084195e-07	0.000789980063848383	0.00796394689605767	1.36173817149037e-08	1.773847598791e-07	0.97579961273489
S1029	0.0144182213130437	1.85306530418152e-07	0.00145503636168832	6.61339157600668e-06	1.1592500310315e-06	0.000416646414475935	0.00775922945836187	2.04815502728231e-08	6.93578421976582e-10	0.975942887329164
S10292	0.0139444402697028	2.34428228513022e-06	0.00174182528354099	8.84675808927733e-08	1.68524863521892e-09	0.000674148793260986	0.00753144493982189	3.64172092671364e-07	8.40405924332452e-06	0.976096938047223
S10294	0.0140159475213557	6.17840354445778e-08	0.00194431504967984	1.96738158203687e-06	9.10917224980564e-06	0.000178567400639284	0.00792971212159234	1.6184149938547e-06	1.00992096075853e-07	0.975918600161776
S10302	0.0142466285811303	2.47483620419407e-08	0.00216088189300192	4.17854176763159e-08	1.8357465263908e-05	1.22226912941194e-07	0.00785910022023106	8.44831514365009e-07	3.98075464274251e-07	0.975713600172701
S10303	0.0148625787044271	5.44325300596926e-07	0.00156388504176905	1.14828724814297e-05	7.4095525067568e-07	2.82605554860252e-05	0.00800878752978013	1.09077939348155e-06	1.50302615142664e-05	0.975507598974597
S10323	0.0146423952027321	3.07619508877389e-08	0.00164897647847832	2.53617261468312e-08	2.89422281735565e-08	0.000122425524325615	0.00765669854676586	3.7368892326933e-06	3.18641686284096e-08	0.975925650428392
S10326	0.0141597551652513	1.38363723689323e-06	0.00125779169195658	1.42133150401848e-07	1.20759539598623e-07	0.000529864481473375	0.00788965736131796	1.60352298725196e-10	2.8818643009856e-09	0.976161281727857
S10328	0.0143243489454757	5.16791464462414e-06	0.00156211076900571	2.36383067138088e-06	2.54027715049347e-08	8.2950551202365e-05	0.0081160641047263	4.18850597367859e-10	1.03416618977092e-08	0.97590695772099
S10329	0.0141576932753914	1.58760118047599e-07	0.00225789841491611	1.88023617998772e-09	7.22366884088009e-09	9.79813045537247e-06	0.00752893178516024	3.21380084004287e-06	3.90603360820557e-09	0.97604229282318
S10336	0.0146349360578375	2.14231301953982e-06	0.00159022874622082	4.61610007558251e-06	2.82982510535068e-08	0.000177978208843127	0.00786156829824684	5.23118907655939e-09	3.47778251658485e-09	0.975728493268534
S10340	0.0143220259954714	1.26850234573816e-08	0.000483601385817542	2.49801661984284e-07	4.37084070626257e-08	0.00143485016825628	0.00779204937416541	3.84962774696152e-07	5.12498867482838e-06	0.975961656929747
S10347	0.0146760001323535	3.80283018413776e-09	0.000642188996461974	1.2384696321412e-07	3.5244369929715e-08	0.000976945171104081	0.00769503594015321	7.84745562594394e-07	3.19496194413891e-06	0.976005687158257
S10353	0.0147244383854696	3.52765423562228e-08	0.00136782819134931	1.27231183862115e-05	3.75026527974856e-07	0.000399881750980547	0.00782205760841677	4.95112417432125e-07	5.95795994440609e-09	0.97567215957195
S10356	0.0146066574214492	3.19500435369241e-08	0.000685070095649849	1.09934280436011e-08	1.16988217675005e-06	0.00118880309302985	0.00770276504928046	8.60059549189237e-07	1.97797488476993e-08	0.975814611675644
S10358	0.0144495850949566	1.00328128872703e-07	0.00108194458744256	6.90007971781165e-08	1.44701081372856e-07	0.000894416630840528	0.00759573218814509	3.4034061746335e-08	1.15349671541781e-06	0.975976819937831
S10365	0.014697562602247	3.11250802450472e-08	0.00126354619132604	5.03947053992941e-06	2.71095599877264e-08	0.000305261600965789	0.00780396763772166	1.33319380345557e-06	1.25666586254868e-08	0.975923218502097
S1037	0.0139218102997207	3.94880316701376e-06	0.00200324794925673	3.19016694463994e-06	2.00862943909495e-09	0.000494507177384905	0.00768696852548592	1.24684345008183e-07	1.07674425638684e-08	0.975886189617623
S10373	0.0145147977063852	1.76439518779069e-09	0.00165158653418202	1.25296827296443e-06	1.36234906214112e-08	0.000564265411013665	0.00748882633976927	2.82199871922762e-06	2.83765595797649e-06	0.975773595997814
S10374	0.0143645064128533	3.68287240319497e-07	0.0017717380253724	2.33050471688405e-07	1.00404557444592e-06	0.000263289977191682	0.0075814684171176	4.876239620171e-06	1.13580377860295e-08	0.976012504186521
S10375	0.0149769913982971	1.22168608337008e-06	0.000681517502368226	1.33498123189753e-06	3.93410849624375e-09	0.0011224306446311	0.00801760359718357	3.28305402776612e-08	2.7133096329245e-06	0.975196150115923
S10377	0.0150996917864744	1.2027688150727e-07	0.000658234090895637	1.14228355759342e-06	2.83709229687523e-06	0.00132798820862465	0.00750596267388382	1.40243781188315e-09	1.91875535938989e-09	0.975404020266192
S10378	0.0143986462152337	4.00550500107845e-08	0.00203164421113645	7.95822669804801e-08	8.74391438932888e-08	0.00019512024578165	0.00769996164108212	1.67766340924979e-09	3.71291618750649e-06	0.975670706016454
S10390	0.0148405857621037	9.12181607130368e-09	0.001482553972103	7.99325321777448e-08	3.27259609552563e-07	0.000438748362365702	0.00737293045077894	2.86933541564429e-06	1.04661707317979e-08	0.975861885337104
S10391	0.0143716001285444	1.2139646398502e-10	0.00159509760334489	3.6792148513848e-08	1.75632238744344e-07	0.000456427645462001	0.00772734917165859	9.02521305471254e-09	4.52024350081831e-08	0.975849258677558
S10393	0.0143886192848822	5.32738162248372e-05	0.00141207607554125	9.94945592434592e-10	3.19834200739601e-08	0.000262421446188791	0.00831841797617302	4.78525997801163e-06	1.25032276064535e-08	0.975560360659419
S10400	0.0150640824793128	2.8352146158505e-06	0.00155720939076598	4.86423373162404e-08	3.37878467518097e-09	0.000155931331683346	0.00763291803514645	2.06870271970905e-06	6.23795471750138e-06	0.975578664869916
S10401	0.0147800425296239	2.29623290533127e-08	0.000707806113753895	6.8653234098539e-08	1.32402857795395e-07	0.00105862347374251	0.00768527097755877	6.72216037271484e-09	2.30221967231338e-05	0.975745003968017
S10406	0.0146427836338125	2.21786570117433e-07	0.000413639872823299	4.26663204092793e-09	1.63459616582014e-07	0.00147111467101092	0.00761732614437339	1.95294340157595e-09	4.8601420756794e-08	0.975854695610797
S10408	0.0151396061132859	1.17282131853449e-06	0.00081560631690381	1.95286830759022e-05	2.85631601860933e-08	0.000549273241598533	0.00795460992355964	5.40204387040488e-08	1.36378115064779e-06	0.975518756535508
S10409	0.014526269010174	9.30870897994041e-08	0.00208478986126795	3.6750664571545e-09	4.38722685104255e-08	0.000232205682288286	0.00765930518751369	8.86968435632343e-07	3.67713933637152e-06	0.975492725516559
S10418	0.0144446551563395	1.30560997134093e-07	0.00179366556735784	1.2177371448715e-06	3.46304669936379e-06	3.30654034887026e-06	0.00723194136629934	4.24123942365892e-06	5.2936434222899e-09	0.976517373491746
S10431	0.0145873272359068	2.68514507345146e-07	0.0016913111573557	9.49643481530042e-07	9.31124613376877e-07	0.00040311397919784	0.00750219745818602	9.65418420568829e-09	4.56225764193413e-09	0.97581388667031
S10438	0.014707651161408	2.4987413774505e-08	0.00135733500191488	2.07080341255306e-06	1.27252461817744e-08	0.000480743541633563	0.00761014625128483	3.506358549045e-07	1.61326039963424e-08	0.975841648759227
S10439	0.0148945681830572	3.7854669936515e-09	0.0012046980999195	8.93781762273341e-06	6.39555890047966e-08	0.000661818722885438	0.00786678967136861	5.51224366514696e-08	6.82862509858751e-08	0.975362996355403
S10441	0.015198139559193	7.94917379276551e-05	0.00101082892486675	3.81156414441696e-08	1.2895982580115e-07	0.000307290111345642	0.00750579456924872	1.08167459894781e-06	3.19569931886888e-08	0.975897174390359
S10442	0.014730666143049	2.97052506911275e-08	0.0018845260837171	4.23727646895899e-06	9.18942957846842e-09	5.65871748509348e-05	0.0076872826479623	5.32968138030622e-07	6.12944039570121e-08	0.975636067516729
S1046	0.0148872815321335	2.91543057530822e-08	0.000359727703459491	8.34588438802136e-07	1.01973250533998e-06	0.00149563923874811	0.00759968708821202	2.94291905749658e-08	2.80962554623537e-07	0.975655470570452
S10478	0.0150058300133145	1.69880741292944e-09	0.000750282894054152	7.78990212198471e-07	2.01031864325908e-07	0.00079854825392003	0.00764529814926693	6.30700865283711e-07	3.87614224051664e-08	0.975798389506273
S10480	0.0140532281820477	5.88816585573385e-08	0.00198501304941939	1.56094990103163e-07	2.94767111620856e-07	7.96376696201015e-05	0.00774808555630524	1.30396660478622e-09	5.12994851519432e-08	0.976133473195395
S10484	0.0148738518771398	3.20674561184042e-06	0.000811266838930379	5.08206070704774e-09	4.0356115143523e-07	0.000968602824749775	0.00761349828781078	1.00397509262184e-08	7.31847744325991e-08	0.97572908155802
S10492	0.0150090161591912	2.00573010386052e-08	0.00198621607617124	1.37169559334184e-05	8.26308537905042e-06	7.09591723949203e-05	0.00765455874063919	1.4742777289108e-05	1.13054093413429e-07	0.975242393921607
S10496	0.0139763581588872	3.53052847586171e-07	0.00120686228725059	7.13386989139968e-08	8.48828236739745e-08	0.000813658169324567	0.007956500870315	1.07633961882627e-06	6.3820250601063e-07	0.976044396697728
S10510	0.0144698218460473	4.86095369378618e-07	0.00155775769243046	1.40672695324989e-08	2.2903496296245e-06	4.48036107899682e-07	0.00780981770478751	1.00759612230721e-05	2.42952138028249e-09	0.976149285817614
S10513	0.0147619624712158	2.12209081966557e-08	0.000467376981221457	3.07541871426148e-08	3.59196691575654e-08	0.00135683844598814	0.00766961596083889	6.1083979822842e-08	9.89453214375182e-07	0.975743067708777
S10516	0.0146256657753296	6.72944589186557e-08	0.00142894718648808	1.77075094275195e-05	1.22049128194106e-08	2.95986866973352e-05	0.00782488712851302	3.86321981824251e-05	1.65629689269834e-08	0.976034465453021
S10534	0.0143088343511876	4.18474087893523e-08	0.00161760374790879	7.88199252687815e-07	6.51420043775449e-07	0.000447095916240994	0.00744163884270464	3.22520321217165e-07	1.28673945940584e-06	0.976181736415472
S10535	0.0140193604103767	2.15950253909449e-08	0.00176642644770717	2.04942982887335e-05	9.80767567908507e-08	0.000420462114689383	0.00765722074054942	8.41106239634277e-09	6.30604679464448e-09	0.976115901599497
S10537	0.0149815665148406	1.84050859536419e-08	0.00178519742783421	1.58077467548193e-08	1.3825390211398e-09	1.2554808161822e-06	0.00772034244044875	1.80215701887359e-06	9.64456205656517e-07	0.975508835927464
S1054	0.0143426383014572	4.2602884974364e-09	0.00114443070177217	6.88638042905023e-07	8.01943480881282e-08	0.000879755769544747	0.00764199630397558	5.24332949087497e-09	7.31315465680831e-09	0.975990393274087
S10543	0.0144252233133906	1.62973420080239e-06	0.000690617261986942	3.37918759521806e-08	1.73780533920441e-08	0.000925448263348655	0.00786208568539042	2.77608431078368e-07	1.26183777344608e-08	0.976094654344944
S10546	0.0143126559095055	3.49696092662973e-07	0.00155976082157422	6.07618190158471e-09	8.75083086157591e-09	0.000423575281744562	0.00781537075575666	2.38480632975651e-08	3.70912769368116e-08	0.975888211768974
S1055	0.0149075118630796	1.30941048515407e-07	0.00155589583786691	1.53493936733377e-06	3.08977272779596e-07	0.000155949873821551	0.0076397434459849	1.00968088721385e-08	8.32591541276074e-07	0.975738081433208
S10551	0.0151557987543642	9.94669972571642e-10	0.000544558139736738	4.46200982299413e-06	3.35714951312603e-08	0.000869356900227299	0.00802374611785203	1.42609452403776e-09	1.36313479768307e-06	0.975400678950939
S10552	0.0145415091303217	9.34613721418823e-07	0.00112123284833368	1.36871306613601e-05	1.46360303038668e-08	0.000409013035592752	0.00790382893429463	5.9087703708184e-08	5.50375874386857e-09	0.976009715079582
S10555	0.0143562237563859	9.7147814058721e-09	0.0020150245878311	5.03836880449266e-08	1.09762095414538e-05	0.00024147191363448	0.00775559972056206	4.95510634463103e-08	2.87106756389519e-06	0.975617723094948
S10559	0.0143527748816845	2.7636610090004e-08	0.00192554824748666	3.09665670671419e-07	9.23648134382011e-06	0.00013165488584946	0.00760933566210172	3.13361541234043e-08	1.02420051040079e-07	0.975970978783048
S1056	0.014258446840949	1.70723723096967e-05	0.00121750204180037	1.39893117669651e-08	7.86999428879754e-08	0.000977362210668308	0.00768971165288666	1.06660209851955e-06	1.18540325640871e-08	0.975838733736
S10563	0.0147937132693531	6.90693493171419e-08	0.00121561925367345	2.3445430028791e-07	1.75753811103148e-05	0.000643407812706054	0.00780001268762109	3.62098252754706e-06	6.47381214812048e-07	0.975525099708144
S10574	0.0141551745243219	8.15892519353605e-07	0.00184861748658875	1.50369585061271e-08	5.30101026510357e-08	0.000229474938170118	0.00774789993031889	3.10730663220456e-08	2.04592309542071e-07	0.976017713515644
S10576	0.0146254087944408	1.56195315102462e-08	0.000465063639167698	1.06827887275387e-08	8.10246945595331e-08	0.00144405409769549	0.0075447352590282	7.50115759098091e-09	1.53320043455713e-07	0.975920470061452
S10578	0.0148853626604267	9.92822054679265e-07	0.00143206551830584	2.55956388281301e-08	3.00077511887424e-07	0.000457208539286797	0.00771164665913354	8.7162273254244e-10	2.28291534672448e-06	0.975510114340672
S10579	0.0144878669966671	1.44512230204718e-08	0.00104710890271089	1.1414158107849e-07	0.000111281393351886	0.000501583655352179	0.00788563900723844	1.42596518497049e-08	1.72107261349167e-05	0.975949166466089
S10582	0.0147848901103823	3.01881427809249e-06	0.000371458867105202	2.82480299293853e-07	8.75518661076096e-07	0.00103065875864343	0.00817175673343643	5.00510483125437e-08	1.56956652516727e-07	0.975636851709493
