	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.107523743482	0.154798441185	0.114795293552	0.0598887294941	0.0781102453899	0.0245402641001	0.30683283258
B	0.107397995329	0.154660554394	0.115084941343	0.0600002186665	0.077341332095	0.0245500154655	0.306038263162
C	0.10518399892	0.13229938413	0.115320764382	0.0549745779719	0.0922996107618	0.026812668274	0.315947320452
D	0.107392544662	0.131633200578	0.115316768898	0.0544158018544	0.0922345822669	0.0268007682051	0.31667211125
E	0.103052387048	0.141623095424	0.12192103971	0.0581924170201	0.0833486060769	0.0277451117445	0.312579548457
F	0.104950665646	0.147537616718	0.129979195778	0.0606246961986	0.0693257240284	0.0237908304339	0.305722323665
G	0.105578963984	0.160301314679	0.105266642677	0.0722601461318	0.0727269277796	0.0215526446231	0.304910377767
H	0.10250323924	0.171182973452	0.103504069405	0.0570376256352	0.0702765523834	0.0213254271827	0.310569105624
I	0.101055814343	0.17111104777	0.101134052777	0.0565655918691	0.0704113939865	0.0212608861195	0.313395235265
J	0.111640927008	0.123573101819	0.10394135286	0.047868076558	0.0982841006028	0.023308959209	0.336384115797
K	0.109265610965	0.118730138426	0.126953900015	0.0498106118806	0.0901831899952	0.0300593326003	0.323965344857
L	0.0988171822424	0.133184028717	0.0991746037559	0.0565133566865	0.0968319860336	0.0239759905656	0.336496049276
