	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0471606171188	0.00574940146539	0.332288988586	0.0046473886211	0.325470828766	0.0310301400553	0.062527261422
B	0.0474024343368	0.00571851313521	0.333451288364	0.00466742878481	0.327244638742	0.0309821914522	0.0624851469524
C	0.041375580026	0.00490748231875	0.320266596712	0.00408467506021	0.360712351448	0.0308839658974	0.0634955367012
D	0.0429748417169	0.004966627951	0.32426834176	0.00409510852856	0.362995077182	0.0306002608339	0.0673883341999
E	0.0424121997093	0.00507661223366	0.338372044206	0.00421220882808	0.341912584405	0.0362997297638	0.0626156227455
F	0.0425940194961	0.00562609131087	0.39736052499	0.00467365597713	0.284441561795	0.0251240763738	0.0634345120979
G	0.0503455287106	0.00635989466075	0.313007054807	0.005855091504	0.321998186725	0.0278275568087	0.0656082331713
H	0.0485463381873	0.00688417049537	0.296438102071	0.00423880775759	0.330155184328	0.0277949130559	0.0704722516162
I	0.0494522443855	0.00706175538619	0.299570642974	0.00421283120611	0.339924946549	0.0285994012296	0.0706118071013
J	0.0413750813434	0.00357657656008	0.301344918873	0.00348451014535	0.3752782179	0.0225547019093	0.0680537716831
K	0.0407010749391	0.00336837271379	0.327751963455	0.0033728099261	0.35073465442	0.036937192451	0.0601307813114
L	0.0413504592519	0.00476533656683	0.312538188259	0.00342105416833	0.362929630982	0.0238529434487	0.0683118701296
