	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0366934015884	0.060006177247	0.0583302526314	0.0486658824634	0.069435804031	0.055597566131	0.502466402508
B	0.0399274892928	0.0594808659211	0.0581927244627	0.0488394188261	0.0707236377665	0.055749902781	0.500844881762
C	0.033081748867	0.0504442383134	0.0542963478686	0.0443297122469	0.0801213712707	0.0539280472704	0.525320774142
D	0.034420089184	0.0503455083062	0.0550341539702	0.0442442709129	0.0799980669558	0.0543626493494	0.538427700717
E	0.0324580308417	0.0533718262006	0.0596083917683	0.0470732612655	0.073000546241	0.0616291947117	0.515035395044
F	0.0372179163261	0.0575474139484	0.0700384922288	0.0473178667016	0.0618843051569	0.0562916535763	0.500258610986
G	0.0394328934107	0.0626746347506	0.0538957686318	0.0574162147118	0.0645311258701	0.048222496402	0.497287998167
H	0.0374219231417	0.0660111121283	0.0473952079311	0.0494295098305	0.0628137070714	0.0463191017029	0.504545333543
I	0.0352305985581	0.0673894567972	0.048898724216	0.0501707952009	0.0636722177371	0.0471840625675	0.498713047678
J	0.0388182157341	0.0377680412561	0.050851915074	0.0442146723168	0.0837306537612	0.0385860158324	0.535864229449
K	0.03117520011	0.0364069393934	0.0569872540188	0.0471932569535	0.0754835987397	0.0635654094967	0.527115330137
L	0.0356708187484	0.0467707593849	0.0480492692257	0.0441814328048	0.0815836469331	0.0403826817867	0.545606417207
