	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0572692317695	0.0494621275039	0.0499836651226	0.0419982275936	0.0548746535386	0.059404224525	0.523571279975
B	0.0572858361762	0.049459599046	0.0500651881763	0.0421151071651	0.0549272135091	0.0595830290779	0.522772452952
C	0.0555773467221	0.0410614436751	0.0499189926748	0.0395639079331	0.0593276057871	0.0618141748949	0.531790153103
D	0.0555130813326	0.0408113180022	0.0501830636543	0.0393447908715	0.0594872105838	0.0617419135122	0.531838295503
E	0.0554565274202	0.0439182928471	0.0515317145703	0.0403900009808	0.0566412002303	0.0627896724945	0.527613325683
F	0.0556887309758	0.0465404836667	0.054667533206	0.0416482685025	0.0524688217865	0.0613537945948	0.524036987071
G	0.0570996642365	0.0516168127753	0.0481980722324	0.0453369205781	0.0527847625349	0.056628175446	0.522826665595
H	0.05594812571	0.053732601413	0.0467716498768	0.0435625629088	0.0518898630727	0.0551378961117	0.524297122121
I	0.0561742552134	0.054067779991	0.0464261152574	0.0436869789741	0.0516469331791	0.0551440810711	0.524222635515
J	0.0559880216352	0.0367771004278	0.0489445977688	0.0384372845966	0.0607313224082	0.0621029652438	0.535840817834
K	0.0559287237409	0.0363104795891	0.0517139775822	0.0385383567586	0.0586272737698	0.0641641833559	0.534027465608
L	0.0550958633639	0.0389218312592	0.0491400279543	0.039446680555	0.059595337154	0.0607222117822	0.53549720953
