	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0648390990344	0.0524519457216	0.0726972475023	0.0335414679005	0.286108557114	0.0299338167141	0.330233784728
B	0.0655318241802	0.0529979520957	0.0717945634354	0.0340369919122	0.282443672364	0.0324255168237	0.331433754045
C	0.059918142614	0.0414442316844	0.0714367276157	0.0287072276034	0.310016188959	0.0310718952156	0.333615973424
D	0.0593294939893	0.0426824557261	0.072320067265	0.0287551620712	0.311350172134	0.0291268630556	0.332657429403
E	0.0594417150118	0.0465469015277	0.076565498152	0.0316932817165	0.290156182381	0.0373363693768	0.334554699402
F	0.0601012006435	0.049992328246	0.0829966097596	0.0336943259308	0.278604910563	0.0308111291813	0.335063240873
G	0.0649099945628	0.0561263306445	0.068685029926	0.0394925759423	0.271169062318	0.0280301751584	0.334605091521
H	0.0634529733013	0.0606691292559	0.0638358222455	0.0354644253078	0.275256055133	0.0295321707535	0.333365926936
I	0.0656605926216	0.0614646196816	0.0637459285591	0.0360813618524	0.272663775889	0.0300820872332	0.332053296804
J	0.0594098625421	0.0349512621334	0.0672431573497	0.0263178907363	0.320050615921	0.0249948390864	0.340279316187
K	0.05854971927	0.0314955628246	0.0746815205714	0.0255272620105	0.309727413929	0.0367565883382	0.340682120352
L	0.0551032199236	0.040065453177	0.0699919924879	0.0276623787584	0.310618563254	0.0260080606557	0.335939957821
