	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.128923044413	0.0639958393771	0.171995268973	0.0628936276469	0.123676974495	0.0260568618211	0.284120780116
B	0.129451169985	0.0660114373061	0.172233236854	0.0629785945341	0.123427278586	0.0263315255176	0.286971881204
C	0.116001310988	0.0544756629483	0.171765035964	0.0558209004699	0.141732504723	0.0267294575643	0.297990225139
D	0.116927600673	0.0547124916971	0.169009595815	0.0531400483675	0.138183252095	0.0263690654217	0.296807119807
E	0.113858530422	0.0580573021907	0.187594336163	0.0593834678412	0.129112488281	0.0297171538656	0.282071673804
F	0.120677708683	0.0634862662767	0.205212288555	0.0638034323626	0.103936261334	0.0271704404289	0.280395121637
G	0.129605944796	0.0711402537591	0.151226043782	0.0790915536172	0.113818214194	0.022784954205	0.291018856186
H	0.131144692778	0.0772111455338	0.159749978062	0.0577342700993	0.115856752878	0.0233635212476	0.273526192599
I	0.130100115225	0.0777607090446	0.155034514039	0.0586422152113	0.115431286373	0.0235040005583	0.282991287312
J	0.126430750494	0.0463403724107	0.149705300558	0.0365095980986	0.152763388166	0.0195052423105	0.320422397804
K	0.121137119468	0.0335700313249	0.202676589548	0.0447255903477	0.141653096358	0.0325605380034	0.279548941064
L	0.101082614761	0.058366989596	0.13860882353	0.0549022369399	0.148789422691	0.0210410309044	0.328429485894
