	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.117368985069	0.100952040873	0.156581084847	0.0580359679659	0.112593066964	0.0237216506943	0.304807390784
B	0.116558425749	0.101961230099	0.155079594503	0.0578169439035	0.111134486371	0.0237090260539	0.31435126028
C	0.106542777781	0.087852214388	0.157759631346	0.0544883596697	0.130175897379	0.0245499868339	0.314193419743
D	0.108013950772	0.0882252118704	0.156125620103	0.0517276928977	0.127649236821	0.024358893178	0.31009086744
E	0.103865412831	0.091609138791	0.171129585971	0.0555845234392	0.117780563716	0.0271089433789	0.305022278994
F	0.109278078817	0.0993284991383	0.185827232614	0.0598958633783	0.094118085949	0.024603827526	0.304412579216
G	0.116465685216	0.108247435709	0.135893803632	0.0723185024404	0.102278613277	0.0204748733423	0.317334220405
H	0.117841393741	0.118700393374	0.143544962942	0.0468873022707	0.104104260296	0.0209935289656	0.30288846876
I	0.114519436541	0.116846750137	0.136467713049	0.0514942627389	0.101607334104	0.0206891815257	0.320586052033
J	0.115314431784	0.0734858252994	0.136542586368	0.0382920079812	0.139331794163	0.0177902600835	0.343961316343
K	0.110245007233	0.0602805224215	0.184452809997	0.04590200581	0.128916278522	0.0296328389141	0.309401801848
L	0.0922430860796	0.0890976105189	0.126487682086	0.0536764936894	0.135778002552	0.0192010231385	0.347747249542
