	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.055865552096	0.0490381183067	0.0531288519698	0.0438333687936	0.0659516030615	0.0625911305506	0.52030566916
B	0.0559788033496	0.0488546233984	0.053243757008	0.0440641372163	0.0655323499987	0.0640383387635	0.518280601359
C	0.0508200386457	0.0399188591783	0.0520050480891	0.037994432225	0.0735029648228	0.0662490187036	0.532346281152
D	0.0512552051476	0.0396950211781	0.052685468753	0.0386359293857	0.0734545816102	0.0658149068422	0.531651042253
E	0.0506065292885	0.042490151662	0.0551130993699	0.04068070778	0.0670342762482	0.0696755483484	0.526877791572
F	0.0524028791528	0.0462155329007	0.0613496217959	0.0431643123169	0.0608606394128	0.0645722657407	0.519493802411
G	0.055871294589	0.0517042645659	0.0497677458104	0.0491700167861	0.061172128715	0.0582403175999	0.52107020093
H	0.0550565631559	0.0544922004523	0.0456318521781	0.0461860793533	0.061131492122	0.0552640330056	0.523511752471
I	0.055128436326	0.0547758452615	0.0458111940373	0.046319209066	0.0613065460053	0.056912255605	0.522056631124
J	0.0508898358344	0.0325360892313	0.0486429807951	0.0356196383202	0.0758696676559	0.0643823975466	0.544292564716
K	0.0503240381019	0.0317099894319	0.055145335997	0.0355867052954	0.0711352821187	0.0713919420682	0.538252212927
L	0.0484180188275	0.0374142344332	0.0486736663475	0.0381197191439	0.0747927383769	0.0640951240959	0.541000813889
