	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.31905259656	0.228130218468	0.0943869405028	0.0680832685726	0.139059492745	0.151287483152	0
B	0.318404977393	0.22811461222	0.0944995616218	0.0680144579554	0.139360813981	0.151605576829	0
C	0.320008808052	0.216723906378	0.0955276246012	0.0660915531783	0.146537843777	0.155110264013	0
D	0.319568217531	0.216905514966	0.0955782260675	0.0660184176729	0.146507904966	0.155421718797	0
E	0.317736587554	0.220138500325	0.0964624866293	0.0668644514762	0.143138978656	0.15565899536	0
F	0.318541909226	0.224334082953	0.0980468876327	0.0679755184273	0.138368832828	0.152732768933	0
G	0.318244079571	0.233409982935	0.0926932408679	0.0715469166517	0.135469226556	0.148636553418	0
H	0.317751468288	0.239423651881	0.092220700478	0.0694223260366	0.133329590494	0.147852262823	0
I	0.317769800194	0.239622023288	0.0921899786775	0.0695103990139	0.13344865119	0.147459147637	0
J	0.321225708711	0.213715825522	0.0957452805249	0.0653863976135	0.147655397825	0.156271389804	0
K	0.321030015829	0.213185604255	0.0972987451687	0.0653480923963	0.145622295932	0.157515246419	0
L	0.318460371048	0.217065831592	0.0956909934342	0.066239297773	0.1458883124	0.156655193754	0
