"AbsCibersort" "Cibersort" "DCQ" "Decon" "dtangle" "EPIC" "GEDIT" "Savant"
"10XImmune" -0.420489517973997 -0.420330517266182 -0.799707135503323 NA 0.297397646696408 -0.0429028548469595 0.400406212558713 -0.458664118571462
"BlueCode" 0.830314984965813 0.827210871995243 0.552498187164438 NA 0.896319930621932 0.173037288234028 0.958716877091134 0.755038138276138
"BluePrint-Blood" 0.306417772900348 0.304381659929018 0.401483578739585 NA 0.909312084682861 -0.182720174360659 0.928347312435869 0.770090304496664
"EPIC-BCIC" -0.152226943584091 -0.149124083654647 -0.57735189197945 NA 0.837491811330136 0.945488957830177 0.931263564756838 0.762420728540663
"EPIC-TIC" 0.935050905562528 0.935047107966837 0.729994312572564 NA 0.898931599912362 0.987427575452876 0.916925575402946 0.81603407505981
"HPCA-Blood" 0.526355731390302 0.541996781118012 0.227522924300381 0.696062233514105 0.818348384632071 -0.256106326670154 0.950893870803897 0.872140626796637
"HPCA-Stromal" 0.905850537987316 0.907320462087174 0.227522924300605 0.931847875176047 0.893965103681139 0.0327778916593312 0.992557108971417 0.872140626796637
"ImmunoStates" 0.964893415502884 0.967984126295221 0.73719544748759 0.965151207988049 0.983231217623274 0.916988087366859 0.977822398007264 0.844483954867477
"LM22" 0.9429372500749 0.934135581050587 0.689850642303115 0.907328097260967 0.97343392462965 0.931617317775422 0.970345071431319 0.900793048070584
"SkinSignatures" 0.824533251864681 0.818269607804042 0.553669026990111 0.689771199969354 0.914890445342927 0.0429477080971452 0.944002139573174 0.798550834293668
