Mixture	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_34	0.232202104415764	0	0.460638201566387	0.0197931780852445	0	0.376129922909198	0.269153680064502	0	0	9999	0.508765229160767	0.924402638442378	1.3579170870411
mix_35	0.130111600412017	0	0.491450280906379	0	0	0.448092734015248	0.277255105151603	0	0	9999	0.502842456641478	0.941447678589827	1.34690972048525
mix_36	0.150781795653638	0	0.474553679021756	0	0	0.447878441971734	0.278819077114997	0	0	9999	0.505464266071013	0.936077407045	1.35203299376212
mix_37	0.17631162242953	0	0.354093303081526	0	0	0.549977550259423	0.263028290778601	0	0	9999	0.50836781200727	0.926938476410438	1.34341076654908
mix_38	0.175590396870552	0	0.390708500523663	0	0	0.511302348099231	0.271036752277901	0	0	9999	0.508689042168422	0.927859890463771	1.34863799777135
mix_39	0.113890858933822	0.00238585305101568	0.519489784100451	0	0	0.415692114522164	0.29116205086309	0	0	9999	0.504344705790378	0.943318064096033	1.34262066147054
mix_40	0.149957172438224	0	0.482163335845547	0	0	0.448304492900057	0.268641436598844	0	0	9999	0.503961763413503	0.937433646791752	1.34906643778267
mix_41	0.211608777525694	0	0.483834569289611	0.0174962241236615	0	0.376989634617429	0.265867774750164	0	0	9999	0.509819638844482	0.926013063914446	1.35579698030656
mix_42	0.0937133894176359	0.00967274794588625	0.573990943870233	0.0219118109392231	0	0.375805079668255	0.276265712488032	0	0	9999	0.499423162050327	0.953146722943564	1.35135968432927
mix_43	0.182444439130018	0	0.496136676691562	0.00691717400879496	0	0.407392336177967	0.263785110145077	0	0	9999	0.512961593041701	0.925917672924873	1.35667573615342
mix_44	0.130313376625227	0.0248807168342835	0.483827895519806	0	0	0.438455226691744	0.275736323311316	0	0	9999	0.502139919191542	0.941772125408993	1.35321353898238
mix_45	0.14056345125867	0	0.431510872266892	0	0	0.495925401561667	0.276783553050428	0	0	9999	0.500676595036509	0.94062857090207	1.34478327813766
mix_46	0.18751934456703	0	0.476596807949046	0	0	0.414517030855276	0.278348402141046	0	0	9999	0.510237928609062	0.927345115706573	1.3569815855124
mix_47	0.225353984161207	0	0.337059581619822	0.0186765906158116	0	0.421223234016457	0.254956160894038	0	0.0907874582890868	9999	0.501388275261074	0.934354333136944	1.34805700959642
mix_48	0.150085901539979	0.00116078623999999	0.532656339542946	0.0118733200340078	0	0.408406441342482	0.25373429834168	0	0	9999	0.506958293916227	0.936300338972974	1.3579170870411
mix_49	0.184418941682712	0.0188722692322334	0.568435371765649	0	0	0.306076719966528	0.28251441145861	0	0	9999	0.496168467391658	0.943020776930229	1.36031771410573
mix_50	0.118943694425672	0	0.499149789717636	0	0	0.441197411679735	0.284405016487476	0	0	9999	0.500679438410055	0.945328992386073	1.34369591231052
mix_51	0.210673828935563	0	0.314065583628947	0.0191324221901183	0	0.533966668903019	0.271831458143972	0	0	9999	0.511753473776265	0.920674481809283	1.34966996180162
mix_52	0.189987542109802	0	0.477817003345258	0	0	0.418288509362657	0.268962750766249	0	0	9999	0.511176883203353	0.925922630297095	1.35505580558397
mix_53	0.19851903310431	0	0.544704711542208	0.00918703235665233	0	0.328803647521668	0.279414439638088	0	0	9999	0.511144147632088	0.927570188977371	1.36062886416293
mix_54	0.129383482277061	0	0.496752001552716	0	0	0.442245068904843	0.279676456861802	0	0	9999	0.507716494124238	0.93720244605652	1.34805700959642
mix_55	0.161901692332499	0	0.515423778411119	0.0388896810198776	0	0.383612610142666	0.253957741368089	0	0	9999	0.510831077562932	0.932879836777385	1.35378550327425
mix_56	0.121945899653905	0.00358651177434351	0.494364300736316	0	0	0.454055481508509	0.278404235109926	0	0	9999	0.503056359643004	0.942353972581161	1.352356428783
mix_57	0.104274327842201	0	0.459672889007389	0	0	0.483901813827038	0.300207978919793	0	0	9999	0.502256666439672	0.945234672334662	1.34805700959642
mix_58	0.139887603968233	0	0.446103538106272	0	0	0.481017273629503	0.276965393254653	0	0	9999	0.507337229353457	0.934910960014932	1.34397380895866
mix_59	0.218104491001844	0	0.366605916700594	0	0	0.486780953434876	0.281452916379208	0	0	9999	0.512071560759981	0.919747899590384	1.35294427751652
mix_60	0.158354380084242	0	0.51575465069139	0	0	0.422663585842267	0.258157099300849	0	0	9999	0.511466100145839	0.929939727195378	1.35492971591875
mix_61	0.143274943970728	0	0.44808188883844	0	0	0.466848930869204	0.290432234092975	0	0	9999	0.507492205766535	0.934844176918037	1.34863799777135
mix_62	0.179427519866816	0	0.404342054302265	0	0	0.496555683009097	0.272333914039478	0	0	9999	0.509253042747665	0.927269325437128	1.35265917121766
mix_63	0.131319744851575	0	0.465276680792998	0	0	0.479024836605079	0.269445286185363	0	0	9999	0.506481245594654	0.936994244775903	1.34506654843502
mix_64	0.197502236414525	0	0.257039513750083	0	0	0.508766572832093	0.326583090101853	0	0.057591883445104	9999	0.506998751130071	0.929362215181383	1.34748329654366
mix_65	0.225291870785277	0	0.40773331119317	0	0	0.448550167544337	0.275406235989614	0	0	9999	0.511862527223324	0.91992018317565	1.3569815855124
mix_66	0.195724537802216	0	0.482351998827406	0	0	0.399089999100035	0.280139835613324	0	0	9999	0.509387728769054	0.927382233915665	1.35730637134298
mix_67	0.153104259161324	0.00153588429544046	0.468009782493735	0	0	0.441546301057818	0.288160201774682	0	0	9999	0.507366159258895	0.934178417472708	1.352356428783
mix_68	0.153032538812075	0	0.449914374788916	0	0	0.469002020185677	0.276403884089774	0	0	9999	0.511740742561135	0.929290171396624	1.34835281787644
mix_69	0.109495364093382	0	0.491697906829152	0	0	0.466328904839016	0.277141565411095	0	0	9999	0.506114558649425	0.941005040030699	1.34466374117265
mix_70	0.181401254906517	0	0.398656594872597	0	0	0.496868832693628	0.269393225588436	0	0	9999	0.511012295602282	0.925179848933553	1.34631990806118
mix_71	0.174498340485521	0	0.414630334138596	0	0	0.485375871629799	0.275325974232528	0	0	9999	0.510645552787464	0.926890539473675	1.34983052048644
mix_72	0.192637567586023	0	0.356080290208896	0	0	0.530771159628797	0.270967817851513	0	0	9999	0.50981888369201	0.924057381888703	1.35045683527523
mix_73	0.177879749047777	0	0.288032714826791	0	0	0.615631555532953	0.263522529027494	0	0	9999	0.511272121743241	0.922561480230235	1.34506654843502
mix_74	0.0993731524892516	0.0227321150940441	0.5830139691978	0	0	0.364510950206277	0.283028984230283	0	0	9999	0.496674643836604	0.953656726145579	1.35265917121766
mix_75	0.150093651364679	0	0.485901917127989	0	0	0.453236598135927	0.26184916231183	0	0	9999	0.510026807815683	0.93165736917825	1.35108132894042
mix_76	0.165320078401565	0	0.362268467695785	0	0	0.549806969242347	0.275263655877959	0	0	9999	0.504075085638275	0.93276106798667	1.35265917121766
mix_77	0.128302130613416	0	0.496612270904715	0	0	0.432071298978531	0.292539374799749	0	0	9999	0.506772386430649	0.938648820618805	1.34952507529641
mix_78	0.161676509528038	0	0.432468570257786	0	0	0.491174230754616	0.261590409944807	0	0	9999	0.51172539180089	0.927386727528523	1.34690972048525
mix_79	0.235733317160344	0	0.259809681848305	0	0	0.553183841208665	0.275312769685632	0	0.0294415758778305	9999	0.512053160381158	0.917076459174876	1.35348118578078
mix_80	0.191337654940234	0	0.506598250318479	0.0170580703609455	0	0.372604095912826	0.271764391559443	0	0	9999	0.514208762641479	0.924966254931093	1.35936246309193
mix_81	0.231639941854214	0.0114980979833214	0.377492227513006	0	0	0.456621695773834	0.268987407265841	0	0.0195709631845165	9999	0.506839048101928	0.924168941733086	1.36581033357473
mix_82	0.220531259615031	0	0.294850791886237	0	0	0.489319544642997	0.290652337794258	0	0.0544765865479203	9999	0.498027460884182	0.934333241319277	1.34983052048644
mix_83	0.15841416333317	0	0.362792719194848	0.0548039434574863	0	0.518665110639131	0.251347289186872	0	0	9999	0.51066883298759	0.930814232063335	1.34602322581151
mix_84	0.15123127382518	0	0.445933267705852	0	0	0.46750192060075	0.282243258353466	0	0	9999	0.507649363034042	0.933408417072139	1.34690972048525
mix_85	0.217592023526597	0	0.403011914139998	0	0	0.462503639231289	0.269684353056533	0	0	9999	0.509799603438075	0.922344570384201	1.35279192995442
mix_86	0.124360409838353	0	0.461809304761563	0	0	0.481083352925471	0.277530210612271	0	0	9999	0.507742849639668	0.936858846569225	1.34478327813766
mix_87	0.0903449542219669	0.0403652101470416	0.666906116021868	0	0	0.255522275680769	0.299520615146011	0	0	9999	0.481578563553236	0.971815860242308	1.35265917121766
mix_88	0.132083942743047	0.0187710977019788	0.498135997130218	0	0	0.430219116880298	0.270928787084539	0	0	9999	0.502087906236841	0.941821844398906	1.35013894154008
mix_89	0.244407816190537	0	0.252444541348443	0	0	0.539363657352199	0.270337970354119	0	0.0549500113936256	9999	0.510619561624668	0.918750727025403	1.36150399663892
mix_90	0.0838693950732785	0.0167597813295262	0.548642509188546	0	0	0.400611552580738	0.298173771424333	0	0	9999	0.490956345928064	0.960732047128973	1.34805700959642
mix_91	0.131625571271749	0	0.490667313387253	0	0	0.449136808153917	0.274265658328192	0	0	9999	0.500573891814139	0.94325066551266	1.34569535114111
mix_92	0.123076049361396	0	0.504528865610588	0	0	0.446872789546603	0.273287899170836	0	0	9999	0.505969057237113	0.939610777969756	1.34776560368942
mix_93	0.209338811497788	0	0.165369847910786	0.0297081035875569	0	0.641274521134785	0.274417773818617	0	0.0268006625357155	9999	0.510841582915	0.92074888506164	1.34690972048525
mix_94	0.101682462270217	0.000299569230584185	0.511939487277269	0	0	0.444437388935413	0.289124388830174	0	0	9999	0.498364609458579	0.95018303604849	1.34748329654366
mix_95	0.112898064099595	0	0.527418297056834	0	0	0.433237355342384	0.271512831936203	0	0	9999	0.503527245015914	0.943730019122845	1.34506654843502
mix_96	0.171825196374657	0	0.499167878681312	0	0	0.411849060849561	0.274002465029131	0	0	9999	0.506820470273018	0.932743511334582	1.35684460093466
mix_97	0.11242079517463	0.0128546931707828	0.57696711402399	0	0	0.356453920531226	0.289656294975813	0	0	9999	0.493699236240004	0.954850216828481	1.34835281787644
mix_98	0.142327215663875	0	0.500056165815429	0	0	0.445626976492945	0.265775145302002	0	0	9999	0.504675111107036	0.938050428998122	1.35378550327425
mix_99	0.216357273008547	0	0.232630608248441	0	0	0.543569629619937	0.278134179678887	0	0.0794472509842685	9999	0.50459118477775	0.928588738454129	1.35013894154008
mix_100	0.126348881697548	0	0.466100082611712	0	0	0.47956230950435	0.272652467359035	0	0	9999	0.505229616458664	0.93890523051205	1.34466374117265
