Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0.227774968904238	0.727351863666058	0	0	0.14890282820504	9999	0.578245642088297	0.819838658242658	1.10402966077534
mix_2	0.026482050360654	0.216475868317489	0.73102711232429	0	0	0.128783707910168	9999	0.575142363204308	0.822080082289046	1.1027687389126
mix_3	0.010498564780644	0.35115809723045	0.747394256234155	0	0	0	9999	0.563867464465232	0.830282629191261	1.10905091824525
mix_4	0.0114726737525383	0.176888502479119	0.814911146877339	0	0	0.0913533863700301	9999	0.573111046069048	0.823193297124834	1.09462570947903
mix_5	0	0.228001559118982	0.766962424718968	0	0	0.106537972948963	9999	0.572299965716326	0.824047704223894	1.10150195678691
mix_6	0.00639967743417389	0.177718017371234	0.810175379526117	0	0	0.102112870954527	9999	0.572368218550082	0.82390495919304	1.09640594528605
mix_7	0	0.25376855240618	0.728792275562603	0	0	0.121975118642667	9999	0.571254373000067	0.825158270320609	1.10453594661145
mix_8	0.0058331919035647	0.24276689446222	0.769367065938161	0	0	0.0873695450545042	9999	0.569468754756201	0.826096807561656	1.10533669735845
mix_9	0.00538977713973829	0.148699734749977	0.787178904271134	0	0	0.152154194576174	9999	0.573725412697894	0.82352507015756	1.09342261073702
mix_10	0.0321063465927658	0.254429070446054	0.815947431180373	0	0	0	9999	0.576253016224314	0.81994046849728	1.10248284821919
mix_11	0.0561730301952088	0.187407789580092	0.854444863814256	0	0	0	9999	0.577854005593194	0.81855979634007	1.09802568358956
mix_12	0	0.214665081584621	0.776684871007519	0	0	0.112125581073054	9999	0.572628536304543	0.823824792981455	1.10347553366519
mix_13	0.00388001260866185	0.216445499385726	0.641693419016967	0	0	0.234387014274697	9999	0.573345239370271	0.825226400442413	1.09640594528605
mix_14	0.0365461261241162	0.193751864397368	0.805491733245028	0	0	0.0588359857125139	9999	0.576896511195894	0.819849236249125	1.09462570947903
